code,name,category,pe,2018-06,2018-03,2017-12,2017-09
SNH,Senior Housing Properties Trust,房地产信托投资基金,31.63333131,125000000.0_618.24%,237000000.0_635.43%,66328000.0_54.66%,35793000.0_28.28%
NEU,NewMarket Corp.,化学制品,19.11976552,52885000.0_-15.69%,60565000.0_-5.27%,4072000.0_-91.08%,59772000.0_-16.34%
PRXL,PAREXEL International Corporation,卫生保健设施,31.23404394,0,0,0,0
CNDT,"Conduent, Inc.",,-4.40824734,11000000.0_375.00%,-50000000.0_-733.33%,208000000.0_121.87%,"-17000000.0_-1,800.00%"
CABO,"Cable One, Inc.",,45.97666313,43785000.0_57.16%,40653000.0_26.59%,141000000.0_430.03%,31514000.0_50.97%
EVR,永核伙伴,,45.12345618,81660000.0_215.57%,110000000.00000001_15.94%,-1399000.0_-102.33%,60082000.0_27.07%
WYND,"Wyndham Destinations, Inc.",,,378000000.0_344.71%,34000000.0_-62.22%,449000000.0_173.78%,202999999.99999997_3.05%
GGB,盖尔道钢铁,,-7.33333311,698000000.0_812.59%,448000000.00000006_-45.55%,-1384000000.0_55.00%,145000000.0_52.23%
SBRAP,"Sabra Health Care REIT, Inc.",,27.60869474,0,0,0,0
ALR,阿勒尔公司,,-72.84286078,0,0,0,0
PLNT,"Planet Fitness, Inc.",,101.55999756,30418000.0_68.95%,23493000.0_31.50%,829000.0_-96.22%,18902000.0_27.17%
SBNA,"Scorpio Tankers, Inc.",,20.47466515,-68901000.0_-0.95%,-31794000.0_-175.68%,-41510000.0_-39.93%,-36948000.0_-36.26%
GDOT,Green Dot Corp.,,106.28749689,29827000.0_54.82%,70031000.0_71.84%,"12228000.0_1,009.14%",13639000.0_569.56%
ARRS,艾利斯集团,电信,271.3333234,34799000.0_22.21%,-17032000.0_58.49%,-8135000.0_-109.45%,86815000.0_90.17%
NUS,如新集团,,31.27451039,50961000.0_21.22%,35539000.0_29.28%,18235000.0_-52.25%,41672000.0_-26.73%
ESGR,恩斯塔,保险,15.53964726,-145000.0_-100.14%,-40428000.0_-156.07%,134000000.00000001_351.28%,24161000.0_-85.82%
HWC,Hancock Whitney Corp.,,,71177000.0_36.18%,72475000.0_47.87%,55449000.0_6.98%,58902000.0_26.08%
JBGS,JBG SMITH Properties,,,24023000.0_111.82%,-4786000.0_-175.75%,-18752000.0_-248.47%,-77991000.0_-471.14%
JOBS,前程无忧,,50.85106287,-57319000.0_-181.01%,-338000000.0_-307.10%,305000000.0_50.24%,-166000000.0_-254.35%
HBHC,汉考克控股银行,银行,27.6203216,0,72475000.0_47.87%,55449000.0_6.98%,58902000.0_26.08%
PAG,潘世奇汽车,零售,13.00501235,135000000.0_26.47%,108000000.0_29.88%,329000000.0_297.34%,94300000.0_6.55%
AGIO,"Agios Pharmaceuticals, Inc.",,-14.99211037,-68745000.0_17.26%,-90825000.0_-37.27%,-88285000.0_-56.30%,-77137000.0_-22.76%
COHR,"Coherent, Inc.",半导体,45.52261101,66970000.0_9.58%,65302000.0_56.06%,41901000.0_37.80%,73752000.0_139.57%
GPK,Graphic Packaging Holding Co.,包装容器,19.97183202,66000000.0_57.14%,42700000.0_15.41%,174000000.0_398.28%,47300000.0_-18.17%
GPT,Gramercy Property Trust,,144.00000502,0,0,0,"50462000.0_7,031.59%"
DTJ,DTE Energy Co.,,,236000000.0_34.86%,351000000.0_-10.91%,280000000.0_125.81%,263000000.0_-19.08%
WEN,温迪,,37.59183616,0,0,159000000.0_451.30%,0
DTW,DTE Energy Company,,,236000000.0_34.86%,351000000.0_-10.91%,280000000.0_125.81%,263000000.0_-19.08%
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,,5.57391303,0,580000000.0_-13.93%,613000000.0_-35.30%,901000000.0_56.92%
DTQ,DTE Energy Co.,,,236000000.0_34.86%,351000000.0_-10.91%,280000000.0_125.81%,263000000.0_-19.08%
RHP,"Ryman Hospitality Properties, Inc.",,27.69774993,55546000.0_17.45%,27339000.0_-16.19%,72318000.0_50.36%,23870000.0_-28.94%
MD,"MEDNAX, Inc.",卫生保健设施,13.39541544,79412000.0_24.67%,63428000.0_15.98%,136000000.0_74.31%,65880000.0_-31.67%
LVNTA,Liberty Interactive Corp.,,9.47163111,0,0,0,0
FNB,F.N.B. Corp. (Pennsylvania),银行,17.24359013,0_0,86762000.0_277.57%,24126000.0_-52.96%,77693000.0_48.93%
NEOG,纽尔真检测,,77.88888834,0,0,0,0
FLO,花苑食品,食品,26.44871784,0,0,78533000.0_502.15%,0
CHH,精选国际酒店,住宿,31.07287413,79839000.0_57.52%,25086000.0_3.37%,-6441000.0_-120.24%,47595000.0_0.06%
LPX,路易斯安那太平洋,,29.31068094,163000000.0_72.17%,90900000.0_65.27%,131000000.0_209.48%,110000000.00000001_67.38%
CMPR,Cimpress NV,,-431.71874058,-5639000.0_83.66%,-1602000.0_96.25%,30623000.0_-12.56%,23406000.0_177.94%
TCF,TCF Financial Corp.,,,0_0,76424000.0_57.30%,104000000.0_98.93%,63049000.0_7.48%
PEN,"Penumbra, Inc.",,285.68181279,13381000.0_958.86%,5491000.0_276.79%,9083000.0_479.09%,238000.0_-98.00%
AWH,安奈特保险,保险,17.33802928,0,0,0,0
TFSL,TFS Financial Corp.,储蓄及贷款\r,53.00000113,20875000.0_-8.39%,23314000.0_-0.63%,19613000.0_0.02%,23018000.0_0.93%
ILG,"ILG, Inc.",,13.31923167,28000000.0_7.69%,45000000.0_0.00%,74000000.0_131.25%,30000000.0_-6.25%
SEB,Seaboard Corp.,食品,13.80652012,7000000.0_-88.14%,32000000.0_-61.90%,22000000.0_-78.85%,81000000.0_8.00%
BKU,"BankUnited, Inc.",银行,19.33971284,89900000.0_35.38%,85235000.0_36.83%,418000000.0_560.08%,67779000.0_33.30%
ZIONW,锡安银行,银行,,0,0,0,0
SJIU,"South Jersey Industries, Inc.",,,"-93819000.0_-1,124.95%",111000000.00000001_194.93%,4045000.0_-91.19%,-37593000.0_-490.17%
FVD,First Trust Value Line Dividend Index Fund,股权,,0,0,128000000.0_95.91%,128000000.0_95.91%
IUSG,iShares Core S&P US Growth ETF,,,0,131000000.0_126.00%,131000000.0_126.00%,108000000.0_336.99%
ADNT,Adient plc,,-2.81219205,73000000.0_-67.26%,-143000000.0_-166.82%,-196000000.0_-219.51%,349000000.0_140.25%
KDP,"Keurig Dr Pepper, Inc.",,,0,88701000.0_48.27%,619000000.0_327.34%,0
AMCX,AMC网络公司,媒体内容,16.16310177,110000000.00000001_2.51%,161000000.0_12.55%,149000000.0_680.21%,90836000.0_34.63%
CNK,喜满客影城,娱乐,16.63926834,82464000.0_59.17%,62177000.0_-22.47%,95475000.0_23.53%,38540000.0_-41.72%
RDN,Radian Group Inc.,保险,14.53284655,209000000.0_864.21%,113999999.99999999_49.71%,6816000.0_-88.84%,65142000.0_-21.33%
LOV,Spark Networks SE,互联网,-54.91666917,0,0,-1935000.0_-609.21%,-1935000.0_-609.21%
CAB,卡贝尔拉斯,,28.87323789,0,0,0,0
VVV,"Valvoline, Inc.",,16.13235316,64000000.0_14.29%,67000000.0_-5.63%,-10000000.0_-113.89%,105000000.0_61.54%
TARO,Taro Pharmaceutical Industries Ltd.,生物技术和制药,9.20754734,67428000.0_23.60%,86428000.0_4.18%,16613000.0_-88.13%,52483000.0_-57.64%
NAV,纳威司达,汽车制造,-27.6258071,0,0,0,0
CASY,"Casey\'s General Stores, Inc.",零售,23.34826944,0,0,0,0
POR,波特兰通用电气,电力,21.93055419,46000000.0_43.75%,64000000.0_-12.33%,42000000.0_-31.15%,40000000.0_17.65%
MLNX,迈勒罗斯科技,半导体,215.67568114,16526000.0_306.81%,37843000.0_409.07%,-2593000.0_-128.83%,3403000.0_-71.73%
FR,第一工业地产,房地产信托投资基金,31.85714503,0_0,37464000.0_59.48%,101000000.0_311.58%,44656000.0_36.70%
MULE,"MuleSoft, Inc.",,-16.3260071,0,0,-25088000.0_-91.64%,-25116000.0_-60.37%
STMP,"Stamps.com, Inc.",互联网,56.2378649,45524000.0_46.66%,47044000.0_41.96%,40200000.0_38.49%,46225000.0_147.56%
OGS,"ONE Gas, Inc.",,30.19999845,20419000.0_-0.99%,90835000.0_18.81%,47119000.0_11.36%,18797000.0_47.58%
BRFS,BRF SA,食品,-34.53333082,-1574000000.0_-846.44%,-113999999.99999999_60.17%,-784000000.0_-77.36%,138000000.0_741.82%
AUO,友达光电,计算机硬件,12.82352967,39713000.0_-99.56%,4027000000.0000005_-57.31%,13884000000.0_31.95%,8223999999.999999_78.17%
SMG,Scotts Miracle-Gro Co.,家庭产品\/用品\r,14.06145321,82800000.0_-45.49%,149000000.0_-9.81%,-21200000.0_67.33%,-33500000.0_-24.54%
MMS,马克西姆斯服务,,21.69666545,60242000.0_4.25%,55106000.0_3.78%,59952000.0_29.40%,54968000.0_7.39%
PAGP,Plains GP Holdings LP,,28.10638313,96000000.0_-44.83%,273000000.0_-32.09%,-648000000.0_-631.15%,31000000.0_-88.89%
KL,Kirkland Lake Gold Ltd.,,,0,0,0,43780000.0_131.89%
COTV,"Cotiviti Holdings, Inc.",,81.23636243,16575000.0_-21.40%,53927000.0_99.91%,70668000.0_179.41%,19472000.0_324.87%
AN,车之国公司,,11.17590362,97600000.0_11.29%,93700000.0_-4.49%,151000000.0_31.22%,97500000.0_-9.13%
HOMB,"Home Bancshares, Inc. (Arkansas)",银行,18.9126985,76025000.0_51.76%,73064000.0_55.93%,23309000.0_-52.03%,14821000.0_-66.02%
DK,"Delek US Holdings, Inc.",油气,-19.85140567,86700000.0_369.25%,-20000000.0_-230.72%,225000000.0_361.27%,113999999.99999999_172.54%
SBRA,"Sabra Health Care REIT, Inc.",,25.28260849,200999999.99999997_877.74%,62481000.0_232.50%,104000000.0_348.72%,15069000.0_-40.47%
NGVT,Ingevity Corp.,,118.7469874,52200000.0_45.81%,35800000.0_55.65%,48000000.0_310.26%,38400000.0_883.67%
NJR,新泽西能源,,35.03731313,-14274000.0_-175.30%,140000000.0_22.29%,124000000.0_254.14%,-36523000.0_-243.79%
CHFC,Chemical Financial Corp.,银行,26.70045926,68988000.0_32.63%,71596000.0_50.40%,9446000.0_-79.97%,40459000.0_252.31%
SLAB,芯科实验室,半导体,65.75861747,14280000.0_-13.81%,26405000.0_71.17%,-4852000.0_-124.13%,19949000.0_-0.34%
TKC,土耳其移动通信,电信,6.28000005,429000000.0_-39.94%,525000000.0_11.37%,236000000.0_-39.10%,615000000.0_253.12%
R,莱德系统公司,运输,15.86326568,42258000.0_-16.93%,33505000.0_-12.76%,"643000000.0_1,234.49%",58623000.0_-30.83%
WLL,Whiting Petroleum Corp.,油气,-8.52067676,2120000.0_103.21%,15012000.0_117.26%,-798000000.0_-360.73%,-286000000.0_58.67%
VIPS,广州唯品会信息科技有限公司,,14.59183665,689000000.0_85.75%,525000000.0_-3.44%,660000000.0_-13.54%,318000000.0_-7.75%
TNET,"TriNet Group, Inc.",,68.63529237,58000000.0_45.00%,54000000.0_86.21%,66476000.0_194.66%,42836000.0_193.78%
LANC,兰卡斯特食品,,31.1330565,32387000.0_13.69%,27621000.0_90.87%,45920000.0_17.88%,29386000.0_-12.02%
IGT,国际游戏科技公司,娱乐,19.20952475,195000000.0_177.39%,-64504000.0_-140.76%,106000000.0_-57.52%,"-774000000.0_-4,307.36%"
AVV.L,AVV.L,,0.601191,0,0,0,0
RBA,里奇兄弟拍卖,,44.67058842,45727000.0_158.16%,17207000.0_64.93%,36837000.0_31.90%,10323000.0_306.46%
LOGM,大家来网络,软件,789.0000035,6554000.0_-55.85%,29712000.0_260.05%,"93321000.0_4,911.87%","9920000.0_1,609.89%"
CCJ,Cameco Corp.,采矿,-86.3333324,0,0,0,-124000000.0_-186.73%
UBSI,联合银行,银行,19.74874324,66274000.0_78.83%,61706000.0_59.00%,17975000.0_-54.04%,56738000.0_36.79%
VSM,"Versum Materials, Inc.",,20.61538427,64100000.0_17.18%,63300000.0_35.26%,20600000.0_-60.61%,46100000.0_-1.91%
MBFI,MB金融,银行,22.76056194,38533000.0_-13.34%,56757000.0_4.07%,144000000.0_205.55%,60843000.0_36.98%
APLE,"Apple Hospitality REIT, Inc.",,23.223684,67630000.0_-22.80%,42182000.0_22.75%,-2303000.0_-105.54%,62824000.0_358.77%
PAC,太平洋航空,工程建设,27.65165284,1189000000.0_4.98%,1429000000.0_-7.81%,963000000.0000001_-1.31%,1085000000.0_29.19%
ALE,埃立特公司,电力,25.14649568,31300000.0_-15.18%,51000000.0_4.08%,41400000.0_-6.55%,44900000.0_11.41%
KMPR,Kemper Corp.,保险,238.18180409,37600000.0_2.73%,"53800000.0_18,033.33%",36900000.0_18.27%,47700000.0_392.64%
FFIN,第一金融银行股份,银行,37.86163491,37633000.0_33.19%,34519000.0_29.78%,36144000.0_35.54%,29374000.0_14.73%
CLGX,"CoreLogic, Inc.",商业服务,41.87394911,58516000.0_41.82%,28287000.0_83.23%,"64709000.0_1,706.00%",30754000.0_-12.30%
BYD,博伊德赌场,住宿,9.86225843,38945000.0_-20.05%,41399000.0_16.78%,82150000.0_572.26%,22976000.0_-93.29%
CMD,Cantel Medical Corp.,环球,,0,0,0,0
WRI,魏因加滕房地产投资信托基金,,16.62032077,79871000.0_15.43%,149000000.0_309.30%,171000000.0_146.69%,74473000.0_21.42%
COR,CoreSite房产,房地产信托投资基金,74.96753234,27279000.0_13.03%,28566000.0_13.99%,27008000.0_16.61%,24288000.0_25.72%
SWX,"Southwest Gas Holdings, Inc.",,25.44339684,21551000.0_18.93%,78294000.0_13.46%,96396000.0_46.73%,10420000.0_258.45%
CBT,卡博特,化学制品,19.48036389,99000000.0_80.00%,-163000000.0_-303.75%,-112000000.00000001_-289.83%,75000000.0_0
CUZ,卡津斯不动产信托基金,,30.45161132,21749000.0_-87.28%,16406000.0_237.71%,31871000.0_-15.88%,12285000.0_5.39%
VLY,硅谷国家银行,银行,18.96825381,72802000.0_45.41%,41965000.0_-8.96%,26098000.0_-47.90%,39649000.0_-7.45%
SRCLP,"Stericycle, Inc.",,22.26442455,0,0,0,0
BCO,布鲁克林公司,商业服务,112.24637278,-108000000.0_-897.04%,25500000.0_-37.04%,-51500000.0_-421.88%,21100000.0_-18.53%
WNR,Western Refining,油气,29.17741938,0,0,0,0
STAY,"Extended Stay America, Inc.",,59.40000363,65570000.0_31.87%,31095000.0_93.58%,40150000.0_33.18%,66250000.0_16.10%
CHK,切萨皮克能源,油气,-0.12721369,-16000000.0_-103.23%,294000000.0_108.51%,334000000.0_197.95%,-17000000.0_98.60%
RARE,"Ultragenyx Pharmaceutical, Inc.",,-12.57648921,-52728000.0_27.66%,30253000.0_144.30%,-81731000.0_-14.65%,-79227000.0_-22.06%
MIC,麦格里基础设施,商业服务,24.7891892,36279000.0_39.40%,46795000.0_43.38%,361000000.0_407.90%,36173000.0_-14.85%
SWJ,"Stanley Black & Decker, Inc.",,3.90831015,293000000.0_5.69%,170000000.0_-56.79%,281000000.0_9.89%,274000000.0_10.12%
SR,"Spire, Inc. (Missouri)",家庭产品\/用品\r,24.30379777,25900000.0_19.35%,98200000.0_-9.07%,115999999.99999999_156.64%,-13300000.0_6.34%
HE,夏威夷电力,电力,15.61572005,46054000.0_19.12%,40247000.0_17.71%,32370000.0_-27.48%,60073000.0_-52.75%
EQC,Equity Commonwealth,,19.77160413,37047000.0_737.53%,188000000.0_687.77%,-21569000.0_-275.93%,33224000.0_-61.54%
CFX,科尔法克斯,多元化制造商,31.43269214,41779000.0_-28.55%,29042000.0_-30.00%,17840000.0_-58.34%,51704000.0_60.58%
TCO,陶布曼中心,房地产信托投资基金,35.98870138,29494000.0_8.89%,33997000.0_5.62%,37507000.0_-25.51%,13675000.0_-60.53%
TTEK,"Tetra Tech, Inc.",环境控制,47.08053764,0,0,46052000.0_73.20%,0
UNVR,"Univar, Inc.",,-54.88000107,56100000.0_79.23%,65400000.0_189.38%,27000000.0_145.61%,38900000.0_161.75%
EWT,台湾ETF-iShares MSCI,股权,31.76521699,0,0,0,0
MGR.L,MGR.L,,,0,0,0,0
SF,Stifel Financial Corp.,多元化金融服务,54.16999817,0_0,88761000.0_35.49%,-1988000.0_-107.40%,66536000.0_273.50%
ISBC,投资者银行,储蓄及贷款\r,20.15624985,57097000.0_44.06%,57925000.0_25.87%,-4754000.0_-109.06%,45845000.0_-8.03%
HR,医疗保健房地产信托,房地产信托投资基金,39.4743616,37729000.0_49.58%,9180000.0_-71.17%,-37151000.0_-170.85%,3173000.0_-73.19%
MSA,"MSA Safety, Inc.",,41.40082615,33421000.0_164.95%,32489000.0_121.16%,-32574000.0_-231.16%,32226000.0_28.79%
ENR,劲量控股,电力组件与设备,25.5277787,23800000.0_-4.42%,7800000.0_-83.37%,60400000.0_-36.82%,34100000.0_57.87%
CWK,Cushman &#38; Wakefield plc,,,0,0,0,0
RLJ,RLJ Lodging Trust,,13.61490676,0,23894000.0_9.72%,7386000.0_-90.26%,4111000.0_-90.07%
IUSV,iShares Core S&P U.S. Value ETF,股权,,0,26748800.0_-47.04%,26748800.0_-47.04%,53861100.0_68.71%
OAS,"Oasis Petroleum, Inc.",,-9.15151473,"-316000000.0_-2,009.11%",3712000.0_-84.42%,128000000.0_334.27%,-41064000.0_-20.98%
PGRE,"Paramount Group, Inc.",,-319.40000058,-36578000.0_-126.47%,2715000.0_66.67%,-7232000.0_-156.18%,-25403000.0_-668.43%
USM,United States Cellular Corp.,,79.67856918,52000000.0_333.33%,55000000.0_96.43%,"274000000.0_5,580.00%","-298000000.0_-1,755.56%"
GSH,广深铁路股份有限公司,运输,17.49230816,206999999.99999997_-7.94%,445000000.0_57.99%,126000000.0_86.01%,380000000.0_-6.53%
JCOM,J2全球通信,,25.51118069,28479000.0_-9.23%,18871000.0_-26.91%,49871000.0_15.55%,32358000.0_-28.99%
SAIC,Science Applications International Corp.,,27.63664505,0,0,0,0
NYT,纽约时报,媒体,128.88888801,0,0,-57839000.0_-253.72%,"36002000.0_12,621.55%"
SNX,新聚思,,15.54472748,0,0,0,0
COUP,"Coupa Software, Inc.",媒体内容,-35.72872252,0,0,0,0
LHO,拉萨尔饭店,,16.68599132,0,-6964000.0_-108.53%,16044000.0_-40.05%,35272000.0_-77.63%
CIEN,Ciena科技,电信,43.57376934,0,0,0,0
UMBF,UMB金融,银行,23.61490691,55424000.0_29.43%,56786000.0_28.53%,112000000.00000001_160.77%,48142000.0_14.77%
VSAT,卫讯公司,电信,152.09524539,-35497000.0_-283.92%,-19516000.0_-559.31%,-25621000.0_-654.33%,-13892000.0_-229.36%
YELP,Yelp,媒体内容,-755.33334513,10704000.0_35.48%,-2286000.0_43.22%,"142000000.0_1,620.13%",7947000.0_283.91%
APU,AmeriGas Partners LP,零售,21.82353009,-74772000.0_-59.79%,194000000.0_41.64%,106000000.0_13.09%,-18035000.0_79.31%
AMED,阿美迪斯公司,卫生保健设施,108.45454588,33541000.0_640.58%,27320000.0_79.75%,-3706000.0_-141.31%,14661000.0_27.48%
CHDN,"Churchill Downs, Inc.",娱乐,43.3152189,103000000.0_31.67%,"182000000.0_2,393.15%",38200000.0_42.54%,16700000.0_91.95%
GBCI,冰川万通金控,银行,28.11320744,44384000.0_31.75%,38559000.0_23.37%,14956000.0_-51.82%,36479000.0_17.84%
BXMT,"Blackstone Mortgage Trust, Inc.",,13.35968364,72507000.0_43.26%,61116000.0_18.89%,58139000.0_8.87%,57810000.0_-12.93%
LITE,"Lumentum Holdings, Inc.",,249.79167543,33500000.0_161.02%,2700000.0_104.82%,"204999999.99999997_1,635.59%",7100000.0_308.82%
ARD,Ardagh Group SA,,-2.77351929,58000000.0_75.76%,-15000000.0_76.56%,30000000.0_600.00%,53000000.0_983.33%
BGCP,"BGC Partners, Inc.",,32.05555418,49990000.0_-35.69%,97431000.0_90.61%,-158000000.0_-337.58%,111000000.00000001_-3.29%
SHO,"Sunstone Hotel Investors, Inc.",,29.79999824,51262000.0_-0.30%,38455000.0_-39.75%,20680000.0_-39.70%,17082000.0_-56.67%
KFY,光辉国际咨询顾问,,60.16363534,0,0,0,0
AAXN,"Axon Enterprise, Inc.",,,8485000.0_272.80%,12926000.0_182.23%,-2071000.0_-132.66%,422000.0_-89.02%
SIGI,"Selective Insurance Group, Inc.",保险,23.53703634,58800000.0_41.94%,18925000.0_-62.48%,30242000.0_-23.17%,46718000.0_21.34%
PTEN,"Patterson-UTI Energy, Inc.",,-7.79357764,-10713000.0_88.38%,-34417000.0_45.83%,195000000.0_350.12%,-33769000.0_59.87%
BSM,Black Stone Minerals LP,,230.87499658,28690000.0_-47.04%,41957000.0_-31.87%,19360000.0_365.72%,22034000.0_-41.30%
DKS,迪克体育用品,,14.51562526,0,0,0,0
EWY,韩国ETF-iShares MSCI,股权,30.48584941,0,0,0,0
RRC,山脉资源集团,,-5.40363624,-79836000.0_-214.79%,49238000.0_-71.06%,221000000.0_237.63%,-128000000.0_-204.26%
PRLB,"Proto Labs, Inc.",多元化制造商,85.00000304,18314000.0_51.53%,18051000.0_47.96%,14272000.0_52.28%,13220000.0_10.33%
TI.A,意大利电信,,,377000000.0_-12.12%,252000000.0_12.00%,157000000.0_-55.90%,476000000.0_-5.74%
SIG,西格内特珠宝,零售,8.81355963,0,0,0,0
OSB,"Norbord, Inc.",,19.99061011,0,0,0,130000000.0_136.36%
CST,CST Brands Inc,,11.44575505,0,0,0,0
KLXI,"KLX, Inc.",,69.03809634,0,0,0,0
TKR,铁姆肯,金属构造\/部件,24.84375095,91900000.0_12.07%,80500000.0_111.29%,28100000.0_507.25%,54100000.0_59.12%
JW.B,"John Wiley & Sons, Inc.",,28.50892872,0,0,0,0
FSCFL,Fifth Street Finance Corp. - 6.125% senior notes due 2028,,-57.27272932,0,0,0,0
JW.A,"John Wiley & Sons, Inc.",媒体内容,28.45982131,0,0,0,0
MDGL,"Madrigal Pharmaceuticals, Inc.",,-46.90729769,-6460000.0_22.61%,-6364000.0_-6.08%,-8445000.0_-8.98%,-8363000.0_40.47%
CBRL,CB乡村店,零售,18.21676571,0,0,0,0
EWG,德国ETF-iShares MSCI,债务\r,7.03827782,0,0,0,0
PCTY,Paylocity Holding Corp.,,-984.57139822,-1553000.0_59.60%,39177000.0_164.69%,431000.0_125.79%,543000.0_121.14%
WWW,沃尔弗林集团,,42.96629471,55500000.0_170.73%,46600000.0_177.38%,"-60800000.0_-2,433.33%",22800000.0_-52.70%
DECK,Deckers Outdoor Corp.,服饰,-1707.71429152,-30407000.0_27.81%,20615000.0_231.27%,86341000.0_110.45%,49559000.0_26.09%
SRC,"Spirit Realty Capital, Inc.",,40.23809559,17164000.0_-26.04%,30718000.0_139.44%,"35791000.0_3,522.57%",5322000.0_-80.58%
AWI,阿姆斯特朗工业,,37.43315498,47300000.0_14.53%,27800000.0_-8.55%,33700000.0_24.35%,49400000.0_-30.03%
KGC,金罗斯黄金,,-32.111111,0,0,0,"60100000.0_2,631.82%"
ERJ,ERJ航空,航空航天\/国防,78.72000122,-459999999.99999994_-303.65%,-33224000.0_-119.04%,125000000.0_-80.74%,355000000.0_430.89%
FND,"Floor & Decor Holdings, Inc.",,,39846000.0_95.05%,31871000.0_186.40%,47976000.0_187.16%,23255000.0_63.55%
CPA,科帕控股,,10.64837863,49894000.0_-20.80%,136000000.0_33.39%,101000000.0_11.46%,104000000.0_40.23%
SITE,"SiteOne Landscape Supply, Inc.",,-29.45364156,0,0,4000000.0_171.43%,0
PSB,"PS Business Parks, Inc.",房地产信托投资基金,56.98268751,0_0,71525000.0_52.07%,45477000.0_14.88%,42631000.0_9.33%
NUVA,纽瓦索器材,,101.39130337,11531000.0_-1.74%,-27132000.0_-326.42%,23524000.0_294.30%,33185000.0_849.50%
RBC,雷勃电气,,18.28539864,67300000.0_23.94%,59300000.0_24.58%,52600000.0_11.68%,63600000.0_4.09%
CNO,康塞科,保险,10.83582129,102000000.0_22.54%,84300000.0_35.31%,-70900000.0_-130.27%,101000000.0_441.94%
B,巴恩斯集团,,27.25000053,49429000.0_9.78%,38818000.0_1.34%,-59248000.0_-261.38%,35333000.0_-4.06%
PAH,Platform Specialty Products Corp.,化学制品,-19.06153969,11800000.0_119.67%,38000000.0_261.02%,"-146000000.0_-145,600.00%",-66300000.0_-200.61%
NXST,"Nexstar Media Group, Inc.",媒体,27.11072513,86606000.0_78.73%,47341000.0_857.54%,"380000000.0_1,761.04%",42072000.0_64.24%
FCFS,第一富金融服务,,46.77325326,30171000.0_97.99%,41635000.0_27.54%,67734000.0_84.60%,"28274000.0_2,102.41%"
MOR,MorphoSys AG,,,-23539000.0_-46.43%,-19488000.0_-29.56%,-14690500.0_48.89%,-24019200.0_-87.40%
MTDR,Matador Resources Co.,,-28.58878379,65637000.0_107.14%,64924000.0_41.45%,42441000.0_-59.31%,17979000.0_49.24%
SOGO,搜狗公司,,,33160000.0_40.95%,15310000.0_25.10%,15463000.0_44.33%,30973000.0_54.22%
CLH,"Clean Harbors, Inc.",环境控制,-91.95652316,30747000.0_18.81%,-12631000.0_40.96%,84194000.0_0,12058000.0_217.58%
YY,欢聚时代,媒体内容,20.23076848,-276000000.0_-148.25%,480000000.0_-11.23%,758000000.0_32.68%,637000000.0_60.12%
PBMD,Prima BioMed Ltd,生物技术,-5.6999999,0,0,0,0
ELLI,"Ellie Mae, Inc.",多元化金融服务,89.26087274,9498000.0_-49.54%,2204000.0_-77.04%,9909000.0_-9.11%,14519000.0_5.36%
ERI,艾姆升,,88.36538932,36796000.0_179.66%,"20855000.0_2,106.88%","89694000.0_9,243.12%",29554000.0_205.25%
LAUR,"Laureate Education, Inc.",,5.74275378,224000000.00000003_91.25%,172000000.0_242.53%,200999999.99999997_421.29%,-103000000.0_-227.88%
