code,name,category,pe,2014-12-31,2015-12-31,2016-12-31,2017-12-31
SLGL,Sol-Gel Technologies Ltd.,,,1.623,0.8387,0.6628,0.599
SPE,"Special Opportunities Fund, Inc.",股权,12.32512153,0.0711,-0.0457,0.0592,0.1159
JFC,JF中国基金,股权,-60.57575448,0.0,0.0,0.0,0.0
SALM,"Salem Media Group, Inc.",媒体内容,14.41176483,0.0268,0.0531,0.0421,0.1067
NTX,德克萨斯纽文基金,债务\r,7.61309545,-0.0238,0.1003,0.0471,-0.0004
BKJ,"Bancorp of New Jersey, Inc.",银行,27.40297081,0.0633,0.0657,0.0519,0.0429
PAI,Western Asset Income Fund,股权,9.23972563,0.0735,-0.0226,0.1001,0.0955
FCAP,第一资本,储蓄及贷款\r,18.57073199,0.098,0.0699,0.0907,0.0919
ONVO,"Organovo Holdings, Inc.",生物技术和制药,-2.92857157,-0.5353,-0.6178,-0.6204,-0.6165
JNP,"Juniper Pharmaceuticals, Inc.",,20.81818102,0.1229,-0.0404,0.1476,-0.0496
CGO,CGO基金,环球,149.79999319,0.0596,0.021,0.0082,0.1794
HRZN,Horizon Technology Finance Corp.,多元化金融服务,-25.58139492,0.1118,0.0741,-0.0353,0.071
RBPAA,宾夕法尼亚皇家银行,银行,14.58064499,0.0,0.0,0.0,0.0
CMU,MFS High Yield Municipal Trust,股权,37.24999908,0.138,0.0544,0.0248,0.0816
DXF,Dunxin Financial Holdings Ltd.,,,0.1224,0.1018,0.0723,0.0556
AXU,Alexco Resource Corp.,采矿,-31.00000093,-0.4254,-0.0734,-0.0481,0.0
ASPU,"Aspen Group, Inc.",,,2.9975,-1.6428,-1.2392,-0.141
VOXX,奥迪富斯,计算机硬件,-129.99999814,-0.0619,-0.0024,-0.0153,-0.0082
CBIO,"Catalyst Biosciences, Inc.",,-0.48229884,78.7262,-0.4698,-1.0544,-0.7006
ECF,Ellsworth Growth & Income Fund Ltd.,股权,10.07833404,0.0939,-0.0201,0.1002,0.0888
SBFG,"SB Financial Group, Inc.",银行,13.92753578,0.0695,0.0938,0.1015,0.1177
AP,安博科-匹兹堡,金属构造\/部件,-1.51197614,-0.0058,0.0065,-0.5321,-0.0698
GV,Goldfield Corp.,,9.6078435,-0.0104,0.1275,0.2694,0.1467
FBRC,FBR & Co,,-1.97412807,0.0,0.0,0.0,0.0
INNT,"Innovate Biopharmaceuticals, Inc.",,,0.0,0.0,0.8531,0.9533
ALOT,"AstroNova, Inc.",计算机硬件,32.50000122,0.0482,0.0734,0.0672,0.0599
URG,"Ur-Energy, Inc.",,-42.19000136,-0.2725,-0.0245,-0.0831,0.0
TSQ,"Townsquare Media, Inc.",,7.94047653,-0.0107,0.0282,0.0597,-0.027
DNJR,Golden Bull Ltd.,,,0.0,0.0,0.0187,-0.0801
ARIS,ARI NETWORK SERVICES INC,,88.68749936,0.0,0.0,0.0,0.0
ARC,美国图文公司,商业服务,-2.61538474,0.0676,0.466,-0.3025,-0.1547
CDOR,"Condor Hospitality Trust, Inc.",,11.13978449,-0.4009,0.2957,0.3322,0.0259
ACSF,American Capital Senior Floating Ltd.,,4.0245901,0.0263,-0.1243,0.2226,0.0436
GPAQ,Gordon Pointe Acquisition Corp.,,,0.0,0.0,0.0,-0.1425
BKSC,南卡罗来纳银行,银行,19.51923075,0.1197,0.1248,0.1292,0.1146
MCHX,"Marchex, Inc.",广告,-1.38308457,-0.1224,0.1429,-0.7439,-0.0676
SAL,"Salisbury Bancorp, Inc.",银行,18.13277975,0.0247,0.0934,0.0711,0.0642
LYTS,LSI设备,,26.49999884,0.0067,0.036,0.0608,0.0187
FUEL,ROCKET FUEL INC,媒体内容,-1.76870738,0.0,0.0,0.0,0.0
BGFV,Big 5体育用品,零售,7.40259734,0.0763,0.0,0.0769,0.0824
KCAP,科尔伯格资本,投资公司\r,-108.66666878,0.059,-0.0863,-0.0053,0.0186
CMFN,"CM Finance, Inc.",,6.48343091,0.0809,0.0783,-0.0573,0.1387
NIM,纽文精选市政基金,股权,17.1403519,0.009,0.0521,0.0348,-0.0036
BBW,"Build-A-Bear Workshop, Inc.",,90.00000066,0.0,0.1471,0.2751,0.074
PNI,PNI市政收益基金,债务\r,121.22221571,0.0254,0.0602,0.0081,0.0644
PCF,普特南高收入债券基金,股权,18.76000023,0.1262,-0.0716,0.0559,0.0994
SBI,"Western Asset Intermediate Muni Fund, Inc.",股权,-430.49999246,0.0724,0.0306,-0.0019,0.0523
KSM,DWS市政债务基金,股权,270.25001653,0.1188,0.0415,0.0032,0.0754
AMSC,美国超导,电力组件与设备,-3.27586194,-0.5023,-0.609,-0.277,-0.4545
PEIX,"Pacific Ethanol, Inc.",能源-替代能源,,0.1193,-0.0507,0.0037,-0.0992
HNNA,"Hennessy Advisors, Inc.",,8.21808503,0.2049,0.4931,0.3849,0.29
HNW,Pioneer Diversified High Income Trust,股权,8.25714275,0.0803,0.0108,-0.0159,0.1413
LARK,兰德马克银行,银行,12.55844197,0.1123,0.1304,0.1055,0.0499
TRVN,"Trevena, Inc.",生物技术和制药,-0.82741115,-0.501,-0.3533,-1.3107,-2.075
CLCT,环球收藏者,,12.16513745,0.3565,0.4007,0.5095,0.5346
APPS,"Digital Turbine, Inc.",,-4.48571451,-0.5676,-0.2693,-0.3407,-0.3911
GSHT,"Gores Holdings II, Inc.",,,0.0,0.0,6.1437,0.2849
KALV,"KalVista Pharmaceuticals, Inc.",,-1.84254613,0.0,-3.5235,-0.532,-0.5938
EIV,Eaton Vance Municipal Bond Fund II,股权,9.78512378,0.1407,0.0435,0.0702,-0.0017
TAX,"Liberty Tax, Inc.",商业服务,8.07017537,0.1998,0.0879,0.1734,0.1122
NKG,Nuveen Georgia Quality Municipal Income Fund,债务\r,-112.200001,0.003,0.0457,0.0737,0.0006
PBW,Invesco WilderHill Clean Energy ETF,股权,-120.66618978,0.2721,-0.1411,-0.3781,0.0228
TACOW,"Del Taco Restaurants, Inc.",,,0.0,0.0,0.0,0.0
BAF,BlackRock Municipal Income Investment Quality Trust,债务\r,8.50251558,0.1854,0.0411,0.096,-0.0034
MARK,"Remark Holdings, Inc.",媒体内容,-2.33766233,-3.5168,-2.608,12.1842,1.3444
SEV,Sevcon,电子,-11.50261764,0.0,0.0,0.0,0.0
PMD,Psychemedics Corp.,健康护理服务,17.57377052,0.2498,0.1294,0.4279,0.3287
MAGS,马加尔安全系统,电子,85.33333333,0.0593,0.0558,0.0125,-0.0832
RESN,"Resonant, Inc.",,-2.92356688,-0.6624,-1.502,-1.5047,-1.0487
RELL,理查森电子,半导体,-13.80596981,-0.0029,-0.0354,-0.0476,-0.0525
AVXL,Anavex Life Sciences Corp.,,-6.94736878,-51.757,-0.9453,-2.3361,-0.555
DLA,"Delta Apparel, Inc.",服饰,16.94845366,-0.007,0.0562,0.059,0.0674
JMP,JMP Group LLC,多元化金融服务,41.92307699,0.0761,0.0444,0.0553,-0.1216
LITB,兰亭集势控股有限责任公司,,-12.35714294,-0.6944,18.5619,-0.1325,-0.1721
STRT,STRATTEC Security Corp.,汽车制造,26.6553697,0.1418,0.1615,0.0911,0.07
BCV,Bancroft Fund Ltd.,股权,25.17045425,0.0826,0.0188,0.0343,0.1281
RFL,"Rafael Holdings, Inc.",,,0.0,0.0,0.0145,0.0022
MSBF,MSB Financial Corp.,储蓄及贷款\r,105.74999652,0.0243,0.0058,0.0159,0.0373
ERH,Wells Fargo Utilities & High Income Fund,股权,10.40190041,0.1796,-0.0395,0.0945,0.1208
UCBA,United Community Bancorp (Indiana),银行,34.43749853,0.0313,0.0355,0.0487,0.0484
CNAT,"Conatus Pharmaceuticals, Inc.",,-2.94656493,-0.672,-0.6991,-1.3646,-0.6214
GCH,大中华基金,股权,42.65517325,0.0191,-0.071,0.0282,0.2657
LMST,"Limestone Bancorp, Inc.",,,-0.3333,-0.1004,-0.0841,0.5291
PFNX,"Pf锚nex, Inc.",,21.30434785,-0.1636,-0.3964,0.0684,-0.4446
JMU,众美联,,-1.40719998,0.4025,-0.3068,-0.102,-1.5577
WCST,"Wecast Network, Inc. Common Stock",,-2.58333325,0.0,0.0,0.0,0.0
XONE,The ExOne Co.,,-7.74999998,-0.1836,-0.2904,-0.1663,-0.2662
INSG,Inseego Corp.,,-1.7321429,-1.2843,-1.7166,3.4167,1.0049
EYPT,"EyePoint Pharmaceuticals, Inc.",,,-0.8949,0.2716,-1.0319,-1.3861
MVO,MV Oil Trust,,24.94999848,1.5792,0.6609,0.2354,0.4881
ASPN,"Aspen Aerogels, Inc.",,-9.21153873,-0.5349,-0.0526,-0.1036,-0.1913
AIHS,Senmiao Technology Ltd.,,,0.0,0.0,-0.0008,-0.0619
AKP,"Alliance California Municipal Income Fund, Inc.",债务\r,9.41549316,0.0843,0.0334,0.0722,0.0088
JEQ,日本股票基金,股权,7.69369356,0.1027,0.0558,0.117,0.1063
NMT,纽文马萨诸塞市保基金,债务\r,174.71427843,0.0138,0.0505,0.0902,0.004
BH,"Biglari Holdings, Inc.",,2.25984246,0.0451,-0.0351,0.1869,0.0877
MOXC,"Moxian, Inc.",,,1.0445,-1.1214,1354.3137,4.6278
CIZN,市民金融控股,银行,16.85231947,0.091,0.0878,0.0792,0.0419
BKEP,BlueKnight Energy Partners LP LLC,,-3.21839073,0.2298,0.0733,-0.1892,4.2795
NNDM,Nano Dimension Ltd.,,-1.82051299,-21.3846,-0.4466,-0.4644,-1.0004
NLNK,NewLink Genetics Corp.,生物技术和制药,-1.03061222,0.4874,-0.206,-0.6601,-0.4734
MHH,"Mastech Digital, Inc.",,36.82142991,0.266,0.1742,0.1321,0.0599
CWAY,"Coastway Bancorp, Inc.",,33.84146371,-0.0137,0.023,0.0509,0.0363
NDRO,Enduro Royalty Trust,,13.07692392,0.054,0.1138,0.0793,0.4755
JYNT,The Joint Corp. (United States),,-6.85833268,-0.194,-0.4254,-2.1911,-0.6686
DTF,丹麦信托基金,股权,28.54347799,0.1082,0.0281,0.0537,0.0081
TST,"TheStreet, Inc.",媒体内容,-4.53999996,-0.0558,-0.0249,-0.4165,0.0772
MRBK,"Meridian Bank (Malvern, Pennsylvania)",,,0.0956,0.1169,0.0704,0.03
HFBC,HopFed银行,储蓄及贷款\r,35.51063952,0.0223,0.0274,0.0336,0.0378
VLT,范·卡本高收益二期基金,股权,11.04471531,0.0979,0.0305,-0.1045,0.1904
MFT,Blackrock MuniYield Investment Quality Fund,债务\r,8.96551695,0.1395,0.0651,0.0929,-0.0082
LAKE,雷克兰医疗工业,服饰,71.31579137,-0.0027,0.1328,0.0571,0.0544
GFED,GFED银行,银行,19.62858365,0.0941,0.0861,0.0799,0.0689
SEAC,"SeaChange International, Inc.",软件,-1.61256543,-0.0149,-0.1607,-0.3641,-1.0246
BLVD,Boulevard Acquisition Corp. II,,-501.49999786,0.0,0.0,0.0,0.0
UONE,"Urban One, Inc.",,,-0.185,1.0924,-0.0122,2.096
IDSY,编号系统,计算机硬件,-12.6122443,-0.4247,-0.4838,-0.3981,-0.1174
EKSO,"Ekso Bionics Holdings, Inc.",,-0.87317073,-1.4811,-2.2241,-3.5936,-1.3614
XRF,中国信而富公司,,,0.0135,-1.2851,-2.3819,-0.6208
PCTI,"PCTEL, Inc.",计算机硬件,-5.34545453,0.0398,-0.0157,-0.2252,0.0459
SMRT,"Stein Mart, Inc.",,224.00000596,0.0968,0.0944,0.3107,0.0057
XNY,中国希尼亚时装有限公司,服饰,-0.68302389,0.1224,0.1053,0.0756,0.0
IVAC,因特瓦克,机械-多元,-13.19444392,0.0,-0.2783,-0.1206,0.0498
LUNA,"Luna Innovations, Inc.",,-42.88888602,0.3425,0.0628,-0.0675,0.295
PBIB,"Limestone Bancorp, Inc.",银行,-31.41304249,-0.3333,-0.1004,-0.0841,0.5291
NM,Navios海事控股,运输,-2.05928576,-0.049,-0.1134,-0.3731,-0.2674
QPACU,Quinpario Acquisiton corp. - Unit,,,0.0,0.0,0.0,0.0
ADMP,Adamis Pharmaceuticals Corp.,,-2.68907554,-0.6692,-1.4572,-0.7689,-0.6458
FTNW,"FTE Networks, Inc.",,,-0.0544,0.3195,0.6053,-2.4933
HTM,"U.S. Geothermal, Inc.",电力,272.49999655,0.1137,0.0387,0.0272,-0.0035
FNJN,"Finjan Holdings, Inc.",软件,-13.6785711,-0.5782,-1.9871,0.0244,0.4803
DHX,戴斯控股,互联网,-18.6363633,0.1551,-0.0789,-0.0519,0.1201
REPH,"Recro Pharma, Inc.",生物技术和制药,-1.92198589,-0.8524,0.0752,-0.4218,-1.736
FCEL,燃料电池能源,能源-替代能源,-0.72254334,-0.2445,-0.1915,-0.2926,-0.2837
USAS,Americas Silver Corp.,,-16.79999921,-0.9221,-0.299,-0.0598,0.0
NTEC,Intec Pharma Ltd.,,-3.9705885,0.0,-0.6005,-0.5885,0.0
PFMT,Performant Financial Corp.,商业服务,-8.91304311,0.1031,-0.0191,-0.1328,-0.1585
BNJ,BNJ信托,债务\r,7.86285727,0.1372,0.0553,0.1066,-0.0124
DDE,多佛唐斯娱乐,娱乐,158.50000736,-0.0063,0.0163,0.0068,-0.0093
SVBI,"Severn Bancorp, Inc.",银行,7.22689073,0.0347,0.0525,0.1767,0.0309
CATS,"Catasys, Inc.",,,0.6634,0.8279,0.7081,-15.1503
EBMT,"Eagle Bancorp Montana, Inc.",银行,14.54507452,0.0408,0.0465,0.0863,0.0491
LSBK,莱克肖尔万通金控,银行,29.82741475,0.0441,0.0452,0.0462,0.0431
ARTX,阿罗特克,航空航天\/国防,-35.90909154,0.0526,-0.046,-0.0438,0.0539
LPTX,"Leap Therapeutics, Inc.",,-2.63369964,2.1827,2.7337,0.863,-2.674
ATAI,ATA公司,软件,25.27777783,0.0662,0.0612,0.0661,-0.0254
EIGR,"Eiger BioPharmaceuticals, Inc.",,-1.25637758,-2.8555,2.5858,-1.1563,-1.8847
VERU,"Veru, Inc.",,,0.0867,0.1312,0.0102,-0.1365
PHF,Pacholder High Yield Fund Inc,股权,6.04545432,0.0,0.0,0.0,0.0
TACT,"TransAct Technologies, Inc.",计算机,29.78723412,-0.0953,0.1202,0.15,0.1234
SGF,"Aberdeen Singapore Fund, Inc.",股权,339.75001141,-0.0053,-0.1831,0.0039,0.2113
MFNC,Mackinac Financial Corp.,银行,22.69444375,0.023,0.0731,0.057,0.0673
CMT,"Core Molding Technologies, Inc.",多元化制造商,13.76288659,0.1265,0.1358,0.0766,0.0535
SFBC,Sound Financial Bancorp,储蓄及贷款\r,19.34660302,0.0837,0.0879,0.0892,0.0787
EMX,EMX Royalty Corp.,,-42.66666667,-0.387,-0.1587,-0.0636,0.0
COCP,"Cocrystal Pharma, Inc.",,,-0.0005,-0.2983,-0.7341,-0.0058
DXLG,"Destination XL Group, Inc.",零售,-41.50000034,-0.5694,-0.1331,-0.0951,-0.0255
RENN,人人公司,互联网,-1.07653054,0.0545,-0.239,-0.2507,-0.1566
OPRX,OPTIMIZERX CORP,,,0.0,0.0,-0.197,-0.3382
RNDB,"Randolph Bancorp, Inc.",,184.88887476,-0.0644,-0.0232,0.0056,-0.0261
AFH,"Atlas Financial Holdings, Inc.",,44.21052486,0.1624,0.111,0.0208,-0.4282
COVS,COVISINT CORP COM NPV,媒体内容,-6.80555542,0.0,0.0,0.0,0.0
APVO,"Aptevo Therapeutics, Inc.",,-0.80180174,0.0,0.0,0.0,0.0
CELP,Cypress Energy Partners LP,,59.71428301,-0.1518,0.1005,-0.4726,-0.1926
FBIO,"Fortress Biotech, Inc.",,-1.36956521,-0.2891,-0.6394,-0.8592,-0.8251
UONEK,"Urban One, Inc.",,,0.0,0.0,0.0,0.0
MAMS,"MAM Software Group, Inc.",,28.21428593,0.0968,0.1633,0.7077,0.4732
EYES,"Second Sight Medical Products, Inc.",,-1.9761905,-1.0168,-0.9879,-2.9762,-3.6179
GECC,Great Elm Capital Corp.,,-21.65093053,-0.1044,-0.052,-0.1202,0.0
CWBC,西部社区银行,银行,19.35483856,0.1052,0.0463,0.08,0.0701
ACET,艾切托,化学制品,4.52112695,0.1239,0.1216,0.1151,0.0281
TLI,"Western Asset Corporate Loan Fund, Inc.",股权,14.64705873,0.0393,-0.032,0.0584,0.0596
FSNN,"Fusion Connect, Inc.",,-4.51086959,-0.1932,-0.5694,-1.3837,11.2285
DRD,DRDGOLD Ltd.,采矿,29.1249997,-0.037,0.0446,0.0462,0.0105
AHPA,Avista Healthcare Public Acquisition Corp.,,-336.66668691,0.0,1886.875,-0.0417,-0.4188
SOHO,"Sotherly Hotels, Inc.",,-350.00000782,-0.0268,0.121,0.0111,0.0003
BNTCW,Benitec Biopharma Ltd.,,-9.40500022,0.0,0.0,0.0,0.0
PNF,纽约太平洋投资管理市政收益基金,债务\r,63.67099667,-0.0083,0.0779,0.0141,0.0663
ARPO,AERPIO PHARMACEUTI,,,0.0,0.0,1.363,-1.2274
CLAC,Capitol Acquisition Corp. II ,,-142.85714225,0.0,0.0,0.0,0.0
CMCL,Caledonia Mining Corp. Plc,,,0.1181,0.111,0.1869,0.0
SVVC,"Firsthand Technology Value Fund, Inc.",股权,-4.10122697,0.0761,-0.0804,-0.1655,0.1505
MZF,Managed Duration Investment Grade Municipal Fund,股权,10.23571441,0.0834,0.0414,0.0608,0.0031
INFI,"Infinity Pharmaceuticals, Inc.",制药,-2.96721295,-0.0833,-1.2987,-0.3651,-0.8764
SORL,瑞立集团有限公司,汽车部件与设备,5.03000021,0.0689,0.0654,0.1318,0.1351
SBFGP,"SB Financial Group, Inc.",,14.67391309,0.0,0.0,0.0,0.0
DDF,"Delaware Investments Dividend & Income Fund, Inc.",股权,9.12318855,0.1306,-0.0315,0.1258,0.1356
LKM,凌动智行有限公司,,,-0.1406,-0.001,-0.2815,-0.0747
HMNF,HMN金融,储蓄及贷款\r,15.55970139,0.0971,0.0424,0.0836,0.0545
ALPN,"Alpine Immune Sciences, Inc.",,,0.0,-1.4302,-0.1222,-0.0986
MFD,Macquarie\/First Trust Global Infra\/Util Dividend & Income Fd,股权,30.35134972,0.1362,-0.2042,0.029,0.1396
CGI,萨拉东,运输,38.33333234,0.1185,0.1017,0.0652,0.0
WILC,G. Willi Food International Ltd.,食品,31.39130287,0.0488,0.0171,0.0278,0.0602
ELLO,Ellomay Capital Ltd.,,-149.16666682,0.0706,0.0938,-0.0075,-0.0857
ROYT,Pacific Coast Oil Trust,,247.00000838,0.2292,0.0437,0.001,0.0201
BJZ,BJZ信托,债务\r,113.88308136,0.0311,0.0146,0.0086,0.0142
CTG,"Computer Task Group, Inc.",,-2.75675667,0.0932,0.0552,-0.4395,0.0103
AMRK,"A-Mark Precious Metals, Inc.",,13.94845292,0.167,0.126,0.1464,0.0967
BRPAU,Big Rock Partners Acquisition Corp.,,,0.0,0.0,0.0,0.0
TRIB,Trinity Biotech Plc,医疗保健产品,-1.05707762,0.0874,0.1019,-0.9266,-0.6177
JPXN,iShares JPX-Nikkei 400 ETF,,,0.0548,0.1126,-0.0036,0.1583
SSBI,Summit State Bank (California),银行,19.02439088,0.0812,0.1052,0.0847,0.0552
FPT,FPT基金,股权,22.96610304,0.0,0.0,0.0,0.0
AHC,AH贝罗,媒体,-4.83333336,0.7363,-0.1521,-0.2089,0.104
PRCP,"Perceptron, Inc.",商业服务,-5.05640996,0.0387,-0.0076,-0.5736,-0.0042
NMI,纽文市政收益基金,股权,16.84615417,0.1102,0.0399,0.0561,0.0213
PNTR,Pointer Telocation Ltd.,,26.02272698,0.2461,0.0703,0.0812,0.2605
KAAC,Kayne Anderson Acquisition Corp.,,,0.0,0.0,-1.2611,-0.0374
DGT,SPDR Global Dow ETF,环球,8.74743316,0.2015,-0.0184,-0.0758,0.1949
LASR,"nLIGHT, Inc.",,,0.0,0.0,-0.4783,0.03
MXPT,"MAXPOINT INTERACTIVE, INC.",,-5.11070118,0.0,0.0,0.0,0.0
KEQU,基瓦尼科技,,20.72727349,0.117,0.1034,0.1006,0.1068
INS,Intelligent Systems Corp.,,-81.30769294,-0.1452,0.748,-0.066,0.0243
BLRX,BioLineRx Ltd.,生物技术和制药,-3.10714286,-0.3482,-0.3025,-0.4523,-0.4605
CPIX,坎伯兰药业,制药,-98.0000041,0.0293,0.0087,-0.0137,-0.1259
FTD,"FTD Cos., Inc.",,-1.09570956,0.0324,-0.1518,-0.1944,-1.0884
GCV,GCV基金,股权,15.78048743,0.028,-0.0303,0.0731,0.1175
BCRH,Blue Capital Reinsurance Holdings Ltd.,,6.44171781,0.0839,0.1101,0.0781,-0.3402
YGYI,"Youngevity International, Inc.",,,0.2888,-0.0904,-0.0209,-1.7014
SSFN,Stewardship Financial Corp.,银行,13.59615376,0.0523,0.0883,0.0922,0.0536
BSD,BSD信托,股权,11.24107152,-0.0198,0.1037,0.075,-0.003
VOC,VOC Energy Trust,,19.32142794,0.3083,0.0855,0.0567,0.1083
HYGS,Hydrogenics Corp.,能源-替代能源,-7.53164512,-0.2923,-0.5651,-0.9494,-0.4741
WBKC,Wolverine Bancorp,储蓄及贷款\r,20.13888809,0.0,0.0,0.0,0.0
AMRB,里弗银行,银行,16.59574513,0.0486,0.0612,0.0764,0.0416
PXE,Invesco Dynamic Energy Exploration & Production ETF,股权,6.66448363,0.1938,-0.1809,-0.4894,-0.0509
UCP,UCP INC,,9.94782593,0.0,0.0,0.0,0.0
EDAP,EDAP TMS SA,,22.42857208,-0.0338,-0.1155,0.1571,-0.0271
RIOT,"Riot Blockchain, Inc.",,,-0.4409,-0.5449,-0.2864,-0.4024
CXH,MFS市政基金,股权,230.74999371,0.1404,0.0502,0.0041,0.0886
PBBI,"PB Bancorp, Inc.",,56.42857501,0.0195,0.0106,0.0106,0.0274
RFIL,RF Industries Ltd.,电信,-21.99999974,0.0557,0.0377,-0.1911,0.0179
THM,International Tower Hill Mines Ltd.,,-8.08333375,-0.1461,-0.1013,-0.1145,0.0
RADA,Rada Electronic Industries Ltd.,电子,-7.85714299,0.0482,-0.7172,-0.4449,0.0802
AUG,"Auryn Resources, Inc.",,,-0.8962,-0.2293,-0.0687,0.0
QPAC,Quinpario Acquisiton corp. ,,860.99998491,0.0,0.0,0.0,0.0
RLJE,"RLJ Entertainment, Inc.",媒体内容,-1.08400706,-0.5815,-312.3864,-1.724,-0.3941
CRT,CRT信托,油气,14.05217049,1.4503,0.7711,0.6427,0.6502
ABTL,Autobytel Inc,互联网,24.20689718,0.0,0.0,0.0,0.0
OMED,"OncoMed Pharmaceuticals, Inc.",,-0.74203817,-0.6549,-24.0515,4.4728,0.8037
ALSK,阿拉斯加通信系统,,33.39999864,-0.0206,0.0837,0.0142,-0.0402
QUIK,快辑半导体,半导体,-3.79310364,-0.3677,0.0,-0.8781,-1.5973
IROQ,"IF Bancorp, Inc.",储蓄及贷款\r,20.47899132,0.0424,0.0407,0.0425,0.0467
IRIX,艾里德克斯,医疗保健产品,-6.60869571,0.0,0.2975,0.0141,-0.4216
EVLV,"EVINE Live, Inc.",,-8.9333332,-0.0322,-0.0163,-0.1596,-0.107
ABDC,Alcentra Capital Corp.,,9.64615417,0.11,0.0647,0.0475,-0.1209
LRAD,LRAD Corp.,计算机硬件,-54.19999996,0.1159,0.2553,-0.0371,-0.0249
CFBI,"Community First Bancshares, Inc. (Georgia)",,,0.0,0.0367,0.0257,0.0178
NXC,Nuveen California Select Tax Free Income Portfolio,债务\r,11.13600006,0.0029,0.0957,0.0529,0.0025
AST,"Asterias Biotherapeutics, Inc.",,-1.92771091,-0.3094,-0.3327,-0.8444,-0.8458
SHSP,"SharpSpring, Inc.",,16.41269878,-0.0687,-0.6151,0.216,-0.2659
OCX,OncoCyte Corp.,,-5.47619053,4.6425,-0.8385,-1.1324,-4.4004
CH,"Aberdeen Chile Fund, Inc.",股权,7.82051278,-0.133,-0.1739,0.1626,0.2905
PBSK,"Poage Bankshares, Inc.",银行,52.29999924,0.0271,0.0446,0.0261,-0.0465
UG,"United-Guardian, Inc.",医疗保健产品,33.61749975,0.2748,0.3159,0.1868,0.3373
TMSR,"TMSR Holding Co., Ltd.",,,0.0,0.9232,0.5798,0.1546
MATR,Mattersight Corp.,计算机,-3.02325565,-1.1278,-0.7995,-5.3458,-3.8876
NNA,Navios Maritime Acquisition Corp.,,1.46274997,0.0259,0.1659,0.1097,-0.1708
AIRG,"Airgain, Inc.",,22.69999947,0.2993,-0.6166,0.0488,0.0247
OPHT,Ophthotech Corp.,生物技术和制药,-0.43486238,-0.907,-1.7682,2.0398,2.9968
ASYS,"Amtech Systems, Inc.",半导体,-24.86956385,-0.2666,-0.0925,-0.1309,0.0894
KTCC,Key Tronic Corp.,,12.15384675,0.0732,0.0426,0.0616,0.048
WEBK,"Wellesley Bancorp, Inc.",银行,27.16370839,0.036,0.0508,0.0532,0.0538
EGF,EGF基金,股权,118.11909306,0.0342,-0.0074,0.0078,0.0422
MXE,墨西哥产权与收入基金,股权,-12.76666675,0.1182,-0.1492,-0.073,0.0996
CSBR,"Champions Oncology, Inc.",,-10.62499971,-2.3165,-1.6305,-43.8908,-17.21
APTO,"Aptose Biosciences, Inc.",,-2.49090905,-0.3711,-0.7741,-1.893,0.0
FNTEU,FinTech Acquisition Corp. II,,,0.0,0.0,0.0,0.0
SPHS,"Sophiris Bio, Inc.",生物技术和制药,-5.69387736,-2.091,-7.4486,-0.7794,-1.1278
CZWI,"Citizens Community Bancorp, Inc. (Wisconsin)",储蓄及贷款\r,27.8431374,0.0311,0.0457,0.0399,0.034
LCAHU,"Landcadia Holdings, Inc.",,,0.0,0.0,0.0,0.0
ORGS,"Orgenesis, Inc.",,,1.8476,0.6927,-0.8893,-0.6976
RETO,"ReTo Eco-Solutions, Inc.",,,0.0,0.1234,0.1591,0.1287
FBSS,福基尔银行股份,银行,22.44897915,0.0871,-0.0116,0.0675,0.0445
AVNW,阿维亚网络公司,电信,-3.71702631,-0.4562,-0.293,-0.5544,-0.0114
SPAN,Span-America Medical Systems,,20.40135999,0.0,0.0,0.0,0.0
BCLI,"Brainstorm Cell Therapeutics, Inc.",,-14.81481423,-1.3852,-0.6008,-0.5031,-0.8422
SNFCA,Security National Financial Corp.,保险,5.42553183,0.0,0.0,0.0,0.0
MFCB,MFC Bancorp Ltd.,,-21.93333221,0.0129,-1.3171,-0.0721,-0.1681
NETS,Netshoes (Cayman) Ltd.,,,-0.5878,-0.3443,-1.2258,-0.352
NTZ,纳图兹家具,家具家饰,-12.50000028,-0.2836,-0.1022,-0.0426,-0.2949
INTT,inTEST Corp.,半导体,30.19230843,0.1001,0.0518,0.0703,0.0248
FLL,"Full House Resorts, Inc.",住宿,-11.73076948,-0.3625,-0.0233,-0.0902,-0.0966
PTI,"Proteostasis Therapeutics, Inc.",,-1.15533989,1.946,-5.8233,-0.4571,-0.8647
CEV,Eaton Vance California Municipal Income Trust,债务\r,63.7777727,0.1081,0.0327,-0.0074,0.0478
EMCF,恩克莱尔金融,银行,19.51351244,0.0837,0.0786,0.0737,0.0724
LMB,"Limbach Holdings, Inc.",,-47.17391385,-0.0479,0.5326,0.0323,0.0127
BSE,BSE信托,债务\r,7.33912268,0.1851,0.0421,0.1082,-0.0117
SRSC,Sears Canada Inc.  ,,-0.44555556,0.0,0.0,0.0,0.0
EDUC,Educational Development Corp.,,39.11764929,0.0284,0.0697,0.1602,0.188
OAKS,Five Oaks Investment Corp.,,-4.35443033,0.0156,0.0025,-0.0563,0.0322
MTECU,MTech Acquisition Corp.,,,0.0,0.0,0.0,0.0
KGJI,金凰珠宝股份有限公司,,1.44717647,0.1835,0.0811,0.3294,0.0672
ANW,"Aegean Marine Petroleum Network, Inc.",运输,1.75438599,0.0285,0.0565,0.088,-0.0507
DFBH,DFB Healthcare Acquisitions Corp.,,,0.0,0.0,0.0,-0.3424
