code,name,pe,pb,eps,description
ROKU,Roku Inc,23.72167,31.688541999999998,2.66676,"Roku, Inc.最初是在2002年10月在特拉华州成立的有限责任公司，随后于2008年2月在特拉华州注册。这家公司开创了电视节目。Roku, Inc.将用户与他们喜欢的流媒体内容联系起来，使内容出版商能够建立和盈利大量的受众，并为广告商提供独特的能力来吸引消费者。这家公司今天的规模很大。电视流媒体的颠覆性内容分发模式正在改变数十亿美元的经济价值。Roku, Inc.正在利用这个巨大的经济机遇，为用户、内容出版商和广告商提供一个领先的电视流媒体平台。"
APWC,亚太电线电缆,9.258441,0.234364,0.289876,<p>亚太电线电缆公司成立于1996年9月19日，总部位于台北市，通过其运营子公司在亚太地区从事通讯电缆、电力电缆及漆包线等产品的制造与分销，此外还提供工程服务，如电力电缆的安装等，营运范围主要分布于新加坡、泰国、澳大利亚和中国大陆，其客户群包括：政府机关、电力承包商、电器经销商和电线电缆工厂等。</p>
FANH,泛华金融控股集团,19.664951000000002,2.8803099999999997,1.329777,"<p>泛华保险服务集团（以下简称“泛华集团”)是亚洲保险中介行业第一家在全球主要资本市场（美国纳斯达克主板）上市的企业（股票代码为CISG），目前拥有国内金融服务中介行业最大的销售及服务网络，占据市场领先地位。泛华集团于20世纪90年代在广东开始保险代理服务，至今已经发展成为融财产保险、人寿保险、保险公估、保险经纪、消费者金融、个人财富管理等为一体的多元化的综合金融服务集团。</p><p>　　泛华集团有完善的治理架构、专业化的管理团队。截至2012年7月，集团旗下的泛华财险、泛华寿险、泛华金融、泛华公估、泛华经纪、泛华电子商务、泛华财富管理等7大业务板块拥有40家保险代理公司、1家兼业代理机构、2家保险经纪公司、3家保险公估公司、1家电子商务公司、1家消费者金融服务公司及1家财富管理公司，5万余名员工和销售人员，分布在全国29个省、市。</p><p>　　泛华集团以统一的品牌，通过多渠道的分销网络，借鉴全球领先金融集团后援中心的实践经验建立起强大“后援平台”，从而为上游企业、机构和客户，量身订做提供保险、理财、信贷与健康保障等全方位、专业化、个性化的服务。泛华“后援平台”是实现规模化经营、全面支持全国销售及服务体系的基础平台，由后台、中台、前台三方面发挥资本、人和制度的优势，充分实现模式、流程与技术的有机结合；其后台功能包括战略管理、运营管理、品牌管理、资本管理；中台功能包括产品管理、营销推广、培训督导；前台功能包括销售组织、财务结算。</p><p>　　泛华集团的企业愿景是成为世界一流的金融服务集团，并以客户的满意、合作伙伴的信赖、股东的认可、员工的喜悦为宗旨。泛华集团建立去私为公、仁爱利他为基础的“朴实、包容、分享、卓越”的创业文化认同体系，倡导大赢赢于德的事业观和“价值创造、成本领先”的经营理念，肩负“助力事业伙伴实现财富梦想，促成所有家庭财务自由”的企业使命，以中国最具价值的金融服务平台商作为发展目标。</p><p>　　泛华集团的企业责任包括：对股东负责，坚守合规经营、持续发展；对客户负责，提供全面服务、可靠保障；对员工负责，让其开心工作、快速成长；对合作伙伴负责，实现价值分享、诚信共赢；对社会和环境负责，营造绿色、共生和谐。泛华集团一直将企业的核心价值观贯彻在教育、公益、灾难救助等中，通过连续几届承办北大保险论坛、协办保险中介论坛，通过北京大学、《保险经理人》等平台广为宣传风险知识、进行中介行业发展的探索研究；在2008年四川汶川抗震救灾中泛华集团捐款100万专门用于灾区学校的建设，2010年又专门为玉树灾区孤儿捐助60万，旗下机构还捐款捐物数十万；在各种救助活动中，泛华集团都积极捐助为社会尽到企业的道德责任与慈善责任。</p><p>　　泛华集团的发展得到了社会的广泛认可、行业的充分肯定。在保险领域与60多家国内保险公司在财险、寿险、公估、经纪等业务方面展开合作，和中国人保、平安、太平洋财险等国内大型保险公司都签署了“总对总”战略合作协议，展开从销售到售后服务的全方位合作；截至2012年4月，共有28家保险公司与泛华集团展开总对总的全面深入合作。在金融领域，泛华与国有大中型银行展开合作，和工商银行、交通银行、招商银行、光大银行、华夏银行等签署了“总对总”的战略合作协议。</p><p>　　近两年（2010、2011）泛华连续入选福布斯“亚洲最佳中小型公司”，上榜福布斯“亚太中小企业200强”，也是《财富》评出的2011年“全球100家增长最快的公司”之一，在10位入选中国公司里居第6位，排名在SOHU等公司之前，也曾在“2010年福布斯中国潜力企业榜”中居第14位。泛华的“后援平台+个人创业”发展模式还荣获2010年度广东省金融创新奖，而保网项目荣获2011年广东省“金融创新奖”。</p><p>　</p><p>集团荣誉(详情可点击条目)2012年11月21日，2012年度第十届“中国财经风云榜”在北京揭晓，泛华集团凭借创新销售服务，再次获评为“2012年度最佳中介公司”。2012年10月26日，泛华集团获得第七届中国保险创新大奖的“2012年度文化管理创新奖”；11月5日，泛华集团受到百万中产家庭青睐，在北京发布的“百万中产家庭首选保险品牌榜”中，获得“2012年度中国最佳保险代理公司”奖项。2012年6月，泛华集团凭借保险电子商务交易平台（www.baoxian.com）项目，荣获2011年广东省“金融创新奖”三等奖以及政府财政资金奖励，是广东省保险中介机构中唯一获此殊荣的，也是国内保险中介行业里唯一连续获得政府奖励的企业。2011年12月，泛华集团董事长胡义南荣获2011中国保险业年度风云榜年度“最佳中介领军人”2011年11月，泛华保险服务集团荣获2011年度“最佳企业文化奖”。2011年11月，泛华保网荣获2011年度“年度服务创新奖”。2011年11月，泛华保险服务集团荣获“福布斯2011亚洲中小企业200强”。2011年9月，泛华保险服务集团荣获“2011年全球100家增长最快的公司” ，居第61位，在榜单里10位中国国内公司里居第6位。2011年06月，泛华保险服务集团荣获2010年度“保险业保险中介之星奖”。2011年02月，泛华保险公估集团荣获2010年度“中国保险公估业十大品牌企业”称号。2011年01月，泛华集团荣获第五届中国保险创新大奖的“2010年度最佳保险中介机构品牌”奖，泛华财险与美亚财险（AIG）合作开发的“乐业保”产品也荣获2010年度“最具创新力产品”奖。2010年12月，泛华保险服务集团作为保险中介公司的代表，被广东省保监局和广东省保险中介行业协会推荐给广东省政府，凭借“后援平台+个人创业”发展模式荣获了2010年广东省“金融创新奖”三等奖及50万元现金奖励。2010年 11月23日，由福布斯（亚洲）、香港投资贸易署和SAP公司联合举办的“亚洲最佳中小型公司”评选中，泛华保险服务集团入选，并在所有上榜“亚太中小企业200强”企业中位列第39位，在入选的中国企业中位列第18位。2010年3月19日，由全球著名商业杂志《福布斯》中文版主办的“2010年福布斯中国潜力企业”评选中，泛华集团上榜“中国最具潜力企业榜”，并位居第14位。2010年2月10日，泛华集团独立董事马永伟先生（原保监会主席）、董事长兼CEO胡义南先生基于对行业的突出贡献，荣膺“中国保险60人”殊荣。2007年泛华上市曾被评为2007“十大保险新闻”和“保险中介十大事件”。泛华集团在2008年荣获年度保险中介行业""年度中介奖""。泛华集团在2007年荣获年度保险中介行业最具影响力品牌奖、年度中介奖。在“2008搜狐理财网络盛典”中被授予“服务最好的保险中介机构”奖。集团董事长胡义南曾荣膺“2007中国保险年度十大人物”和“理财年度人物""。集团历程1998年，广东南枫汽车俱乐部成立，为泛华事业奠定根基；2000年，泛华集团除了提供保险服务以外，全面介入汽车消费贷款和住房抵押贷款，并向全国拓展；2001年，美国国泰财富基金投资泛华集团，为泛华集团梦想成为行业翘楚提供了资本支持；2002年5月，泛华集团获准在全国开展保险经纪业务；2004年6月，泛华集团分拆成为泛华金融服务集团和泛华保险服务集团，国泰财富再次出资支持泛华保险服务集团的扩张。2005年和2006年均获鼎晖投资基金的数亿元资本支持;2007年10月，泛华保险服务集团登陆美国纳斯达克全球市场，成为亚洲第一家在全球主要资本市场上市的保险中介企业;2008年4月，泛华促成方中、普邦、天衡公估合并案，整合国内公估市场; 12月，国内首个按照集团化发展的公估公司，泛华保险公估挂牌成立；同年9 月，泛华向大童投资2.2亿元人民币，推动国内保险业“产销分离”；2009年5月15日，泛华集团顺利通过2008年度美国《2002年萨班斯-奥克斯利法案》的考验，顺利通过上市后首年萨班斯合规工作；2009年5月21日，泛华集团与平安财险签署总对总战略合作协议，代表国内大型保险公司与国内保险中介集团从销售到售后服务的全面深入合作，是行业专业化分工的标志性事件; 11月，又与中国太平洋财险签署战略合作协议。2010年1月，泛华成为保险行业唯一一家入选《福布斯》杂志的中国最具潜力中小企业，居第14名。2010年5月13日，泛华集团与中国人保签署总对总战略合作协议，展开全方位的合作。至此，共有15家保险公司与泛华集团展开总对总的全面深入合作。2010年7月29日，泛华集团斥资4.74亿收购中国领先的保险网络公司――深圳保网，并宣布成立泛华保网电子商务公司，泛华保险服务集团正式进军保险电子商务领域。2010年8月，泛华保险经纪营业集团正式在北京成立，并开始按照泛华模式实施集团化运作，致力于发展成为国内最专业、国际一流的保险经纪集团公司。2010年9月-11月，泛华保险服务集团与中国人保财险集团广东省公司联手举办“安全行驶迎亚运”活动，活动共100天，开展“绿色通道、快速服务”覆盖广东全省，100天100店免费安检遍布珠三角区域，获得社会各界的好评。2010年11月23日，泛华保险服务集团入选由福布斯（亚洲）、香港投资贸易署和SAP公司联合评选的“亚洲最佳中小型公司”，并在所有上榜“亚太中小企业200强”企业中位列第39位，在入选的中国企业中位列第18位。2010年12月，泛华保险服务集团作为保险中介公司的代表，被广东省保监局和广东省保险中介行业协会推荐给广东省政府，并且凭借“后援平台+个人创业”发展模式，荣获了2010年广东省“金融创新奖”三等奖及50万元现金奖励。2011年1月23日，泛华保险服务集团荣获第五届中国保险创新大奖的“2010年度最佳保险中介机构品牌”奖，泛华财险与美亚财险（AIG）合作开发的“乐业保”产品也荣获2010年度“最具创新力产品”奖。2011年2月，泛华保险公估集团荣获2010年度“中国保险公估业十大品牌企业”称号。2011年2月17日，泛华联兴保险销售股份公司作为全国性的寿险代理销售公司成立。2011年3月26日，泛华保险集团以4.18亿元向华平投资出售大童。2011年5月，泛华中止私有化，保持上市公司地位。2011年6月20日，泛华世纪保险销售公司作为全国性的财险销售公司成立。2011年9月20日，美亚财产保险与泛华集团签署总对总战略合作协议，开外资与国内中介合作之先河。2011年10月，泛华重组管理团队，汪春林出任集团CEO。2012年1月1日，泛华保网整合历时一年，阳光、太平洋产险等相继携手泛华保网，泛华保险电子商务平台加速启动。2012年10月23日，泛华集团在广州举行挂牌仪式，成为保险中介领域首家保险销售服务集团，并借势推出保险中介行业第一个移动展业终端――“掌中保”，开启保险“移动保险超市”时代。</p>"
CPIX,坎伯兰药业,0.0,1.517656,-0.297315,"Cumberland Pharmaceuticals Inc. is a specialty pharmaceutical company whose mission is to acquire currently marketed and late-stage development pharmaceutical products and grow them through marketing to targeted, underserved physician segments. Cumberland is dedicated to providing high quality products which address unmet medical needs."
MHLD,Maiden Holdings,0.0,0.525532,-2.395481,"Maiden Holdings, Ltd.是一家百慕大的控股公司，主要专注于满足美国和欧洲的区域和专业保险公司的需求，提供创新的再保险方案来支持这些公司的资本需求。该公司还为支持他们的原始设备汽车制造商客户提供定制的再保险方案，设计并实现其计划。公司专注于优化融资的再保险方案，在更可预见的、可信度更低的层面和/或被认为是低风险的、更可预见的、不易发生巨灾索赔的再保险风险上。其量身定制的方案，包括各种增值服务，专注于帮助客户成长和公司繁荣。主要在百慕达及美国经营的附属公司的稳定前景被A.M. Best Company评为A- ，在16个等级中排名第四，被Standard & Poor’s评为BBB + ，在16个等级中排名第六。 该公司在美国和百慕大通过其全资附属公司Maiden Reinsurance Company和Maiden Insurance Company Ltd.提供再保险和操作相关业务。在更有限的基础上，Maiden US的全资子公司 Maiden Specialty Insurance Company提供了盈余基础上以非巨灾财产和内陆海洋为重点的初级保险。Maiden Bermuda不承担任何保险业务。国际上，它通过Maiden Global Holdings, Ltd.及其附属公司提供再保险相关服务。Maiden Global主要侧重于通过其合作的保险公司向欧盟和全球其他市场的零售客户提供品牌汽车及信贷寿险产品，再保险计划在是Maiden Bermuda的业务范围。该公司成立于2007年6月。"
IPIC,iPic Entertainment Inc.,0.0,-0.304052,-38.991913000000004,iPic Entertainment Inc.是于2017年10月18日在特拉华州成立的一家公司。该公司致力于打造客人最喜爱的旅游目的地。他们最新的设施融合了三个不同的领域 - 一个抛光的休闲餐厅，一个农场到玻璃的全方位服务的酒吧，以及在剧院内用餐的世界级豪华剧院礼堂，这是一种独一无二的体验。他们的团队致力于在创新的，独一无二的剧院中提供世界一流的服务，他们认为这是世界上最好的剧院之一。他们精心设计每个单元的布局，氛围和能量流，以最大限度地提高这些活动。随着电影内容和菜单的不断变化，每一次访问都是不同的，以此吸引顾客重复访问。他们相信，他们提供了一种创新，独特的体验，无法在家中或其他地方轻松复制，也无需访问多个目的地。他们的地点也是私人活动，家庭和商业活动以及其他公司赞助活动的绝佳场所。他们相信他们的概念在当今日益增长的体验经济中处于有利地位。
VLRX,"Valeritas Holdings, Inc.",0.0,10.988477,-2.501041,Valeritas，公司在特拉华州注册成立于2007年12月27日。该公司是一家从事开发创新技术，以改善健康和人民生活质量的2型糖尿病。该公司设计的第一个商业化的产品，V-去一次性胰岛素给药装置，或V-去，帮助患者与2型糖尿病谁需要注射胰岛素，以实现和保持他们的目标血糖的目标。公司目前专注于患者的2型糖尿病治疗。
CPAH,CounterPath Corporation,0.0,1.454976,-0.51,"Counterpath Corporation是根据内华达州的法律于2003年4月18日注册成立。该公司的业务主要集中于设计、开发、市场推广及销售个人电脑及移动应用软件，网关服务器软件及相关专业服务，如售前、售后、技术支持和定制服务。该公司的软件产品销售到电信部门，特别是通过互联网协议的语音（VoIP），统一通信和固定移动融合市场。VoIP，统一通信和固定移动融合是对互联网或移动协议的数据包的使用的一般条款，包括语音、视频、文本、传真和其他形式的信息。这些信息已经传统地带给了公共电话网络转换的专用电路交换连接。该公司已经向超过65个国家的550多个不同的客户售出了至少$10,000软件，包括一些世界上最大的企业、全球金融机构和领先的电信服务提供商。"
ASNS,Arsanis Inc.,0.528619,0.716453,3.575357,"Arsanis, Inc.于2010年8月2日根据特拉华州的法律成立。该公司是一家临床阶段的生物制药公司，专注于应用单克隆抗体免疫疗法来治疗严重的传染病。他们相信，他们的单克隆抗体（mAbs），提供了一种解决严重感染的新方法。与传播耐药性的破坏致病和有益的细菌，并产生不良的非目标效应的抗生素不同，mAbs有能力精确地针对预期目标，从而避免这些非预期的结果。他们的主要产品候选人ASN100，在第二期临床开发中预防金黄色葡萄球菌，或金黄色葡萄球菌，预防高危险，机械通风的病人的肺炎，这是一种潜在的威胁生命和昂贵的感染，没有有效的预防性治疗。除了ASN100之外，他们的临床前管道还包括针对多种严重细菌和病毒病原体的mAbs，包括呼吸道合胞病毒或RSV。"
VNET,世纪互联,0.0,1.6565729999999999,-1.077393,"<p>世纪互联数据中心有限公司（21ViaNet Group, Inc，简称世纪互联）是中国目前规模最大的电信中立互联网基础设施服务提供商。我们为客户提供业界领先的服务器及网络设备托管服务，并通过优质的网络互联服务（interconnectivity），帮助企业全面提升其互联网基础设施的性能、可用性和安全性。此外，我们的服务范围还涵盖管理式网络服务（managed network services），致力于帮助客户通过广泛的数据传输网络和特有的BroadEx智能路由技术在互联网上更快捷、更可靠地传输数据。</p>"
DFBG,Differential Brands Group Inc.,0.0,1.307024,-0.880684,"Differential Brands Group Inc.于1987年4月作为Innovo、股份有限公司、德州Innovo公司，为实用工具,工艺,运动许可的和广告专业市场制造和国内分销裁剪及车缝帆布和尼龙的消费产品。1990年，Innovo并入Elorac公司，一个特拉华州的公司，更名为Innovo 集团股份有限公司，公司已从生产工艺和配套产品的设计和销售服装产品。 公司目前的主要业务活动是设计、开发和全球营销的Joe'S产品，包括牛仔裤、休闲装和配件。自从Joe'S品牌成立于2001年，它被公认为“优质牛仔行业”，一个表示牛仔裤一般价位在120美元或更高、以高质、健康、时尚的设计著名的行业术语。公司专注于依赖于第三方生产的服装产品的设计、开发和营销。公司有众多零售商销售其产品，包括百货商店、专卖店，和世界各地的经销商和公司自己的零售商店。"
BIOL,Biolase,0.0,1.71725,-0.982835,"BioLase Technology develops, manufactures and markets lasers related products focused on technologies for applications and procedures in dentistry and medicine. Co.'s principle products are dental laser systems, cosmetic and complex surgical..."
AQMS,"Aqua Metals, Inc.",0.0,1.270066,-1.234358,"Aqua Metals, Inc.在2014年6月20日成立为一家特拉华州公司。它主要从事铅回收业务，通过一种新颖的，专有的，正在申请专利的过程，开发并命名为“AquaRefining”。铅是一种全球交易的商品，超过20美元十亿的全球市场价值。铅酸电池，或实验室，是铅主要运用的地方。"
HGSH,汉广厦房地产,6.900010000000001,0.39918400000000004,0.21739099999999997,"<p>2007年11月，陕西广厦投资发展集团有限公司在汉中广厦房地产开发有限公司（1995成立）的基础上组建成立，房地产资质贰级，注册资本16,068万元，是集房地产开发、商业运营和物业管理为主的股份制企业。集团下设办公室、督察审计室、销售部、财务部、工程部、综合部、核算部、项目开发部及渭南房地产公司、洋县房地产公司、汉中广厦明珠商贸公司、广厦名品广场（商场）、广厦赛博数码商城、广厦物业公司、汉中广厦大酒店、略阳广厦大酒店。集团公司现有管理人员38人，其中,中高级职称技术人员占80%。2009年8月31日正式在美国纳斯达克OTCBB板块成功上市，2010年9月13日将从美国OTCBB市场成功转板美国纳斯达克全球市场。</p>"
BPTH,"Bio-Path Holdings, Inc.",0.0,3.5911199999999996,-0.768309,"Bio-path Holdings, Inc.正处于发展阶段，其领先的治癌药物Liposomal Grb-2目前处于临床试验阶段。该公司在得克萨斯大学的附属医院安德森癌症研究中心的技术支持下成立，在特许协议下致力于研发新的抗癌药物。其拥有用于系统反义疗法的药物传输平台技术与知识产权。该公司还计划研究脂质体肿瘤定位技术，因为这一技术可以完善目前的传输技术，能进一步提高反义疗法的有效性。除了现有的技术专利，该公司将保持与安德森研究中心主要成员的紧密合作关系，因为后者将来可能为该公司提供潜在药物。该公司还希望将其技术扩展到反义药物之外的抗癌药物，包括安德森研究中心之外的机构所提供的候选药物。该公司成立于2007年5月10日。"
OBLN,Obalon Therapeutics Inc,0.0,2.982031,-2.4335709999999997,"Obalon Therapeutics, Inc.于2008年1月2日根据美国特拉华州法律成立。该公司是一家商业化阶段的医疗设备公司，致力于开发和销售通过促进减肥来治疗肥胖和超重的人的创新医疗设备。该公司最初的产品线是Obalon气囊系统，以首先吞咽气体填充的胃内球囊来为肥胖患者渐进性和持续性的减肥。"
UGLD,Velocitysharestm 3X Long Gold Et,0.0,0.0,0.0,0
MEET,MeetMe,0.0,1.7934169999999998,-1.020867,Que Pasa is a bilingual (Spanish/English) Internet portal and online community focused on the U.S. Hispanic market. Co. provides users with information and content centered around the Spanish language which appeal to Hispanic Internet users.
PLAB,福尼克斯,21.351384,0.979864,0.505822,"Photronics is a manufacturer of photomasks, which are high precision photographic quartz plates containing microscopic images of electronic circuits."
CENX,世纪铝业,15.459688,1.286651,0.810495,"The company owns and operates a 244,000 tonne plant at Hawesville, KY, a 170,000 tonne plant at Ravenswood, WV and the plant at Grundartangi, Iceland. Century also owns a 49.67-percent interest in a 222,000 tonne reduction plant at Mt. Holly, SC. Alcoa Inc. owns the remainder and is the operating partner."
LPSN,LivePerson,0.0,10.150751,-0.284513,"LivePerson is a provider of online conversion systems. Co. supports and manages all online customer interactions, in addition to providing professional services to support the complete deployment of its enterprise installations."
VBIV,VBI Vaccines Inc.,0.0,1.04809,-0.8936930000000001,"Paulson Capital is a holding company. Through its subsidiary, Paulson Investment Company, Inc., Co. is engaged in the purchase and sale of securities from and to the public and for its own account, as well as in investment banking activities."
AGRX,"Agile Therapeutics, Inc.",0.0,0.366519,-0.750534,"Agile Therapeutics is a women's health specialty pharmaceutical company focused on the development and commercialization of new prescription contraceptive products. Our product candidates are designed to provide women with contraceptive options that offer greater convenience and facilitate compliance. Our lead product candidate, TwirlaTM, also known as AG200-15, is a once-weekly prescription contraceptive patch currently in Phase 3 clinical development. We anticipate receiving data from our Phase 3 trial by the end of 2015, and, if approved, we plan to launch Twirla in the United States through a focused specialty sales force. Twirla is based on our proprietary transdermal patch technology, called Skinfusion, which is designed to provide advantages over currently available patches and is intended to optimize patch adherence and stability and patient comfort. Twirla is a combined hormonal contraceptive, or CHC, patch that contains the active ingredients ethinyl estradiol, or EE, which is a synthetic estrogen, and levonorgestrel, or LNG, which is a type of progestin, a synthetic steroid hormone, both of which have an established history of efficacy and safety in currently marketed combination low-dose, oral contraceptives. Twirla is designed to consistently deliver both hormones over a seven-day period at levels comparable to currently marketed low-dose oral contraceptives. By delivering these active ingredients over seven days, in a comfortable, convenient and easy-to-use weekly patch, Twirla is designed to promote enhanced patient compliance."
SSRM,SSR Mining Inc,0.0,1.099,0.0,"SSR Mining Inc.是一家主要的银资源开发和生产公司，有一个以生产矿井和银资源开发为主导的项目组合。公司分布在美洲的六个国家。该公司专注于Pirquitas矿的银经营和生产，该矿位于阿根廷胡胡伊省；在墨西哥杜兰戈州经营和生产银并推进Pitarrilla项目；以及在秘鲁安卡什进行圣路易斯项目。此外，该公司还在勘探和开发的各个阶段继续推进其大型投资矿产项目。其中一些属性已经使他们确定有银矿产资源。公司认为它拥有最大的白银矿藏和任何上市银公司都没有的银矿产资源的地位。1946年12月11日，公司在加拿大不列颠哥伦比亚以""Silver Standard""的名义被合并，并于1979年7月18日更名为""Silver Standard Mines, Limited ""。后来公司又更名为""Silver Standard Mines有限公司""，并于1984年8月9日在1换5基础上巩固其普通股。"
HTHT,华住,51.302510999999996,10.291005,0.674236,<p>华住酒店集团，是国内第一家多品牌的连锁酒店管理集团。自2005年创立以来，华住在短短数年间已经完成全国主要城市的战略布局，并重点在长三角、环渤海湾、珠三角和中西部发达城市形成了密布的酒店网络。 2010年3月26日，“华住酒店集团”的前身“汉庭酒店集团”(NASDAQ:HTHT)在纳斯达克成功上市。</p>
ABCD,新生,14.611084,-100.156284,0.9403819999999999,Cambium Learning Group经营三个业务部门：Voyager，全面教育业务；Sopris，补充解决方案业务；Cambium Learning Technologies，其中包括ExploreLearning，IntelliTools，Kurzweil和Learning A-Z。通过上述核心部门形成层的教育集团，公司提供以研究为基础的学前至12年级教育解决方案，包括课程，教育技术和服务以充分发挥学生潜力。
AVEO,AVEO制药公司,0.0,-7.004446000000001,-0.23877199999999998,<p>AVEO制药公司，2001年10月19日注册成立，是一个癌症产品开发和商业化公司。该公司建设治疗人类癌症的临床模型，主要产品为Tivozanib，2012年1月，该公司宣布从全球III期临床试验tivozanib，治疗肾细胞癌。</p>
MCEP,Mid-Con Energy Partners,0.0,0.7503479999999999,-1.2324629999999999,"Mid-con Energy Partners, Lp.于2011年7月29日成立于美国特拉华州，在北美地区（主要美国中部大陆）从事石油和天然气资产的收购、开采及开发。其业务位于美国的中部大陆的三个核心领域：南俄克拉荷马州、俄克拉荷马州东北部和俄克拉荷马州与科罗拉多州的Hugoton盆地。该公司的资产主要包括成熟的陆上传统油气矿藏，这些矿藏寿命较长，生产状况可预测且产量递减率较低。"
XELA,"Exela Technologies, Inc.",0.0,-14.307035999999998,-1.894507,"Exela Technologies, Inc. 是在2014年7月15日注册成立的特拉华空白支票公司，该公司旨在与一个或多个目标企业兼并，股权置换，资产收购，股权收购，资产重组，重组或其他类似的业务合并。"
PZZA,Papa John’S International,19.513566,-5.303038,2.290714,<p>棒约翰(PZZA)是世界三大pizza品牌之一。</p>
CATS,"Catasys, Inc.",0.0,-32.03948,-0.167198,"Catasys, Inc.于2003年9月29日在特拉华州注册成立。该公司通过其OnTrak保健计划和其他第三方付款人提供专业化的医疗管理服务。他们计划的目的是提高ONTRAK成员健康的同时降低成本，保险公司为缺医少药的人群，行为健康状况引起或加剧现有的医疗条件有限。该程序利用成员的参与和以病人为中心的治疗，结合循证医学和心理社会干预随着52周的门诊护理指导。他们最初的重点是与物质使用障碍的成员，但他们计划扩展到其他行为的健康状况，包括焦虑和抑郁。公司目前经营的OnTrak在佛罗里达州，堪萨斯州，肯塔基州，路易斯安那州，马萨诸塞州，新泽西州，俄克拉何马州，西弗吉尼亚州和威斯康星州，以及OnTrak物质依赖计划在堪萨斯州的焦虑程序。"
IOTS,Adesto Technologies Corp,0.0,5.046137,-0.30849099999999996,Adesto Technologies Corporation于2006年1月在加利福尼亚州注册成立，2015年10月在特拉华州重新注册。该公司是应用特定的，功能丰富，超低功耗的非易失性存储器产品的领先供应商。其优化他们的非易失性存储器产品，物联网，物联网或者，应用程序，包括在消费，工业，医疗和身打扮市场当前和下一代互联网连接设备。该公司结合他们的非易失性存储器的设计能力，拥有自主知识产权和差异化的技术平台，以提供高性能的产品，可大大降低客户的系统的整体能耗，延长电池续航时间。
CASA,Casa Systems,11.088771000000001,11.244912,1.259833,"Casa Systems, Inc.于2003年2月28日在特拉华州成立。该公司提供一套以软件为中心的基础设施解决方案，使有线电视服务提供商能够在数千兆位的单一平台上提供语音，视频和数据服务。此外，他们还为有线运营商，固定电信和无线网络提供下一代分布式和虚拟化架构的解决方案。他们的创新解决方案使客户能够经济高效地动态增加网络速度，为消费者和企业增加带宽容量和新服务，降低网络复杂性，减少运营和资本支出。"
SHSP,SharpSpring Inc,0.0,7.503032000000001,-0.810009,"SharpSpring, Inc.于1998年10月14日作为EMUmail公司在马萨诸塞州注册成立，并在2010年4月1日更名为SMTP股份有限公司。在2010年11月23日，这家公司注册成立了一个新的在SMTP旗下的实体公司，在特拉华州注册成立并与SMTP公司成立了一个合并协议，SMTP提供基于互联网的服务以方便世界各地的电子邮件传送。该公司的服务为客户提供减少邮件传输时间、费用和复杂性的能力。这家公司认为自从他们成立以来借助SMTP服务已经获得了引人注目的价值主张。其SMTP提供小型、中心和大型业务外包发送电子邮件。电子邮件的合法发件人利用其服务来帮助维持他们的在线邮件名誉使他们的电子邮件不会被组织，并传递给目标收件人。"
DERM,Dermira,0.0,3.5804669999999996,-7.74454,"Dermira, Inc.于2010年8月在特拉华州成立。该公司是一家专业的生物制药公司，致力于为皮肤科医生和病人提供创新和差异化的皮肤科医疗产品。该公司的管理团队担任多家领先的皮肤科公司的领导职务在产品开发和商业化具有丰富经验。该公司的策略是利用这方面的经验的许可获得开发和商业化产品，该公司相信这些产品能在皮肤科的市场上取得成功。"
ATXI,Avenue Therapeutics Inc.,0.0,8.372639999999999,-2.4151860000000003,"Avenue Therapeutics, Inc.于2015年2月9日在特拉华州注册成立。该公司是一家专注于开发和商业化静脉内或IV型曲马多HCl或IV曲马多的专业制药公司，用于管理中度至中度严重的术后疼痛。公司拥有在美国开发和商业化IV曲马多的独家许可，并计划在IV型曲马多以外寻求其他急性/重症监护医院市场开发的产品。"
NSSC,NAPCO Security Technologies,39.971798,4.780571,0.381519,"Napco Security Systems manufactures security products, encompassing intrusion and fire alarms, building access control systems and electronic locking devices for commercial, residential, institutional, industrial and govermental applications."
ENTX,Entera Bio Ltd.,0.0,-1.6007959999999999,-2.195727,Entera Bio Ltd.于2009年9月在以色列成立。该公司是一家临床阶段生物制药公司，致力于口服大分子疗法的开发和商业化，用于孤儿适应症和其他尚未满足医疗需求的领域。
QUMU,Qumu Corp,0.0,5.713080000000001,-1.234831,Rimage provides CD-recordable (CD-R) and DVD-recordable (DVD-R) publishing systems required for producing discs with customized digital content on an on-demand basis. Co.'s sales activities are done via its U.S. office and Germany and Japan...
CDNA,CareDx,0.0,26.614321,-2.629829,"CareDx is a commercial stage company that develops, markets and delivers a diagnostic surveillance solution for heart transplant recipients to help clinicians make personalized treatment decisions throughout a patient’s lifetime. Our commercialized testing solution, the AlloMap heart transplant molecular test, or AlloMap, is a blood-based test used to monitor heart transplant recipients for acute cellular rejection. We believe the use of AlloMap, in conjunction with other clinical indicators, can help healthcare providers and their patients better manage long-term care following a heart transplant. In particular, we believe AlloMap can improve patient care by helping healthcare providers to avoid the use of unnecessary, invasive surveillance biopsies and to determine the appropriate dosage levels of immunosuppressants. We believe there is a significant unmet need for non-invasive post-transplant surveillance solutions and we are applying our expertise in transplantation towards the development of additional solutions for organ transplant recipients, including recipients of heart and kidney transplants."
