code,name,open,latestPrice,pe,pb,eps
BWLD,Buffalo Wild Wings,156.95,156.95,33.971862,9.235472,4.62
BWB,Bridgewater Bancshares,13.14,12.98,16.625381,1.895271,0.780734
BUFF,"Blue Buffalo Pet Products, Inc.",40.0,40.0,40.563672,26.161159,0.986104
BSPM,奥星制药,1.2,1.2,1.716836,0.087547,0.69896
BSFT,BroadSoft,54.9,54.9,5490.000123,4.793347,0.01
BSF,Bear State Financial Inc,10.32,10.32,18.259573,1.541402,0.565183
BRCD,博科,12.73,12.73,45.464286,2.084803,0.28
BRACU,Black Ridge Acquisition Corp.,11.155,11.155,0.0,0.0,0.0
BRAC,Black Ridge Acquisition Corp.,9.8993,9.8993,0.0,8.643401,-0.079297
BPFHP,Boston Private Financial Holding,24.99,24.99,34.708332,0.0,0.72
BOSC,BOS科技,2.3418,2.34,9.117902,0.761092,0.256638
BNSO,恒异电子,2.8864,2.8864,3545.945823,0.795926,0.000814
BNGOU,Bionano Genomics Inc,7.5525,7.5525,0.0,0.0,0.0
BMRA,Biomerica Inc,3.57,3.57,0.0,7.389471,-0.171041
BMLP,Bank Of Montreal BMO Elkhorn DWA MLP Select Index Exchange Trade,50.8901,50.8901,0.0,0.001642,0.0
BICK,First Trust Exchange-Traded Fund,25.8,25.8,0.0,0.0,0.0
BHACU,Barington/Hilco Acquisition Corp.,10.5,10.5,0.0,0.0,-0.0604
BHACR,Barington/Hilco Acquisition Corp,0.19,0.19,0.0,0.0,0.0
BHAC,Barington/Hilco Acquisition Corp,10.9,10.9,0.0,4.667876,-1.073099
BFRA,Biofrontera AG,13.567,13.567,0.0,0.826208,-0.916236
BCTF,"Bancorp 34, Inc.",16.05,16.05,53.771904,1.126553,0.298483
BCBP,BCB银行,13.8,13.76,18.907124,1.245456,0.727768
BCACU,Bison Capital Acquisition Corp,10.832,10.832,0.0,1.149351,0.0
BCACR,Bison Capital Acquisition Corp,0.51,0.51,0.0,0.0,0.0
BCAC,Bison Capital Acquisition Corp,10.2,10.2,0.0,4.962111,-0.281646
BBRG,布拉沃布里奥饭店,4.05,4.05,0.0,-1.9194,-1.013128
BANFP,BancFirst Corporation,27.5134,27.5134,0.0,0.03676,0.0
AXAR,Axar Acquisition Corp,10.1001,10.1001,0.0,12.527349,-0.0892
AVXS,"AveXis, Inc. ",217.83,217.83,0.0,14.086363,-12.409272
AVHI,AV Homes Inc,19.84,19.84,0.0,1.026275,-1.083564
ASFI,阿斯塔,4.13,4.13,60.949517,0.231648,0.067761
ASET,FlexShares Real Assets Allocation Index Fund,27.45,27.38,0.0,0.0,0.0
ARMO,Armo Biosciences Inc.,49.98,49.98,0.0,9.687798,-23.069237
APLP,"Archrock Partners, L.P",15.3,15.3,0.0,2.134546,-0.009146
ANDA,Andina Acquisition Corporation,10.2949,10.2949,0.0,0.470803,0.0
ANCB,Anchor Bancorp,27.533,27.533,30.45952,0.994274,0.903921
ALOG,安络杰公司,83.95,83.95,0.0,2.172058,-0.441004
ALJJ,"ALJ Regional Holdings, Inc.",1.65,1.65,10.079291,0.697103,0.163702
ALGRU,Allegro Merger,10.3,10.3,0.0,0.0,0.0
AHPAU,Avista Healthcare Public Acquisition Corp.,10.25,10.25,0.0,0.0,-0.2612
AHPA,Avista Healthcare Public Acquisition Corp,10.14,10.15,0.0,20.047275,-0.632568
AHGP,阿莱恩斯控股,28.37,28.37,7.236196,2.608616,3.920568
AFW.CL,"American Financial Group, Inc. 6 3/8% Senior Notes due 2042",25.05,25.05,0.0,0.0,0.0
AEY,ADDvantage Technologies Group,1.39,1.4,0.0,0.366549,-0.266172
ADVM,"Adverum Biotechnologies, Inc.",5.6,5.58,0.0,1.498554,-1.239372
ACTA,Actua Corporation,1.1,1.1,0.56701,0.11656,1.94
ACFC,Atlantic Coast Financial Corporation,10.89,10.89,54.561852,1.832691,0.19959
ABAX,爱贝斯公司,83.0,83.0,69.241502,6.530224,1.198703
AAME,美国大西洋,2.5027,2.5027,47.843624,0.498744,0.05231
AAAP,Advanced Accelerator Applications S.A.,81.63,81.63,0.0,11.68332,-0.49
CMFNL,CM Finance Inc,24.965,24.9494,0.0,0.0,0.0
RILYL,B. Riley Financial Inc,25.561,25.5688,0.0,0.0,0.0
MELR,"Melrose Bancorp, Inc.",19.7,19.76,27.363684,1.148152,0.722125
LGND,Ligand Pharmaceuticals Inc.,256.0,254.24,44.997895,8.656547,5.650042
MFINL,Medallion Financial Corp. 9.000% Notes due 2021,25.46,25.6261,0.0,0.0,0.0
CAAS,中汽系统,3.5,3.5096,0.0,0.369643,-0.91082
VCSH,Vanguard Short-Term Corporate Bo,77.81,77.84,0.0,0.0,0.0
FDBC,"Fidelity D & D Bancorp, Inc.",66.5,66.9,25.378457,2.825025,2.636094
MINDP,"Mitcham Industries, Inc. Series A 9.00% Series A Cumulative Preferred Stock",23.5,23.6962,0.0,0.0,-4.19
SIGI,Selective Insurance Group,60.51,60.49,22.967304,2.095771,2.633744
HIFS,欣厄姆银行,218.01,218.01,15.468543,2.276906,14.093764
INDB,美国独立银行,84.42,83.97,22.05789,2.370355,3.806801
SYNT,Syntel,40.97,40.97,19.153301,52.465606,2.139057
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,39.1109,39.38,5.158068,1.042127,7.634641
ORIG,Ocean Rig UDW Inc,34.29,34.31,194.377716,1.403181,0.176512
LPNT,LifePoint Hospitals,64.44,64.39,56.522122,1.108163,1.1392
BWFG,"Bankwell Financial Group, Inc.",31.09,30.95,15.333959,1.410789,2.018396
CVLY,Codorus Valley Bancorp,30.7,30.84,18.280821,1.619368,1.687014
COLM,哥伦比亚户外,89.38,89.53,46.198731,3.818338,1.937932
VGSH,Vanguard Short Term Government B,59.56,59.56,0.0,0.0,0.0
BCOM,B Communications Ltd,9.97,9.5887,0.0,0.857654,-1.25
PVAL,Principal Contrarian Value Index ETF,26.92,26.92,0.0,0.0,0.0
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,20.56,20.35,0.0,0.0,0.0
VRIG,PowerShares Actively Managed ETF Variable Rate Investment Grade Portfolio,25.13,25.11,0.0,0.0,0.0
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.45,24.45,0.0,0.0,0.0
FGBI,"First Guaranty Bancshares, Inc",24.42,24.41,15.645661,1.522554,1.560177
NVTR,Nuvectra Corporation,24.24,24.32,0.0,8.248919,-3.543789
BHBK,Blue Hills Bancorp Inc.,24.35,24.29,32.314669,1.632478,0.751671
NYMTP,New York Mortgage Trust Inc. -,23.944,23.84,56.761907,0.0,0.42
MBSD,FlexShares Disciplined Dur MBS Idx,22.79,22.78,0.0,0.0,0.0
MTEC,MTech Acquisition Corp.,10.26,10.2554,0.0,4.383652,-0.071925
DJCO,Daily Journal Corp (S.C.),245.59,245.1,27.160579,2.097212,9.024108
AMCX,AMC网络公司,63.65,63.55,7.825221,21.807233,8.121177
WMGIZ,Wright Medical Group Inc. - Con,1.4271,1.42,0.0,0.0,0.0
TBK,"Triumph Bancorp, Inc.",38.25,38.24,21.181359,1.680502,1.805361
SGRP,SPAR Group,0.9601,0.9501,0.0,1.109303,-0.128938
OLD,The Long-Term Care ETF,25.5297,25.5761,0.0,0.0,0.0
KANG,爱康国宾,18.0,17.97,0.0,3.520616,-0.213913
CENT,Central Garden & Pet Company,35.43,35.43,15.380608,2.485263,2.30355
NUVA,纽瓦索器材,68.88,69.03,81.929469,4.544111,0.842554
ACBI,"Atlantic Capital Bancshares, Inc",17.05,16.98,253.792694,1.39927,0.066905
CHKP,Check Point软件科技,115.57,115.5,22.568467,4.974733,5.11776
CERN,美国塞纳,64.51,64.48,25.357146,4.348194,2.542873
CENTA,Central Garden & Pet Company,32.21,32.21,26.401639,1.943947,1.22
VTIP,Vanguard Malvern Funds Vanguard,48.25,48.27,0.0,0.0,0.0
IDTI,集成设备技术,47.19,47.17,2330.763806,9.637048,0.020238
AMRB,里弗银行,15.33,15.36,27.341372,1.244163,0.561786
EFAS,Global X MSCI SuperDividend EAFE ETF,16.6442,16.75,0.0,0.0,0.0
ADSK,欧特克,152.0,152.0,0.0,-137.540266,-1.894145
SGMO,Sangamo BioSciences,14.89,14.8,0.0,3.879607,-0.69734
TGLS,Tecnoglass Inc,9.65,9.5734,22.374291,2.48528,0.427875
REGN,Regeneron Pharmaceuticals,393.92,391.77,26.450564,5.884657,14.811404
OTTW,"Ottawa Bancorp, Inc.",13.86,13.86,54.484129,0.897084,0.254386
KRNY,卡尼金融储蓄,13.9,13.82,58.244162,1.033509,0.237277
PERY,佩里埃利斯国际,27.41,27.4,8.297963,1.090349,3.302015
VNQI,Vanguard International Equity In,54.16,54.08,0.0,0.0,0.0
FCBP,First Choice Bancorp,26.94,26.98,22.028985,2.887683,1.22475
HCSG,医疗保健服务,39.76,39.76,42.137795,7.183676,0.943571
ADIL,Adial Pharmaceuticals,2.72,2.75,0.0,-13.938498,-0.833268
LMBS,First Trust Low Duration Mortgage Opportunities ETF,50.91,50.89,0.0,0.0,0.0
NEWTZ,Newtek Business Services Corp,25.3027,25.25,13.430851,0.0,1.88
PBCTP,People's United Financial Inc,25.1,25.15,27.336956,0.0,0.92
SMBK,"SmartFinancial, Inc",23.86,23.79,30.052942,1.221246,0.791603
MZOR,Mazor Robotics Ltd.,58.08,58.06,0.0,11.865737,-0.328242
PSCU,PowerShares Exchange-Traded Fund,57.74,57.7,0.0,0.0,0.0
GLBS,Globus Maritime Limited,0.4666,0.4596,0.0,0.349554,-0.141188
CORE,科尔.马克控股,33.59,33.57,45.355673,2.814374,0.74015
SAVE,Spirit Airlines,44.46,44.39,11.046479,1.74775,4.018475
ADRU,BLDRS Europe 100 ADR Index Fund,21.4358,21.4,252.865421,0.940324,0.08463
EAGLU,Platinum Eagle Acquisition Corp.,10.3399,10.3399,0.0,0.804209,-0.0002
TRS,瑞奇包装系统,29.86,29.82,25.760771,2.334268,1.157574
DWPP,First Trust Dorsey Wright People's Portfolio ETF,30.27,30.04,0.0,0.0,0.0
SGOC,上为集团,0.9573,0.959,0.0,0.863944,-0.988746
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,28.33,28.3099,0.0,0.0,0.0
CBAN,科勒尼,18.016,18.18,16.22115,1.738614,1.120759
CATH,Global X S&P 500 Catholic Values ETF,36.03,35.86,23.285715,0.0,1.54
JSM,SLM Corporation,20.9,20.9665,18.2667,0.067743,1.147799
VGIT,Vanguard Intermediate -Term Gove,61.6,61.58,0.0,0.0,0.0
CTHR,诗思（香港）,0.9006,0.879,0.0,0.561371,-0.119199
CRVS,"Corvus Pharmaceuticals, Inc.",8.69,8.66,0.0,1.984736,-2.230043
SPKE,Spark Energy,8.57,8.56,23.968057,4.684379,0.357142
RAIL,Freightcar America,17.03,16.95,0.0,0.940187,-2.562036
GFED,GFED银行,25.41,25.41,35.348471,1.503269,0.718843
GAINM,GLADSTONE INVEST M TERM PFD SER D USD25,25.2527,25.29,13.171875,0.0,1.92
UBNK,United Financial Bancorp,16.9,16.84,15.129395,1.214133,1.113065
TCBIP,Texas Capital Bancshares Inc. -,25.23,25.2,8.102894,0.0,3.11
CSPI,CSP Inc,13.1567,13.39,0.0,2.977473,-0.104695
AKAM,阿克迈,66.3,66.24,61.227888,3.258949,1.08186
AVNW,阿维亚,16.52,16.51,47.74933,1.541623,0.345764
MIDD,The Middleby Corporation,123.56,123.24,23.022136,4.574727,5.353109
HOLX,上巨实业医疗,40.53,40.48,0.0,4.497052,-0.279705
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,30.006,30.015,0.0,0.0,0.0
NSTG,NanoString Technologies Inc.,15.87,15.98,0.0,56.34686,-2.314949
DHIL,Diamond Hill Investment Group,166.9,166.0,11.131742,2.660545,14.912311
LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,24.4893,24.5135,0.0,0.0,0.0
KTCC,Key Tronic Corporation,7.591,7.57,0.0,0.689787,-0.123141
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,22.705,22.68,0.0,0.0,0.0
MPAA,Motorcar Parts of America,22.53,22.44,137.612991,1.567853,0.163066
NBN,东北银行,21.95,22.04,12.143009,1.441072,1.815036
SRET,Global X SuperDividend REIT ETF,14.62,14.59,0.0,0.0,0.0
ACAD,阿卡迪亚,21.57,21.44,0.0,10.124449,-2.028024
EDIT,"Editas Medicine, Inc.",28.74,28.57,0.0,5.848167,-2.981545
PFSW,PFSweb,7.05,7.04,60.892807,3.210062,0.115613
KRMA,Global X Conscious Companies ETF,21.0,21.0,0.0,0.0,0.0
FRBK,共和国第一万通金控,7.03,6.99,43.609278,1.745313,0.160287
JACK,Jack In The Box Inc,83.65,83.52,11.405344,-4.641221,7.322883
HYZD,WisdomTree BofA Merrill Lynch Hi,24.19,24.145,0.0,0.0,0.0
CZNC,市民北方,27.63,27.4,20.177697,1.778869,1.357935
NWS,新闻集团,13.76,13.64,0.0,0.86377,-2.601681
IGOV,iShares S&P/Citigroup Internatio,47.64,47.53,0.0,0.0,0.0
MTP,Midatech Pharma PLC,0.59,0.599,0.0,0.292621,-1.08
ISTR,Investar Holding Corporation,26.8,26.5,23.530268,1.431123,1.126209
MDWD,MediWound Ltd.,6.44,6.49,0.0,171.253073,-0.871114
PCRX,Pacira Pharmaceuticals,45.79,45.34,0.0,6.392641,-0.255555
HEES,HE设备服务,38.77,38.62,11.014416,6.008827,3.506314
TCBIL,Texas Capital Bancshares Inc. -,25.4792,25.4792,8.192669,0.0,3.11
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,55.57,55.5838,0.0,0.0,0.0
PTSI,P.A.M. Transportation Services,62.8408,62.56,9.009704,2.922216,6.943624
NTRSP,Northern Trust Corp,24.9,24.87,5.756944,0.0,4.32
ALLT,艾奥特通讯,6.15,6.18,0.0,1.506748,-0.450325
SLCT,Select Bancorp Inc.,12.32,12.33,37.147059,1.690923,0.331924
HIBB,希贝特体育,18.52,18.49,9.421997,1.028642,1.962429
HALO,奥洛兹美医疗,18.37,18.32,30.791262,10.314036,0.594974
SRCL,消毒循环,54.4,54.42,27.931226,1.617138,1.948357
BNDX,Vanguard Total International Bon,54.18,54.13,0.0,0.0,0.0
HCAC,Hennessy Capital Acquisition Corp. III,10.1666,10.13,0.0,15.7874,-0.125987
ICON,艾康尼斯,0.303,0.299,0.0,-0.172578,-10.1318
LORL,劳拉空间通信,47.66,47.57,21.014297,5.236477,2.263697
ESQ,Esquire Financial Holdings Inc.,23.59,23.5,29.588331,2.02292,0.794232
FFIV,F5网络,182.74,182.66,24.819628,8.775114,7.359498
ACER,Acer Therapeutics,28.37,28.23,0.0,20.189655,-2.350418
WMGI,Wright Medical Group,28.07,28.03,0.0,6.163059,-1.856559
FMHI,First Trust Municipal High Income ETF,49.97,49.8804,0.0,0.0,0.0
SUNS,Solar Senior Capital Ltd,16.58,16.58,11.42044,0.985282,1.451783
IFGL,iShares FTSE EPRA/NAREIT Global,27.65,27.61,0.0,0.0,0.0
KBAL,"Kimball International, Inc.",16.55,16.52,17.899109,3.180541,0.922951
VCIT,Vanguard Intermediate-Term Corpo,82.57,82.53,0.0,0.0,0.0
FDUSL,Fidus Investment Corporation 5.875% Notes due 2023,25.972,25.684,0.0,0.0,0.0
IRCP,IRSA Propiedades Comerciales SA,23.45,23.407,1.415105,0.201669,16.540825
RILYI,"B. Riley Financial, Inc. 6.875% Senior Notes due 2023",24.9199,24.855,0.0,0.0,0.0
OXLC,Oxford Lane Capital Corp,10.75,10.76,8.144944,1.221965,1.321065
ADBE,Adobe,263.96,263.22,53.595545,14.498713,4.911229
ARII,美国轨道车,47.21,46.99,6.275725,1.337842,7.487581
UTHR,United Therapeutics Corporation,125.59,124.87,7.618804,2.120251,16.389711
ORIT,Oritani Financial Corp,15.61,15.55,16.032895,1.242756,0.969881
INVA,"Innoviva, Inc.",15.54,15.49,9.641635,-9.992342,1.606574
SKIS,"Peak Resorts, Inc.",5.1,5.14,0.0,1.267719,-0.246595
CNAT,Conatus Pharmaceuticals Inc.,5.04,5.01,0.0,7.568443,-0.593648
XONE,The ExOne Company,10.02,9.98,0.0,2.680522,-1.316782
HUNT,Hunter Maritime Acquisition Corp.,9.9,9.95,60.842874,8.401008,0.163536
TRMK,Trustmark Corporation,34.22,34.0,18.14422,1.451403,1.873875
AUDC,奥科,9.68,9.66,43.098063,3.09774,0.22414
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,50.3652,50.309,0.0,0.0,0.0
PDBC,PowerShares DB Optimum Yield Diversified Commodity Strategy Portfolio,19.17,19.13,0.0,0.0,0.0
AFSI,安姆塔斯特金融服务公司,14.31,14.33,37.175494,1.076574,0.385469
VTIQ,VectoIQ Acquisition Corp,9.55,9.55,0.0,56.612389,-0.000777
ACNB,ACNB Corporation,38.5,38.2,18.238207,1.677288,2.094504
TCPC,TCP Capital Corp,14.34,14.32,14.259781,0.980125,1.004223
DNKN,唐恩都乐,71.5,71.33,17.275612,-7.307116,4.128942
HYLS,First Trust High Yield Long/Shor,47.63,47.55,0.0,0.0,0.0
EFSC,Enterprise Financial Services Co,52.13,51.89,17.939523,2.092537,2.892496
FTXH,First Trust Nasdaq Pharmaceuticals ETF,23.26,23.28,0.0,0.0,0.0
BMTC,布林摩尔银行,46.33,46.11,26.567809,1.718618,1.735559
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,23.07,23.0697,0.0,0.0,0.0
SNNA,Sienna Biopharmaceuticals Inc.,13.79,13.72,2.879443,5.031183,4.764811
APVO,Aptevo Therapeutics Inc.,4.55,4.55,37.541253,1.840903,0.1212
ASRVP,AmeriServ Financial Inc,27.8621,27.8187,0.0,0.404522,0.0
AAXN,"Axon Enterprise, Inc.",62.91,62.67,171.995026,8.142944,0.364371
VERI,Veritone Inc.,8.93,8.91,0.0,2.374623,-1.857928
APEI,美国公共教育,31.12,30.96,21.195448,1.677557,1.460691
AUBN,Auburn National Bancorporation,40.0,39.61,17.140908,1.683205,2.310846
PACB,Pacific Biosciences of Californi,4.33,4.38,0.0,7.481883,-0.719559
TRUP,Trupanion,30.67,30.6,0.0,8.711998,-0.075268
BFIT,Global X Health & Wellness Thematic ETF,19.15,18.97,0.0,0.0,0.0
SLMBP,SLM Corporation,68.55,69.34,119.551728,0.0,0.58
MLAB,Mesa Laboratories,181.79,181.52,0.0,6.628602,-0.083235
NAVG,领航者,69.2,69.11,33.195066,1.667265,2.081936
PFLT,PennantPark Floating Rate Capital,12.9,12.92,14.107591,0.934793,0.915819
SBUX,星巴克,55.95,55.76,17.299626,18.850281,3.223191
VBND,Vident Core U.S. Bond Strategy Fund,47.075,46.99,0.0,0.0,0.0
BNDW,Vanguard Total World Bond ETF,74.18,74.05,0.0,0.0,0.0
OMCL,Omnicell,68.14,67.47,66.196512,4.50113,1.019238
SUSC,iShares ESG USD Corporate Bond ETF,23.94,23.91,0.0,0.0,0.0
PIXY,Shiftpixy Inc.,4.0,4.0104,0.0,-60.293302,-0.420043
ESCA,攀登者,12.5713,12.5,7.651742,1.449166,1.633615
DTUS,iPath US Treasury 2-year Bear ET,41.65,41.65,0.0,0.0,0.0
MYFW,First Western Financial Inc,16.8799,16.56,92.078265,1.257237,0.179847
HURC,赫克,45.0289,45.26,15.27904,1.40695,2.962228
EA,电子艺界,114.4,113.73,50.328865,6.590681,2.259737
NTLA,Intellia Therapeutics Inc,24.34,24.34,0.0,3.764296,-2.092186
RBNC,Reliant Bancorp Inc.,24.25,24.21,28.214975,1.379218,0.858055
SONA,Southern National Bancorp of Vir,16.019,16.12,18.045348,1.1591,0.893305
OXFD,Oxford Immunotec Global PLC,15.99,16.0,0.0,5.678775,-0.942643
CHSCO,CHS Inc - Class B Cumulative Red,27.25,27.18,0.0,0.0,0.0
BGCP,BGC Partners,11.72,11.64,70.645215,3.993689,0.164767
DUSA,Davis Select U.S. Equity ETF,25.21,25.09,179.214285,0.0,0.14
ABMD,阿比奥梅德,418.99,415.71,112.023769,25.79063,3.710909
SKOR,IQ South Korea Small Cap ETF,48.55,48.57,0.0,0.0,0.0
SSBI,Summit State Bank,15.25,15.25,19.721417,1.502543,0.773271
PNNT,PennantPark Investment Corporation,7.63,7.62,12.676739,0.838414,0.601101
SPTN,Spartan Stores,18.94,18.91,0.0,0.937918,-1.531499
ALTY,Global X SuperDividend Alternatives ETF,14.82,14.7709,0.0,0.0,0.0
GBDC,Golub Capital BDC,18.87,18.8,12.666057,1.163827,1.484282
PSCF,PowerShares Exchange-Traded Fund,56.32,56.19,0.0,0.0,0.0
CHRW,罗宾逊物流,97.29,97.28,23.738958,8.8776,4.097905
RGCO,RGC Resources Inc,25.8,25.83,28.336971,2.59725,0.91153
GAIN,格拉德斯通投资,11.12,11.01,4.220472,0.951468,2.608713
FBNC,第一万能金控,40.36,40.12,16.07605,1.644328,2.495638
SBAC,SBA Communications Corporation,153.63,152.82,610.83043,-5.769143,0.250184
PAAS,泛美白银,14.69,14.55,22.384616,1.517825,0.65
SIVB,硅谷银行,321.19,319.71,24.199048,3.65269,13.211677
VIDI,Vident International Equity Fund,24.89,24.79,0.0,0.0,0.0
EXLS,伊克赛尔服务控股,63.85,63.42,44.19577,3.718285,1.434979
IMKTA,安格莱斯市场,31.59,31.6,13.166666,0.898588,2.4
COMT,iShares Commodities Select Strategy ETF,39.72,39.5071,0.0,0.0,-1.51
GRFS,Grifols,20.83,20.99,33.012022,1.200191,0.635829
OXSQ,Oxford Square Capital Corp.,7.01,6.99,8.758586,0.922031,0.798074
RRGB,Red Robin Gourmet Burgers,38.51,38.41,37.088463,1.274055,1.035632
UMBF,UMB金融,72.38,71.84,13.01724,1.634539,5.518835
NCMI,National CineMedia,10.17,10.1,2587.090214,-2.092995,0.003904
BMRC,马林银行,84.3,84.15,27.64858,1.919285,3.043556
PZZA,Papa John’S International,50.16,50.35,21.980046,-5.973332,2.290714
BIIB,生化基因,344.29,342.08,24.198314,5.62027,14.136522
NWSA,新闻集团,13.46,13.29,0.0,0.83396,-2.702432
RELV,Reliv’ International,4.97,4.97,0.0,0.719676,-1.039185
GRBK,Green Brick Partners,9.95,9.92,18.59513,1.134929,0.533473
CDMOP,"Avid Bioservices, Inc. 10.50% Series E Convertible Preferred",26.41,26.6693,0.0,0.0,-0.3
VRTX,福泰制药,188.64,188.05,115.708053,17.890531,1.625211
HAIN,海恩时富,26.38,26.32,281.958719,1.575096,0.093347
FALN,iShares Fallen Angels USD Bond ETF,26.2798,26.2699,0.0,0.0,0.0
UNFI,United Natural Foods,29.35,29.43,8.976266,0.803701,3.278646
DTV,直播电视,53.7,52.09,8.546389,0.071436,6.094972
RILYH,"B. Riley Financial, Inc.",25.83,25.75,0.0,0.0,0.0
PHII,PHI Inc,9.6,9.6,71.221899,0.256588,0.13479
CFFN,Capitol Federal Financial,12.87,12.79,17.522445,1.346625,0.729921
CBNK,Capital Bancorp Inc,12.8,12.73,0.0,0.0,0.0
HZNP,Horizon Pharma,19.01,18.89,0.0,3.659403,-1.825934
HONE,"HarborOne Bancorp, Inc.",18.85,18.8,60.621697,1.703438,0.31012
SPNS,Sapiens International Corp,12.6,12.53,56.308532,3.0707,0.222524
USLM,United States Lime & Minerals,76.95,78.0,15.471101,2.028169,5.041658
MCFT,"MCBC Holdings, Inc.",34.22,34.14,16.031066,12.172319,2.129615
ADMP,Adamis Pharmaceuticals Corporation,3.09,3.1,0.0,5.772048,-0.969026
BLCM,"Bellicum Pharmaceuticals, Inc.",6.2,6.18,0.0,2.380501,-2.627531
USOI,Credit Suisse AG,30.4015,30.4015,0.0,0.0,0.0
KNSL,Kinsale Capital Group Inc.,61.49,61.09,46.714286,5.218718,1.307737
MBIN,Merchants Bancorp,24.52,24.33,10.87591,1.987049,2.237054
PLPC,Preformed Line Products Company,72.91,72.5,19.06881,1.524509,3.80202
QUMU,Qumu Corp,2.6223,2.711,0.0,5.979985,-1.234831
VTC,Vanguard Total Corporate Bond ETF ETF Shares,80.2,80.034,0.0,0.0,0.0
VTHR,Vanguard Scottsdale Funds Vangua,132.81,131.93,0.0,0.0,0.0
NVCR,NovoCure Limited,50.83,50.84,0.0,41.959533,-0.650146
FCNCA,第一公民银行股份,464.94,463.57,17.290937,1.574637,26.809999
VMBS,Vanguard Mortgage-Backed Securit,50.47,50.35,0.0,0.0,0.0
IRWD,Ironwood医药,17.78,17.74,0.0,-61.819129,-0.742567
NBRV,Nabriva Therapeutics AG,3.0,2.94,0.0,2.617767,-0.219641
BATRK,Liberty Media Corporation Series C,26.34,26.36,138.736844,0.0,0.19
EYE,National Vision Holdings Inc.,44.07,43.85,43.975903,4.536084,0.997137
AOBC,American Outdoor Brands Corporation,14.64,14.61,26.411984,1.862342,0.553158
CBFV,"CB Financial Services, Inc.",28.01,29.05,21.249501,1.176546,1.367091
NWBI,Northwest Bancshares,17.31,17.19,17.980307,1.443057,0.956046
NDAQ,纳斯达克OMX交易所,86.03,85.53,18.764921,2.538869,4.557973
APPN,Appian Corp,28.3,28.46,0.0,56.290499,-0.522379
SBSI,Southside Bancshares,34.17,34.02,18.343895,1.587822,1.854568
BNCL,Beneficial Mutual银行,17.08,16.97,44.312375,1.245047,0.382963
DOX,Amdocs Ltd,65.26,65.04,22.363511,2.613718,2.908309
ITRN,Ituran Location and Control Ltd,33.79,33.9,16.285173,5.708199,2.081648
GRVY,GRAVITY Co,17.01,16.95,7.047547,2.324396,2.405092
PSAU,PowerShares Global Gold & Precio,15.32,15.3656,0.0,0.0,0.0
FVCB,"FVCBankcorp, Inc.",19.82,19.75,23.171994,2.436554,0.852322
YORW,The York Water Company,30.73,30.4,29.285907,3.212624,1.038042
MGTA,Magenta Therapeutics Inc.,11.12,11.05,0.0,2.110268,-14.283933
TEAM,Atlassian Corporation PLC,86.1,85.36,0.0,22.578284,-0.516216
MRCCL,Monroe Capital Corporation 5.75% Notes due 2023,24.869,24.75,0.0,0.0,0.0
FSV,FirstService Corporation,82.6,82.47,65.976,14.640275,1.25
NEXT,NextDecade Corporation,5.52,5.49,0.0,6.371015,-0.484878
HQCL,Hanwha SOlarOne Ltd.,8.16,8.13,695.644717,1.321679,0.011687
RECN,Resources Connection,19.0,18.96,26.245156,2.221527,0.722419
CRWS,Crown Crafts制衣,5.45,5.4,19.666184,1.401758,0.274583
EXPD,康捷国际物流,72.98,72.69,22.834327,6.705879,3.183365
OTIC,Otonomy,2.61,2.68,0.0,0.82306,-2.1288
STRA,Strayer Education,131.99,130.92,98.543376,12.348178,1.328552
GOOD,格拉德斯通商业,18.76,18.69,0.0,2.132542,-0.124898
VWOB,Vanguard Emerging Markets Govern,74.8,74.67,0.0,0.0,0.0
CID,Compass EMP International High Dividend 100 Volatility Weighte,32.67,32.78,0.0,0.0,0.0
WLFC,Willis Lease Finance Corporation,34.75,34.43,3.438024,0.82509,10.014473
SFLY,Shutterfly,63.35,63.06,66.737505,3.874513,0.944896
MSTR,MicroStrategy Incorporated,131.71,131.2,0.0,2.425244,-0.120549
YTRA,"Yatra Online, Inc. ",5.28,5.24,0.0,0.080961,-0.490234
CCBG,Capital City Bank Group,23.34,23.56,24.546116,1.368771,0.959826
QRHC,Quest Resource Holding Corp,2.65,2.61,0.0,0.658214,-0.294956
FCVT,First Trust SSI Strat Convert Secs ETF,30.06,29.955,0.0,0.0,0.0
OVBC,俄亥俄河谷银行,37.21,36.27,19.223807,1.514308,1.886723
APOG,Apogee Enterprises,41.54,41.45,14.299282,2.174704,2.898747
VONV,Vanguard Scottsdale Funds Vangua,111.28,110.9,0.0,0.0,0.0
NWFL,Norwood Financial Corp,39.02,38.53,24.600332,2.077773,1.566239
SMSI,Smith Micro Software,2.55,2.56,0.0,16.082906,-0.381672
HBAN,杭庭顿控股,15.48,15.35,12.691657,1.650587,1.209456
