code,name,open,latestPrice,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,grow_radio_3,grow_radio_6,grow_self_3,grow_self_6,max_price,max_price_radio,price,price_week_3,vol_radio,volume_3,volume_6,week_3_rs,week_6_rs,year
CMCO,哥伦布-麦金农,37.03,36.58,46.70624,2.078523,0.783193,7706000.0_-33.89%_225000000.0_10.44%,8466000.0_278.68%_214000000.0_16.58%,"-10565000.0_-2,192.08%_209000000.0_36.87%",12508000.0_83.51%_213000000.0_40.09%,7706000.0,-33.89%,225000000.0,10.44%,8466000.0,278.68%,214000000.0,16.58%,-10565000.0,"-2,192.08%",209000000.0,36.87%,12508000.0,83.51%,213000000.0,40.09%,252,-0.058107455339252184,0.003910081222179504,-2.3566666666666642,0.16333333333333164,44.42,0.1913552453849617,35.92,37.54666666666667,-0.14397983565854047,439691.3333333333,513646.0,-0.053394884294815204,-0.006972848688317673,4
BOTZ,Global X Robotics & Artificial Intelligence Thematic ETF,21.51,21.53,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,109,-0.0328540656122777,0.002521644129014785,-0.7416666666666671,0.05333333333333338,27.28,0.2325879765395895,20.935,21.971666666666668,-0.09184439939955875,3080620.0,3392172.0,-0.027776346198014574,-0.009166760957039801,2
JTPY,JetPay Corp,2.0,1.95,0.0,-5.697701,-0.8279340000000001,1512000.0_228.03%_15239000.0_12.64%,-371000.0_-154.48%_15871000.0_9.48%,-1037000.0_-241.12%_19876000.0_15.15%,-575000.0_57.09%_18440000.0_21.20%,1512000.0,228.03%,15239000.0,12.64%,-371000.0,-154.48%,15871000.0,9.48%,-1037000.0,-241.12%,19876000.0,15.15%,-575000.0,57.09%,18440000.0,21.20%,252,0.0435281945801905,0.005446623093681945,0.0693333333333334,0.008333333333333378,3.49,0.4355300859598854,1.97,1.9566666666666668,1.278388092691261,149809.33333333334,65752.33333333333,0.045019490453257364,-0.00021454825810880476,4
KNSA,Kiniksa Pharmaceuticals Ltd.,20.42,20.12,0.0,2.911149,-33.057953000000005,-20259000.0_-80.84%_0_0,-15982000.0_-223.46%_0_0,0_0_0_0,0_0_0_0,-20259000.0,-80.84%,0.0,0,-15982000.0,-223.46%,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,21,-0.12245780366334906,0.09225738143163509,-3.2699999999999996,2.133333333333333,29.77,0.32515955660060464,20.09,22.276666666666667,-0.668182458873082,446497.3333333333,1345611.0,-0.11764077641202143,0.100002705722245,0
RDFN,Redfin Corp,16.4,16.21,2.76978,6.3733,5.85245,3207000.0_-25.49%_143000000.0_35.93%,-36439000.0_-29.83%_79893000.0_33.45%,-1799000.0_66.28%_95754000.0_43.38%,10558000.0_85.23%_109000000.00000001_35.05%,3207000.0,-25.49%,143000000.0,35.93%,-36439000.0,-29.83%,79893000.0,33.45%,-1799000.0,66.28%,95754000.0,43.38%,10558000.0,85.23%,109000000.0,35.05%,64,-0.036930708820078074,-0.03341470902991455,-0.663333333333334,-0.6499999999999986,31.32,0.4936143039591316,15.86,17.06,-0.2393367359820434,3344164.0,4396379.0,-0.03371198075484436,-0.04256519753280289,1
TWMC,Trans World Entertainment Corp,0.9139,0.9,0.0,0.230095,-1.606062,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.007072696949528887,-0.006551580773939673,-0.006933333333333347,-0.015833333333333366,4.57,0.8015317286652078,0.907,0.9206333333333333,-0.8483664855893329,49639.0,327361.6666666667,-0.00587567305466163,0.0064531191018071575,4
LKQ,LKQ Corporation,30.18,29.73,16.569191,2.003734,1.7942939999999998,158000000.0_4.61%_3031000000.0_23.28%,153000000.0_12.10%_2721000000.0_16.13%,121000000.0_39.76%_2470000000.0_14.86%,122000000.0_-0.25%_2466000000.0_11.71%,158000000.0,4.61%,3031000000.0,23.28%,153000000.0,12.10%,2721000000.0,16.13%,121000000.0,39.76%,2470000000.0,14.86%,122000000.0,-0.25%,2466000000.0,11.71%,252,-0.04284992692000616,-0.02001290544785211,-1.3366666666666671,-0.6766666666666671,43.47,0.34529560616517135,28.46,30.05666666666667,-0.13553959671713744,10030653.333333334,11603369.333333334,-0.038193760266623446,-0.030895007595055955,4
BIDU,百度,201.8,200.85,17.748855,3.002192,11.316223,5070000000.0_14.97%_25972000000.000004_24.42%,5548000000.0_213.27%_20907000000.0_23.78%,4160000000.0_0.92%_23555000000.0_29.34%,7948000000.0_156.97%_23489000000.0_28.69%,5070000000.0,14.97%,25972000000.000004,24.42%,5548000000.0,213.27%,20907000000.0,23.78%,4160000000.0,0.92%,23555000000.0,29.34%,7948000000.0,156.97%,23489000000.0,28.69%,252,-0.04146645812772553,0.01148372591897063,-9.279733333333334,2.3733333333333255,272.97,0.28984577059750166,193.8508,209.3836,-0.0943060127972045,10983136.333333334,12126763.0,-0.04903582064957621,-0.005794940456915515,4
SYNA,Synaptics Incorporated,38.95,38.49,0.0,1.840932,-3.628654,-1500000.0_-108.43%_388000000.0_-8.91%,-13700000.0_-404.44%_394000000.0_-11.30%,-82400000.0_-461.40%_430000000.0_-6.70%,-26500000.0_-816.22%_417000000.0_8.08%,-1500000.0,-108.43%,388000000.0,-8.91%,-13700000.0,-404.44%,394000000.0,-11.30%,-82400000.0,-461.40%,430000000.0,-6.70%,-26500000.0,-816.22%,417000000.0,8.08%,252,-0.07563262265265498,-0.007274966896393402,-3.3333333333333357,-0.36999999999999744,100.4,0.6310756972111554,37.04,41.02,-0.16312665052522976,1879830.6666666667,2246254.6666666665,-0.0723653424855525,-0.01753179793465516,4
SEIC,SEI Investments Company,58.93,58.25,18.91394,5.742171,3.079739,122000000.0_32.59%_405000000.0_8.73%,140000000.0_57.59%_405999999.99999994_12.67%,122000000.0_37.84%_408000000.0_10.69%,102000000.0_17.34%_386000000.0_8.85%,122000000.0,32.59%,405000000.0,8.73%,140000000.0,57.59%,406000000.0,12.67%,122000000.0,37.84%,408000000.0,10.69%,102000000.0,17.34%,386000000.0,8.85%,252,-0.02671625968306599,-0.008902378964228087,-1.6199999999999999,-0.5800000000000006,77.29,0.2583775391383103,57.32,59.35666666666666,-0.21569201648525962,2560430.6666666665,3264573.0,-0.020482074107416055,-0.016612254471766997,4
SPRO,Spero Therapeutics Inc.,10.39,10.24,0.26560700000000004,2.84851,38.553246,-9956000.0_-1.98%_463000.0_85.94%,-10644000.0_-66.03%_1153000.0_723.57%,-13868000.0_-69.18%_993000.0_196.42%,-9844000.0_-24.32%_597000.0_0,-9956000.0,-1.98%,463000.0,85.94%,-10644000.0,-66.03%,1153000.0,723.57%,-13868000.0,-69.18%,993000.0,196.42%,-9844000.0,-24.32%,597000.0,0,50,-0.0041499649526934865,-0.036654751285797316,-0.06333333333333258,-0.4400000000000001,16.89,0.4043812907045589,10.06,10.573333333333332,-0.24774274302862134,408273.3333333333,542731.0,7.166637392846491e-05,-0.04233290627648309,0
ASND,Ascendis Pharma A/S,66.26,65.28,0.0,7.1368,-4.472701,-22777000.0_25.82%_18000.0_-95.95%,-41375000.0_-64.58%_28000.0_-92.47%,-34175000.0_-107.78%_280000.0_-73.15%,-33877000.0_-85.59%_434000.0_-62.87%,-22777000.0,25.82%,18000.0,-95.95%,-41375000.0,-64.58%,28000.0,-92.47%,-34175000.0,-107.78%,280000.0,-73.15%,-33877000.0,-85.59%,434000.0,-62.87%,194,-0.009526906929484122,-0.01531134429678612,-0.8100000000000023,-1.1899999999999977,74.06,0.11342155009451803,65.66,67.63666666666667,-0.5696903764882962,297321.0,690946.6666666666,0.001066250271785349,-0.029972739769157666,3
HOFT,胡克家具,32.4,31.99,11.901356,1.5514709999999998,2.687929,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.028857729899199085,-0.05187904004276889,-0.983333333333332,-2.116666666666665,49.4,0.35080971659919025,32.07,32.85666666666666,-0.3861967602792022,196421.33333333334,320007.0,-0.026623518106235266,-0.06558490974325817,4
STBZ,State Bank Financial Corporation,29.82,29.42,20.525758,1.703701,1.4333209999999998,18767000.0_23.44%_64654000.0_17.32%,17365000.0_50.24%_62109000.0_18.49%,5377000.0_-47.93%_65310000.0_33.89%,14436000.0_16.04%_53599000.0_12.12%,18767000.0,23.44%,64654000.0,17.32%,17365000.0,50.24%,62109000.0,18.49%,5377000.0,-47.93%,65310000.0,33.89%,14436000.0,16.04%,53599000.0,12.12%,252,-0.02308829851121727,-0.014078231967905462,-0.7166666666666662,-0.45666666666666583,35.86,0.17707752370329052,29.51,29.80333333333333,-0.3713091830556639,823441.0,1309771.0,-0.016584909180614157,-0.021988470189250636,4
BOMN,Boston Omaha Corporation,29.78,29.36,0.0,2.036737,-0.4746260000000001,-1602700.0_-17.17%_2989800.0_49.87%,-2109500.0_-90.01%_2822900.0_50.97%,-2489500.0_-175.83%_2764600.0_113.73%,-1512000.0_-91.07%_2385000.0_128.83%,-1602700.0,-17.17%,2989800.0,49.87%,-2109500.0,-90.01%,2822900.0,50.97%,-2489500.0,-175.83%,2764600.0,113.73%,-1512000.0,-91.07%,2385000.0,128.83%,70,0.02038110057334745,0.02339108105293469,0.5773666666666664,0.5366666666666665,32.39,0.0700185242358753,30.1221,29.9907,-0.5868341111995252,181211.66666666666,438593.0,0.025471797032972237,0.021309509400911978,1
CHRW,罗宾逊物流,97.74,96.25,23.48761,8.783603999999999,4.097905,159000000.0_43.30%_4276000000.0_15.26%,142000000.0_16.56%_3925000000.0_14.94%,153000000.0_24.74%_3960000000.0_15.95%,119000000.0_-7.63%_3784000000.0000005_12.77%,159000000.0,43.30%,4276000000.0,15.26%,142000000.0,16.56%,3925000000.0,14.94%,153000000.0,24.74%,3960000000.0,15.95%,119000000.0,-7.63%,3784000000.000001,12.77%,252,-0.011604917608583223,0.0037120507077587233,-1.1366666666666656,0.3299999999999983,100.09,0.053451893296033656,94.74,96.64666666666666,-0.24739731278785848,3409457.0,4530221.666666667,-0.005782123398592891,-0.004475125768009323,4
EXPD,康捷国际物流,72.02,71.21,22.36941,6.569344,3.183365,141000000.0_29.60%_1957999999.9999998_17.06%,136000000.0_45.56%_1854000000.0_20.01%,167000000.0_50.73%_1901000000.0000002_15.80%,121000000.0_11.72%_1802000000.0_15.35%,141000000.0,29.60%,1958000000.0,17.06%,136000000.0,45.56%,1854000000.0,20.01%,167000000.0,50.73%,1901000000.0,15.80%,121000000.0,11.72%,1802000000.0,15.35%,252,-0.016783709492712164,0.0021701241958812455,-1.2233333333333338,0.14666666666667064,76.89,0.0905189231369488,69.93,72.05,-0.27714126313696624,3405461.0,4711101.666666667,-0.013238863959140498,-0.007964179637056375,4
ARCE,Arco Platform Ltd.,22.25,22.18,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3,-0.016783709492712164,0.0021701241958812455,-1.2233333333333338,0.14666666666667064,22.8,0.03991228070175439,21.89,22.356666666666666,-0.27714126313696624,3405461.0,4711101.666666667,-0.013238863959140498,-0.007964179637056375,0
HLG,海亮教育,59.33,60.8,54.27650500000001,8.482196,1.12019,0_0_0_0,0_0_0_0,38967500.0_46.94%_250999999.99999997_36.76%,38967500.0_46.94%_250999999.99999997_36.76%,0.0,0,0.0,0,0.0,0,0.0,0,38967500.0,46.94%,251000000.0,36.76%,38967500.0,46.94%,251000000.0,36.76%,171,-0.015585272404643186,-0.03844549096320376,-1.2133333333333358,-2.873333333333335,82.29,0.25981285696925516,60.91,64.41333333333333,-0.5583794380575766,48132.666666666664,108991.0,-0.029354635602502774,-0.045371379572271386,3
KERX,克律克斯生物制药,3.19,3.16,0.0,-9.240868,-0.80547,-21518000.0_75.12%_25749000.0_70.03%,-21896000.0_4.87%_21751000.0_84.03%,-30429000.0_9.93%_18682000.0_95.97%,-23498000.0_43.64%_14996000.0_136.64%,-21518000.0,75.12%,25749000.0,70.03%,-21896000.0,4.87%,21751000.0,84.03%,-30429000.0,9.93%,18682000.0,95.97%,-23498000.0,43.64%,14996000.0,136.64%,252,0.0017763280683706871,-0.0245655461120753,-0.001666666666666779,-0.0866666666666666,18.19,0.8254535459043431,3.175,3.258333333333333,-0.29148988558654787,2680854.6666666665,3783791.6666666665,0.00814721888381086,-0.03424087878178609,4
ODFL,Old Dominion Freight Line,150.87,148.4,21.319563,4.902501999999999,6.960742999999999,163000000.0_66.06%_1033000000.0_23.05%,109000000.00000001_66.18%_925000000.0_22.67%,197000000.0_187.91%_891000000.0_19.49%,102000000.0_19.55%_873000000.0_11.55%,163000000.0,66.06%,1033000000.0,23.05%,109000000.0,66.18%,925000000.0,22.67%,197000000.0,187.91%,891000000.0,19.49%,102000000.0,19.55%,873000000.0,11.55%,252,-0.028285083518605276,0.010104198429639707,-4.471666666666664,1.2533333333333398,165.89,0.13180420760745062,144.025,152.385,-0.3647675016049036,2180898.0,3433228.0,-0.023177226045681842,0.0011127130428947446,4
SCON,超导技术,1.97,1.89,0.0,1.845352,-7.254966,"-1522000.0_40.10%_793000.0_9,812.50%","-2178000.0_17.15%_246000.0_24,500.00%","-1853000.0_26.87%_307000.0_3,311.11%",-2504000.0_12.87%_130000.0_490.91%,-1522000.0,40.10%,793000.0,"9,812.50%",-2178000.0,17.15%,246000.0,"24,500.00%",-1853000.0,26.87%,307000.0,"3,311.11%",-2504000.0,12.87%,130000.0,490.91%,252,0.01119287618051242,-0.09099456205614577,0.020000000000000018,-0.19999999999999996,504.0,0.9963492063492064,1.84,1.8433333333333335,0.6028604493005745,568795.3333333334,354862.6666666667,0.023175197365770103,-0.10509773715077049,4
DXLG,Casual Male Retail Group,2.61,2.52,0.0,1.843427,-0.274194,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.011461655707179982,-0.015440917107583762,-0.029999999999999954,-0.04999999999999997,6.52,0.6150306748466258,2.51,2.53,-0.6160493190935923,146524.66666666666,381623.6666666667,-0.007293571569719017,-0.026927687034333677,4
ACTG,阿卡西亚,3.19,3.15,0.0,0.669533,-0.244735,-28506000.0_-99.85%_6485000.0_-60.59%,-32111000.0_-164.92%_62093000.0_601.30%,-110000000.00000001_-914.07%_3458000.0_-84.26%,"158000000.0_2,196.53%_36633000.0_-43.34%",-28506000.0,-99.85%,6485000.0,-60.59%,-32111000.0,-164.92%,62093000.0,601.30%,-110000000.0,-914.07%,3458000.0,-84.26%,158000000.0,"2,196.53%",36633000.0,-43.34%,252,-0.014473999520728462,-0.052967376911038845,-0.04666666666666656,-0.19999999999999987,19.12,0.8362970711297072,3.13,3.176666666666667,-0.26000725553433823,742488.0,1003372.0,-0.013488474534970776,-0.06339629976867661,4
GRFS,Grifols,19.92,20.15,31.690912,1.15256,0.635829,175000000.0_21.84%_1097000000.0_-2.98%,143000000.0_6.83%_1023000000.0_-3.64%,231000000.0_65.85%_1068000000.0_-2.76%,153000000.0_8.44%_1058000000.0_5.77%,175000000.0,21.84%,1097000000.0,-2.98%,143000000.0,6.83%,1023000000.0,-3.64%,231000000.0,65.85%,1068000000.0,-2.76%,153000000.0,8.44%,1058000000.0,5.77%,252,-0.018551968289628767,-0.008174097473644537,-0.38833333333333303,-0.18666666666666742,24.95,0.21503006012024042,19.585,20.648333333333333,0.989297431374701,7510428.666666667,3775417.6666666665,-0.02054923623011515,-0.01817526419283257,4
MMAC,MMA Capital Management LLC,27.45,26.4,4.148098,0.8101550000000001,6.364363,2762000.0_175.90%_4075000.0_34.62%,18340000.0_252.86%_3726000.0_19.12%,-5989000.0_-178.36%_3662000.0_12.92%,-3261000.0_63.46%_12485000.0_37.50%,2762000.0,175.90%,4075000.0,34.62%,18340000.0,252.86%,3726000.0,19.12%,-5989000.0,-178.36%,3662000.0,12.92%,-3261000.0,63.46%,12485000.0,37.50%,210,-0.009064359477951768,0.01296890294202395,-0.259999999999998,0.3496333333333344,28.504,0.0667976424361493,26.6,26.459999999999997,0.05306128049617168,25581.666666666668,24292.666666666668,-0.010160243269885695,0.004297241951552805,4
PACW,PacWest Bancorp,48.6,47.99,14.388019,1.229685,3.335414,115999999.99999999_23.59%_284000000.0_6.84%,118000000.0_50.35%_291000000.0_19.86%,84037000.0_-1.88%_289000000.0_13.96%,101000000.0_8.06%_256999999.99999997_1.49%,116000000.0,23.59%,284000000.0,6.84%,118000000.0,50.35%,291000000.0,19.86%,84037000.0,-1.88%,289000000.0,13.96%,101000000.0,8.06%,257000000.0,1.49%,252,-0.016743017234219056,0.0017181559148624862,-0.8566666666666691,0.08666666666666838,56.76,0.14904862579281186,48.3,48.11666666666667,0.03471170328760652,4526912.333333333,4375047.0,-0.011899161232224502,-0.008215405329313643,4
ROAD,Construction Partners,11.3,11.21,10.04267,2.027109,1.116237,13403000.0_109.03%_195000000.0_31.72%,11248000.0_301.71%_119000000.0_7.73%,10996000.0_141.09%_150000000.0_23.17%,0_0_0_0,13403000.0,109.03%,195000000.0,31.72%,11248000.0,301.71%,119000000.0,7.73%,10996000.0,141.09%,150000000.0,23.17%,0.0,0,0.0,0,24,-0.03410253600663598,0.01674197981079226,-0.4166666666666667,0.19500000000000028,13.51,0.16284233900814207,11.31,11.706666666666669,-0.06826943470612454,323617.6666666667,347329.6666666667,-0.032213738546909426,0.0034015226431620706,0
PLBC,Plumas Bancorp,24.9,24.85,12.246429,2.1379080000000004,2.029163,3445000.0_35.58%_9938000.0_9.73%,3280000.0_58.91%_9675000.0_15.81%,1136000.0_-46.08%_9074000.0_11.56%,2448000.0_25.09%_9131000.0_15.30%,3445000.0,35.58%,9938000.0,9.73%,3280000.0,58.91%,9675000.0,15.81%,1136000.0,-46.08%,9074000.0,11.56%,2448000.0,25.09%,9131000.0,15.30%,252,-0.01257417484793869,0.009206099237595328,-0.3438000000000005,0.21666666666666737,29.3,0.13856655290102396,25.24,24.976666666666663,-0.38256605229082297,14940.666666666666,24198.0,-0.01279207396389792,-0.004287144861078167,4
PIRS,"Pieris Pharmaceuticals, Inc.",5.01,4.97,0.0,4.854702,-0.161617,-203000.0_97.99%_11691000.0_530.92%,-8714000.0_-9.01%_4152000.0_209.16%,7490400.0_214.21%_18151600.0_565.75%,-7058800.0_-13.92%_3927200.0000000005_400.28%,-203000.0,97.99%,11691000.0,530.92%,-8714000.0,-9.01%,4152000.0,209.16%,7490400.0,214.21%,18151600.0,565.75%,-7058800.0,-13.92%,3927200.0000000005,400.28%,172,-0.035391904295671565,-0.01358884576061097,-0.19333333333333366,-0.08333333333333363,8.63,0.44843568945538825,4.76,5.173333333333333,-0.13827812137646459,1414241.0,1641180.3333333333,-0.032549743251885005,-0.019855128019478654,3
OVAS,OvaScience Inc.,0.7916,0.795,0.0,0.566665,-0.922741,-7703000.0_57.64%_81000.0_-3.57%,-7370000.0_50.52%_67000.0_6.35%,-8528000.0_62.34%_91000.0_-24.79%,-9367000.0_51.44%_56000.0_-71.57%,-7703000.0,57.64%,81000.0,-3.57%,-7370000.0,50.52%,67000.0,6.35%,-8528000.0,62.34%,91000.0,-24.79%,-9367000.0,51.44%,56000.0,-71.57%,252,0.017619495692796517,-0.01733658168500186,0.011600000000000018,-0.014433333333333298,50.18,0.9841570346751694,0.795,0.7812333333333333,-0.4942359138147182,424812.6666666667,839942.3333333334,0.017469188370171283,-0.007183881039269774,4
EMMS,艾米斯传播,5.0,4.94,0.577448,0.892616,8.554878,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,252,-0.030205496809270385,-0.009579149826951882,-0.1584333333333333,-0.05243333333333281,14.12,0.6483923512747876,4.9647,5.048233333333333,-0.2938739009943068,26584.0,37647.666666666664,-0.00777366688149947,-0.005129202039036204,4
SSTI,Shotspotter Inc,42.38,41.94,130.997818,27.492894,0.320158,-369000.0_91.43%_8927000.0_52.96%,-1217000.0_22.04%_6907000.0_51.40%,-2503000.0_-189.70%_6519000.0_43.24%,-1611000.0_-4.68%_6846000.0_72.14%,-369000.0,91.43%,8927000.0,52.96%,-1217000.0,22.04%,6907000.0,51.40%,-2503000.0,-189.70%,6519000.0,43.24%,-1611000.0,-4.68%,6846000.0,72.14%,71,-0.13322530363139493,0.020387305452035927,-7.589999999999999,1.150000000000001,62.81,0.3569495303295654,40.39,49.06999999999999,-0.10056278802792258,928170.3333333334,1031945.6666666666,-0.12235060383568698,0.018075773738025238,1
BKNG,Booking Holdings,1901.0,1870.5,32.95862,8.478902,56.75298299999999,977000000.0_35.71%_3536999999.9999995_16.95%,607000000.0_33.27%_2928000000.0_21.03%,-555000000.0_-182.42%_2803000000.0_19.36%,1720000000.0_239.99%_4434000000.0_20.15%,977000000.0,35.71%,3536999999.999999,16.95%,607000000.0,33.27%,2928000000.0,21.03%,-555000000.0,-182.42%,2803000000.0,19.36%,1720000000.0,239.99%,4434000000.0,20.15%,252,-0.021465699216573677,-0.0013870558373790577,-41.946666666666715,-2.933333333333318,2175.71,0.1648473371910779,1817.05,1901.63,-0.21488355676764825,1477030.6666666667,1881288.6666666667,-0.020115366118406506,-0.008869092424381176,4
SAIA,Saia Inc.,67.42,66.34,14.979443,2.6386130000000003,4.428736,30281000.0_72.34%_429000000.0_17.65%,21125000.0_85.39%_393000000.0_21.58%,47759000.0_361.53%_353000000.0_17.66%,14407000.0_4.20%_350000000.0_10.62%,30281000.0,72.34%,429000000.0,17.65%,21125000.0,85.39%,393000000.0,21.58%,47759000.0,361.53%,353000000.0,17.66%,14407000.0,4.20%,350000000.0,10.62%,252,-0.05463392861658046,-0.007513583630700846,-4.0566666666666675,-0.6333333333333352,84.1,0.22687277051129606,65.02,69.94,-0.22245811382417677,737856.6666666666,948960.6666666666,-0.051104935714814476,-0.01784417149533933,4
OFED,Oconee Federal Financial Corp,26.4,26.4,49.374495,1.771296,0.5346890000000001,928000.0_-40.09%_4141000.0_-2.56%,1308000.0_-5.76%_4133000.0_-10.73%,-59000.0_-104.48%_4140000.0_-5.72%,857000.0_-32.68%_4082000.0_-8.25%,928000.0,-40.09%,4141000.0,-2.56%,1308000.0,-5.76%,4133000.0,-10.73%,-59000.0,-104.48%,4140000.0,-5.72%,857000.0,-32.68%,4082000.0,-8.25%,252,-0.010423608582894936,0.0036894446495110947,-0.27999999999999997,0.09666666666666639,30.35,0.13047775947281715,26.39,26.58,-0.6681565463861332,1014.6666666666666,3057.6666666666665,-0.002374682997447173,-0.007521899840559593,4
NEO,NeoGenomics,14.28,14.11,0.0,7.857121,-0.023209,-380000.0_-178.67%_67746000.0_8.80%,644000.0_155.28%_63423000.0_10.44%,4951000.0_179.56%_67793000.0_12.07%,"-5100000.0_-7,511.94%_63052000.0_3.77%",-380000.0,-178.67%,67746000.0,8.80%,644000.0,155.28%,63423000.0,10.44%,4951000.0,179.56%,67793000.0,12.07%,-5100000.0,"-7,511.94%",63052000.0,3.77%,252,-0.0018718811804446789,0.009059949877153304,-0.06423333333333343,0.11999999999999982,15.35,0.08486644951140064,14.0473,14.5691,-0.29461086591709557,1696495.6666666667,2405049.3333333335,0.002196095813438307,-0.0010960205967215284,4
ADMP,Adamis Pharmaceuticals Corporation,3.08,3.05,0.0,5.6789510000000005,-0.969026,-9702400.0_-95.17%_3920600.0_3.03%,-7618400.0_-31.97%_3179200.0_4.65%,"-8025700.000000001_-1,097.57%_2841800.0_15.06%",-6769299.999999999_-1.88%_3388200.0_63.22%,-9702400.0,-95.17%,3920600.0,3.03%,-7618400.0,-31.97%,3179200.0,4.65%,-8025700.000000001,"-1,097.57%",2841800.0,15.06%,-6769299.999999999,-1.88%,3388200.0,63.22%,252,-0.0009754969949144673,0.017329516098640252,-0.023633333333333322,0.04999999999999997,9.02,0.6763747228381374,2.9191,3.173033333333333,0.9992619377871669,7041070.666666667,3521835.0,-0.010631896077585903,0.01890886682299534,4
HUBG,枢纽,44.96,44.24,9.58655,1.875376,4.614799,22051000.0_131.09%_1179000000.0_27.66%,16167000.0_56.44%_1096000000.0_22.76%,99943000.0_447.81%_1163000000.0_18.80%,15334000.0_-14.45%_1053999999.9999999_13.03%,22051000.0,131.09%,1179000000.0,27.66%,16167000.0,56.44%,1096000000.0,22.76%,99943000.0,447.81%,1163000000.0,18.80%,15334000.0,-14.45%,1054000000.0,13.03%,252,-0.025113422083151964,-0.0277609840881428,-1.1666666666666667,-1.4000000000000032,52.85,0.17067171239356677,43.83,44.35333333333333,-0.1980281169437258,1054257.0,1314581.0,-0.020608593591627065,-0.045733860584724194,4
SHSP,SharpSpring Inc,12.24,12.1,0.0,6.339853,-0.810009,-2466200.0_-93.78%_4442300.0_36.84%,-2051900.0_-48.77%_4184700.0000000005_38.41%,-503700.0_76.98%_3767300.0_32.05%,-1681500.0_-37.40%_3411600.0000000005_13.33%,-2466200.0,-93.78%,4442300.0,36.84%,-2051900.0,-48.77%,4184700.0000000005,38.41%,-503700.0,76.98%,3767300.0,32.05%,-1681500.0,-37.40%,3411600.0000000005,13.33%,150,-0.02557552536492629,-0.025803348569114398,-0.35999999999999943,-0.36666666666666653,14.32,0.16899441340782123,11.9,12.796666666666667,-0.569667029079526,174681.33333333334,405921.3333333333,-0.02504692752464835,-0.03497831615597963,2
CNTY,世纪赌场,6.75,6.65,51.126316,1.105264,0.13007,97000.0_-95.53%_39648000.0_6.21%,1319000.0_-52.84%_40620000.0_11.60%,-5030000.0_-216.06%_39294000.0_8.31%,7952000.0_229.55%_41048000.0_18.89%,97000.0,-95.53%,39648000.0,6.21%,1319000.0,-52.84%,40620000.0,11.60%,-5030000.0,-216.06%,39294000.0,8.31%,7952000.0,229.55%,41048000.0,18.89%,252,-0.04343215228049723,-0.019299137191127972,-0.33000000000000007,-0.15333333333333332,9.71,0.32131822863027815,6.59,6.843333333333334,0.9001459544578695,758993.6666666666,399439.6666666667,-0.03863563003754034,-0.02852301983015995,4
FTAG,First Trust Indxx Global Agriculture ETF,25.38,25.39,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,148,-0.015191638754467834,0.002933616745542869,-0.3993666666666667,0.07610000000000028,29.98,0.15343562374916617,25.38,25.74333333333333,-0.2616526642881805,4277.0,5792.666666666667,-0.01478048349027821,-0.005809875843708129,2
REDU,瑞思学科英语,11.53,11.46,0.0,11.040841,-0.105865,43312000.0_37.77%_300000000.0_32.37%,34726000.0_31.59%_270000000.0_28.44%,"-138000000.0_-2,529.01%_272000000.0_40.83%",26565000.0_-1.26%_260000000.0_28.28%,43312000.0,37.77%,300000000.0,32.37%,34726000.0,31.59%,270000000.0,28.44%,-138000000.0,"-2,529.01%",272000000.0,40.83%,26565000.0,-1.26%,260000000.0,28.28%,52,-0.03104798316344573,0.05854363593127643,-0.3700000000000004,0.6166666666666671,17.15,0.3475218658892128,11.19,11.519999999999998,-0.43160691572528137,376861.6666666667,663030.0,-0.025542454115657604,0.043692256251787666,1
