code,name,open,latestPrice,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
ACET,艾切托,2.26,2.21,0.0,0.714066,-8.976628999999999,"-106000000.0_-5,492.78%_169000000.0_-13.23%","-197000000.0_-3,618.88%_186000000.0_-2.17%","-13864000.0_-2,358.16%_171000000.0_36.38%",454000.0_-89.65%_185000000.0_44.71%,-106000000.0,"-5,492.78%",169000000.0,-13.23%,-197000000.0,"-3,618.88%",186000000.0,-2.17%,-13864000.0,"-2,358.16%",171000000.0,36.38%,454000.0,-89.65%,185000000.0,44.71%
UNTY,联合银行,21.32,20.91,13.199582000000001,1.7519080000000002,1.584141,5397000.0_56.71%_14906000.0_16.72%,5229000.0_63.82%_14658000.0_18.75%,2500000.0_-20.89%_14034000.0_14.76%,3757000.0_24.40%_13325000.0_14.61%,5397000.0,56.71%,14906000.0,16.72%,5229000.0,63.82%,14658000.0,18.75%,2500000.0,-20.89%,14034000.0,14.76%,3757000.0,24.40%,13325000.0,14.61%
CEMI,Chembio Diagnostics,9.98,9.9,0.0,6.3759559999999995,-0.380863,-1728400.0_20.46%_8720300.0_111.93%,-652300.0_59.62%_7717100.0_22.01%,-1998400.0_21.87%_5988099.999999999_40.73%,-584700.0_72.66%_7587400.0_102.52%,-1728400.0,20.46%,8720300.0,111.93%,-652300.0,59.62%,7717100.0,22.01%,-1998400.0,21.87%,5988099.999999999,40.73%,-584700.0,72.66%,7587400.0,102.52%
SMTX,SMTC Corporation,2.6568,2.745,0.0,3.188792,-0.092067,0_0_0_0,0_0_0_0,-904000.0_-56.94%_38641000.0_-2.54%,0_0_0_0,0,0,0,0,0,0,0,0,-904000.0,-56.94%,38641000.0,-2.54%,0,0,0,0
JBHT,JB Hunt运输服务,111.82,109.29,15.879335000000001,5.8770690000000005,6.88253,152000000.0_54.95%_2139000000.0_23.86%,118000000.0_15.03%_1948000000.0_19.59%,385000000.0_227.76%_1989999999.9999998_15.64%,100000000.0_-8.26%_1843000000.0_9.03%,152000000.0,54.95%,2139000000.0,23.86%,118000000.0,15.03%,1948000000.0,19.59%,385000000.0,227.76%,1989999999.9999998,15.64%,100000000.0,-8.26%,1843000000.0,9.03%
PDCO,帕特森,23.36,22.94,12.780899,1.48419,1.794866,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSIT,广船国际技术,6.53,6.45,0.0,1.610147,-0.217779,-1646000.0_-8.86%_11266000.0_5.42%,265000.0_119.64%_11191000.0_7.69%,-1528000.0_-539.08%_11118000.0_-3.19%,-1740000.0_-377.96%_9647000.0_-27.78%,-1646000.0,-8.86%,11266000.0,5.42%,265000.0,119.64%,11191000.0,7.69%,-1528000.0,-539.08%,11118000.0,-3.19%,-1740000.0,-377.96%,9647000.0,-27.78%
CSML,IQ Chaikin U.S. Small Cap ETF,26.26,25.89,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGS,马加尔安全系统,5.41,5.35,73.763595,1.509647,0.072529,1903000.0_157.58%_25348000.0_91.25%,-167000.0_95.48%_17255000.0_20.37%,291000.0_-89.80%_23017000.0_13.65%,-193000.0_-128.30%_13686000.0_-35.87%,1903000.0,157.58%,25348000.0,91.25%,-167000.0,95.48%,17255000.0,20.37%,291000.0,-89.80%,23017000.0,13.65%,-193000.0,-128.30%,13686000.0,-35.87%
MAMS,MAM Software Group Inc.,7.6,7.48,27.61085,6.968286999999999,0.270908,958000.0_-60.69%_9530000.0_15.11%,1217000.0_79.50%_9109000.0_15.70%,-79000.0_-131.60%_8500000.0_15.14%,1114000.0_-8.16%_8638000.0_7.14%,958000.0,-60.69%,9530000.0,15.11%,1217000.0,79.50%,9109000.0,15.70%,-79000.0,-131.60%,8500000.0,15.14%,1114000.0,-8.16%,8638000.0,7.14%
CMPR,Cimpress N.V.,117.0,114.24,80.843078,37.679468,1.413108,-5639000.0_83.66%_631000000.0_11.85%,-1602000.0_96.25%_636000000.0_15.53%,30623000.0_-12.56%_762000000.0_32.11%,23406000.0_177.94%_563000000.0_26.95%,-5639000.0,83.66%,631000000.0,11.85%,-1602000.0,96.25%,636000000.0,15.53%,30623000.0,-12.56%,762000000.0,32.11%,23406000.0,177.94%,563000000.0,26.95%
BCNA,Reality Shares Nasdaq NexGen Economy China ETF,18.8136,18.8136,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSCU,PowerShares Exchange-Traded Fund,55.96,55.13,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBCAA,Republic Bancorp,44.52,43.39,17.855967,1.288429,2.43,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KFRC,K力,34.48,33.74,20.163784,5.549032,1.673297,16272000.0_46.02%_359000000.0_5.38%,9175000.0_55.46%_346000000.0_3.68%,6140000.0_-33.54%_343000000.0_5.09%,10099000.0_11.96%_341000000.0_1.37%,16272000.0,46.02%,359000000.0,5.38%,9175000.0,55.46%,346000000.0,3.68%,6140000.0,-33.54%,343000000.0,5.09%,10099000.0,11.96%,341000000.0,1.37%
ZEUS,Olympic Steel,19.41,18.96,7.232048,0.70326,2.621664,15848000.0_230.37%_453000000.0_27.15%,7629000.0_-0.91%_376000000.0_12.15%,4187000.0_299.00%_308000000.0_20.89%,2280000.0_229.77%_331000000.0_23.55%,15848000.0,230.37%,453000000.0,27.15%,7629000.0,-0.91%,376000000.0,12.15%,4187000.0,299.00%,308000000.0,20.89%,2280000.0,229.77%,331000000.0,23.55%
LEDS,旭明光电,4.3,4.16,0.0,2.4153189999999998,-0.7091270000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATAI,ATA公司,1.09,1.05,0.0,0.66896,-0.343423,"-99590700.0_-1,036.73%_77100.0_-93.44%",-38569600.0_28.46%_218500.0_-90.53%,53119700.0_-29.53%_316000000.0_15.72%,-16521500.0_53.56%_69553700.0_6.79%,-99590700.0,"-1,036.73%",77100.0,-93.44%,-38569600.0,28.46%,218500.0,-90.53%,53119700.0,-29.53%,316000000.0,15.72%,-16521500.0,53.56%,69553700.0,6.79%
ASLN,Aslan Pharmaceuticals Ltd.,7.39,7.3,0.0,0.152015,-0.321223,-330000000.0_-18.21%_0_0,-254999999.99999997_-1.60%_0_0,-437000000.0_-98.01%_0_0,-241000000.0_-245.71%_0_0,-330000000.0,-18.21%,0,0,-254999999.99999997,-1.60%,0,0,-437000000.0,-98.01%,0,0,-241000000.0,-245.71%,0,0
BRID,Bridgford Foods Corporation,16.61,16.61,16.970522,2.492291,0.978756,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMKR,埃姆科,5.29,5.18,0.0,1.278129,-0.340922,-8414000.0_-446.97%_17717000.0_-42.76%,-3071000.0_-266.18%_18623000.0_-42.86%,-82000.0_-104.67%_24036000.0_-20.35%,2205000.0_10.47%_29176000.0_13.97%,-8414000.0,-446.97%,17717000.0,-42.76%,-3071000.0,-266.18%,18623000.0,-42.86%,-82000.0,-104.67%,24036000.0,-20.35%,2205000.0,10.47%,29176000.0,13.97%
HSTM,健康流科技,27.53,26.91,26.275243,2.786163,1.024158,2545000.0_12.31%_57008000.0_7.72%,"23846000.0_1,755.72%_54858000.0_5.56%","3948000.0_1,369.45%_62758000.0_6.85%",2504000.0_115.49%_63553000.0_8.89%,2545000.0,12.31%,57008000.0,7.72%,23846000.0,"1,755.72%",54858000.0,5.56%,3948000.0,"1,369.45%",62758000.0,6.85%,2504000.0,115.49%,63553000.0,8.89%
KOPN,高平电子,2.13,2.06,0.0,2.3031,-0.337621,-9246700.0_-27.36%_5943900.0_0.28%,-5472100.0_31.08%_5653600.0_29.13%,-1877100.0_63.58%_11396700.0_78.82%,-8302600.0_-1.41%_6139200.0_5.94%,-9246700.0,-27.36%,5943900.0,0.28%,-5472100.0,31.08%,5653600.0,29.13%,-1877100.0,63.58%,11396700.0,78.82%,-8302600.0,-1.41%,6139200.0,5.94%
ARGO,阿尔戈国际控股集团有限公司,60.93,59.53,57.398011,1.125821,1.037144,41800000.0_-9.13%_463000000.0_2.73%,24800000.0_-32.43%_437000000.0_2.08%,28900000.0_-12.16%_463999999.99999994_15.56%,-61300000.0_-211.05%_438999999.99999994_5.40%,41800000.0,-9.13%,463000000.0,2.73%,24800000.0,-32.43%,437000000.0,2.08%,28900000.0,-12.16%,463999999.99999994,15.56%,-61300000.0,-211.05%,438999999.99999994,5.40%
HCKT,哈克特服务,19.83,19.41,16.783717000000003,4.701512999999999,1.1564780000000001,11521000.0_142.55%_69614000.0_2.79%,7367000.0_-6.44%_67475000.0_3.70%,9441000.0_51.66%_64510000.0_2.48%,5289000.0_-3.63%_65947000.0_-1.29%,11521000.0,142.55%,69614000.0,2.79%,7367000.0,-6.44%,67475000.0,3.70%,9441000.0,51.66%,64510000.0,2.48%,5289000.0,-3.63%,65947000.0,-1.29%
ALDR,Alder BioPharmaceuticals,12.61,13.27,0.0,3.7781620000000005,-4.253379,-68389000.0_8.36%_0_0,-87031000.0_13.25%_0_0,-54357000.0_-11.18%_936000.0_0,-59565000.0_-69.54%_0_0,-68389000.0,8.36%,0,0,-87031000.0,13.25%,0,0,-54357000.0,-11.18%,936000.0,0,-59565000.0,-69.54%,0,0
CSSE,Chicken Soup For The Soul Entertainment Inc.,9.3317,9.15,4.190704,1.6059219999999998,2.183404,-1433300.0000000002_-105.11%_2936900.0_270.48%,-562500.0_-320.85%_5713900.0_303.21%,"24144600.0_1,419.30%_8398700.0_46.98%",-522600.0_51.90%_48500.0_-64.46%,-1433300.0000000002,-105.11%,2936900.0,270.48%,-562500.0,-320.85%,5713900.0,303.21%,24144600.0,"1,419.30%",8398700.0,46.98%,-522600.0,51.90%,48500.0,-64.46%
SIVB,硅谷银行,298.92,290.01,21.951037,3.313367,13.211676999999998,247000000.00000003_86.41%_630000000.0_38.35%,208000000.0_92.83%_547000000.0_37.91%,125000000.0_20.28%_524000000.0_33.04%,154000000.0_33.27%_509000000.0_23.21%,247000000.00000003,86.41%,630000000.0,38.35%,208000000.0,92.83%,547000000.0,37.91%,125000000.0,20.28%,524000000.0,33.04%,154000000.0,33.27%,509000000.0,23.21%
CUBA,CUBA基金,6.1,6.01,0.0,0.751583,-0.20802800000000002,-1061200.0_-140.24%_188400.0_14.43%,-1061200.0_-140.24%_188400.0_14.43%,423200.0_-87.79%_178700.0_0.80%,423200.0_-87.79%_178700.0_0.80%,-1061200.0,-140.24%,188400.0,14.43%,-1061200.0,-140.24%,188400.0,14.43%,423200.0,-87.79%,178700.0,0.80%,423200.0,-87.79%,178700.0,0.80%
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,30.3,30.4184,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UEPS,Net 1 UEPS Technologies,7.09,6.93,10.055501,0.612992,0.689175,5253000.0_-52.92%_149000000.0_-3.78%,3311000.0_-82.59%_163000000.0_9.99%,9979000.0_-48.11%_148000000.0_-1.99%,19727000.0_-21.86%_153000000.0_-1.98%,5253000.0,-52.92%,149000000.0,-3.78%,3311000.0,-82.59%,163000000.0,9.99%,9979000.0,-48.11%,148000000.0,-1.99%,19727000.0,-21.86%,153000000.0,-1.98%
CTRE,CareTrust REIT Inc.,17.15,16.8,31.298089,2.129953,0.536774,13267000.0_553.55%_38969000.0_18.70%,14607000.0_42.08%_38101000.0_24.48%,2252000.0_-73.15%_36597000.0_29.58%,11311000.0_44.42%_32948000.0_21.55%,13267000.0,553.55%,38969000.0,18.70%,14607000.0,42.08%,38101000.0,24.48%,2252000.0,-73.15%,36597000.0,29.58%,11311000.0,44.42%,32948000.0,21.55%
QNST,QuinStreet,13.28,12.81,37.325936999999996,4.2385779999999995,0.34319299999999997,5421000.0_496.27%_112000000.00000001_36.78%,"7117000.0_1,129.19%_118000000.0_48.89%",1947000.0_124.80%_87494000.0_33.35%,1445000.0_140.49%_87418000.0_19.04%,5421000.0,496.27%,112000000.00000001,36.78%,7117000.0,"1,129.19%",118000000.0,48.89%,1947000.0,124.80%,87494000.0,33.35%,1445000.0,140.49%,87418000.0,19.04%
INDB,美国独立银行,81.4,79.56,20.899437,2.2458669999999996,3.806801,31118000.0_51.33%_93055000.0_10.65%,27555000.0_32.96%_87349000.0_11.26%,22064000.0_28.44%_88436000.0_15.58%,23852000.0_16.44%_87842000.0_13.88%,31118000.0,51.33%,93055000.0,10.65%,27555000.0,32.96%,87349000.0,11.26%,22064000.0,28.44%,88436000.0,15.58%,23852000.0,16.44%,87842000.0,13.88%
ASET,FlexShares Real Assets Allocation Index Fund,26.51,26.5,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTNR,Partner Communications Company L,4.9495,4.9495,198.043371,2.18593,0.024992,2000000.0_-95.65%_797000000.0_-0.99%,9000000.0_-85.94%_826000000.0_2.86%,-50000000.0_-614.29%_834000000.0_1.58%,54000000.0_184.21%_826000000.0_-2.71%,2000000.0,-95.65%,797000000.0,-0.99%,9000000.0,-85.94%,826000000.0,2.86%,-50000000.0,-614.29%,834000000.0,1.58%,54000000.0,184.21%,826000000.0,-2.71%
HNNA,Hennessy Advisors Inc,13.97,13.68,5.243049,1.570545,2.609169,4218000.0_6.52%_13567000.0_2.95%,4555000.0_25.55%_14006000.0_5.82%,8187000.0_104.88%_13813000.0_3.90%,3358000.0_-5.14%_13247000.0_1.35%,4218000.0,6.52%,13567000.0,2.95%,4555000.0,25.55%,14006000.0,5.82%,8187000.0,104.88%,13813000.0,3.90%,3358000.0,-5.14%,13247000.0,1.35%
AREX,Approach资源,2.03,1.95,3.3600879999999997,0.301176,0.580342,-9072000.0_-1.98%_30326000.0_21.45%,-7446000.0_94.71%_28772000.0_9.17%,45817000.0_440.01%_28417000.0_7.21%,-8512000.0_6.18%_25608000.0_7.83%,-9072000.0,-1.98%,30326000.0,21.45%,-7446000.0,94.71%,28772000.0,9.17%,45817000.0,440.01%,28417000.0,7.21%,-8512000.0,6.18%,25608000.0,7.83%
BHBK,Blue Hills Bancorp Inc.,23.84,23.37,31.090729,1.570647,0.751671,6457000.0_66.93%_22514000.0_13.71%,6583000.0_-12.07%_22717000.0_0.34%,1293000.0_-67.66%_20043000.0_6.44%,3841000.0_135.64%_19538000.0_26.39%,6457000.0,66.93%,22514000.0,13.71%,6583000.0,-12.07%,22717000.0,0.34%,1293000.0,-67.66%,20043000.0,6.44%,3841000.0,135.64%,19538000.0,26.39%
OSBC,Old Second Bancorp,14.75,14.55,20.261126,2.062875,0.718124,6261000.0_21.67%_30324000.0_20.20%,9489000.0_114.34%_27095000.0_10.25%,-2512000.0_-150.06%_26820000.0_6.48%,8077000.0_130.84%_26826000.0_22.26%,6261000.0,21.67%,30324000.0,20.20%,9489000.0,114.34%,27095000.0,10.25%,-2512000.0,-150.06%,26820000.0,6.48%,8077000.0,130.84%,26826000.0,22.26%
FLXN,"Flexion Therapeutics, Inc.",18.94,18.38,0.0,3.7467599999999996,-4.7709209999999995,-43875000.0_-51.92%_3797000.0_0,-41569000.0_-74.08%_2194000.0_0,-50528000.0_-118.62%_355000.0_0,-34188000.0_-92.26%_0_0,-43875000.0,-51.92%,3797000.0,0,-41569000.0,-74.08%,2194000.0,0,-50528000.0,-118.62%,355000.0,0,-34188000.0,-92.26%,0,0
SPPI,Spectrum Pharmaceuticals,14.87,14.4,0.0,4.391857,-0.5297310000000001,13744000.0_165.91%_24168000.0_-29.54%,-15816000.0_32.83%_30495000.0_4.79%,-29104000.0_-55.64%_28570000.0_-18.92%,-18709000.0_-7.18%_36395000.0_8.99%,13744000.0,165.91%,24168000.0,-29.54%,-15816000.0,32.83%,30495000.0,4.79%,-29104000.0,-55.64%,28570000.0,-18.92%,-18709000.0,-7.18%,36395000.0,8.99%
GBDC,Golub Capital BDC,18.51,18.21,12.268558,1.127302,1.4842819999999999,21720000.0_8.00%_38396000.0_8.44%,23032000.0_11.05%_36897000.0_9.95%,21315000.0_12.28%_36450000.0_7.68%,22453000.0_39.47%_34950000.0_1.30%,21720000.0,8.00%,38396000.0,8.44%,23032000.0,11.05%,36897000.0,9.95%,21315000.0,12.28%,36450000.0,7.68%,22453000.0,39.47%,34950000.0,1.30%
SYKE,赛科斯企业,29.38,28.75,53.122593,1.5164,0.541201,7178000.0_-18.85%_397000000.0_5.69%,10948000.0_-41.49%_413999999.99999994_7.91%,-17036000.0_-194.50%_419000000.00000006_7.74%,21695000.0_2.00%_407000000.0_5.59%,7178000.0,-18.85%,397000000.0,5.69%,10948000.0,-41.49%,413999999.99999994,7.91%,-17036000.0,-194.50%,419000000.00000006,7.74%,21695000.0,2.00%,407000000.0,5.59%
AQB,"AquaBounty Technologies, Inc.",2.96,2.87,0.0,1.530083,-0.9979299999999999,-2781100.0_-32.85%_47900.0_-10.10%,-2449800.0_-19.17%_19100.0_0,-2663200.0_-8.88%_0_0,-2446200.0_-14.21%_0_0,-2781100.0,-32.85%,47900.0,-10.10%,-2449800.0,-19.17%,19100.0,0,-2663200.0,-8.88%,0,0,-2446200.0,-14.21%,0,0
VIA,维亚康姆,35.08,34.41,6.914341,1.978668,4.9766129999999995,525000000.0_-24.02%_3236999999.9999995_-3.78%,274000000.0_114.06%_3148000000.0_-3.32%,553000000.0_35.54%_3073000000.0_-7.55%,695000000.0_0_3319000000.0_0,525000000.0,-24.02%,3236999999.9999995,-3.78%,274000000.0,114.06%,3148000000.0,-3.32%,553000000.0,35.54%,3073000000.0,-7.55%,695000000.0,0,3319000000.0,0
CUR,Neuralstem Inc,1.04,1.0094,0.0,2.482079,-0.31285,"-627000.0_86.51%_252500.0_10,000.00%",-2147000.0_71.63%_2500.0_0.00%,"-3315800.0_38.55%_252500.0_2,787.03%",-133800.0_97.44%_2500.0_0.00%,-627000.0,86.51%,252500.0,"10,000.00%",-2147000.0,71.63%,2500.0,0.00%,-3315800.0,38.55%,252500.0,"2,787.03%",-133800.0,97.44%,2500.0,0.00%
YRCW,耶路全球,8.91,8.57,0.0,-0.8480690000000001,-0.14238699999999999,14400000.0_-24.21%_1327000000.0_5.23%,-14600000.0_42.29%_1214000000.0_3.75%,-7500000.0_0.00%_1209000000.0_5.25%,3000000.0_-78.42%_1251000000.0_2.45%,14400000.0,-24.21%,1327000000.0,5.23%,-14600000.0,42.29%,1214000000.0,3.75%,-7500000.0,0.00%,1209000000.0,5.25%,3000000.0,-78.42%,1251000000.0,2.45%
INFR,Legg Mason Global Infrastructure ETF,26.84,26.49,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOSP,英诺斯派材料,68.73,66.98,26.085196,1.996113,2.56774,21800000.0_-16.48%_358000000.0_9.75%,22200000.0_29.07%_361000000.0_22.56%,-4800000.0_-121.72%_354000000.0_48.78%,23300000.0_104.39%_332000000.0_61.75%,21800000.0,-16.48%,358000000.0,9.75%,22200000.0,29.07%,361000000.0,22.56%,-4800000.0,-121.72%,354000000.0,48.78%,23300000.0,104.39%,332000000.0,61.75%
AMRB,里弗银行,15.27,15.04,26.771759999999997,1.218243,0.561786,1269000.0_-2.16%_5500000.0_3.62%,1353000.0_14.27%_5109000.0_-2.31%,-392000.0_-120.47%_5081000.0_-19.57%,1109000.0_-38.83%_4880000.0_-20.62%,1269000.0,-2.16%,5500000.0,3.62%,1353000.0,14.27%,5109000.0,-2.31%,-392000.0,-120.47%,5081000.0,-19.57%,1109000.0,-38.83%,4880000.0,-20.62%
CASY,Caseys General Stores,125.54,123.71,13.977854,3.485961,8.850429,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSCM,PowerShares Exchange-Traded Fund,49.46,48.21,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLD,Randgold Resources Limited,77.89,77.33,31.194722,1.99587,2.478945,58372000.0_-43.21%_285000000.0_-15.70%,66520000.0_-21.67%_272000000.0_-16.42%,87087000.0_-7.67%_334000000.0_-6.40%,60248000.0_-22.01%_299000000.0_-0.60%,58372000.0,-43.21%,285000000.0,-15.70%,66520000.0,-21.67%,272000000.0,-16.42%,87087000.0,-7.67%,334000000.0,-6.40%,60248000.0,-22.01%,299000000.0,-0.60%
CBOE,芝加哥期权交易所,100.45,100.17,21.244053,3.556288,4.715202,83000000.0_22.06%_667000000.0_4.17%,118000000.0_676.97%_778000000.0_118.33%,256999999.99999997_470.07%_621000000.0_225.31%,60300000.0_48.89%_611000000.0_262.42%,83000000.0,22.06%,667000000.0,4.17%,118000000.0,676.97%,778000000.0,118.33%,256999999.99999997,470.07%,621000000.0,225.31%,60300000.0,48.89%,611000000.0,262.42%
SIFI,SI Financial Group,14.05,13.77,27.117349,0.9591120000000001,0.507793,3353000.0_17.98%_14097000.0_-0.37%,2006000.0_16.70%_12594000.0_-1.97%,-1563000.0_-124.10%_13200000.0_-32.56%,2244000.0_44.22%_13209000.0_10.67%,3353000.0,17.98%,14097000.0,-0.37%,2006000.0,16.70%,12594000.0,-1.97%,-1563000.0,-124.10%,13200000.0,-32.56%,2244000.0,44.22%,13209000.0,10.67%
HVBC,"HV Bancorp, Inc.",15.45,15.3128,40.103817,1.126055,0.381829,223000.0_24.58%_2830000.0_9.44%,132000.0_34.69%_2701000.0_5.63%,179000.0_358.97%_2430000.0_21.02%,236000.0_-6.72%_2503000.0_2.88%,223000.0,24.58%,2830000.0,9.44%,132000.0,34.69%,2701000.0,5.63%,179000.0,358.97%,2430000.0,21.02%,236000.0,-6.72%,2503000.0,2.88%
DSLV,VelocityShares 3x Inverse Silver ETN,33.48,33.87,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAN,曼哈顿大桥投资股份,6.19,6.1,13.235032,2.534396,0.460898,949400.0_13.01%_1254600.0_11.70%,980900.0_23.99%_1266800.0_15.37%,846600.0_19.74%_1231800.0_20.47%,960699.9999999999_32.60%_1239100.0_28.57%,949400.0,13.01%,1254600.0,11.70%,980900.0,23.99%,1266800.0,15.37%,846600.0,19.74%,1231800.0,20.47%,960699.9999999999,32.60%,1239100.0,28.57%
CWCO,Consolidated Water Co Ltd,12.99,12.79,133.517061,1.2761040000000001,0.09579299999999999,2396900.0_291.24%_15872200.0_3.85%,2058000.0_-20.21%_15336400.000000002_-2.17%,1123700.0_-15.41%_14774200.0_5.10%,1416699.9999999998_147.61%_16572200.0_15.20%,2396900.0,291.24%,15872200.0,3.85%,2058000.0,-20.21%,15336400.000000002,-2.17%,1123700.0,-15.41%,14774200.0,5.10%,1416699.9999999998,147.61%,16572200.0,15.20%
BYSI,万春药业,20.51,20.52,0.0,27.138437,-2.355,0_0_0_0,-14081000.0_70.49%_0_0,-16289000.0_-341.32%_0_0,-17512000.0_-436.85%_0_0,0,0,0,0,-14081000.0,70.49%,0,0,-16289000.0,-341.32%,0,0,-17512000.0,-436.85%,0,0
DVLU,First Trust Dorsey Wright Momentum & Value ETF,18.3301,18.14,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,23.85,23.57,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BKSC,南卡罗来纳银行,20.1,19.9,19.40233,2.5369669999999998,1.02565,1726399.9999999998_24.52%_4764300.0_6.03%,1612200.0_31.49%_4603100.0_8.46%,848700.0_-35.36%_4753200.0_12.33%,1440700.0_1.00%_4468300.0_1.32%,1726399.9999999998,24.52%,4764300.0,6.03%,1612200.0,31.49%,4603100.0,8.46%,848700.0,-35.36%,4753200.0,12.33%,1440700.0,1.00%,4468300.0,1.32%
WWR,Westwater Resources Inc,0.21,0.1989,0.0,0.371243,-1.3927459999999998,-20457000.0_-675.18%_0_0,-3419000.0_-285.31%_0_0,-15510000.0_-122.17%_0_0,-2983000.0_20.33%_0_0,-20457000.0,-675.18%,0,0,-3419000.0,-285.31%,0,0,-15510000.0,-122.17%,0,0,-2983000.0,20.33%,0,0
ROCK,Gibraltar Industries,40.89,39.75,16.397528,2.249659,2.424146,22837000.0_78.85%_266000000.0_7.43%,8352000.0_109.01%_215000000.0_4.23%,25176000.0_424.77%_258000000.0_11.33%,20619000.0_49.56%_275000000.0_0.67%,22837000.0,78.85%,266000000.0,7.43%,8352000.0,109.01%,215000000.0,4.23%,25176000.0,424.77%,258000000.0,11.33%,20619000.0,49.56%,275000000.0,0.67%
EDRY,EuroDry Ltd.,9.2739,9.0003,14.910787,0.48953599999999997,0.6036100000000001,466599.99999999994_264.62%_6115599.999999999_29.06%,-670400.0000000001_-24.43%_5368200.000000001_33.18%,0_0_0_0,0_0_0_0,466599.99999999994,264.62%,6115599.999999999,29.06%,-670400.0000000001,-24.43%,5368200.000000001,33.18%,0,0,0,0,0,0,0,0
RECN,Resources Connection,17.3,16.96,23.476679999999998,1.99377,0.7224189999999999,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYPE,蒙泰图像,19.22,18.74,63.704443000000005,2.245295,0.294171,695000.0_240.12%_60687000.0_4.99%,-1199000.0_-11.53%_56683000.0_8.04%,"11870000.0_2,537.78%_65016000.0_23.52%",1261000.0_-48.00%_60507000.0_15.85%,695000.0,240.12%,60687000.0,4.99%,-1199000.0,-11.53%,56683000.0,8.04%,11870000.0,"2,537.78%",65016000.0,23.52%,1261000.0,-48.00%,60507000.0,15.85%
DELT,DELTA 科技控股有限公司,0.92,0.9,0.0,0.272034,-3.6241410000000003,0_0_0_0,0_0_0_0,-6667900.0_-180.80%_12704000.0_-15.91%,-6667900.0_-180.80%_12704000.0_-15.91%,0,0,0,0,0,0,0,0,-6667900.0,-180.80%,12704000.0,-15.91%,-6667900.0,-180.80%,12704000.0,-15.91%
GURE,海湾资源,0.8959999999999999,0.89,0.0,0.115667,-0.663828,-4812900.0_-135.00%_4590.0_-99.99%,-6977100.0_-186.40%_2247300.0_-93.15%,-22701100.0_-475.47%_3361600.0000000005_-88.15%,3425600.0_-67.42%_23840400.0_-38.57%,-4812900.0,-135.00%,4590.0,-99.99%,-6977100.0,-186.40%,2247300.0,-93.15%,-22701100.0,-475.47%,3361600.0000000005,-88.15%,3425600.0,-67.42%,23840400.0,-38.57%
BRAC,Black Ridge Acquisition Corp.,9.9,9.78,0.0,8.539236,-0.079297,"369099.99999999994_114,385.14%_0_0",234700.0_0_0_0,140700.0_0_0_0,-620.0_0_0_0,369099.99999999994,"114,385.14%",0,0,234700.0,0,0,0,140700.0,0,0,0,-620.0,0,0,0
