code,name,open,latestPrice,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
SMSI,Smith Micro Software,2.45,2.45,0.0,15.391844,-0.38167199999999996,-2177000.0_-11.53%_6945000.0_18.47%,-2381000.0_17.33%_5463000.0_-2.03%,-160000.0_95.70%_5732000.0_-19.09%,-1670000.0_63.95%_5804000.0_-10.40%,-2177000.0,-11.53%,6945000.0,18.47%,-2381000.0,17.33%,5463000.0,-2.03%,-160000.0,95.70%,5732000.0,-19.09%,-1670000.0,63.95%,5804000.0,-10.40%
SYBX,"Synlogic, Inc.",12.2,12.21,5.969542,2.147088,2.045383,-14591000.0_-55.42%_254000.0_-87.97%,-11165000.0_-51.53%_354000.0_218.92%,-11697000.0_-70.81%_111000.0_0.00%,-11924000.0_-124.73%_111000.0_0.00%,-14591000.0,-55.42%,254000.0,-87.97%,-11165000.0,-51.53%,354000.0,218.92%,-11697000.0,-70.81%,111000.0,0.00%,-11924000.0,-124.73%,111000.0,0.00%
ISIG,Insignia Systems,1.82,1.8051,14.699152,1.406391,0.122803,184000.0_134.46%_8245000.0_40.96%,164000.0_113.77%_7419000.0_55.63%,635000.0_189.44%_8091000.0_40.76%,451000.0_370.06%_7723000.0_19.38%,184000.0,134.46%,8245000.0,40.96%,164000.0,113.77%,7419000.0,55.63%,635000.0,189.44%,8091000.0,40.76%,451000.0,370.06%,7723000.0,19.38%
CFA,Compass EMP US 500 Volatility Weighted Index ETF,50.83,50.65,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPT,HPT房产信托,28.08,27.85,15.512554999999999,1.6581240000000002,1.79532,97289000.0_60.28%_612000000.0_7.25%,80206000.0_115.78%_529000000.0_8.19%,31545000.0_-50.08%_534999999.99999994_11.66%,85728000.0_65.46%_578000000.0_6.27%,97289000.0,60.28%,612000000.0,7.25%,80206000.0,115.78%,529000000.0,8.19%,31545000.0,-50.08%,534999999.99999994,11.66%,85728000.0,65.46%,578000000.0,6.27%
SCYX,SCYNEXIS Inc,1.22,1.21,0.0,2.1423799999999997,-0.931142,-10757000.0_-156.18%_64000.0_0.00%,-4002000.0_17.81%_64000.0_0.00%,-7590000.0_-120.06%_64000.0_0.00%,-8401000.0_25.18%_64000.0_0.00%,-10757000.0,-156.18%,64000.0,0.00%,-4002000.0,17.81%,64000.0,0.00%,-7590000.0,-120.06%,64000.0,0.00%,-8401000.0,25.18%,64000.0,0.00%
COLB,哥伦比亚银行系统,38.85,38.67,19.249887,1.44201,2.008843,41749000.0_53.87%_136000000.0_27.33%,39970000.0_36.89%_133000000.0_23.79%,15728000.0_-48.80%_122000000.0_13.17%,40769000.0_48.34%_112999999.99999999_5.40%,41749000.0,53.87%,136000000.0,27.33%,39970000.0,36.89%,133000000.0,23.79%,15728000.0,-48.80%,122000000.0,13.17%,40769000.0,48.34%,112999999.99999999,5.40%
ACIW,ACI环球,26.62,26.43,1501.1075369999999,3.252353,0.017606999999999998,-14574000.0_51.11%_235000000.0_-2.33%,"-19428000.0_-1,108.21%_209000000.0_-9.57%",33164000.0_-50.27%_326000000.0_-4.77%,3388000.0_134.48%_225999999.99999997_4.04%,-14574000.0,51.11%,235000000.0,-2.33%,-19428000.0,"-1,108.21%",209000000.0,-9.57%,33164000.0,-50.27%,326000000.0,-4.77%,3388000.0,134.48%,225999999.99999997,4.04%
VNDA,Vanda Pharmaceuticals Inc,22.96,22.81,1746.5543920000002,4.7549269999999995,0.013059999999999999,4611000.0_400.59%_47350000.0_12.59%,3066000.0_140.10%_43592000.0_16.51%,-1838000.0_-204.30%_44276000.0_15.77%,-4550000.0_-958.14%_41336000.0_7.42%,4611000.0,400.59%,47350000.0,12.59%,3066000.0,140.10%,43592000.0,16.51%,-1838000.0,-204.30%,44276000.0,15.77%,-4550000.0,-958.14%,41336000.0,7.42%
FWRD,福沃运输,67.33,66.85,20.933512,3.6207019999999996,3.193444,24298000.0_23.55%_330000000.0_16.37%,17741000.0_21.67%_303000000.0_15.48%,35373000.0_178.40%_306000000.0_15.61%,18155000.0_52.17%_280000000.0_12.28%,24298000.0,23.55%,330000000.0,16.37%,17741000.0,21.67%,303000000.0,15.48%,35373000.0,178.40%,306000000.0,15.61%,18155000.0,52.17%,280000000.0,12.28%
AX,Axos Financial Inc,35.83,35.79,14.856126999999999,2.35351,2.409107,37117000.0_14.03%_100000000.0_9.00%,51253000.0_25.03%_123000000.0_15.39%,31658000.0_-1.99%_97312000.0_9.39%,32383000.0_12.06%_92890000.0_12.44%,37117000.0,14.03%,100000000.0,9.00%,51253000.0,25.03%,123000000.0,15.39%,31658000.0,-1.99%,97312000.0,9.39%,32383000.0,12.06%,92890000.0,12.44%
AEIS,先进能源工业公司,47.85,47.65,12.806118,3.132319,3.720878,46405000.0_0.77%_196000000.0_18.18%,46510000.0_23.91%_196000000.0_30.98%,-29590000.0_-166.82%_179000000.0_32.41%,83864000.0_176.22%_177000000.0_39.53%,46405000.0,0.77%,196000000.0,18.18%,46510000.0,23.91%,196000000.0,30.98%,-29590000.0,-166.82%,179000000.0,32.41%,83864000.0,176.22%,177000000.0,39.53%
CELG,新基公司,87.69,86.76,23.100665,17.791188000000002,3.755736,1044999999.9999999_-5.09%_3814000000.0_16.60%,846000000.0000001_-9.23%_3538000000.0000005_19.45%,-81000000.0_-118.88%_3483000000.0_16.88%,988000000.0000001_477.78%_3286999999.9999995_10.19%,1044999999.9999999,-5.09%,3814000000.0,16.60%,846000000.0000001,-9.23%,3538000000.0000005,19.45%,-81000000.0,-118.88%,3483000000.0,16.88%,988000000.0000001,477.78%,3286999999.9999995,10.19%
BZUN,宝尊电商,38.78,39.2,62.823836,7.447441,0.623967,36464000.0_22.52%_1159000000.0_30.48%,15465000.0_45.83%_921000000.0000001_14.45%,146000000.0_141.60%_1565000000.0_23.01%,22269000.0_16.45%_890000000.0_18.81%,36464000.0,22.52%,1159000000.0,30.48%,15465000.0,45.83%,921000000.0000001,14.45%,146000000.0,141.60%,1565000000.0,23.01%,22269000.0,16.45%,890000000.0,18.81%
ERII,Energy Recovery,8.33,8.31,17.158254,4.349787999999999,0.48431499999999994,"15743000.0_1,594.62%_20764000.0_49.23%",-726000.0_-272.04%_13807000.0_-4.73%,11625000.0_272.24%_22389000.0_24.96%,1706000.0_394.65%_15084000.0_22.89%,15743000.0,"1,594.62%",20764000.0,49.23%,-726000.0,-272.04%,13807000.0,-4.73%,11625000.0,272.24%,22389000.0,24.96%,1706000.0,394.65%,15084000.0,22.89%
CHW,CHW基金,8.3,8.28,7.612274,0.9247799999999999,1.087717,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UHAL,Amerco,348.85,346.04,8.556519999999999,1.8598720000000002,40.441673,128000000.0_1.30%_1019999999.9999999_6.44%,10843000.0_13.56%_758000000.0_6.79%,529000000.0_710.84%_843000000.0_6.63%,125000000.0_-29.37%_1043000000.0_4.41%,128000000.0,1.30%,1019999999.9999999,6.44%,10843000.0,13.56%,758000000.0,6.79%,529000000.0,710.84%,843000000.0,6.63%,125000000.0,-29.37%,1043000000.0,4.41%
EQRR,ProShares Equities for Rising Rates ETF,49.59,49.1651,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPD,"Rapid7, Inc.",35.3,35.2,0.0,23.657508,-1.2065700000000001,-14333000.0_-23.17%_58441000.0_23.18%,-16361000.0_-55.15%_54515000.0_20.49%,-13004000.0_-33.05%_57731000.0_28.19%,-10284000.0_-0.88%_50521000.0_25.24%,-14333000.0,-23.17%,58441000.0,23.18%,-16361000.0,-55.15%,54515000.0,20.49%,-13004000.0,-33.05%,57731000.0,28.19%,-10284000.0,-0.88%,50521000.0,25.24%
TYME,"Tyme Technologies, Inc.",2.32,2.33,0.0,10.678296000000001,-0.24367800000000003,-6722800.0_-134.00%_0_0,-5313099.999999999_-72.30%_0_0,-5561300.0_-85.94%_0_0,-5222200.0_-67.33%_0_0,-6722800.0,-134.00%,0,0,-5313099.999999999,-72.30%,0,0,-5561300.0,-85.94%,0,0,-5222200.0,-67.33%,0,0
ASTC,Astrotech Corporation,2.33,2.33,0.0,2.390335,-3.262989,-4253000.0_-52.55%_45000.0_-88.49%,-2855000.0_-0.28%_0_0,-3137000.0_-18.20%_41000.0_-92.12%,-3006000.0_13.30%_0_0,-4253000.0,-52.55%,45000.0,-88.49%,-2855000.0,-0.28%,0,0,-3137000.0,-18.20%,41000.0,-92.12%,-3006000.0,13.30%,0,0
MSBI,"Midland States Bancorp, Inc.",31.3,31.2,40.862246999999996,1.252705,0.763541,12782000.0_261.18%_62880000.0_42.07%,1806000.0_-78.73%_52917000.0_25.00%,1991000.0_-82.81%_44016000.0_-12.49%,2036000.0_-74.71%_47162000.0_14.38%,12782000.0,261.18%,62880000.0,42.07%,1806000.0,-78.73%,52917000.0,25.00%,1991000.0,-82.81%,44016000.0,-12.49%,2036000.0,-74.71%,47162000.0,14.38%
FRSX,Foresight Autonomous Holdings Ltd.,2.86,2.75,2.6051040000000003,0.0,1.05562,-4083000.0_80.96%_0_0,2598000.0_147.63%_0_0,6494000.0_-37.09%_0_0,4466000.0_217.34%_0_0,-4083000.0,80.96%,0,0,2598000.0,147.63%,0,0,6494000.0,-37.09%,0,0,4466000.0,217.34%,0,0
SOCL,社交媒体ETF-Global X,29.83,30.0,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLRE,绿光资本再保公司,12.72,12.66,0.0,0.727675,-5.341481,-37989000.0_-5.47%_93586000.0_-27.85%,"-145000000.0_-1,781.87%_7545000.0_-95.73%",-37934000.0_-175.79%_129000000.0_-31.92%,20953000.0_-32.39%_242000000.0_59.70%,-37989000.0,-5.47%,93586000.0,-27.85%,-145000000.0,"-1,781.87%",7545000.0,-95.73%,-37934000.0,-175.79%,129000000.0,-31.92%,20953000.0,-32.39%,242000000.0,59.70%
OTEX,Open Text Corporation,35.73,35.59,39.095928,2.562306,0.910325,61893000.0_33.80%_754000000.0_13.67%,58800000.0_170.82%_686000000.0_15.64%,84917000.0_88.56%_734000000.0_35.32%,36690000.0_-95.98%_641000000.0_30.31%,61893000.0,33.80%,754000000.0,13.67%,58800000.0,170.82%,686000000.0,15.64%,84917000.0,88.56%,734000000.0,35.32%,36690000.0,-95.98%,641000000.0,30.31%
TRS,瑞奇包装系统,29.98,29.8,25.743493,2.332702,1.1575739999999999,19600000.0_31.99%_225000000.0_5.41%,24320000.0_247.93%_217000000.0_8.64%,-4010000.0_94.05%_195000000.0_5.22%,13130000.0_49.54%_209000000.0_3.48%,19600000.0,31.99%,225000000.0,5.41%,24320000.0,247.93%,217000000.0,8.64%,-4010000.0,94.05%,195000000.0,5.22%,13130000.0,49.54%,209000000.0,3.48%
FLIC,第一长岛,21.78,21.75,14.143139999999999,1.477409,1.5378479999999999,10315000.0_12.94%_27761000.0_10.24%,11111000.0_22.35%_26936000.0_6.36%,7566000.0_0.64%_22942000.0_2.58%,9342000.0_16.80%_25748000.0_13.99%,10315000.0,12.94%,27761000.0,10.24%,11111000.0,22.35%,26936000.0,6.36%,7566000.0,0.64%,22942000.0,2.58%,9342000.0,16.80%,25748000.0,13.99%
HDS,HD Supply Holdings Inc.,41.28,41.12,11.466889,4.6995629999999995,3.5859769999999997,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIC,"Select Interior Concepts, Inc.",10.37,10.26,0.0,1.774441,-0.276554,-86000.0_-102.53%_125000000.0_38.18%,-1308899.9999999998_49.37%_104000000.0_54.13%,0_0_0_0,0_0_0_0,-86000.0,-102.53%,125000000.0,38.18%,-1308899.9999999998,49.37%,104000000.0,54.13%,0,0,0,0,0,0,0,0
CRTO,Criteo SA,22.72,22.78,14.054267999999999,1.613615,1.62086,14707000.0_95.96%_537000000.0_-0.89%,21090000.0_45.27%_564000000.0_9.19%,52368000.0_28.54%_674000000.0_18.91%,22269000.0_51.24%_564000000.0_33.05%,14707000.0,95.96%,537000000.0,-0.89%,21090000.0,45.27%,564000000.0,9.19%,52368000.0,28.54%,674000000.0,18.91%,22269000.0,51.24%,564000000.0,33.05%
NVCR,NovoCure Limited,47.81,47.78,0.0,39.434038,-0.650146,-15510000.0_26.75%_61514000.0_60.29%,-20724000.0_-14.85%_52125000.0_49.44%,-10945000.0_50.63%_53661000.0_77.44%,-11498000.0_65.81%_50109000.0_131.19%,-15510000.0,26.75%,61514000.0,60.29%,-20724000.0,-14.85%,52125000.0,49.44%,-10945000.0,50.63%,53661000.0,77.44%,-11498000.0,65.81%,50109000.0,131.19%
MBWM,莫肯特尔银行,34.22,34.01,15.366104,1.506781,2.2133130000000003,9446000.0_28.64%_33075000.0_8.50%,10881000.0_42.89%_34580000.0_17.78%,7979000.0_-1.31%_32305000.0_6.13%,8337000.0_6.27%_32249000.0_3.58%,9446000.0,28.64%,33075000.0,8.50%,10881000.0,42.89%,34580000.0,17.78%,7979000.0,-1.31%,32305000.0,6.13%,8337000.0,6.27%,32249000.0,3.58%
VNOM,Viper Energy Partners LP,42.04,41.81,17.742528,13.365641,2.3564849999999997,128000000.0_480.00%_75348000.0_105.75%,42896000.0_107.71%_62393000.0_85.41%,42070000.0_158.83%_59226000.0_112.10%,26607000.0_160.80%_42533000.0_112.70%,128000000.0,480.00%,75348000.0,105.75%,42896000.0,107.71%,62393000.0,85.41%,42070000.0,158.83%,59226000.0,112.10%,26607000.0,160.80%,42533000.0,112.70%
BIB,ProShares Ultra Nasdaq Biotechnology,62.0,61.96,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOOG,谷歌,1146.15,1138.82,48.534732,4.890443,23.464022,3195000000.0_-9.34%_32657000000.0_25.56%,9401000000.0_73.26%_31145999999.999996_25.84%,-3020000000.0_-156.63%_32323000000.0_24.01%,6731999999.999999_33.02%_27772000000.000004_23.70%,3195000000.0,-9.34%,32657000000.0,25.56%,9401000000.0,73.26%,31145999999.999996,25.84%,-3020000000.0,-156.63%,32323000000.0,24.01%,6731999999.999999,33.02%,27772000000.000004,23.70%
TIVO,TiVo Inc,12.38,12.34,0.0,0.8316979999999999,-0.296703,-20570000.0_-331.15%_173000000.0_-17.12%,-17717000.0_48.88%_190000000.0_-7.74%,18439000.0_88.17%_214000000.0_-15.10%,-16963000.0_-133.98%_198000000.0_29.24%,-20570000.0,-331.15%,173000000.0,-17.12%,-17717000.0,48.88%,190000000.0,-7.74%,18439000.0,88.17%,214000000.0,-15.10%,-16963000.0,-133.98%,198000000.0,29.24%
IAC,IAC/InterActiveCorp,203.0,201.67,33.047951,6.514714,6.102345,281000000.0_248.64%_1059000000.0_38.02%,87839000.0_208.61%_994999999.9999999_30.79%,23349000.0_-79.54%_951000000.0_17.19%,225999999.99999997_331.10%_827999999.9999999_8.42%,281000000.0,248.64%,1059000000.0,38.02%,87839000.0,208.61%,994999999.9999999,30.79%,23349000.0,-79.54%,951000000.0,17.19%,225999999.99999997,331.10%,827999999.9999999,8.42%
VIVO,Meridian Bioscience Inc,14.58,14.52,25.432859,3.51505,0.570915,"6825000.0_2,743.75%_51737000.0_3.19%",5288000.0_-43.21%_56451000.0_4.30%,6302000.0_0.37%_52283000.0_11.69%,5726000.0_4.28%_49697000.0_5.74%,6825000.0,"2,743.75%",51737000.0,3.19%,5288000.0,-43.21%,56451000.0,4.30%,6302000.0,0.37%,52283000.0,11.69%,5726000.0,4.28%,49697000.0,5.74%
VTWG,Vanguard Scottsdale Funds Vangua,146.62,145.9,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCB,ArcBest Corporation,42.77,42.32,17.413129,1.62592,2.43035,1233000.0_-92.18%_793000000.0_10.13%,9954000.0_234.39%_700000000.0_7.51%,"36568000.0_2,208.59%_711000000.0_3.27%",14788000.0_14.28%_744000000.0_4.25%,1233000.0,-92.18%,793000000.0,10.13%,9954000.0,234.39%,700000000.0,7.51%,36568000.0,"2,208.59%",711000000.0,3.27%,14788000.0,14.28%,744000000.0,4.25%
AIQ,阿莱恩斯保健服务,15.05,14.9949,374.872508,-18.158514999999998,0.04,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOMO,陌陌,37.58,37.68,17.758229999999998,5.438505999999999,2.121833,117000000.0_93.91%_494000000.00000006_58.31%,129000000.0_59.38%_434999999.99999994_64.05%,97280000.0_16.11%_386000000.0_56.98%,78979000.0_102.49%_354000000.0_125.70%,117000000.0,93.91%,494000000.00000006,58.31%,129000000.0,59.38%,434999999.99999994,64.05%,97280000.0,16.11%,386000000.0,56.98%,78979000.0,102.49%,354000000.0,125.70%
ECYT,Endocyte,15.54,15.5,0.0,7.589252,-1.029541,-11564600.0_1.53%_14500.0_15.72%,-8602600.0_25.12%_15900.0_26.84%,-8564000.0_22.60%_12500.0_0.00%,-23266800.0_-167.21%_32500.0_0.00%,-11564600.0,1.53%,14500.0,15.72%,-8602600.0,25.12%,15900.0,26.84%,-8564000.0,22.60%,12500.0,0.00%,-23266800.0,-167.21%,32500.0,0.00%
IDSY,编号系统,6.62,6.63,0.0,3.716133,-0.201185,-1116000.0_-112.98%_14809000.0_38.32%,-990000.0_47.51%_13379000.0_67.26%,-874000.0_58.04%_11167000.0_21.04%,-586000.0_71.99%_11086000.0_34.95%,-1116000.0,-112.98%,14809000.0,38.32%,-990000.0,47.51%,13379000.0,67.26%,-874000.0,58.04%,11167000.0,21.04%,-586000.0,71.99%,11086000.0,34.95%
BNFT,Benefitfocus Inc.,36.51,36.44,0.0,-42.234181,-0.768077,-14261000.0_-2.97%_60581000.0_9.97%,-13802000.0_11.43%_62363000.0_8.23%,-7004000.0_1.34%_66763000.0_6.57%,-6674000.0_22.42%_62453000.0_7.64%,-14261000.0,-2.97%,60581000.0,9.97%,-13802000.0,11.43%,62363000.0,8.23%,-7004000.0,1.34%,66763000.0,6.57%,-6674000.0,22.42%,62453000.0,7.64%
AAXN,"Axon Enterprise, Inc.",63.41,62.84,172.46158400000002,8.165033,0.364371,8485000.0_272.80%_99226000.0_24.59%,12926000.0_182.23%_101000000.0_27.73%,-2071000.0_-132.66%_94651000.0_15.32%,422000.0_-89.02%_90262000.0_25.57%,8485000.0,272.80%,99226000.0,24.59%,12926000.0,182.23%,101000000.0,27.73%,-2071000.0,-132.66%,94651000.0,15.32%,422000.0,-89.02%,90262000.0,25.57%
ALOT,AstroNova,21.09,20.86,35.181278000000006,2.205476,0.592929,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCPC,拜切,104.36,104.08,34.261004,5.0549919999999995,3.037856,19679000.0_19.01%_164000000.0_11.29%,19346000.0_24.67%_161000000.0_17.19%,41975000.0_163.60%_159000000.0_13.15%,16043000.0_14.49%_151000000.0_8.81%,19679000.0,19.01%,164000000.0,11.29%,19346000.0,24.67%,161000000.0,17.19%,41975000.0,163.60%,159000000.0,13.15%,16043000.0,14.49%,151000000.0,8.81%
ECOR,Electrocore LLC,13.17,13.11,0.0,4.182389,-0.414396,-17782100.0_-53.64%_393200.0_122.72%,-9443500.0_-48.56%_81199.99999999999_-30.57%,0_0_0_0,0_0_0_0,-17782100.0,-53.64%,393200.0,122.72%,-9443500.0,-48.56%,81199.99999999999,-30.57%,0,0,0,0,0,0,0,0
PXLW,美国像素,4.38,4.36,0.0,3.754875,-0.361426,-2613000.0_-306.72%_19251000.0_-7.09%,-598000.0_-121.20%_15292000.0_-32.66%,"-3552000.0_-1,154.01%_18448000.0_15.39%",-4706000.0_-278.90%_18758000.0_37.36%,-2613000.0,-306.72%,19251000.0,-7.09%,-598000.0,-121.20%,15292000.0,-32.66%,-3552000.0,"-1,154.01%",18448000.0,15.39%,-4706000.0,-278.90%,18758000.0,37.36%
GTHX,G1 Therapeutics Inc.,43.39,43.52,5.858126,8.975127,7.428997,-20868000.0_-37.34%_0_0,-20410000.0_-65.33%_0_0,-16981000.0_-63.26%_0_0,-15601000.0_-137.93%_0_0,-20868000.0,-37.34%,0,0,-20410000.0,-65.33%,0,0,-16981000.0,-63.26%,0,0,-15601000.0,-137.93%,0,0
RMR,The RMR Group Inc,85.59,84.78,14.752656,6.016642,5.746762,19449000.0_10.47%_48373000.0_5.93%,19642000.0_10.67%_47624000.0_7.60%,159000000.0_164.66%_206000000.0_114.09%,13116000.0_-30.35%_45327000.0_1.63%,19449000.0,10.47%,48373000.0,5.93%,19642000.0,10.67%,47624000.0,7.60%,159000000.0,164.66%,206000000.0,114.09%,13116000.0,-30.35%,45327000.0,1.63%
PFIN,P & F Industries,8.2437,8.15,0.0,0.6499229999999999,-0.12985,"305000.0_1,806.25%_16188000.0_5.40%",65000.0_208.33%_15742000.0_19.11%,"-846000.0_-1,486.89%_14617000.0_16.87%",5000.0_105.05%_15782000.0_7.85%,305000.0,"1,806.25%",16188000.0,5.40%,65000.0,208.33%,15742000.0,19.11%,-846000.0,"-1,486.89%",14617000.0,16.87%,5000.0,105.05%,15782000.0,7.85%
CLBK,"Columbia Financial, Inc.",16.31,16.27,0.0,2.003105,-0.145679,-14742000.0_-258.99%_44025000.0_9.97%,11784000.0_20.45%_41547000.0_3.62%,3678000.0_-63.19%_38201000.0_-1.82%,0_0_0_0,-14742000.0,-258.99%,44025000.0,9.97%,11784000.0,20.45%,41547000.0,3.62%,3678000.0,-63.19%,38201000.0,-1.82%,0,0,0,0
GRMN,佳明,67.89,67.23,21.088312,3.376756,3.188022,190000000.0_7.55%_894000000.0_7.57%,129000000.0_-45.73%_711000000.0_10.81%,139000000.0_1.59%_888000000.0000001_3.22%,147000000.0_17.88%_743000000.0_2.88%,190000000.0,7.55%,894000000.0,7.57%,129000000.0,-45.73%,711000000.0,10.81%,139000000.0,1.59%,888000000.0000001,3.22%,147000000.0,17.88%,743000000.0,2.88%
NICK,Nicholas Financial,11.85,11.9,0.0,0.8557170000000001,-0.06372699999999999,1420000.0_74.66%_10793000.0_8.12%,643000.0_160.09%_8638000.0_19.81%,-2898000.0_-280.45%_8952000.0_-19.14%,344000.0_-82.54%_8741000.0_-29.40%,1420000.0,74.66%,10793000.0,8.12%,643000.0,160.09%,8638000.0,19.81%,-2898000.0,-280.45%,8952000.0,-19.14%,344000.0,-82.54%,8741000.0,-29.40%
SNHNI,Senior Housing Properties Trust 5.625% Senior Notes due 2042,24.0722,23.76,39.599998,0.0,0.6,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSAU,PowerShares Global Gold & Precio,15.25,15.17,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TST,TheStreet,2.15,2.15,1.746996,1.687283,1.2306840000000001,"27516000.0_7,881.57%_13589300.0_-3.33%",-681700.0_39.53%_12575100.0_-6.20%,3219700.0000000005_127.66%_15976600.0_0.33%,189899.99999999997_115.55%_15252800.0_0.26%,27516000.0,"7,881.57%",13589300.0,-3.33%,-681700.0,39.53%,12575100.0,-6.20%,3219700.0000000005,127.66%,15976600.0,0.33%,189899.99999999997,115.55%,15252800.0,0.26%
TCMD,Tactile Systems Technology Inc,62.28,62.2,180.35310900000002,14.475398,0.344879,2572000.0_-32.08%_34133000.0_29.96%,-50000.0_96.68%_26848000.0_35.25%,2230000.0_-6.26%_34886000.0_22.50%,1342000.0_172.76%_28283000.0_24.95%,2572000.0,-32.08%,34133000.0,29.96%,-50000.0,96.68%,26848000.0,35.25%,2230000.0,-6.26%,34886000.0,22.50%,1342000.0,172.76%,28283000.0,24.95%
DISH,DISH Network Corporation,34.46,34.17,6.4032919999999995,2.047113,5.336318,459999999.99999994_683.31%_3461000000.0_-5.02%,385000000.0_-1.22%_3458000000.0_-6.03%,1401000000.0_280.99%_3484000000.0000005_-7.16%,315000000.0_-5.32%_3583000000.0_-4.88%,459999999.99999994,683.31%,3461000000.0,-5.02%,385000000.0,-1.22%,3458000000.0,-6.03%,1401000000.0,280.99%,3484000000.0000005,-7.16%,315000000.0,-5.32%,3583000000.0,-4.88%
GOOGL,谷歌A,1151.31,1145.17,48.800269,4.917712,23.466469,3195000000.0_-9.34%_32657000000.0_25.56%,9401000000.0_73.26%_31145999999.999996_25.84%,-3020000000.0_-156.63%_32323000000.0_24.01%,6731999999.999999_33.02%_27772000000.000004_23.70%,3195000000.0,-9.34%,32657000000.0,25.56%,9401000000.0,73.26%,31145999999.999996,25.84%,-3020000000.0,-156.63%,32323000000.0,24.01%,6731999999.999999,33.02%,27772000000.000004,23.70%
SYNC,Synacor,2.14,2.13,0.0,1.56999,-0.09425599999999999,-2584000.0_21.12%_35923000.0_15.08%,-2375000.0_64.32%_32915000.0_24.02%,-106000.0_96.53%_46002000.0_31.75%,261000.0_107.76%_36269000.0_14.34%,-2584000.0,21.12%,35923000.0,15.08%,-2375000.0,64.32%,32915000.0,24.02%,-106000.0,96.53%,46002000.0,31.75%,261000.0,107.76%,36269000.0,14.34%
CDTX,"Cidara Therapeutics, Inc.",4.28,4.25,0.0,1.432129,-3.32824,-16306000.0_2.04%_0_0,-16749000.0_-25.01%_0_0,-13428000.0_6.71%_0_0,-12257000.0_-0.25%_0_0,-16306000.0,2.04%,0,0,-16749000.0,-25.01%,0,0,-13428000.0,6.71%,0,0,-12257000.0,-0.25%,0,0
AKBA,"Akebia Therapeutics, Inc.",8.53,8.5,0.0,2.9223209999999997,-1.172309,-34069000.0_-58.33%_48793000.0_71.08%,-23418000.0_47.43%_45930000.0_120.13%,"12280000.0_132.43%_87316000.0_5,588.34%",-23134000.0_36.28%_41283000.0_0,-34069000.0,-58.33%,48793000.0,71.08%,-23418000.0,47.43%,45930000.0,120.13%,12280000.0,132.43%,87316000.0,"5,588.34%",-23134000.0,36.28%,41283000.0,0
LECO,林肯电气控股,90.77,89.91,22.681509,6.215573,3.964022,68859000.0_12.27%_790000000.0_26.03%,60820000.0_8.90%_758000000.0_30.44%,24185000.0_-54.71%_747000000.0_32.52%,106000000.0_76.74%_669000000.0_17.94%,68859000.0,12.27%,790000000.0,26.03%,60820000.0,8.90%,758000000.0,30.44%,24185000.0,-54.71%,747000000.0,32.52%,106000000.0,76.74%,669000000.0,17.94%
DTYS,iPath US Treasury 10-year Bear E,25.56,25.31,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIBR,First Trust NASDAQ Cybersecurity ETF,26.41,26.28,131.399998,0.0,0.2,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLAG,Forensic Accounting Exchange Tra,41.82,41.88,35.193276000000004,0.0,1.19,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
