code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,month_rs,price,volume_end,volume_start,year,year_rs
ASIX,AdvanSix Inc.,7.668521,2.439097,4.384157,28410000,0.1026,24,0.143134577,33.09833333,5201438,8342735.417,2,0.093964413
ARES,Ares Management L.P.,24.274145,6.020474,0.865118,14169000,-0.8755,53,0.143070622,18.23754717,4107059.296,1859030.538,4,0.098707705
TVPT,Travelport Worldwide,20.09163,-16.185639,0.928745,7005000,-0.7962,49,0.143033768,14.68530612,26454289.16,18109783,4,0.101558143
ROL,Rollins Inc,64.115685,18.364885,0.913505,65542000,0.2208,252,0.142758453,12.83058135,7638777.54,7795184.881,21,0.129507946
ADES,Advanced Emissions Solutions Inc,6.452133,2.814032,1.748259,15291000,1.3862,32,0.142753829,10.68671563,2627825.063,1803488.313,2,0.098202612
FAST,美国快克公司,25.104356,7.665364,2.36931,211000000,0.4184,252,0.142640041,25.2800377,52081178.88,49837587.3,21,0.132744985
LEG,礼恩派,21.637494,5.211263,2.08758,85100000,-0.0285,252,0.141924081,27.43884921,26832943.23,13156282.54,21,0.123490249
SEIC,SEI Investments Company,20.209504,6.135497,3.079739,122000000,0.3259,252,0.141784749,25.5738631,16264042.75,19434636.51,21,0.113780673
SHW,宣伟公司,22.283541,11.090846,20.07715,404000000,0.2648,252,0.141552916,112.5563492,20049283.18,16414328.57,21,0.120697303
HMC,本田汽车,5.133706,0.738767,5.781399,2.66722E+11,0.1828,252,0.141331436,27.97694444,13537798.81,5696573.016,21,0.123327694
NOVT,Novanta Inc.,152.888233,8.24843,0.504944,11625000,0.1637,29,0.141181531,39.35206897,4251116.4,2580022.714,2,0.105820768
VIV,Telefonica Brasil S.A. ADS,8.528642,0.235908,1.164312,3166000000,2.6272,88,0.141156978,18.47772727,39696888.55,29724638.64,7,0.11291534
SUN,太阳石油,0,2.47871,-0.0404,68000000,1.3063,73,0.140839318,34.24118356,11665339.46,2542141.667,6,0.111778442
DM,多兰传媒,11.278175,1.010827,1.480736,132000000,3.1772,48,0.140708071,29.1040625,8216275.667,3750038.625,4,0.10474826
VLP,Valero Energy Partners LP,14.028189,10.238905,2.744474,64019000,0.0954,58,0.140405594,44.41284483,2516822.483,2800692.69,4,0.10469316
CHTR,Charter Communications,7.648283,1.861884,39.312092,339000000,0.7385,97,0.140363257,171.7222165,34478478.08,13041637.5,8,0.124066555
TDI,Telephone & Data Systems Inc 6.6,18.207707,0.622368,1.393366,44000000,2.6667,162,0.140265767,23.78306605,93441.08642,179859.2593,13,0.112299931
HI,希伦布兰德,46.211593,4.59972,1.112275,36200000,0.0462,127,0.140237919,27.46259843,4774886.359,4880914.286,10,0.11036458
TPH,Tri Pointe Homes Inc.,8.77492,1.08657,1.654716,63680000,0.9413,69,0.140091565,14.73536232,36725694.54,19640927.44,5,0.102646503
ZBH,Zimmer Biomet Holdings Inc,15.013224,2.118816,8.352636,185000000,0.0043,207,0.139931651,75.62719807,28351460.4,34272016.5,17,0.114898243
ATTO,Atento,0,1.581748,-0.278518,4041000,2.1062,48,0.139790275,9.926145833,1878472.042,1510134,4,0.099645063
MUSA,Murphy USA Inc.,10.529713,4.031921,8.167364,51800000,-0.0667,62,0.139748001,62.70112903,8477690.677,7648740.935,5,0.10950135
SRCL,消毒循环,31.472672,1.822177,1.948357,27600000,1.1914,252,0.139419067,53.46015873,13105007.33,13085470.63,21,0.12207633
ATKR,Atkore International Group Inc.,12.163266,17.587693,2.316812,34199000,0.2452,28,0.138952065,21.52928571,10191879.64,7518786.214,2,0.101302712
GM,通用汽车,0,1.40188,-3.072887,2366000000,0.4227,95,0.138853045,32.51884211,273308828.9,273413944.7,7,0.110557177
KAR,KAR车行,20.463975,5.621931,3.094218,93200000,0.6294,106,0.13856708,30.39475755,20598130.15,8861494.34,8,0.115318771
BIP,布鲁克菲尔德公共建设,63.149173,2.460313,0.639755,219000000,0.6222,129,0.138546602,23.41529845,6900979.646,6255803.906,10,0.109112141
FMX,Fomento Economico Mexicano S.A.B,15.441835,20.574177,6.28617,10777000000,1.1174,245,0.138411295,48.09743878,12880862.5,17359040.98,20,0.122038007
GHC,Graham Holdings Company,9.523843,1.052628,59.482292,46635000,0.1104,53,0.138167617,521.2170755,438359.6667,621331.4615,4,0.086795439
EQM,EQT Midstream Partners,10.821296,2.795299,5.250757,162000000,0.1648,76,0.138111841,66.18184211,7976029.526,3562215.789,6,0.110743438
CHD,丘奇＆德怀特,17.076843,6.223867,3.298619,122000000,0.6694,252,0.138043516,18.95420556,34149229.64,18624390.48,21,0.114442561
YUM,百胜餐饮集团,17.588738,-3.684602,4.783743,321000000,0.5583,252,0.137660454,40.14705357,70137754.11,64110776.98,21,0.112059415
COL,罗柯,22.134635,3.294818,6.15009,275000000,0.5363,208,0.137630369,61.75331731,21240052.99,17288783.65,17,0.112384517
SABR,Sabre Corporation,19.986592,8.028538,1.279858,93325000,18.366,54,0.137455068,23.50175926,58020767.96,32597792.78,4,0.101833197
BMS,碧美斯,41.651224,3.912895,1.206207,46700000,0.6679,252,0.137348498,30.63138889,16217268.32,8965261.111,21,0.106028808
XLNX,赛灵思,33.994332,8.048903,2.170656,190000000,0.2086,252,0.137102593,36.07045635,83911303.94,160608893.7,21,0.120347189
BLL,波尔,31.848935,3.633664,1.290153,120000000,0.2,252,0.137078242,15.93806627,54410240.43,61031126.98,21,0.111515282
WU,西联汇款,0,-18.651135,-0.942377,218000000,0.3069,145,0.136642151,18.73182759,108616338.5,119791916.7,12,0.108240312
GT,固特异轮胎橡胶公司,21.112045,1.205269,1.116898,164000000,0.0649,69,0.136581786,27.01405797,64743546.34,72344179.74,5,0.108608018
MATW,马修国际加工,17.299249,2.042828,3.063717,24345000,-0.1693,252,0.136178407,35.04143849,2353855.881,1574165.873,21,0.115965239
HII,Huntington Ingalls Industries,18.228121,6.313163,13.583957,239000000,0.6259,90,0.135387543,120.1316667,7234043.911,6156064.444,7,0.111729495
IART,英特格拉生命科学,66.374729,3.756966,0.892207,11376000,0.0499,252,0.135158272,19.94947421,199338876.1,261973192.9,21,0.119681357
MTD,梅特勒-托利多,37.415973,26.898084,15.180682,111000000,0.0973,251,0.135103041,157.3532669,4262507.016,3852336.8,20,0.126747309
CG,凯雷,12.537698,3.717016,1.918215,241000000,0.0464,77,0.134781948,24.08006494,14737800.62,9029502.632,6,0.115282394
MCHP,微芯科技,172.335565,3.998755,0.504713,35700000,-0.7907,252,0.134669677,35.13424405,48450256.69,58814231.7,21,0.11697869
TCP,TC PipeLines LP,9.058071,2.347808,3.714919,75000000,0.3636,82,0.13397977,50.69832683,4610674.585,2611341.463,6,0.102625465
CHT,中华电信,21.107204,0.750256,1.6492,10063000000,-0.0663,119,0.133659287,31.17836134,3493683.283,12481969.49,9,0.097308276
AL,航空租赁公司,5.980054,1.104518,7.698927,115000000,0.1416,90,0.133384488,32.39544444,16394845.67,9919562.222,7,0.102973875
EVTC,Evertec Inc.,32.986482,9.11068,0.759402,20133000,-0.004,66,0.133203708,19.36719697,10433312.76,7649236.545,5,0.106895225
UN,联合利华,21.227276,12.170471,2.718201,1618000000,-0.0241,252,0.133164821,30.46049603,41213169.37,39341026.98,21,0.108335967
GMLP,Golar LNG Partners LP,11.414779,1.415935,1.270283,29145000,-0.4942,90,0.132981518,25.84383333,6859125,2927313.333,7,0.107587679
AVY,艾利,34.499886,9.049765,3.066387,95600000,-0.2093,252,0.132888212,55.31164683,18154986.37,10060819.05,21,0.109094648
DLPH,德尔福,10.042798,20.36415,3.585654,90000000,0.6071,83,0.132788111,60.92361446,39710543.26,37364297.56,6,0.103431803
TV,墨西哥电视,30.947907,11.510421,0.59067,4761000000,1.5302,252,0.132318181,19.00051587,42674166.79,46575407.94,21,0.118120745
ORAN,Orange,18.418935,1.257282,0.904504,439000000,0.2141,63,0.132280637,15.81809524,8370841.125,10484649.71,5,0.101486006
CNXM,CNX Midstream Partners LP,12.420437,4.439947,1.659362,30282000,0.0178,49,0.13163316,18.45329184,3279616.68,3554784,4,0.106890831
TACO,Del Taco Restaurants Inc,10.874156,1.222184,1.235958,4210000,-0.2101,42,0.131527214,12.50265714,6841519.286,6874885.524,3,0.101653609
BAX,百特国际,42.725604,4.352454,1.693364,343000000,0.2943,252,0.131327625,48.48571429,78376097.75,57459757.14,21,0.106124098
RDS.B,荷兰皇家壳牌石油 Class B,18.352339,0.646049,3.709064,6188000000,2.7686,252,0.131183722,57.45305556,23784356,7159020.635,21,0.109446431
VIA,维亚康姆,7.213741,2.064347,4.976613,525000000,-0.2402,82,0.131149417,55.61286585,1321652.756,426468.2927,6,0.104304765
AMN,AMN Healthcare Services Inc,18.606313,4.427838,3.090349,35529000,0.1367,24,0.130817126,46.69166667,9635992.583,11561853.58,2,0.08171952
ABB,ABB Ltd,22.555943,3.809891,1.039194,717000000,0.2341,210,0.130666734,17.09242857,43979842.77,39776864.76,17,0.116507176
ITT,ITT Inc.,27.715433,3.13844,2.172075,69900000,0.4593,252,0.130306725,29.54666667,26021320.37,29008677.38,21,0.111178706
GE,通用电气,0,1.972986,-0.871207,668000000,-0.3445,252,0.12983001,28.84551071,1148545608,451964004,21,0.104734183
BRO,布朗保险经纪,19.711554,2.996434,1.541228,73922000,0.1183,252,0.129626659,11.59863849,29744204.33,17411439.68,21,0.109421561
PLNT,Planet Fitness Inc,78.315801,-55.924711,0.647762,30418000,0.6895,38,0.129109346,25.84289211,24033623.74,11548028.05,3,0.095194045
BRK.B,伯克希尔B,12.903661,1.432873,16.117907,12077000000,1.7731,252,0.128938851,84.30392857,125266231.9,34977698.41,21,0.095972194
FBHS,Fortune Brands Home & Security,17.616842,3.558034,3.08171,130000000,-0.0581,85,0.128467795,45.576,27580301.65,25085166.67,7,0.098272654
EVA,"Enviva Partners, LP",0,2.947126,-0.005109,3544000,-0.0816,42,0.128457992,24.61988095,1278451.667,2667713.524,3,0.087552806
LDOS,Leidos Holdings Inc,24.229387,3.092527,2.897308,145000000,0.4796,61,0.12789264,49.62360656,25833819.68,10001450.67,5,0.100993062
BSM,"Black Stone Minerals, L.P.",37.389205,4.812937,0.499342,28690000,-0.4704,41,0.127513039,16.63219512,3064810,4999980.2,3,0.080502488
INXN,Interxion Holding,115.65426,6.464385,0.557005,582000,-0.9397,93,0.127207037,31.32354839,10305534.32,5836532.609,7,0.11120317
ABC,美源伯根,17.886236,6.169105,4.938434,278000000,4.5186,252,0.127141168,36.42493095,48768490.83,74942953.97,21,0.110840391
BKEP,Blueknight Energy Partners L.P.,0,0.24061,-0.235405,1785000,-0.7198,89,0.126966565,6.756208989,1834178.756,890863.6364,7,0.100193611
CURO,Curo Group Holdings Corp.,23.924891,26.380272,1.273151,15975000,-0.0225,10,0.126958685,22.189,5016812.4,3673489,0,0.086342965
ETN,伊顿,11.494525,2.120548,7.105992,611000000,0.1818,252,0.126828544,40.90369048,65190700.36,37217885.71,21,0.110676348
TMO,赛默飞世尔,39.375747,3.574979,5.960776,752000000,0.2288,252,0.126753675,65.21202381,47888770.44,21865194.44,21,0.107744316
RACE,法拉利,33.242148,22.396119,3.836094,160000000,0.1809,36,0.126729759,82.41805556,12359452.83,15064751.94,3,0.099278762
MD,Mednax,12.623744,1.361961,3.719974,79412000,0.2467,117,0.126520478,47.25235043,15004006.68,12838058.62,9,0.10904963
UNP,联合太平洋,10.487775,5.576388,14.314762,1509000000,0.292,252,0.126087652,45.57228175,116140649.5,103928758.7,21,0.10856835
BMY,施贵宝,243.459831,7.945414,0.246324,382000000,-0.5857,252,0.125881461,40.69521825,195845507.9,134659145.2,21,0.117296145
PAGP,Plains Group Holdings LP,0,2.552371,-5.259654,96000000,-0.4483,60,0.125223663,44.55427667,29843316.97,15131203.3,5,0.095159185
UL,联合利华,20.988147,5.424583,2.718201,1618000000,-0.0241,252,0.124959957,30.13319524,24757485.88,7662359.524,21,0.105039457
JKHY,杰克亨利,32.641894,10.014732,4.854804,85280000,0.3183,252,0.124937159,37.39625,8538315.595,10162103.97,21,0.103277516
XOG,Extraction Oil & Gas Inc.,0,1.301231,-0.694776,8848000,0.2221,24,0.124936022,15.36333333,33772173.5,27253271.58,2,0.042542377
HLNE,Hamilton Lane Inc,44.766173,12.830548,1.03538,23103000,-0.098,19,0.12478258,33.655,3257064.2,4424167,1,0.074343744
FND,Floor & Decor Holdings Inc.,24.907823,6.871523,1.517194,39846000,0.9505,18,0.124628537,42.43444444,18226078,12077416.67,1,0.061164133
ST,Sensata Technologies Holding,20.265623,3.603871,2.643886,105000000,0.3251,103,0.124554479,38.78262136,25510894.85,16098000,8,0.103862137
INTC,英特尔,16.732747,3.137326,2.848307,5006000000,0.7828,252,0.124543927,27.85046627,820245266.6,1246716318,21,0.114109052
TM,丰田汽车,7.544373,1.176978,16.282333,6.84236E+11,0.0831,252,0.12429502,83.98571429,10295136.89,3695669.841,21,0.112612378
FLNT,Fluent Inc.,0,0.886567,-0.708324,2645000,1.1296,25,0.123955135,3.7766,8629078.231,4631743.25,2,0.063039681
SKM,韩国SK电信,5.833977,0.095643,4.454937,9.143E+11,0.4735,252,0.123890168,20.5163504,22182030.3,17288299.55,21,0.112674269
GPP,Green Plains Partners LP,8.521694,-7.383898,1.783683,13722000,0.0487,40,0.12316318,17.2655,1046330.95,1716123.6,3,0.081147301
WSC,WillScot Corporation,0,3.897768,-6.446744,379000,1.0643,36,0.123032119,38.59444722,7736344,709049.3889,3,0.067706424
NWHM,New Home Company Inc. ,12.936271,0.713314,0.684123,115000,-0.9242,57,0.123006228,12.21,1550793.621,1346546.714,4,0.100116814
SYK,史赛克,58.901498,6.719969,2.885835,452000000,0.156,252,0.122994497,58.92630952,33841153.12,27369711.9,21,0.104342516
RDFN,Redfin Corp,3.369529,7.648833,5.85245,3207000,-0.2549,15,0.12285906,22.88533333,28106812,19072007.29,1,0.034133882
ALTR,Altair Engineering Inc.,0,14.040103,-1.622536,1513000,1.2088,11,0.122856496,31.42727273,7337953.5,7524886.4,0,0.056413481
WCN,Waste Connections Inc,29.559447,3.266572,2.66074,139000000,0.1205,245,0.122658814,20.48410286,21264447.3,22981296.47,20,0.102897496
TEL,泰科电子,24.012312,3.360505,3.812211,454000000,0.0437,112,0.122449974,53.33535714,34560912.84,43890387.5,9,0.098987478
MSGN,MSG Networks Inc.,6.471772,-2.812968,3.832026,45202000,0.1388,37,0.122202191,20.56391892,10457938,15338106.44,3,0.08928122
SND,Smart Sand Inc.,7.498404,1.106375,0.717486,10021000,2.819,23,0.121990879,9.203478261,15485974.42,14931399.36,1,0.052275954
APAM,Artisan Partners Asset Managemen,24.335357,16.055406,1.353997,67645000,0.3852,67,0.121562069,40.82253731,8554797.676,5186268.606,5,0.091125466
ATR,Aptar,29.65056,4.791085,3.500777,55781000,-0.1443,252,0.121513216,40.01887897,5078731.77,4564576.984,21,0.09727782
LLL,L-3通信,18.606932,3.040775,11.358132,379000000,0.8309,245,0.12125408,81.96106122,14695262.58,18858204.1,20,0.107087172
SUM,Summit Materials Inc,21.373146,1.853662,0.983945,36913000,-0.2913,43,0.121101906,24.14378837,30612425.82,19496111.67,3,0.086475558
VFC,威富集团,29.649182,9.751299,3.095195,160000000,0.4593,252,0.121067755,28.97266865,60908852.9,34114374.6,21,0.10795547
DNB,邓白氏,22.261662,-6.840622,6.408776,94700000,1.0278,252,0.121031281,126.283571,7416604.976,6315040.865,21,0.106036214
EMR,艾默生电气,22.967839,5.652679,3.294607,719000000,0.6918,252,0.120946111,43.72131667,81752169.83,56787426.19,21,0.094094783
SAP,SAP SE,27.699626,4.950275,4.36468,720000000,0.0811,242,0.120850382,56.50942149,25841159.16,30432036.36,20,0.10861792
XOM,埃克森美孚,16.212511,1.800515,4.911022,3986000000,0.2212,252,0.120780242,65.44378968,329911435.9,269578183.3,21,0.092182307
SAMG,Silvercrest Asset Management Gro,20.853509,2.569621,0.77445,4193000,0.1647,64,0.12037167,14.11125,310581.5313,467484.5938,5,0.102896769
SYY,西思科公司,27.696639,15.737894,2.736072,449000000,0.4711,252,0.120230301,32.260625,71811210.65,40596982.54,21,0.094989729
CARG,Cargurus Inc.,134.605902,34.955096,0.371009,31265000,6.194,12,0.120112049,36.60833333,16960525.17,7908588.167,1,0.039134789
RDS.A,荷兰皇家壳牌石油 Class A,13.718043,1.488534,4.782752,6188000000,2.7686,252,0.119902225,59.90654762,54971900,47828682.54,21,0.101343129
BBDC,Barings BDC Inc,0,0.887633,-0.120985,15316900,8.5536,94,0.119730708,20.60765957,5887211.255,3745806.383,7,0.093517734
LN,Line Corp,2948.023858,5.713409,0.014776,3677000000,-0.5876,27,0.119498106,38.95037037,3015069.143,15416466.31,2,0.070865618
FRAC,Keane Group Inc.,16.988273,2.885002,0.782893,30667000,3.5775,21,0.119192253,15.38809524,26125222.64,24876625.2,1,0.041444529
XYL,赛莱默,36.689172,5.397823,2.058373,115000000,0.15,84,0.119109321,41.75583333,24478188.9,19524564.29,7,0.092461796
PUMP,Propetro Holding Corp.,11.591606,2.860158,1.45105,39091000,6.9437,19,0.119033256,15.54657895,35066585.7,23499681.56,1,0.061434382
BRK.A,伯克希尔,10.834816,1.437634,28874.50977,12077000000,1.7731,252,0.118971809,126826.97,11597.45238,4535.293651,21,0.089548743
MRK,默沙东,135.520024,5.644613,0.509445,1716000000,-0.1205,252,0.118935759,50.80873016,252417323.8,161133760.3,21,0.109807737
DNKN,唐恩都乐,17.299831,-7.31736,4.128942,60498000,0.1841,87,0.11877611,46.11149425,27569505.36,23332062.79,7,0.097372587
TSS,Total System Services,27.198409,7.044584,3.552046,142000000,0.2225,252,0.118719884,28.37055556,25336694.18,3664965.476,21,0.10064531
CDW,CDW Corporation,21.30981,12.290134,4.072772,173000000,0.2278,64,0.118710283,46.36296875,17699613.59,13773947.16,5,0.093112079
H,凯悦酒店,15.849175,2.333445,4.886059,77000000,-0.2524,107,0.118657757,49.9571028,11692997.94,7647675.472,8,0.09542742
INFY,印孚瑟斯,18.267075,5.261564,1.111289,534000000,-0.0129,69,0.118540483,7.860688406,221862409.6,229809048.7,5,0.09302885
SHLX,Shell Midstream Partners,19.659136,-15.24241,1.189269,115000000,0.6439,48,0.118482729,32.019375,12205475.67,10130587.92,4,0.078849432
TSM,台积电,17.772721,0.143539,2.32041,72293000000,0.0909,252,0.118403886,14.53852897,235779907.8,150440176.6,21,0.105583461
DFIN,"Donnelley Financial Solutions, Inc.",93.783023,3.888938,0.220509,18900000,0.0053,24,0.118181075,20.62291667,4965700.917,8292996.333,2,0.063800103
SXT,Sensient Technologies Corp,24.647898,3.656793,2.865153,39123000,0.2713,252,0.118036807,35.24244048,4631846.183,4169053.175,21,0.100267105
MPLX,MPLX LP,20.605571,4.224691,1.764086,456000000,1.3874,72,0.117840532,42.841875,33642154.17,3329319.056,6,0.103024496
TMHC,Taylor Morrison Home Corporation,11.573045,0.978927,1.698775,59292000,0.0601,66,0.117705328,20.24037879,18742379.27,9067200.667,5,0.098239601
NVS,诺华,14.077812,2.853099,5.949078,7768000000,2.9252,221,0.116883463,59.38280543,40157957.98,21956644.55,18,0.094575318
NCLH,挪威邮轮,14.507658,2.066775,3.658068,227000000,0.1421,69,0.116800461,45.06572464,40573005.74,18595771.79,5,0.097170602
DIS,迪士尼,14.028332,3.611939,7.978853,3059000000,0.2365,252,0.116194591,47.50451706,186634997.2,161583919.8,21,0.100151066
CJ,"C&J Energy Services, Inc.",0,1.191628,-3.431776,28496000,3.2401,19,0.116031437,28.30210526,19328527.3,14698252.56,1,0.027355932
DOV,美国都福集团,17.461538,4.381309,4.825463,140000000,-0.1469,252,0.11600125,52.57980159,29104240.04,16874765.08,21,0.106068813
E,埃尼石油,12.18777,2.450363,3.1187,1257000000,68.8333,252,0.115862809,40.38095119,9822900.643,5591630.556,21,0.100401875
AME,阿美特克,22.923706,4.07388,3.324506,194000000,0.2883,252,0.115576997,24.23134921,26120588.87,16339014.24,21,0.10754371
CCS,Century Communities,10.54656,1.096157,2.773416,33193000,1.2381,52,0.115570393,22.46673077,4186679.115,2055225.192,4,0.091742228
IEX,IDEX Corp,30.170491,5.840213,5.021463,107000000,0.2777,252,0.115281606,42.48663214,7783910.548,5143901.897,21,0.101197879
PSX,Phillips 66,10.150815,2.45666,11.747826,1404000000,1.4165,78,0.115160908,77.39974359,55307000,68248658.97,6,0.095914598
PATI,"Patriot Transportation Holding, Inc.",14.535355,1.325214,1.417922,1086000,1.3816,44,0.115134773,21.21734091,73272.31818,64864.59091,3,0.079242687
LEA,李尔,8.242607,2.50202,19.923307,355000000,0.0856,107,0.114802428,90.67313084,14326235.57,21146545.28,8,0.09720964
FMS,Fresenius Medical Care AG & Co K,12.848826,1.218225,3.920981,1055000000,2.1235,252,0.114107792,24.87166667,3281602.286,1936749.206,21,0.102417449
CNXN,"PC Connection, Inc.",16.107692,1.997733,2.367192,18226000,0.3416,25,0.114041678,28.3888,977090.2308,954053.25,2,0.068833097
LIVN,LivaNova PLC,0,3.432711,-1.156743,15066000,-0.6828,36,0.113408494,69.06458333,8611999.333,8281297.889,3,0.086656799
IQV,IQVIA,21.187027,3.45036,5.91966,68000000,0.0303,65,0.113368634,72.68553846,27704333.82,12239910.94,5,0.086725969
SNY,赛诺菲安万特,21.725984,0.848637,2.005893,790000000,-0.2533,195,0.113191241,40.41994872,36741367.92,24143639.18,16,0.096159662
APD,空气化工,24.029267,3.470595,6.906994,488000000,3.6868,252,0.113096196,80.52878968,26916723.43,19746700,21,0.090884286
ADP,"Automatic Data Processing, Inc.",39.033658,18.182536,3.67862,109000000,-0.591,120,0.113048235,68.65754167,40883261.02,61472791.67,10,0.07855304
UNVR,Univar Inc.,21.338637,3.423275,1.328576,56100000,0.7923,40,0.113024325,24.802125,17669962.5,11076192,3,0.076235149
KN,KnowlesCorporation,14.856387,1.383125,1.180637,4600000,1.1549,56,0.112791779,18.299375,18036243.54,27052750.96,4,0.094110825
TGE,Tallgrass Energy GP LP,0,2.319626,-2.268399,110000000,0.3857,41,0.112771105,24.0004878,9337965.19,7122033.65,3,0.077584774
ZTS,Zoetis Inc.,39.03971,21.914423,2.295099,382000000,0.5466,68,0.112538381,49.81955882,62841229.85,72982597.15,5,0.081828198
ERIE,伊瑞保险,28.165028,6.672737,4.514464,79706000,0.3619,252,0.112370961,59.1143246,922567.1746,799215.0794,21,0.095226342
YUMC,百胜中国,26.961069,4.50886,1.310408,150000000,0.1364,23,0.111950781,36.48695652,54876470.5,74819268.45,1,0.05874274
TWNK,Hostess Brands Inc,5.095668,1.009968,2.339242,24620000,-0.1272,23,0.1118812,14.04608696,21629281.58,26698223.18,1,0.059581399
VRSK,Verisk Analytics,31.793846,9.368109,3.709523,153000000,0.2686,108,0.111706155,62.54171296,17275933.61,15959255.56,9,0.088149793
GWW,美国固安捷,26.590412,10.821517,13.732393,248000000,1.3162,252,0.111454156,122.5048611,13542156.13,9486265.873,21,0.10092161
WTTR,Select Energy Services Inc.,25.35042,1.741817,0.506106,25023000,3.3854,18,0.11135953,14.96611111,12247311.44,6641386,1,0.031992095
EFX,艾可菲,31.582402,4.953466,4.197591,146000000,-0.1283,252,0.111077745,50.76392857,17766797.05,11546698.41,21,0.093773836
CDK,"CDK Global, Inc.",21.835705,-21.726068,2.804123,102000000,0.6683,49,0.110991485,55.80081633,19224528.32,20259242.88,4,0.07326713
VZ,威瑞森,7.245522,4.350827,7.560532,4246000000,-0.0518,252,0.110315314,40.78843254,308953601.5,158885907.9,21,0.091674475
PSO,培生,11.487188,1.758074,1.029843,94500000,12.8125,252,0.110116644,13.43575397,6428900.913,1432238.889,21,0.102194557
NBLX,Noble Midstream Partners LP,10.974796,3.555084,4.218757,44442000,0.1364,25,0.110050226,45.761,2686987.923,2966194.833,2,0.07133481
HMLP,Hoegh LNG Partners LP,10.105581,1.602935,1.800985,19944000,0.6331,50,0.10995518,18.9343,1680383.28,1113905.04,4,0.074670296
BFAM,Bright Horizons Family Solutions,42.888384,9.083362,2.73454,40426000,0.2235,69,0.109457783,62.32202899,5245039.829,2944434.471,5,0.090466551
RMAX,Re/Max Holdings Inc,65.272258,1.876074,0.758362,14591000,-0.061,60,0.109453798,42.3105,2073057.4,2641230.5,5,0.083062715
HON,霍尼韦尔,70.702041,6.645942,2.2278,1280000000,-0.0857,252,0.109363552,61.78277778,76970429.57,75181590.48,21,0.083827389
IBM,IBM,23.299585,7.19766,6.267923,2404000000,0.0313,252,0.109315323,124.0766865,100894004.4,155139892.1,21,0.094021748
AJG,亚瑟加拉格尔有限公司,23.723876,2.965041,3.04124,124000000,0.5798,252,0.109160465,32.50381944,15818897.69,8172422.222,21,0.084714158
TRU,TransUnion,30.65651,7.533361,2.417431,57300000,-0.1486,40,0.108867638,42.21175,26682381.15,14570489.45,3,0.084207784
ITW,伊利诺伊机械,24.440967,12.009801,5.546016,666000000,0.1346,252,0.108826021,59.13742063,48518258.35,39915455.56,21,0.091122683
OEC,Orion Engineered Carbons,17.136461,16.025065,2.051182,52691000,1.8593,50,0.108234416,20.098,7311554.92,2252145.52,4,0.091744252
BEN,富兰克林资源,26.340415,1.746263,1.240679,355000000,-0.2264,252,0.108104911,29.90468254,65681237.1,54458883.33,21,0.095623508
ZAYO,Zayo Group Holdings,86.17886,5.881321,0.41205,43800000,0.8879,48,0.107850509,30.59729167,49860485.67,25897007.21,4,0.080863567
FDC,First Data Corp,13.687802,6.543668,1.83448,402000000,0.6543,36,0.107568341,16.40680556,128661706.6,92661752.5,3,0.088376323
BERY,Berry Plastics Group,12.762243,4.562687,3.623971,110000000,0.028,72,0.107064049,36.23666667,26957861.58,18283161.64,6,0.095611126
WM,美国废物管理,18.061095,6.422965,5.021844,499000000,0.3823,252,0.106946652,39.29448413,50377917.73,47266272.22,21,0.08337374
HRZN,Horizon Technology Finance Corpo,11.727946,0.941996,0.931962,2930000,2.9973,96,0.10676983,13.34083333,1342710.875,1249120.833,8,0.080543696
WOW,Wideopenwest Inc.,0,-2.303163,-1.222514,25200000,4.04,17,0.106364948,11.94176471,8992534,7141626.5,1,0.020866707
CAJ,佳能,14.953448,1.354526,2.107875,81231000000,0.1311,252,0.106138125,34.89753968,7363147.151,4300361.111,21,0.093867234
BMCH,"BMC Stock Holdings, Inc.",16.584669,1.89337,1.368734,40405000,1.2963,28,0.105901331,20.59875,10266039.93,8774938,2,0.075422802
BBU,Brookfield Business Partners,0,3.915202,-0.740867,308000000,12.8462,28,0.105763693,30.30416429,839439,439657.7857,2,0.085218512
RRR,Red Rock Resorts,12.994856,4.512435,2.541775,99102000,2.9753,30,0.105754968,26.284,13572363.8,12780479.53,2,0.063943131
ABBV,AbbVie Inc.,24.053072,-43.700788,4.049379,1983000000,0.0355,70,0.105728137,64.42892857,146665400,149407912.1,5,0.086681949
BDX,碧迪医疗,109.552419,3.199988,2.331304,594000000,5.5,252,0.105359539,83.13293651,24238789.3,21086194.44,21,0.091705765
GSK,葛兰素史克,43.12308,20.380272,0.95726,475000000,6.5233,252,0.105231034,46.57737222,53483307.59,21524992.06,21,0.090822889
RSG,共和废品处理,17.963655,3.038507,4.076008,236000000,0.1588,243,0.105027713,28.96186584,38461427.78,21530552.4,20,0.09058535
BTI,英美烟草,2.021715,1.109522,24.869968,1388000000,0.1828,252,0.10495152,32.06944444,17365070.33,3747941.27,21,0.092459135
CLX,高乐氏,22.884705,25.7001,6.365387,217000000,0.0796,252,0.104720001,70.29142857,22630667.44,21753545.24,21,0.09156853
ROP,儒博实业,28.334429,4.197553,10.468536,228000000,0.2724,252,0.104572646,80.51825397,10304123.81,6934296.032,21,0.090392005
ECL,艺康集团,27.627907,5.481422,5.390564,354000000,0.1934,252,0.104504679,56.56480159,28459068.73,16232465.08,21,0.09109925
