code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
KN,KnowlesCorporation,14.856387,1.383125,1.180637,4600000,115%,56,0.326666667,0.648333333,3%,5%,11%,18.29696429,-33%,18102375.64,27052750.96,4,0.094110825
VNDA,Vanda Pharmaceuticals Inc,1630.934176,4.440155,0.01306,4611000,401%,149,0.325,0.529166667,2%,4%,277%,10.45516779,-99%,13607839.27,975589275.7,12,1.553130995
GTIM,恋上餐厅,0,1.620882,-0.110648,685000,2057%,252,0.318333333,0.275833333,8%,8%,103%,18.74971627,9545%,675629.119,7004.825397,21,0.630265347
KT,韩国电信,14.132963,0.279441,0.958044,2.80672E+11,9%,233,0.316666667,0.066666667,2%,1%,19%,20.16214592,-4%,14240626.32,14856572.41,19,0.144252993
III,信息服务,151.02027,2.737134,0.028473,2362000,874%,128,0.316666667,0.15,8%,4%,33%,3.265859375,29%,2106934.969,1633012.5,10,0.260549921
LEG,礼恩派,21.637494,5.211263,2.08758,85100000,-3%,252,0.726666667,0.416666667,2%,0.010500608,0.141924081,27.44051587,1.04014908,26840777.72,13156282.54,21,0.123490249
PGTI,PGT Inc,21.870817,6.012072,1.131645,22548000,120%,148,0.316666667,0.458333333,2%,3%,40%,8.053804054,474%,7673673.676,1337612.162,12,0.316371883
METC,Ramaco Resources Inc.,47.220973,2.655478,0.182546,10203400,393%,20,0.313333333,0.053333333,5%,2%,20%,7.2545,-53%,2021735.7,4256885.2,1,0.075034641
GTN.A,格林电视,4.313181,1.342441,3.66319,40705000,-42%,252,0.216666667,0.7119,2%,0.07230291,0.80471396,9.972506746,-0.680441736,40792.5,127652.7778,21,0.573694511
CXO,康休,18.282708,2.778602,7.547569,137000000,-10%,134,2.143333333,-0.696666667,2%,-0.002702697,0.235286874,89.88604478,0.728981061,29760682.63,17212844.78,11,0.202691994
OFS,OFS Capital Corporation,13.09082,0.902783,0.944937,4995000,319%,71,0.31,0.19,3%,2%,7%,12.54788732,42%,1070552,754933.6,5,0.057325498
NVMI,Nova Measuring Instruments Ltd,17.346992,3.112438,1.635442,11833000,-11%,222,0.333333333,0.24,2%,0.012287937,0.380535864,7.770067568,3.926992639,2592339.396,526150.4505,18,0.294609124
LRN,K12国际学校,24.846823,1.177219,0.703108,9347000,242%,123,0.31,0.516666667,2%,3%,25%,20.43317073,1%,4846100.726,4795665.574,10,0.226715239
CCK,皇冠控股,18.103547,7.276612,2.331035,147000000,-1%,252,0.64,-0.685,2%,-0.011868257,0.170615892,29.2743254,0.092533932,24836614.62,22733037.3,21,0.137359335
IX,欧力士,7.025662,4.225512,11.216025,80032000000,-12%,241,1.243333333,-0.808333333,2%,-0.008817783,0.321531812,64.45199793,1.780037335,596057.6116,214406.3333,20,0.244962497
MYL,迈兰制药,44.728012,1.633859,0.865006,37500000,-87%,118,0.546666667,-0.54,2%,-0.012655304,0.193894917,33.72122881,-0.033464442,111133288.8,114981066.1,9,0.156665783
PBFX,PBF Logistics LP,11.077849,-53.539129,1.949837,24455000,-10%,53,0.333333333,0.591666667,2%,0.030015444,0.104172312,21.36113208,0.206202221,1694906,1405159.077,4,0.081208548
FORM,FormFactor,34.672345,2.160316,0.40378,9123000,-48%,184,0.083333333,-0.029166667,2%,0.007233574,0.264999758,16.63592391,-0.287461683,8945160.337,12553935.87,15,0.230668024
CX,西麦斯,20.509359,10.355532,0.34082,7593000000,36%,229,0.3,0.126666667,5%,2%,29%,11.77185764,303%,257302321.3,63898508.28,19,0.231885159
STKS,"The ONE Group Hospitality, Inc.",0,9.729457,-0.043344,314000,114%,41,0.296666667,0.111666667,11%,4%,22%,2.61924878,207%,1142355.333,372086.25,3,0.145845559
HLX,螺旋能源,19.78641,0.851304,0.465471,17784000,378%,149,0.293333333,0.593333333,4%,9%,46%,18.4595302,-22%,28233322.36,36168718.92,12,0.335441132
JEF,杰富瑞,12.177619,0.74206,1.926485,749000000,911%,252,0.293333333,0.135,1%,1%,18%,20.86020397,222%,30096758.25,9358664.286,21,0.142330023
MDC,M.D.C. Holdings Inc,9.705843,1.233033,3.35365,63899000,89%,252,0.29,0.585,1%,2%,20%,28.53180516,67%,16310998.96,9793974.762,21,0.155937121
TGA,Transglobe Energy Corp,0,1.222881,-0.170317,7361000,113%,129,0.283333333,0.3775,9%,19%,39%,5.579023256,-12%,3359338.277,3826456.25,10,0.316068183
EAT,布林克国际,15.934459,-2.679547,2.754408,43723000,-14%,252,0.633333333,2.231666667,2%,0.057412978,0.266434289,27.15343929,0.271195969,31448830.35,24739561.11,21,0.198630121
FBHS,Fortune Brands Home & Security,17.616842,3.558034,3.08171,130000000,-6%,85,0.673333333,-0.596666667,2%,-0.008291906,0.128467795,45.58458824,0.101366119,27627952.65,25085166.67,7,0.098272654
EGOV,NIC Inc,19.924533,5.864259,0.855729,17011000,33%,231,0.283333333,0.383333333,2%,3%,25%,11.24103896,8%,5749158.198,5337389.565,19,0.202938568
MGIC,Magic Software Enterprises Ltd,22.496545,2.098458,0.402284,6800000,63%,252,0.283333333,0.109666667,3%,1%,51%,4.559581349,11%,2327008.984,2095819.841,21,0.346478593
CBZ,CBIZ Inc,20.16495,2.187518,1.167868,13106000,19%,252,0.283333333,0.925,1%,5%,15%,8.091944444,-20%,4295767.603,5345100.794,21,0.130750322
KRP,Kimbell Royalty Partners LP,0,2.793536,-3.058103,1378300,448%,20,0.276666667,0.668333333,1%,4%,8%,18.962,-27%,576234,784690.9,1,0.040382129
ACMR,Acm Research Inc.,25.050891,4.702123,0.538903,3215000,768%,11,0.276666667,-0.095,4%,1%,27%,9.892727273,4%,1346176.333,1289086,0,0.084407873
GOGL,Golden Ocean Group,22.18159,0.92326,0.433693,8980000,175%,42,0.273333333,0.293333333,3%,4%,20%,8.312595238,194%,5563778.524,1893629.143,3,0.148724563
TRK,Speedway Motorsports Inc,4.698218,0.762038,3.707789,31883000,17%,252,0.273333333,0.055,2%,0%,16%,23.99646825,-39%,1027046.365,1679969.048,21,0.132568549
CVGI,商用汽车,13.728288,3.067953,0.680347,13195000,9973%,170,0.27,0.058333333,6%,3%,62%,10.37388235,20%,3836345.965,3192862.353,14,0.484284455
SDPI,Superior Drilling Products Inc,52.061348,2.90659,0.035535,1004800,228%,52,0.266666667,0.185866667,14%,10%,52%,2.190332692,107%,1716714.192,829561.2692,4,0.343006723
BKCC,黑岩凯尔索资本,0,0.812622,-0.097566,4171500,-75%,136,0.08,0.001666667,1%,0.001200883,0.171728964,9.206801471,0.309638797,8309313.426,6344736.765,11,0.12492555
IMXI,International Money Express Inc,83.011767,9.097196,0.114803,1844400,45%,19,0.266666667,0.136666667,3%,1%,3%,9.898657895,413%,2099942.2,409610.2222,1,0.007663423
WNC,Wabash National Corp,9.052344,2.155601,2.077915,31902000,39%,252,0.266666667,-0.218333333,2%,-1%,81%,13.82833333,310%,18623777.45,4546219.841,21,0.515540405
HMLP,Hoegh LNG Partners LP,10.105581,1.602935,1.800985,19944000,63%,50,0.266666667,0.341666667,2%,2%,11%,18.9323,51%,1685324.88,1113905.04,4,0.074670296
OBCI,Ocean Bio-Chem,14.610003,1.570675,0.301848,1121400,18%,252,0.2565,0.02415,7%,1%,78%,1.980693254,-13%,460554.4841,526844.9762,21,0.5245203
EEP,安桥能源合作伙伴,23.90917,3.372342,0.484333,187000000,-5%,252,0.153333333,0.281666667,1%,0.028893323,0.178205331,24.36285714,4.068477525,18320510.82,3614598.413,21,0.139276913
NCMI,National CineMedia,2325.819717,-1.832091,0.003904,17000000,16%,140,0.253333333,0.651666667,3%,10%,24%,15.26264286,31%,8068781.214,6160810,11,0.185142352
ARCC,阿瑞斯,8.545036,1.020301,2.03627,254000000,43%,168,0.25,0.235,2%,1%,21%,15.49610119,129%,38015955.85,16589550,14,0.155989038
SUP,Superior Industries International,0,1.483386,-0.562965,8135000,208%,252,0.25,0.875,2%,7%,23%,24.19821429,-27%,2960695.857,4066338.889,21,0.188260607
SEM,Select Medical Holdings,13.07527,2.947983,1.491365,60559000,18%,109,0.25,0.233333333,2%,2%,19%,11.73522936,106%,16949922.91,8240183.333,9,0.162310967
PICO,PICO控股,0,1.391742,-0.18078,4302000,44%,252,0.25,0.166666667,2%,2%,21%,22.01821429,130%,1729866.127,751152.381,21,0.172474088
WBC,WABCO Holdings,14.584309,5.332527,8.26299,109000000,19%,135,0.246666667,-2.77,0%,-2%,19%,76.00777778,-28%,9083262.294,12599786.57,11,0.160815207
MJCO,Majesco,0,6.254332,-0.063391,1035000,163%,40,0.234,0.302,5%,6%,17%,5.4945,-11%,242930.2,273416,3,0.115619737
SNN,Smith & Nephew PLC ADS,21.811791,6.749801,1.643148,137000000,-15%,227,0.486666667,0.126666667,1%,0.004299109,0.158088704,21.67585903,1.094763825,6392904.053,3051849.558,18,0.133771749
LMNX,路明克斯,36.699412,2.683045,0.762955,5669000,2%,223,0.233333333,1.526666667,2%,7%,23%,17.07345291,10%,4352552.661,3939481.982,18,0.196625521
INTT,inTest Corporation,48.938902,2.03984,0.176751,4014000,178%,60,0.233333333,0.241666667,4%,4%,22%,5.304165,157%,1126842.6,438712.2667,5,0.153827769
HVT,哈弗蒂家具,22.081925,1.606135,1.01214,6214000,0%,252,0.233333333,0.35,1%,2%,18%,15.73422619,-10%,1797035.397,1999261.111,21,0.158858939
TACT,TransAct Technologies Incorporat,32.933603,4.339519,0.441798,1210000,40%,252,0.233333333,0.041666667,2%,1%,50%,8.187970238,-58%,525265.2778,1236690.079,21,0.401316815
LN,Line Corp,2948.023858,5.713409,0.014776,3677000000,-59%,27,0.546666667,0.523333333,1%,0.015302907,0.119498106,38.95148148,-0.804117743,3019812.214,15416466.31,2,0.070865618
ATTO,Atento,0,1.581748,-0.278518,4041000,211%,48,0.233333333,-0.033333333,3%,0%,14%,9.923541667,25%,1887346.25,1510134,4,0.098198304
RES,RPC Inc,13.80228,3.296325,1.050551,59943000,37%,252,0.233333333,-0.455,2%,-2%,33%,8.089725,189%,27535566.02,9530118.063,21,0.278528473
FNJN,"Finjan Holdings, Inc.",2.738645,1.828411,1.584725,7039000,349%,53,0.223333333,0.136666667,6%,4%,35%,2.297054717,331%,5843434.519,1356645.231,4,0.267588919
GLAD,格拉德斯通资本,7.628342,1.098639,1.268952,12093000,96%,206,0.223333333,0.165,2%,2%,24%,13.63524272,58%,2393539.515,1514279.612,17,0.186838277
UZC,United States Cellular Corp,73.045339,0.571818,0.364705,52000000,333%,35,0.216666667,0.065,1%,0%,4%,25.992,-66%,414041.7778,1201080.412,2,0.025156133
GPIC,Gaming Partners International Co,13.835841,1.13107,0.649039,2505000,5012%,252,0.214166667,-0.0411,2%,0%,56%,8.279465079,-52%,154958.9127,321960.3175,21,0.431942374
LLNW,Limelight Networks,38.616165,3.002398,0.113424,15159000,1033%,136,0.213333333,0.165,5%,4%,37%,3.723455882,-48%,8627788.529,16748877.94,11,0.295403994
TPVG,Triplepoint Venture Growth BDC Corp,9.734662,1.346167,1.367279,8395000,6%,55,0.213333333,0.161666667,2%,1%,9%,12.93709091,50%,2362837.179,1577565.37,4,0.060207839
CPHC,坎特伯雷帕克控股,14.700367,1.60361,1.037389,725400,1%,252,0.207433333,0.048966667,1%,0%,21%,10.45408571,-28%,63167.07937,88205.55556,21,0.169059068
FLY,巴布科克和布朗航空,14.258551,0.747061,1.051299,24344000,745%,133,0.203333333,0.238333333,1%,2%,24%,12.80383459,76%,4159359.075,2359993.939,11,0.199206197
ZEUS,Olympic Steel,8.235228,0.800812,2.621664,15848000,230%,252,0.203333333,0.07,1%,1%,46%,18.34468254,2%,2422294.476,2366361.111,21,0.370279245
DLNG,Dynagas LNG Partners LP,32.146831,1.403434,0.274055,351000,107%,59,0.2,-0.221666667,2%,-2%,18%,15.53847458,45%,3219481.2,2218750.586,4,0.122727821
SXCP,SunCoke Energy Partners L.P. Co,4.955605,1.311762,3.188309,19400000,255%,69,0.2,-0.391666667,1%,-2%,23%,19.29884058,109%,4692474.829,2246728.118,5,0.151970324
IMMY,Imprimis Pharmaceuticals Inc.,0,17.814552,-0.45604,2522000,70%,68,0.193333333,0.171666667,9%,9%,59%,5.077426471,520%,3922210.059,633115.8824,5,0.353995099
ARES,Ares Management L.P.,24.274145,6.020474,0.865118,14169000,-88%,53,0.266666667,-0.041666667,1%,-0.00140015,0.143070622,18.24698113,1.234245528,4153530.667,1859030.538,4,0.098707705
GLOP,GasLog Partners LP,13.298792,1.355428,1.87987,23841000,-18%,53,0.283333333,0.216666667,1%,0.009753583,0.166466689,23.07754717,-0.007759762,3179253.815,3204117,4,0.119343272
CIX,CompX国际,11.124239,1.194367,1.245029,4997000,51%,247,0.189866667,0.015716667,1%,0%,30%,13.21190283,-74%,92530.25806,352014.6341,20,0.252281302
CVR,Chicago Rivet & Machine Co,12.317287,1.048132,2.604908,703100,52%,252,0.1865,0.311633333,1%,1%,23%,24.81021944,153%,53242.05556,21083.33333,21,0.182344623
GVP,GSE Systems,15.649382,2.272099,0.223651,981000,19%,252,0.183333333,0.095916667,6%,3%,51%,3.322973413,189%,922655.3254,318974.6032,21,0.40045861
WLDN,Willdan Group,23.833461,3.572424,1.344748,3315000,0%,143,0.183333333,0.548333333,1%,2%,49%,9.663559441,420%,1350800.944,259532.3944,11,0.425510102
TEX,特雷克斯,21.725332,2.997465,1.773966,57800000,-43%,252,0.523333333,1.031666667,1%,0.026551965,0.356030743,25.97021825,1.944717748,46421577.6,15764355.56,21,0.287047082
TCCO,Technical Communications Corpora,0,2.721838,-0.347624,243000,171%,99,0.183333333,-0.033333333,5%,0%,63%,5.872353535,452%,934775.32,169218.3673,8,0.409970198
JAG,Jagged Peak Energy Inc.,852.868514,3.477283,0.014973,45081000,175%,21,0.18,-0.021666667,2%,0%,10%,13.51238095,56%,26330521.09,16894089.2,1,0.055338238
CNS,科恩-斯蒂尔斯金融,19.262638,6.572145,2.211016,25569000,11%,170,0.176666667,0.25,0%,1%,20%,31.145,-28%,2790663.729,3861103.529,14,0.18030014
PRGO,Perrigo Co.,44.676039,1.723778,1.66286,36200000,152%,64,0.176666667,-1.615,1%,-2%,9%,119.4857813,55%,36041543.53,23279096.31,5,0.073081237
E,埃尼石油,12.18777,2.450363,3.1187,1257000000,6883%,252,0.173333333,0.383333333,1%,1%,12%,40.38038889,76%,9823991.897,5591630.556,21,0.100401875
BLKB,布莱克波特科技,72.577015,13.915842,1.410915,6592000,-40%,171,1.213333333,1.78,1%,0.01787792,0.208514148,37.22532164,-0.156493662,4279828.105,5073854.118,14,0.175339331
UL,联合利华,20.988147,5.424583,2.718201,1618000000,-2%,252,0.656666667,0.36,1%,0.006594578,0.124959957,30.13246032,2.231767645,24762965.6,7662359.524,21,0.105039457
POL,普立万,19.882066,5.790676,2.163759,51200000,128%,217,0.173333333,0.141666667,0%,0%,30%,17.11654378,34%,11838568.17,8814394.444,18,0.240643001
MTBC,Medical Transcription Billing,0,1.883916,-0.358469,195300,112%,51,0.17,0.175,5%,5%,54%,2.125133333,2261%,12524910.85,530542.12,4,0.334259109
HTGC,海格投资,10.501463,1.312925,1.284583,52060000,57%,78,0.17,0.166666667,1%,1%,8%,13.25564103,6%,8242403.744,7810997.436,6,0.067303057
VTNR,Vertex Energy Inc.,0,1.573123,-0.233596,2661800,247%,68,0.167333333,0.05785,15%,5%,40%,2.680173529,-54%,1508751.853,3251659,5,0.303492333
MSGN,MSG Networks Inc.,6.471772,-2.812968,3.832026,45202000,14%,37,0.166666667,0.341666667,1%,2%,12%,20.54837838,-32%,10492205.74,15338106.44,3,0.08928122
CMCM,猎豹移动,6.589742,2.159278,1.591868,194000000,164%,53,0.163333333,-0.523333333,2%,-3%,35%,14.89603774,-1%,19920154.44,20071510.81,4,0.268854251
MDP,梅瑞狄斯,23.895477,2.173838,2.213808,16800000,-61%,252,0.583333333,-0.241666667,1%,-0.004211132,0.240864793,42.27051587,1.147514376,8697392.317,4049980.952,21,0.17905237
RBCN,卢比肯科技,0,0.751654,-2.516931,150000,103%,131,0.161666667,0.228233333,2%,3%,46%,93.06413206,-34%,502954.6212,766780.3077,10,0.36499033
COLM,哥伦比亚户外,46.694105,3.859281,1.937932,10495000,193%,247,0.16,2.655,0%,3%,31%,21.04769271,-50%,10115782.6,20218681.3,20,0.2131953
UN,联合利华,21.227276,12.170471,2.718201,1618000000,-2%,252,0.633333333,0.285,1%,0.005218085,0.133164821,30.45922619,0.047879416,41224652.37,39341026.98,21,0.108335967
AKS,AK钢铁控股公司,0,47.326741,-0.223233,72300000,-22%,252,0.043333333,-0.01,1%,-0.001198205,0.51823828,12.8694246,6.250683905,207114629.1,28564840.48,21,0.434845935
GT,固特异轮胎橡胶公司,21.112045,1.205269,1.116898,164000000,6%,69,0.16,-0.54,1%,-2%,14%,27.01913043,-10%,64887374.74,72344179.74,5,0.108608018
FDUS,Fidus Investment Corporation,7.856143,0.935901,1.9297,7644000,-23%,88,0.146666667,0.27,1%,0.020940857,0.087546431,16.09034091,0.494426671,1658701.523,1109925,7,0.072727273
PANL,Universal Display Corporation,6.374766,0.983252,0.538059,6872700,265%,58,0.16,0.141283333,5%,5%,33%,4.252032759,125%,562492.7241,249861.8966,4,0.193443918
PBH,普雷斯蒂奇,5.990695,1.71091,6.413279,34466000,2%,164,0.16,0.843333333,1%,3%,26%,23.75737805,32%,7963381.805,6040358.537,13,0.212231275
KNDI,康迪车业,15.615301,0.843416,0.256159,1374500,112%,131,0.158333333,-0.0125,4%,1%,66%,5.730763359,690%,19277618.53,2439732.308,10,0.547163492
WEYS,Weyco Group,22.203137,1.959134,1.726783,1523000,17%,252,0.156666667,0.493333333,1%,2%,18%,20.77991389,34%,245481.619,183237.3016,21,0.154486567
CCT,"Corporate Capital Trust, Inc.",13.037376,0.837493,1.263291,38074000,3%,11,0.156666667,-0.141666667,1%,-1%,2%,16.44727273,-46%,6842857.667,12761908,0,-0.018519227
JNPR,瞻博网络,59.168658,2.230627,0.483026,117000000,-35%,108,0.25,0.645,1%,0.026111632,0.193526543,25.22814815,-0.320948133,104501237.2,153892864.8,9,0.144814359
EVC,超视野传播,2.891227,1.466448,1.9196,4840000,38%,218,0.15,0.125,3%,3%,74%,6.630412844,20%,7845870.22,6514613.761,18,0.520287648
KOSS,高斯电子,0,2.08047,-0.46,347000,593%,252,0.146666667,0.1802,10%,11%,45%,6.03324127,104%,396430.3571,194496.8254,21,0.329681551
IIJI,首创网络,23.451197,1.41559,0.444327,290000000,-61%,230,0.077,0.0945,1%,0.011616565,0.607707049,11.76401217,-0.974286621,232652.887,9047931.304,19,0.424620934
SIRI,Sirius XM Holdings Inc.,38.246171,-22.791433,0.181979,292000000,45%,252,0.146666667,0.16,2%,3%,58%,8.174742063,92%,953717544.7,497034194.4,21,0.410471941
WAB,美国西屋制动,36.276173,3.68506,3.011343,83271000,15%,252,0.146666667,2.873333333,1%,4%,20%,33.04789683,94%,16014686.6,8260039.683,21,0.16378739
NSYS,Nortech Systems Incorporated,0,0.555972,-0.878575,390000,2538%,252,0.143333333,0.10715,5%,4%,27%,5.260556349,75%,186635.9365,106800.7937,21,0.227268783
AVEO,AVEO制药公司,0,-7.004446,-0.238772,4004000,112%,103,0.14,-0.04,8%,0%,69%,5.516387379,250%,32014636.29,9134429.412,8,0.459546565
DNR,邓伯瑞资源,10.532262,2.657558,0.49562,30222000,110%,252,0.14,0.428333333,4%,13%,49%,9.630337302,557%,141933099.7,21592040.48,21,0.384773056
PZN,Pzena Investment Management,18.806073,5.90809,0.503029,17357000,15%,132,0.14,-0.215,2%,-2%,48%,8.144393939,-36%,990591.7273,1542280.303,11,0.350385463
OCLR,Oclaro,25.503428,2.712617,0.36897,6420000,-89%,114,0.06,-0.068333333,1%,-0.002525336,0.453221301,5.615438596,3.042048435,72143920,17848356.14,9,0.384254253
TAIT,Taitron Components Incorporated,19.473957,1.056103,0.11577,399000,86%,252,0.136666667,0.0905,8%,6%,29%,1.647795635,45%,232423.7063,159915.873,21,0.25989937
HBP,Huttig Building Products,0,2.100905,-0.345024,200000,-91%,58,0.03,-0.073333333,1%,-0.006525015,0.225061036,4.908748276,5.166617518,2187037.897,354657.6207,4,0.167114002
ZIXI,Zix Corporation,0,6.27341,-0.134719,1840000,62%,252,0.133333333,0.248333333,2%,5%,52%,7.101865079,-13%,7495514.222,8580023.016,21,0.362194395
AXTI,AXT Inc,20.108179,1.562893,0.370496,4551000,153%,245,0.133333333,0.033333333,2%,1%,37%,7.303734694,39%,5532680.447,3994086.066,20,0.324506873
SGRY,"Surgery Partners, Inc.",0,1.4555,-2.587754,4310000,-63%,36,0.05,-0.341666667,1%,-0.017341095,0.240930002,16.31513889,0.361462413,7136601.111,5241864.222,3,0.178323055
DCP,DCP Midstream Partners L.P.,0,0.926965,-0.160503,51000000,-43%,154,0.233333333,0.903333333,1%,0.027834942,0.261763593,36.43116883,2.692171767,8362769.052,2265000,12,0.19816605
VTSI,"VirTra, Inc.",12.204111,3.191097,0.409698,2112900,28%,7,0.133333333,-0.0017,3%,0%,-4%,5.347114286,175%,464602,168706.6667,0,-0.035912407
EML,Eastern Company ,22.390769,2.038737,1.344304,3258500,122%,82,0.133333333,-0.025,1%,0%,17%,19.95467439,21%,258463.4634,214414.6341,6,0.124851972
SSWA,Seaspan Corporation,23.045803,0,1.091305,68013000,140%,12,0.1307,0.277266667,1%,1%,2%,24.28350833,-41%,340616.6667,575091.8333,1,-0.007719351
ETM,安德康传播,1.732088,0.653681,4.532103,2441000,-62%,237,0.066666667,-0.333333333,1%,-0.026634625,0.489436125,22.37379747,0.100630774,7765252.319,7055274.576,19,0.360161196
GGB,盖尔道钢铁,0,0.259165,-0.04349,698000000,813%,235,0.13,-0.12,5%,-2%,42%,5.857208936,249%,151630948.8,43421055.76,19,0.32943254
KTCC,Key Tronic Corporation,39.062499,0.678278,0.196096,1258000,-6%,252,0.056666667,0.099416667,1%,0.018684878,0.511853348,5.210911111,0.030336931,737756.4048,716034.127,21,0.412833653
AMS,American Shared Hospital Service,8.143815,0.570094,0.380657,500000,13%,252,0.127566667,0.093866667,4%,4%,44%,3.38316627,1%,223929.7619,221805.5556,21,0.327144283
FII,联邦投资,8.173682,2.928023,2.840825,38667000,-29%,245,0.193333333,-1.603333333,1%,-0.051615846,0.162386561,27.05839469,1.002357777,20627806.46,10301758.61,20,0.128743976
CUO,Continental Materials Corp,0,0.541368,-1.684073,2113000,106%,252,0.127566667,-0.535383333,1%,-3%,37%,20.11542778,51%,30056.46825,19892.85714,21,0.275482777
HMC,本田汽车,5.133706,0.738767,5.781399,2.66722E+11,18%,252,0.126666667,-0.75,1%,-2%,14%,27.97853175,138%,13543943.87,5696573.016,21,0.123327694
MRO,马拉松石油,0,1.451037,-0.200036,96000000,169%,252,0.12,0.89,1%,5%,38%,16.0300496,-9%,222267031.1,245471203.2,21,0.279624578
EXTN,Exterran Corp,66.135025,1.909454,0.437136,75000,-98%,35,0.136666667,-0.215,1%,-0.004711648,0.168608678,23.46628571,-0.194005607,3526248.889,4375029.059,2,0.118539592
WIT,Wipro Ltd ADS,19.84605,0.050546,0.261513,20936000000,1%,216,0.12,-0.011666667,2%,0%,20%,3.971766204,-32%,24650603.45,36483042.59,18,0.167391413
WERN,沃纳企业公司,11.578597,2.158084,3.178278,38264000,65%,252,0.116666667,0.1,0%,1%,17%,20.20912778,61%,16547940.2,10302381.08,21,0.135077885
GFF,格里丰,6.646427,1.669979,2.760882,5827000,-39%,252,0.15,-1.18E-15,1%,0.007454385,0.208629296,14.57872262,0.145963711,3662223.444,3195758.651,21,0.173642289
AYR,爱卡索,7.551702,0.841829,2.799369,50203000,805%,146,0.113333333,0.15,1%,1%,28%,17.6180137,-32%,7389887,10943309.59,12,0.223781637
ZAGG,ZAGG Inc,16.563217,3.389063,0.999202,3215000,-6%,107,-0.066666667,0.808333333,1%,0.07173562,0.424342488,8.324392523,-0.437823489,9324263.852,16586007.55,8,0.338516717
EGLE,伊格尔散货航运,0,0.802624,-0.331021,3450800,159%,160,0.11,0.135,3%,3%,345%,2018.941844,3523%,2827435.613,78046.325,13,1.902684579
RDWR,Radware Ltd,953.67201,3.724924,0.029507,1674000,141%,229,0.11,0.7,1%,3%,22%,12.30786026,-22%,6595451.957,8499324.561,19,0.18028688
ENBA,Enbridge Inc,18.060303,0,1.420242,1327000000,7%,6,0.106666667,0.1,0%,0%,-1%,25.465,-70%,1053276.333,3485838.333,0,-0.013382733
ETE,能源转换,17.090564,-19.178507,1.069596,633000000,423%,151,0.106666667,0.553333333,1%,4%,42%,16.64521523,248%,120542932,34621738.67,12,0.273038597
FENG,凤凰新媒体,63.911498,0.85752,0.069784,49019000,103%,89,0.103333333,0.048333333,3%,3%,41%,5.988539326,-20%,5708698.333,7101313.636,7,0.317594278
ISIG,Insignia Systems,16.53054,1.588415,0.122803,184000,134%,252,0.1,0.056666667,7%,5%,81%,3.306833333,-22%,689865.5476,883854.7619,21,0.565837452
VIVO,Meridian Bioscience Inc,27.412137,3.788604,0.570915,6825000,2744%,252,0.1,0.308333333,1%,2%,22%,13.93358492,59%,4961853.262,3122361.016,21,0.184964192
HMI,华米科技,16.096514,2.975965,0.674059,84778000,70%,8,0.096666667,-0.08,2%,1%,1%,10.29,-10%,5409502.5,5986655,0,-0.009947242
CVG,肯沃基,25.784218,1.659394,0.954072,13900000,-65%,242,0.186666667,0.37,1%,0.015765611,0.185301432,20.08169421,-0.148643418,14758108.74,17334814.88,20,0.154215519
WLKP,Westlake Chemical Partners LP,11.785737,1.791255,2.172117,84476000,-2%,51,0.15,0.4,1%,0.017803771,0.182767509,23.51137255,-0.530124815,1129982.385,2404856.48,4,0.114475271
APOG,Apogee Enterprises,17.995567,2.689251,2.772905,15373000,-5%,252,0.316666667,0.793333333,1%,0.018396155,0.255078941,21.25823413,0.417676605,4632107.54,3267393.651,21,0.201500461
AUO,友达光电,4.16695,0.020656,1.02953,39713000,-100%,194,0.03,-0.056666667,1%,-0.009701891,0.248421461,7.611014433,-0.51421625,27038178.71,55658878.52,16,0.210706289
IPG,埃培智,15.336622,4.259112,1.491854,148000000,37%,252,0.093333333,0.158333333,0%,1%,25%,18.77390873,116%,111127335.7,51521817.46,21,0.200981481
GBDC,Golub Capital BDC,12.760378,1.172493,1.484282,21720000,8%,102,0.093333333,0.126666667,1%,1%,7%,17.0770098,21%,3661947.98,3023631.373,8,0.060626774
MOC,Command Security Corp,0,1.144189,-0.079594,729800,923%,252,0.093333333,-0.197583333,9%,-4%,39%,1.909710714,38%,536044.5079,388481.746,21,0.324378302
EQNR,Equinor ASA,18.682832,2.064144,1.38737,1220000000,-15%,208,0.18,0.55,1%,0.022661352,0.180919433,20.37225962,1.985435936,38607706.33,12932016.35,17,0.159891346
RENX,Relx NV,19.410667,15.649074,1.146277,340000000,-1%,39,0.136666667,0.168333333,1%,0.008344027,0.057382762,19.07974359,-0.404767903,1807741.15,3037035.737,3,0.037068592
ELVT,Elevate Credit Inc.,0,3.6813,-0.111102,3128000,4%,18,0.09,0.13,1%,2%,10%,7.750555556,-9%,3984590.111,4374292.778,1,0.045056597
TGC,Tengasco Inc,9.795715,1.789457,0.112294,109000,161%,252,0.089566667,0.055266667,13%,8%,85%,23.58374152,270%,1103858.881,298570.5873,21,0.651457229
AMX,美洲移动,103.172681,6.45608,0.16516,1286000000,-92%,212,0.106666667,-0.363333333,1%,-0.017389141,0.154105175,16.87968491,-0.467002468,106507269.7,199826947.2,17,0.138427367
IOSP,英诺斯派材料,30.299018,2.318566,2.56774,21800000,-16%,152,0.433333333,1.5,1%,0.021576088,0.383420384,35.12575658,-0.095068925,2249751.526,2486102.632,12,0.283910599
