code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_3_1,grow_3_2,grow_3_3,grow_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
KFRC,K力,25.279433,6.956848,1.673297,16272000,0.4602,252,1.766666667,-2.25,4.05,3.5,2.275,0.287830394,14.09944444,-0.238547378,3478175.373,4567815.873,21,0.241506619
MAR,万豪酒店,29.052719,15.036153,4.237469,610000000,0.2474,60,1.76,4.32,-1.31,2.27,-0.635,0.092000057,85.6685,0.205128524,55857764.07,46350047.27,5,0.071942166
CALM,Cal-Maine Foods,19.236462,2.555654,2.604429,72096000,3.9294,252,1.75,1.55,4.55,-0.85,1.166666667,0.258011468,16.21539683,0.252329406,9413782.008,7517017.46,21,0.230331371
MYE,Myers Industries Inc,0,4.418451,-0.008748,8608000,3.3191,252,1.75,1.95,0.8,2.5,0.575,0.376593226,13.52182817,0.289950088,2406991.294,1865956.921,21,0.27034153
EQM,EQT Midstream Partners,10.821296,2.795299,5.250757,162000000,0.1648,76,1.736666667,-0.67,6.02,-0.14,-0.405,0.138111841,66.18657895,1.246743371,8003384.711,3562215.789,6,0.110743438
DIS,迪士尼,14.028332,3.611939,7.978853,3059000000,0.2365,252,1.736666667,-2.54,-1.66,9.41,1.628333333,0.116194591,47.50148135,0.155521713,186713727.8,161583919.8,21,0.100151066
ANDE,安德森斯,12.429633,1.400515,3.262365,21413000,1.8015,252,1.733333333,-1.65,5.55,1.3,1.041666667,0.331781949,21.4914881,-0.0211728,4584112.603,4683270.556,21,0.263978575
AFI,"Armstrong Flooring, Inc.",0,0.822955,-1.454594,10500000,0.9444,30,1.713333333,1.64,4.39,-0.89,0.95,0.155790974,16.94333333,-0.341328685,2995996.733,4548545.933,2,0.101210182
K,家乐氏,14.265619,8.850047,5.078644,599000000,1.1166,252,1.71,3.03,0.66,1.44,1.668333333,0.094856963,49.28742063,1.00551855,42621612.88,21252165.87,21,0.08628548
MMC,威达信集团,26.032455,5.510534,3.234424,536000000,0.0572,252,1.703333333,2.11,1.25,1.75,0.668333333,0.10056906,42.42014563,0.177597935,54111726.99,45950935.71,21,0.08435706
VNOM,Viper Energy Partners LP,16.927755,12.751864,2.356485,128000000,4.8,51,1.676666667,-1.06,6.42,-0.33,1.915,0.149607919,20.36205882,3.092030785,7256191.462,1773249.48,4,0.117230706
EGL,Engility Holdings,0,1.863365,-0.852361,13756000,0.456,74,1.656666667,0.93,-0.17,4.21,1.838333333,0.294735611,29.37162162,0.182160447,3129651.568,2647400,6,0.240226722
ABG,阿斯伯里汽车集团,9.902123,3.404197,7.609479,43200000,0.3542,199,1.65,-1.45,4.2,2.2,1.1,0.495991137,32.40386935,0.247453744,5914350.83,4741138.384,16,0.339968418
ASPS,Altisource Portfolio Solutions S,2.318398,2.033046,15.998115,2255000,-0.7681,110,1.65,-2.27,2.89,4.33,1.248333333,0.457663417,77.58179,3.492136867,7859156.473,1749536.291,9,0.334330626
TKR,铁姆肯,14.521221,2.409285,3.274518,91900000,0.1207,252,1.65,-0.35,-1,6.3,0.383333333,0.221059727,25.15464286,1.030958728,21558001.49,10614692.06,21,0.177144761
MPX,海洋产品,26.99842,8.564151,0.70856,8990000,0.4692,212,1.64,3.27,1.04,0.61,1.425,0.387767594,8.194216509,-0.407432634,447269.0094,754798.5849,17,0.302722129
FIS,繁德信息技术,24.865498,3.429323,4.378356,218000000,0.483,208,1.636666667,2.09,4.9,-2.08,2.046666667,0.160357492,38.24403846,0.239432182,35713296.85,28814240.38,17,0.134820096
UFPT,UFP Technologies,26.094217,2.040801,1.393029,3990000,0.5171,252,1.616666667,0.4,2.45,2,1.041666667,0.411646152,10.99365079,0.852606928,676874.9365,365363.4921,21,0.333384361
TSE,Trinseo,8.988009,4.067106,8.516903,98300000,0.6329,52,1.616666667,-1.95,2.5,4.3,0.258333333,0.218919621,47.67634615,0.917279494,11325791.85,5907220.038,4,0.18047235
CFX,科尔法克斯,34.288193,1.219284,0.991595,41779000,-0.2855,125,1.6,0.1,2.7,2,0.611666667,0.166173167,32.86904,0.971794017,16752015.32,8495824.194,10,0.151468955
SKM,韩国SK电信,5.833977,0.095643,4.454937,9.143E+11,0.4735,252,1.59,1.61,1.41,1.75,0.555,0.123890168,20.51728294,0.283368415,22187257.6,17288299.55,21,0.112674269
BC,宾士域,49.594859,3.778593,1.318685,79000000,-0.3384,252,1.59,2.64,2.16,-0.03,1.613333333,0.452186418,31.18257937,0.910779933,24739011.86,12947075.4,21,0.343738565
COP,康菲石油,19.304568,2.718244,3.761286,1654000000,1.4828,252,1.58,-0.43,1.91,3.26,2.528333333,0.144948507,42.26727183,0.430697404,196199078,137135272.2,21,0.12697315
VZ,威瑞森,7.245522,4.350827,7.560532,4246000000,-0.0518,252,1.58,1,2.35,1.39,1.178333333,0.110315314,40.78732143,0.945566199,309123051.9,158885907.9,21,0.091674475
IIIN,Insteel工业,24.867938,3.310149,1.608899,12868000,0.8733,200,1.573333333,-0.37,-2.82,7.91,1.73,0.746612805,14.974475,-0.473836523,1871922.33,3557682,16,0.548261543
TPR,Tapestry Inc.,36.6389,4.530182,1.392782,212000000,0.3955,216,1.57,-0.44,4.05,1.1,0.911666667,0.210537495,34.56127315,-0.074671986,78621318.95,84965890.74,18,0.177678914
EC,哥伦比亚国家石油,11.910665,0.018055,1.85548,3.76661E+12,1.5402,121,1.55,2.4,1.25,1,0.971666667,0.19876159,28.83578512,2.33752004,19383559.89,5807773.333,10,0.165706178
HZO,海上麦斯服务,14.951459,1.400341,1.421266,17376000,0.2199,244,1.55,0.95,3.75,-0.05,0.691666667,0.551925734,14.90561475,0.443118983,4062352.73,2814981.148,20,0.388616115
MMS,马克西姆斯服务,18.942975,4.007482,3.464081,60242000,0.0425,252,1.533333333,-0.01,1.71,2.9,-0.041666667,1.107795795,15.02218651,-0.592163246,52258958.79,128136952.4,21,0.626516479
SSL,南非萨索尔,36.794616,1.399435,1.039826,1210000000,-0.8011,252,1.523333333,0.5,0.22,3.85,0.948333333,0.180159438,29.13440476,0.756904715,7005700.778,3987524.603,21,0.148551637
RBC,雷勃电气,15.485507,1.567931,5.382452,67300000,0.2394,252,1.516666667,1.4,-1.85,5,2.091666667,0.198981884,45.64011905,1.733307688,6443627.532,2357446.825,21,0.158620703
RYAM,Rayonier Advanced Materials Inc.,2.512512,1.457547,8.370108,53389000,10.6748,52,1.516666667,0.73,2.84,0.98,0.01,0.27960512,16.78403846,0.03743224,14304234.08,13788114.08,4,0.192943478
XRX,施乐,63.584443,1.299942,0.430923,114000000,-0.3294,144,1.506666667,0.4,1.95,2.17,-0.036666667,0.180522419,41.13777778,-0.014032532,47936576.68,48618821.88,12,0.145644021
MIC,麦格里基础设施,7.72723,1.290225,6.025445,36279000,0.394,166,1.5,-0.5,1.63,3.37,1.651666667,0.434774488,42.41451807,0.653769363,10659372.42,6445501.205,13,0.301066994
ELY,卡罗韦高尔夫,20.37836,2.942793,1.132574,60934000,0.936,252,1.496666667,0.55,3.63,0.31,1.223333333,0.215957273,12.57952381,0.169268438,15819213.65,13529154.76,21,0.172184038
BSX,波士顿科学,92.475699,6.200303,0.37545,555000000,2.8014,252,1.496666667,1.38,2.01,1.1,1.618333333,0.215781851,16.59619048,1.153164633,270898190.2,125813969.8,21,0.170675907
ARA,"American Renal Associates Holdings, Inc.",0,-9.895506,-0.292049,2277000,-0.8611,30,1.49,-1.69,5.79,0.37,0.288333333,0.211154953,19.11866667,0.253475882,3650637.867,2912411.733,2,0.12848262
CTB,库珀轮胎与橡胶,34.653779,1.320488,0.851278,15709000,-0.6572,252,1.483333333,1.3,0.6,2.55,0.266666667,0.408723962,21.29289683,0.520468771,17657739.62,11613352.38,21,0.314883902
RFP,Resolute Forest Products,10.033305,0.703389,1.310635,72000000,1.9863,77,1.483333333,1.05,3.55,-0.15,1.066666667,0.31088204,11.12844156,-0.042475822,6449570.41,6735673.684,6,0.232765386
ZTS,Zoetis Inc.,39.03971,21.914423,2.295099,382000000,0.5466,68,1.483333333,-1.8,4.55,1.7,0.978333333,0.112538381,49.81191176,-0.137130411,62974463.62,72982597.15,5,0.081828198
ICE,洲际交易所,17.033092,2.49746,4.29693,462000000,0.082,155,1.48,1.66,2.18,0.6,0.831666667,0.2414832,35.11747097,-0.625723998,64869730.53,173320571.4,12,0.204532045
PHG,飞利浦,22.442559,3.019747,1.964571,1000000,-0.9965,232,1.476666667,2.12,0.73,1.58,1.315,0.144976031,29.83619353,0.012538026,21904772.17,21633530.41,19,0.121953223
GNRC,Generac控股,16.911178,5.461839,3.214442,54231000,1.1371,104,1.466666667,2.08,-0.04,2.36,1.676666667,0.256893743,35.15298077,0.524778031,13103361.81,8593619.231,8,0.189004945
INXN,Interxion Holding,115.65426,6.464385,0.557005,582000,-0.9397,93,1.463333333,0.58,0.97,2.84,0.793333333,0.127207037,31.34204301,0.76805859,10319331.62,5836532.609,7,0.11120317
RGS,Regis Corp,114.408523,1.942294,0.187049,4762000,2.8005,252,1.46,-0.49,3.93,0.94,0.851666667,0.250267108,22.36732817,0.370019901,8113050.175,5921848.413,21,0.190040375
TRNS,Transcat,26.94318,3.336398,0.909321,1428000,0.6682,252,1.458333333,-1.55,1.975,3.95,1.349916667,0.288609535,6.754322619,0.008495333,156736.1825,155415.873,21,0.2364144
BERY,Berry Plastics Group,12.762243,4.562687,3.623971,110000000,0.028,72,1.456666667,2.42,-1.13,3.08,-0.66,0.107064049,36.24736111,0.477007799,27004372.33,18283161.64,6,0.095611126
ARCB,ArcBest Corporation,19.441644,1.815329,2.43035,1233000,-0.9218,252,1.45,1.15,2.05,1.15,2.958333333,0.455810243,26.06464286,0.372057344,8071837.31,5883017.46,21,0.324662437
CRAI,CRA国际,36.588606,2.346891,1.557862,6839000,0.7504,246,1.44,-2.32,3.29,3.35,0.415,0.202520896,29.18154472,-0.322903415,958114.7886,1415034.146,20,0.173571542
FOR,福里斯特,26.075976,1.746402,0.987499,10286000,5.064,130,1.433333333,-0.7,2.95,2.05,0.65,0.445285768,16.71546154,0.131609471,5991626.677,5294783.077,10,0.316218922
ADM,阿彻丹尼尔斯米德兰公司,14.769061,1.516766,3.432852,566000000,1.0582,252,1.423333333,-0.26,2.06,2.47,1.071666667,0.232770385,28.21497262,0.669154864,90932572.87,54478212.2,21,0.167689804
SATS,回声星通信,11.572994,1.110928,4.221898,77684000,9.9076,130,1.42,0.42,3.02,0.82,-0.686666667,0.326043923,37.20576923,-0.286943558,3272517.692,4589423.077,10,0.250412126
NGVC,Natural Grocers by Vitamin Cotta,36.773408,3.007452,0.528099,1991000,2.3294,75,1.42,-2.63,6.3,0.59,1.651666667,0.35760887,20.14813333,0.025940989,2653044.579,2585962.162,6,0.239008079
WCC,Wesco International Inc,16.208259,1.333104,3.791277,57673000,0.1643,233,1.416666667,-0.55,0.35,4.45,-0.125,0.281125609,41.20261803,0.542268143,11657769.56,7558847.414,19,0.23249875
CEIX,CONSOL Energy Inc.,13.492627,3.667519,3.076495,52709000,0.0089,11,1.416666667,-1.12,1.63,3.74,2.28,0.219735578,35.85181818,-0.133201629,8596369,9917380.2,0,0.0866801
CL,高露洁,26.612339,-110.964367,2.51312,675000000,0.2054,252,1.413333333,2.25,-0.42,2.41,-0.33,0.088524679,41.41309524,-0.002228144,84319757.86,84508053.97,21,0.080328077
WCN,Waste Connections Inc,29.559447,3.266572,2.66074,139000000,0.1205,245,1.403333333,0.38,1.37,2.46,1.251666667,0.122658814,20.48457224,-0.07440733,21271319.55,22981296.47,20,0.102897496
HSTM,健康流科技,30.551927,3.239652,1.024158,2545000,0.1231,222,1.396666667,-0.3,3.62,0.87,0.866666667,0.302776625,11.8070045,3.300438749,2371633.856,551486.4865,18,0.262516298
KALU,凯撒铝业,35.169678,2.384799,3.102957,20700000,3.4043,148,1.393333333,-1.36,-2.71,8.25,1.083333333,0.188098526,64.8152027,-0.151814705,2968063.973,3499310.811,12,0.161258878
KOF,可口可乐凡萨瓶装,0,2.138001,-3.557111,3191000000,1.5405,252,1.39,-0.23,-1.85,6.25,-0.691666667,0.175138099,54.0836377,-0.427965613,2029808.635,3548403.175,21,0.149563576
CSTE,CaesarStone Sdot-Yam Ltd,51.451252,1.377988,0.367338,11041000,-0.2576,79,1.383333333,0.05,3.25,0.85,-0.075,0.228974103,35.25322785,0.826160927,6650096.125,3641571.795,6,0.188546822
CE,塞拉尼斯,13.905977,4.638232,8.353243,345000000,0.4807,165,1.383333333,-3.18,-0.71,8.04,2.451666667,0.287004944,48.5529697,-0.343251496,21305871.36,32441446.34,13,0.204921827
CTL,世纪电信,10.059193,1.068894,2.261613,292000000,16.1765,144,1.38,1.38,2.59,0.17,1.125,0.169135372,33.47972222,1.456161506,136590767.6,55611476.39,12,0.132958948
DM,多兰传媒,11.278175,1.010827,1.480736,132000000,3.1772,48,1.366666667,1.2,1.1,1.8,0.341666667,0.140708071,29.105625,1.198638076,8244977.708,3750038.625,4,0.105129358
MD,Mednax,12.623744,1.361961,3.719974,79412000,0.2467,117,1.363333333,0,4.52,-0.43,-1.255,0.126520478,47.24747863,0.170648904,15028859.25,12838058.62,9,0.10904963
AL,航空租赁公司,5.980054,1.104518,7.698927,115000000,0.1416,90,1.356666667,-0.63,2.28,2.42,0.575,0.133384488,32.403,0.654701984,16413919.29,9919562.222,7,0.102973875
PRFT,Perficient,38.009409,2.610599,0.737449,5849000,1.428,231,1.353333333,1.51,2.44,0.11,1.251666667,0.333174653,11.7575974,-0.18521768,2787461.716,3421112.174,19,0.268954284
CROX,卡骆驰,126.145583,7.021519,0.162035,34377000,0.5655,152,1.353333333,0.92,2.6,0.54,0.863333333,0.520339887,15.26496711,-0.662284971,24417280.54,72301432.89,12,0.379473261
AVX,AVX Corp.,118.279259,1.549754,0.173995,55963000,0.7775,252,1.346666667,-1.73,0.53,5.24,0.535,0.166299539,14.51702381,-0.437444496,4474496.825,7953876.19,21,0.122846212
NHC,National Healthcare Corp,22.232973,1.654564,3.45208,22375000,1.117,252,1.346666667,-2.98,4.83,2.19,2.321666667,0.1568029,39.52960317,1.218120375,427472.2857,192718.254,21,0.131545661
SIMO,慧荣科技,25.9031,3.836709,2.258031,30728000,0.2786,160,1.333333333,-5.15,8.4,0.75,1.528333333,0.422239598,21.1075,0.099059107,10038080.5,9133340,13,0.339762371
BAK,Braskem S/A ADS,14.530123,4.00244,1.990348,493000000,-0.5688,238,1.326666667,0.87,-0.08,3.19,0.271666667,0.303647408,13.4347479,2.500854968,7932028.311,2265740.336,19,0.268097597
LPX,路易斯安那太平洋,8.535679,2.357596,3.41742,163000000,0.7217,252,1.32,1.79,2.17,0,0.315,0.467357212,15.84369048,1.593781661,48221044.26,18591019.05,21,0.338729395
RBA,里奇兄弟拍卖,37.380728,5.25926,1.022452,45727000,1.5816,246,1.3,-0.22,4.86,-0.74,1.093333333,0.154045959,17.55787602,2.247507792,10794607.65,3323966.667,20,0.135195617
HCKT,哈克特服务,17.561942,4.919512,1.156478,11521000,1.4255,129,1.296666667,-0.62,2.51,2,0.686666667,0.277094673,8.263449612,-0.044380877,2371734.677,2481882.813,10,0.244578795
AZN,阿斯利康,36.234968,7.668778,1.05699,319000000,-0.2848,252,1.293333333,-0.38,-0.35,4.61,0.708333333,0.154779281,45.08448373,1.70239697,50198089.66,18575394.44,21,0.133518057
BAX,百特国际,42.725604,4.352454,1.693364,343000000,0.2943,252,1.286666667,2.89,1.91,-0.94,2.038333333,0.131327625,48.48972222,0.364632162,78411432.6,57459757.14,21,0.106124098
EBIX,亚太交换中心,23.252815,4.946823,3.373785,29071000,0.2165,252,1.266666667,0.35,0.05,3.4,0.883333333,0.33861491,16.26478175,5.644636877,8639991.008,1300295.437,21,0.282473218
SXT,Sensient Technologies Corp,24.647898,3.656793,2.865153,39123000,0.2713,252,1.25,3.74,1.85,-1.84,0.716666667,0.118036807,35.24494048,0.111899396,4635567.706,4169053.175,21,0.100267105
MG,Mistras Group,217.324516,2.241085,0.100909,6000000,1.7051,108,1.25,-0.32,1.81,2.26,0.603333333,0.235507034,19.58768519,-0.221006322,1928225.741,2475277.778,9,0.186584151
IX,欧力士,7.025662,4.225512,11.216025,80032000000,-0.12,241,1.243333333,0.82,0.39,2.52,-0.808333333,0.321531812,64.45199793,1.780037335,596057.6116,214406.3333,20,0.244962497
DWDP,陶氏杜邦,208.320172,1.625181,0.332229,1803000000,0.3267,252,1.24,-1.17,1.65,3.24,0.89,0.281049105,39.39760556,1.479525361,186386562.9,75170258.73,21,0.197132848
FUL,富乐,27.129783,2.641747,2.173626,44464000,0.7191,252,1.24,0,0.29,3.43,1.255,0.215159026,25.53214286,-0.063332986,6438510.786,6873852.381,21,0.166916363
CYBE,数码光学科技,147.249129,2.789548,0.142955,740000,-0.3242,252,1.233333333,-1.1,3.45,1.35,0.583333333,0.437888611,12.15859008,-0.312329375,719647.3095,1046500,21,0.32191409
SNY,赛诺菲安万特,21.725984,0.848637,2.005893,790000000,-0.2533,195,1.223333333,1.52,-1.41,3.56,0.55,0.113191241,40.41805128,0.522690827,36763297.91,24143639.18,16,0.096159662
BLFS,BioLife Solutions Inc.,0,21.336153,-0.018259,1139000,2.4827,54,1.22,-5.44,3.31,5.79,1.606666667,0.461078635,4.041851852,0.56891228,3444804.852,2195664.407,4,0.326545075
OTEX,Open Text Corporation,42.775932,2.799466,0.910325,61893000,0.338,252,1.22,-0.59,2.04,2.21,0.683333333,0.364960994,9.300718254,-0.443057122,41877843.35,75192349.21,21,0.272735733
BPI,Bridgepoint Education,21.440175,2.388248,0.594678,17231000,1.729,114,1.216666667,-1.57,-1.37,6.59,0.576666667,0.508980398,13.50789474,-0.609456945,3493446,8945098.246,9,0.347054129
BLKB,布莱克波特科技,72.577015,13.915842,1.410915,6592000,-0.4023,171,1.213333333,0.4,4.98,-1.74,1.78,0.208514148,37.22532164,-0.156493662,4279828.105,5073854.118,14,0.175339331
SMP,Standard Motor Products Inc,40.148486,2.470455,1.268541,15945000,-0.1024,252,1.206666667,0.9,2.03,0.69,0.713333333,0.40757739,20.69472222,1.292248399,2467625.413,1076508.73,21,0.324575499
BPT,BPT信托,7.258045,966.987578,4.009344,27215000,0.1578,252,1.2,2.35,3.45,-2.2,1.55,0.25571079,51.72952381,0.316383479,3723285.151,2828419.841,21,0.211756779
ABBV,AbbVie Inc.,24.053072,-43.700788,4.049379,1983000000,0.0355,70,1.19,-0.29,3.69,0.17,-0.386666667,0.105728137,64.44228571,-0.016978975,146871118.9,149407912.1,5,0.086681949
GGG,固瑞克,27.245042,10.888861,1.701961,89140000,0.1167,252,1.19,1.23,1.15,1.19,0.505,0.156750298,14.66886865,0.285747114,20402854.75,15868481.86,21,0.122907485
ETP,Energy Transfer Partners,19.702168,1.063687,1.182611,602000000,1.0338,199,1.183333333,-0.26,1.67,2.14,1.026666667,0.178534572,16.79452261,5.120404938,37333987.91,6099921.212,16,0.148782729
WMS,WMS Industries Inc,25.904706,5.301323,1.225646,33651000,0.8215,51,1.183333333,0.5,3.5,-0.45,1.025,0.151516542,24.30058824,-0.043175294,6661316.846,6961898.88,4,0.123233182
AMC,AMC院线,0,1.24016,-2.210926,22200000,1.1258,58,1.183333333,0.75,2.35,0.45,0.916666667,0.162968504,24.39655172,5.116911397,33047579.45,5402657.862,4,0.125235202
BRO,布朗保险经纪,19.711554,2.996434,1.541228,73922000,0.1183,252,1.17,0.59,1.22,1.7,0.935,0.129626659,11.59792421,0.709322661,29761768.41,17411439.68,21,0.109421561
MLHR,赫尔曼米勒,17.890405,3.437687,2.146402,32200000,-0.0388,252,1.166666667,-0.9,0.45,3.95,0.891666667,0.196474504,25.86545635,-0.203370939,7452528.087,9355079.365,21,0.160566229
GEL,Genesis Energy L.P.,0,1.602809,-0.128311,10871000,-0.6763,252,1.166666667,1.3,0.99,1.21,0.936666667,0.249214614,21.73275794,9.56066584,6551208.476,620340.4762,21,0.193980008
CNK,喜满客影城,15.76458,3.020071,2.380019,82464000,0.5917,138,1.166666667,1.1,1.44,0.96,0.223333333,0.155523775,26.09,0.241832204,15824167.45,12742597.1,11,0.138530542
GMED,Globus Medical Inc,37.751177,4.686221,1.386182,44977000,0.5689,74,1.166666667,-0.05,1.97,1.58,0.578333333,0.17054106,26.62324324,0.594420653,14528304.97,9111964.865,6,0.137458752
WSO.B,Watsco Inc,28.358517,4.39923,5.994672,108000000,0.1917,252,1.16,6.4,-0.09,-2.83,0.548333333,0.168624025,61.45206587,-0.525483304,4821.428571,10160.71429,21,0.145554218
PKG,Packaging Corp of America,14.206491,4.343556,7.787989,187000000,0.3031,225,1.156666667,4.71,-3.07,1.83,0.446666667,0.167016054,39.28328889,0.483948073,17914291.35,12072047.32,18,0.143954137
CDEV,"Centennial Resource Development, Inc.",27.923461,1.64468,0.673269,67482000,1.909,24,1.156666667,1.75,1.4,0.32,0.551666667,0.072581024,18.24541667,0.716765708,44183608.17,25736539.33,2,0.043685964
SHOO,史蒂夫·马登,24.585161,4.14095,2.371349,32445000,0.1179,252,1.15,-2.1,4.35,1.2,2.116666667,0.322752463,16.22448413,-0.231860626,12514087.36,16291428.07,21,0.244367297
RDY,如瑞迪博士,27.872405,0.04442,1.254646,4561000000,6.7174,210,1.15,0.83,3.64,-1.02,0.415,0.189364944,25.98621429,-0.196304151,6156543.657,7660290.476,17,0.160319467
EFII,电子影像,0,2.009554,-0.489341,3768000,0.3657,252,1.143333333,-1.07,2.69,1.81,0.99,0.176667387,26.65928571,-0.594351386,6499502.349,16022493.65,21,0.156236092
CLF,克里夫天然资源公司,6.406844,-9.610769,1.542101,165000000,4.485,252,1.143333333,1.62,-0.68,2.49,0.82,0.505785264,21.80900794,4.761069694,157790678.6,27389128.57,21,0.413485539
DFIN,"Donnelley Financial Solutions, Inc.",93.783023,3.888938,0.220509,18900000,0.0053,24,1.14,-0.24,0.09,3.57,0.591666667,0.118181075,20.62083333,-0.399615183,4978989.083,8292996.333,2,0.063800103
GILD,吉利德科学,43.273368,4.401887,1.700584,1819000000,-0.4073,252,1.126666667,-1.98,-1.77,7.13,-0.165,0.151688546,31.20956349,-0.43221515,257397203.5,453335807.9,21,0.142936331
MOS,美国美盛,0,1.120491,-0.293401,68100000,-0.2987,168,1.12,-0.38,1.41,2.33,1.186666667,0.315042217,43.86375,-0.062395679,84984389.83,90639929.76,14,0.26748096
FSS,联邦信号,18.833304,3.184814,1.383188,26900000,1.3596,252,1.113333333,0.43,2.28,0.63,0.758333333,0.256618786,15.23115079,0.344802247,5957853.913,4430282.54,21,0.20621884
JBHT,JB Hunt运输服务,17.987571,6.657344,6.88253,152000000,0.5495,252,1.11,3.81,0.85,-1.33,1.021666667,0.16099797,39.10593254,-0.144283227,24224440.62,28308946.83,21,0.139868358
CDNS,铿腾电子,59.709334,11.145795,0.784132,75149000,0.0871,252,1.106666667,-0.65,2.83,1.14,1.638333333,0.174040725,18.08809524,0.495486385,60612329.06,40530177.78,21,0.143094647
BLBD,Blue Bird Corp,26.41332,-11.217103,0.842378,21891000,0.0928,44,1.1,2.6,0.4,0.3,0.35,0.148816522,15.97613636,0.838520476,1686601.273,917368.7727,3,0.115535115
IMAX,Imax Corp,78.294525,2.90406,0.312921,10255000,4.6689,92,1.1,1.8,1.4,0.1,0.925,0.199623305,27.33358696,0.018603226,17393002.17,17075345.65,7,0.15386585
AXL,美国车桥,4.825407,1.136991,3.721966,151000000,1.2821,237,1.08,0.77,1.08,1.39,0.606666667,0.732463941,17.73025316,2.20870025,41604083.58,12966023.73,19,0.471218582
NVT,nVent Electric plc,22.588836,1.857839,1.238665,43300000,-0.3876,5,1.076666667,0.33,0.54,2.36,1.416,-0.003590448,27.216,-0.739883327,17079129,65659493.5,0,-0.003590448
WWW,沃尔弗林集团,56.005612,3.62421,0.687074,55500000,1.7073,252,1.076666667,-0.13,2.48,0.88,1.518333333,0.174078803,14.73066071,0.280696465,17746131.16,13856625.4,21,0.145974303
AER,AerCap Holdings N.V.,8.152084,0.971976,6.963864,254000000,-0.1008,143,1.07,0.08,0.84,2.29,1.051666667,0.43096313,26.82258741,2.138512608,27836312.63,8869269.014,11,0.289842882
OMP,Oasis Midstream Partners LP,30.194044,2.586804,0.769357,37485000,2.0164,13,1.066666667,-0.77,2.39,1.58,0.628333333,0.065557428,18.56692308,-0.52805577,1100049.143,2330888,1,0.011130683
DISH,DISH Network Corporation,6.643157,2.123798,5.336318,460000000,6.8331,252,1.063333333,1.15,3.99,-1.95,-0.125,0.212310621,32.86351865,-0.175728834,53719508.4,65172130.95,21,0.174821941
HEP,霍利能源,11.762939,6.908583,2.609042,41499000,-0.0317,171,1.063333333,1.7,-1.34,2.83,0.736666667,0.226402189,26.58266082,0.623628759,2507490.233,1544374.118,14,0.178134731
GTES,Gates Industrial Corp PLC,19.118071,2.752514,0.921118,92600000,10.575,9,1.053333333,1,2.75,-0.59,0.345,0.034693422,17.13777778,-0.500274935,8383359.2,16775943,0,0.001233388
HA,夏威夷控股,5.981426,2.283085,6.921427,79480000,0.0336,124,1.05,-2.65,1.4,4.4,0.033333333,0.309188876,18.87544355,0.545018758,20635641.84,13356240.32,10,0.266649503
CSPI,CSP Inc,0,2.657267,-0.104695,3000,-0.9957,252,1.033333333,-0.5,2.63,0.97,0.422533333,0.354630142,6.465565476,-0.493808279,220150.1111,434914.4841,21,0.273579825
MNST,怪物饮料,37.700475,9.295157,1.608733,270000000,0.2133,252,1.03,-0.98,1.28,2.79,0.536666667,0.486686741,14.40316111,-0.328697568,112300397,167287338.1,21,0.367114505
SDI,"Standard Diversified Opportunities, Inc.",34.164489,5.392443,0.463932,8087000,0.2689,6,1.028066667,0.8642,-1.82,4.04,3.122366667,0.092857766,14.47776667,2.480139634,350256.3333,100644.3333,0,0.092857766
SUN,太阳石油,0,2.47871,-0.0404,68000000,1.3063,73,1.026666667,0.74,0.42,1.92,0.398333333,0.140839318,34.24315068,3.59467908,11680325.14,2542141.667,6,0.111778442
VLRS,Controladora Vuela Compania de Aviacion SAB de CV,92.898889,1.589836,0.08041,38140000,1.0751,61,1.023333333,0.88,-0.11,2.3,0.003333333,0.204493346,12.3042623,0.798936968,9420768.097,5236852.8,5,0.157965966
MSM,MSC Industrial Direct Co,15.343855,3.478508,5.60876,79069000,0.2583,252,1.023333333,1.93,1.01,0.13,-0.628333333,0.175327613,48.16420635,0.782013043,9431383.23,5292544.444,21,0.14821581
DNOW,NOW Inc.,467.814074,1.573443,0.036895,14000000,1.8235,52,1.02,-1.03,2.32,1.77,1.043333333,0.15732447,18.76288462,-0.083547944,26515762.81,28933060.54,4,0.119973964
BPL,巴克艾,12.35216,1.187614,2.988951,93317000,-0.1982,252,1.02,2.74,0.63,-0.31,0.136666667,0.165516984,48.76990079,7.570897732,8400010.357,980061.9048,21,0.127311124
PARR,Par Petroleum Corporation.,12.135695,1.729988,1.496412,16178000,1.3092,51,1.02,-0.12,2.94,0.24,0.515,0.162690239,18.20686275,1.368788518,5349846.615,2258473.72,4,0.124417072
CCR,CNX Coal Resources LP,9.168513,2.319329,1.963241,19376000,0.6887,39,1.016666667,-0.55,1.9,1.7,0.691666667,0.207507114,14.18666667,-0.56258673,792305.35,1811342.737,3,0.143592125
MDLZ,亿滋,20.776192,2.466671,2.040316,325000000,-0.35,76,1.003333333,1.12,-0.56,2.45,0.401666667,0.074937729,38.10486842,-0.066022244,177632612.4,190189339.5,6,0.060979854
PLXS,普雷克萨斯,0,2.226632,-0.89497,26501000,0.036,252,1.003333333,-1.03,3.87,0.17,0.523333333,0.278821983,29.25267857,-0.59230359,4686226.587,11494402.38,21,0.228507941
