code,open,name,pe,pb,eps,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_3_rs,month_6_rs,price,vol_radio,volume_3,volume_6,year
SUMR,1.7,Summer Infant,0.0,2.857287,-0.288671,298000.0,-0.4492,47678000.0,-0.0932,-2707000.0,-16.9235,42055000.0,-0.1116,-1717000.0,0.6166,46816000.0,0.0282,-1243000.0,-6.3348,43134000.0,-0.1116,42,0.0,0.1600666666666667,0.03379629629629627,0.17837756901879728,0.024006975668959946,0.18531548266559392,1.37,-0.10563742513892854,1955519.0,2186494.6666666665,3
POWL,35.66,Powell Industries,0.0,1.366373,-1.204798,301000.0,1.0936,122000000.0,0.4213,-3330000.0,-3.0169,102000000.0,-0.0303,-5662000.0,-17.8733,90184000.0,-0.1827,-5143000.0,-1.9337,94963000.0,-0.2684,252,-0.853333333333334,2.2066666666666648,-0.02181842454197071,0.06955365030032712,-0.034208101884414,0.051960122630502946,34.2,-0.32661923938117915,556663.0,826669.0,21
NVFY,1.71,Nova Lifestyle Inc,6.437848000000001,0.6563979999999999,0.26716999999999996,1363300.0,1.4455,24108600.0,0.2342,1655000.0,2.3685,22303500.0,0.2352,1459900.0,2.7569,35680700.0,0.7931,2956600.0,8.8117,33222600.0,0.0879,58,-0.03333333333333336,0.020000000000000018,-0.0180373173380569,0.015241876826942008,-0.032050251480296846,0.0037158376097191775,1.72,-0.3727535214557243,662433.3333333334,1056097.3333333333,4
EXPO,52.3,毅博科技咨询,55.875068000000006,8.578619,0.940491,18425000.0,0.336,89972000.0,0.0696,20340000.0,0.2271,90684000.0,0.127,-3705000.0,-1.3567,82718000.0,0.13699999999999998,14643000.0,0.2971,82359000.0,0.1106,252,0.6833333333333323,1.833333333333331,0.014931492601878834,0.042905091952819746,0.0017187198413322659,0.027064342092041765,50.97,-0.46213505678315475,2681139.6666666665,4984782.333333333,21
ASRV,4.35,AmeriServ Financial Inc,19.466012,0.81862,0.22603499999999999,1744000.0,0.2556,0.0,0.0,1767000.0,0.3108,0.0,0.0,-995000.0,-1.8652,0.0,0.0,1551000.0,0.4563,0.0,0.0,252,-0.03666666666666677,0.09999999999999994,-0.007608285461275846,0.02502140271947381,-0.018717119037931444,0.0035333468247686676,4.27,-0.2408889557624779,393516.3333333333,518391.0,21
ACBI,17.45,"Atlantic Capital Bancshares, Inc",263.05956499999996,1.4503629999999998,0.06690499999999999,8151000.0,0.8829,0.0,0.0,5038000.0,0.5598,0.0,0.0,-15337000.0,-10.532,0.0,0.0,4052000.0,0.0928,0.0,0.0,36,-0.37333333333333246,-0.5000000000000012,-0.02013755103852107,-0.023307730626076575,-0.028752681143282444,-0.039824227884938626,16.98,-0.5811112196564638,990505.6666666666,2364603.0,3
AEGN,24.56,Aegion Corp,0.0,1.6489169999999997,-2.408242,7198000.0,-0.4089,335000000.0,-0.0549,-1476000.0,-1.1904,325000000.0,-0.001,-12384000.0,-1.6831,337000000.0,0.0488,-73782000.0,-7.2596,342000000.0,0.1081,85,-0.19333333333333277,0.7000000000000005,-0.007406758197579169,0.03241273393526228,-0.0210010122422075,0.015088787762195058,24.19,-0.4017046727924697,1309880.6666666667,2189354.6666666665,7
ABMD,381.33,阿比奥梅德,103.513724,23.831408,3.7109089999999996,90066000.0,1.4099,180000000.0,0.3589,36847000.0,1.4731,174000000.0,0.3991,13446000.0,-0.1287,154000000.0,0.3431,24503000.0,1.7609,133000000.0,0.2901,252,21.326666666666654,17.043333333333333,0.06265246343309724,0.06572481566260803,0.045699798601596696,0.051577550095093745,415.71,-0.5493391181220257,8984358.666666666,19935963.0,21
ESXB,8.95,Community Bankers Trust Corporat,24.527541,1.555526,0.368973,3782000.0,0.289,0.0,0.0,2594000.0,0.0405,0.0,0.0,-640000.0,-1.2348,0.0,0.0,2416000.0,-0.0171,0.0,0.0,68,-0.1299999999999996,0.2833333333333326,-0.01307682221793269,0.03594955550577696,-0.02779370603455356,0.016141356533073668,9.08,-0.6127605526383054,342890.3333333333,885473.6666666666,5
WIFI,32.52,Boingo Wireless,0.0,12.904083,-0.132224,2510000.0,1.3195,59601000.0,0.2155,-2773000.0,0.5906,58159000.0,0.3119,-906000.0,0.7845,57348000.0,0.2751,-3240000.0,0.4213,53655000.0,0.3152,90,3.5333333333333337,-0.14333333333333206,0.15401108261198143,-0.004744037109252562,0.13900005973760854,-0.02051959403327507,33.88,0.05327633795398242,9877042.333333334,9377446.333333334,7
OPBK,11.82,OP Bancorp,14.684315,1.544142,0.810048,3791400.0,0.5393,0.0,0.0,3215900.0,0.4988,0.0,0.0,1899500.0,-0.157,0.0,0.0,2728000.0,0.3294,0.0,0.0,8,-0.4233333333333338,0.053333333333333975,-0.03456544464722061,0.00441773257307243,-0.04604921157366887,-0.01626961781553902,11.43,-0.6441291297246098,514467.3333333333,1445657.3333333333,0
IEP,68.09,伊坎企业,8.667541,2.203394,7.876513,588000000.0,-0.6591,2919000000.0,0.2517,423000000.0,3.6438,2437000000.0,0.0274,197000000.0,1.3493,4410000000.0,0.1122,829000000.0,2.4832,4292000000.0,0.0994,83,-3.0799999999999983,3.7166666666666734,-0.04111743232371206,0.0537836583302767,-0.05334782873231649,0.0406401240451773,68.1,-0.03865544452632101,2043433.6666666667,2125599.6666666665,6
MDCA,4.75,MDC Partners Inc,1.433232,-0.828126,3.226972,5951000.0,-0.5581,380000000.0,-0.0276,-28519000.0,-1.9453,327000000.0,-0.0514,231000000.0,19.7695,403000000.0,0.0315,21984000.0,1.7073,376000000.0,0.076,240,-0.4133333333333331,-0.8000000000000002,-0.08865701556401934,-0.07367275666964493,-0.10355483598741307,-0.0949561854008446,3.83,-0.5475761169405982,5616589.0,12414439.666666666,20
ASV,5.65,"ASV Holdings, Inc.",0.0,0.832837,-0.038033,319000.0,-0.8179,31860000.0,-0.0695,-307000.0,-2.3233,29870000.0,0.0664,-796000.0,0.6249,30455000.0,0.2157,522000.0,0.1918,30635000.0,0.3313,18,-0.6899999999999998,-0.3533333333333332,-0.10687729647454709,-0.031909462895280453,-0.12462447575361678,-0.045678093813290487,4.87,-0.6802452794510927,205174.66666666666,641662.6666666666,1
FLMN,11.26,Falcon Minerals Corp,5071.748916,2.059209,0.00223,17003000.0,0.7272,30457000.0,0.2195,53914000.0,3.0721,22838000.0,-0.2237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.14333333333333323,0.2833333333333332,0.014749743557205241,0.028759728434664903,0.005516345736343149,0.009840143350132757,11.0,0.6064850189550305,9086873.666666666,5656370.0,1
ECOL,75.15,US Ecology,26.693206,4.860836,2.826562,13220000.0,1.6183,137000000.0,0.0861,9243000.0,0.7826,120000000.0,0.0891,30766000.0,3.0044,134000000.0,0.141,8365000.0,-0.1729,134000000.0,0.0739,252,0.40000000000000097,4.966666666666666,0.00765077018990679,0.08655116359575997,-0.0040094288795034004,0.06693770187324817,69.43,-0.28579935580599963,1047031.0,1466018.0,21
GMLP,13.29,Golar LNG Partners LP,10.182337,1.595222,1.312076,29145000.0,-0.4942,84201000.0,-0.3807,14902000.0,-0.4572,74214000.0,-0.268,29735000.0,-0.6042,90113000.0,-0.21600000000000003,30034000.0,-0.4955,106000000.0,-0.0721,91,-0.6300000000000002,-1.0966666666666665,-0.03453647467416386,-0.053158692414348875,-0.04562267528382504,-0.07744719197964103,14.61,-0.30541668466522476,6169208.666666667,8881884.333333334,7
CG,23.75,凯雷,12.472533,3.697696,1.9182150000000002,241000000.0,0.0464,734000000.0,-0.0621,118000000.0,-0.6344,579000000.0,-0.3761,288000000.0,18.7123,862000000.0,0.96,167000000.0,4.2978,548000000.0,0.1667,78,-0.8499999999999991,1.3000000000000007,-0.03587179881026817,0.06246030359977229,-0.04646617395222649,0.04414036447579208,22.01,-0.34816911577382004,7964078.0,12218012.666666666,6
ATIS,0.27899999999999997,Attis Industries Inc.,0.0,0.6911,-2.719374,12592000.0,2.6717,281800.0,-0.9802,-3327500.0,-0.1008,788200.0,0.0,0.0,0.0,0.0,0.0,-6610500.0,-0.7694,14840900.0,0.769,22,-0.033099999999999984,-0.10983333333333332,-0.08286079691765802,-0.17998162599611875,-0.06870329867837918,-0.14181608617979238,0.3201,-0.6447786847605866,4802722.666666667,13520367.333333334,1
MLCO,22.18,新濠博亚娱乐,26.505927000000003,3.6691510000000003,0.8388690000000001,53139000.0,0.8673,1229000000.0,-0.0536,163000000.0,0.5882,1313000000.0,0.0281,71392000.0,3.3239,1333000000.0,0.1171,113000000.0,1.5758,1377000000.0,0.1946,143,-1.9033333333333349,-1.3600000000000019,-0.07996141215003844,-0.04511932517738485,-0.09799282118789036,-0.0747727002781708,19.82,-0.060604822104981956,64326389.0,68476388.33333333,11
LECO,97.3,林肯电气控股,24.596231,6.740278,3.964022,68859000.0,0.1227,790000000.0,0.2603,60820000.0,0.08900000000000001,758000000.0,0.3044,24185000.0,-0.5471,747000000.0,0.3252,106000000.0,0.7674,669000000.0,0.1794,252,-0.7900000000000015,3.7066666666666683,-0.008379186489738323,0.04424530532796175,-0.02166298262556467,0.026476109933279025,91.62,-0.07533579499190439,6871544.333333333,7431394.333333333,21
NKTR,58.98,内克塔治疗,11.179822,5.445463,5.254109,971000000.0,17.2259,1088000000.0,30.4469,-95792000.0,-0.4999,38018000.0,0.5374,-33826000.0,0.1984,95466000.0,1.5490000000000002,60871000.0,2.4083,153000000.0,3.2087,252,0.29999999999999716,-9.780000000000003,0.019691884275588278,-0.11117907396076397,0.00014518817057898592,-0.1355531419152323,52.41,-0.644729547046425,32650246.0,91902509.0,21
HRZN,11.22,Horizon Technology Finance Corpo,12.110365,0.972814,0.9319620000000001,2930000.0,2.9973,440000.0,-0.0435,2603000.0,-0.2874,422000.0,-0.3821,2496000.0,5.2449,342000.0,0.71,2709000.0,1.4801,529000.0,-0.3295,97,0.36000000000000004,0.1033333333333341,0.03366254870213883,0.010569071878666944,0.01133920786782753,-0.0017972449115697398,11.55,-0.31303137053331415,1241165.0,1806727.3333333333,8
MPAC,10.05,Matlin & Partners Acquisition Corp,47.284995,18.736165,0.21254099999999998,655300.0,4.3484,0.0,0.0,676700.0,27.7693,0.0,0.0,375000.0,375.98699999999997,0.0,0.0,285300.0,0.0,0.0,0.0,18,-0.029999999999999954,0.0866666666666666,-0.0029784936895957577,0.008788432261749695,-0.014055271658319587,-0.008433840234380733,10.04,-0.8075105017265382,660329.0,3430467.6666666665,1
HSII,34.95,海德思哲服务,0.0,2.803558,-0.5120359999999999,11463000.0,1.6282,183000000.0,0.2026,10168000.0,14.6431,160000000.0,0.1433,-39208000.0,-80.5294,169000000.0,0.0598,8171000.0,0.1774,160000000.0,0.1134,235,-3.203333333333332,1.0166666666666657,-0.07676682622985109,0.03158932127794272,-0.09065714239105765,0.015604866917994377,31.2,-0.20452011026938682,2542106.3333333335,3195689.0,19
STRL,14.05,Sterling Construction Company In,17.772042000000003,2.492856,0.793381,9142000.0,1.0035,269000000.0,0.0906,3680000.0,2.9512,222000000.0,0.4503,4314000.0,1.7471,254000000.0,0.5083,8826000.0,1.7975,304000000.0,0.4795,252,-0.03999999999999974,0.7799999999999999,-0.00099636683064791,0.06692249206179253,-0.01531425616364262,0.04872242235686205,13.27,-0.3040470611462101,2100959.6666666665,3018824.3333333335,21
LIVN,120.87,LivaNova PLC,0.0,3.313618,-1.156743,15066000.0,-0.6828,287000000.0,0.1237,13273000.0,0.1776,250000000.0,0.1039,-112000000.0,-2.7484,278000000.0,-0.1038,27830000.0,18.7374,310000000.0,0.0488,37,3.003333333333335,7.416666666666662,0.02870494173804387,0.07801914863347283,0.019744834769178907,0.05744321966125617,120.5,-0.3096406296488423,6990391.666666667,10125728.666666666,3
WLDN,30.26,Willdan Group,22.673393,3.39854,1.344748,3315000.0,0.0009,59833000.0,-0.1671,2203000.0,-0.1658,54595000.0,-0.2013,3290000.0,1.0969,64161000.0,0.1173,2886000.0,0.1722,69007000.0,0.1764,144,1.2566666666666666,-0.24666666666666615,0.04655428906476506,-0.005984841604212784,0.03317150912622605,-0.022756876377521548,31.65,-0.2248763759717659,935171.6666666666,1206480.6666666667,12
BCTF,16.3,"Bancorp 34, Inc.",54.609473,1.1441,0.298483,379600.0,0.1226,0.0,0.0,370600.0,2.8742,0.0,0.0,-591500.0,-1.1402,0.0,0.0,811700.0,0.3908,0.0,0.0,25,0.35000000000000026,0.11400000000000017,0.02354327789520001,0.0076630687470581015,0.01014108806955143,-0.013571125749179866,16.05,-0.6104230073662389,29440.333333333332,75570.0,2
MYL,39.2,迈兰制药,44.993906,1.643572,0.8650059999999999,37500000.0,-0.8737,2755000000.0,-0.0584,87100000.0,0.3117,2650000000.0,-0.0138,244000000.0,-0.4149,3190000000.0,-0.0099,88300000.0,1.7371,2956000000.0,-0.0242,119,-0.6866666666666651,-0.5,-0.017599701238676085,-0.01203466316069087,-0.03062490178581442,-0.029118355915325977,35.29,-0.22297407217216544,71425743.66666667,91921956.66666667,9
ZBRA,175.3,Zebra Technologies Corporation,55.014982999999994,8.788439,3.192403,70000000.0,3.1176,1012000000.0,0.1295,109000000.0,12.625,977000000.0,0.1295,4000000.0,-0.7647,1026000000.0,0.0892,-12000000.0,0.8554,935000000.0,0.0343,252,8.123333333333335,1.4800000000000086,0.06499664333854448,0.014946014131119961,0.050663472660608354,-0.005698630282704324,162.23,-0.28898317938411594,5958218.333333333,8379855.666666667,21
AGNC,18.81,美国资本代理公司,5.314923,1.0530389999999998,3.5484989999999996,293000000.0,11.2083,0.0,0.0,424000000.0,4.5789,0.0,0.0,385000000.0,-0.6222,0.0,0.0,286000000.0,-0.4403,0.0,0.0,126,-0.26333333333333425,0.173333333333332,-0.014041279611204981,0.009406380740137674,-0.03724525067289976,-0.00727866436310333,18.11,-0.15362024152845705,89870291.0,106181994.66666667,10
NTWK,5.95,奈特阳科技,0.0,1.101251,-0.004909,809900.0,1.2811,16621200.0,0.1477,4859300.0,1.2726,17043800.0,-0.0504,1662000.0,2.2072,14446400.0,-0.0891,-181300.0,-1.4731,12818800.0,-0.2493,242,0.6485666666666668,0.39200000000000007,0.10394558563470986,0.09612092268877277,0.09493549935049865,0.07797714879024743,7.67,-0.2380533980926218,717454.0,941606.6666666666,20
KNSL,61.44,Kinsale Capital Group Inc.,47.257209,5.279371,1.3077370000000001,10112000.0,0.1903,0.0,0.0,7287000.0,0.1602,0.0,0.0,5924000.0,-0.1378,0.0,0.0,4201000.0,-0.4737,0.0,0.0,28,0.490000000000002,2.6350000000000002,0.009006806491890713,0.04917606482142353,-0.002216096874682614,0.030375856408291765,61.09,-0.462721544378067,1050878.3333333333,1955928.6666666667,2
OBNK,39.26,Origin Bancorp,32.603149,1.7896009999999998,1.209239,12702000.0,2.3225,0.0,0.0,13407000.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,-0.4499999999999981,2.6350000000000002,-0.010160892028963128,0.04917606482142353,-0.02251603195999867,0.030375856408291765,39.38,-0.4988440273725047,980225.3333333334,1955928.6666666667,0
CME,174.71,芝加哥商品交易所,13.456848,2.580691,13.019394,566000000.0,0.3615,1046000000.0,0.1458,599000000.0,0.4977,1095000000.0,0.1987,2939000000.0,6.8715,886000000.0,-0.0067,309000000.0,-0.3473,879000000.0,0.0599,124,6.896666666666666,0.16333333333333636,0.042498244403368544,0.0014138558957199274,0.03315770168581073,-0.013860953798397304,181.69,-0.3621270791816528,20383932.333333332,31956102.333333332,10
FISI,32.35,Financial Institutions,12.964789999999999,1.4023809999999999,2.510646,12170000.0,0.9484,0.0,0.0,9288000.0,0.1693,0.0,0.0,11058000.0,0.2721,0.0,0.0,8279000.0,-0.0224,0.0,0.0,233,-0.3866666666666667,0.1999999999999993,-0.012087156485788975,0.006845581496211172,-0.025510478934541156,-0.010352731009362445,30.54,0.11908741217492869,964427.6666666666,861798.3333333334,19
NFLX,367.96,"Netflix, Inc.",161.001811,35.545674,2.279788,384000000.0,4.859,3907000000.0,0.4027,290000000.0,0.6279,3701000000.0,0.4036,186000000.0,1.7794,3286000000.0,0.3262,130000000.0,1.5155,2985000000.0,0.3033,198,4.98999999999999,10.26333333333334,0.016808601128979445,0.038152531137359454,0.002010524695339392,0.01632491630481675,351.35,-0.38062152139226807,143247907.0,231276855.66666666,16
MSEX,47.53,米德尔赛克斯水务公司,30.053751000000002,3.318368,1.590151,8675000.0,0.6122,0.0,0.0,4494000.0,0.0119,0.0,0.0,5346000.0,0.6602,0.0,0.0,7642000.0,-0.1329,0.0,0.0,252,0.6166666666666671,0.913333333333334,0.014740152573714367,0.02298812623839062,0.001403563859364236,0.00475215237469209,46.15,-0.483009945467062,545972.0,1056059.0,21
ATRO,43.35,Astronics,67.806979,3.476589,0.640937,14025000.0,0.825,209000000.0,0.3805,3294000.0,-0.7157,179000000.0,0.175,-5653000.0,-1.5719,171000000.0,0.11199999999999999,6060000.0,-0.4981,150000000.0,-0.0352,252,-0.2600000000000004,1.5166666666666657,-0.0047129380525467515,0.042823866446165225,-0.016453572629357874,0.024199804467799624,40.46,0.006527149831937645,1999232.3333333333,1986267.6666666667,21
WNEB,10.8,Western New England Bancorp Inc,26.506815000000003,1.298175,0.41121499999999994,5138000.0,0.3679,0.0,0.0,3519000.0,-0.3104,0.0,0.0,-354000.0,-1.1909999999999998,0.0,0.0,3815000.0,5.0748,0.0,0.0,25,-0.05666666666666605,0.06666666666666643,-0.00511661400347591,0.006180018136906419,-0.021024586892237674,-0.01561622223416622,10.6,-0.4606212083196624,447149.3333333333,829008.0,2
SORL,4.35,瑞立集团,3.184356,0.45475699999999997,1.372334,7492700.0,0.1382,129000000.0,0.4009,9192800.0,0.195,108000000.0,0.4412,3212000.0,-0.6522,123000000.0,0.4324,9539000.0,1.6508,101000000.0,0.5906,182,-0.3033333333333337,0.23666666666666636,-0.06537869764523103,0.053829208757355744,-0.07572907348272628,0.03637485734376717,4.05,-0.570683447746613,1912521.6666666667,4454805.333333333,15
NATH,87.1,Nathan’s Famous,81.376503,-4.418993,1.075249,4795000.0,0.6409999999999999,30168000.0,-0.0206,367000.0,-0.4966,19594000.0,0.0373,-3779000.0,-6.4063,22083000.0,0.1076,3120000.0,0.2445,31606000.0,0.1283,252,-4.889999999999996,5.749999999999996,-0.051794133740604396,0.06654422550865437,-0.062479457253016096,0.045435327141293246,84.13,-0.46314871183591816,190360.66666666666,354587.3333333333,21
CHRW,96.83,罗宾逊物流,23.621825,8.833796000000001,4.097905,159000000.0,0.433,4276000000.0,0.1526,142000000.0,0.1656,3925000000.0,0.1494,153000000.0,0.2474,3960000000.0,0.1595,119000000.0,-0.0763,3784000000.0,0.1277,252,0.9866666666666694,-0.14333333333333562,0.01060309236769775,0.0008281599554627409,0.004717219324197824,-0.014091757060443485,97.28,-0.5196347484787256,14092619.333333334,29337299.666666668,21
CCNE,29.53,CNB金融,17.3468,1.8200509999999999,1.715302,8441000.0,0.2631,0.0,0.0,7097000.0,0.0952,0.0,0.0,3451000.0,-0.3153,0.0,0.0,7246000.0,0.1294,0.0,0.0,252,-0.6900000000000013,0.8699999999999998,-0.022632051886158494,0.03032511635849003,-0.03790715077557205,0.0135524989398167,28.75,-0.48706880094322763,223902.33333333334,436515.3333333333,21
FLOW,53.515,弗洛国际,27.412822,2.417454,1.9541950000000001,23400000.0,1.2941,531000000.0,0.0667,15300000.0,3.0959,490000000.0,0.1318,30900000.0,3.0658,529000000.0,0.0682,13000000.0,4.0952,491000000.0,0.0521,38,0.6533333333333337,0.8466666666666688,0.014939845444386137,0.01975973308333506,0.007324951780717022,0.0022736130385126057,50.37,-0.40260539375994475,3017460.6666666665,5051034.333333333,3
CVCO,246.6,卡寇工业,32.22609,4.721929,7.686319,19691000.0,0.6754,233000000.0,0.2068,22140000.0,1.0334,194000000.0,0.2733,21427000.0,0.7444,207000000.0,0.0988,6182000.0,-0.3382,187000000.0,0.0678,185,7.339999999999994,14.099999999999994,0.037873968940099326,0.08182706379361664,0.025734155245561524,0.06345243318466402,235.63,-0.2699928746156781,867423.6666666666,1188240.0,15
ORBK,61.29,奥宝科技,18.616416,3.033623,3.29333,35725000.0,0.4526,268000000.0,0.2699,29899000.0,1.0229,251000000.0,0.3352,55362000.0,1.1727,257000000.0,0.1946,36151000.0,0.4687,246000000.0,0.1986,252,-1.7533333333333374,2.069999999999998,-0.02754126248734472,0.036094348211426174,-0.04003081212133589,0.016345725341940082,59.15,-0.5696442494537554,3939484.0,9154017.333333334,21
LANC,153.51,兰卡斯特食品,31.300494,6.500767,4.928037000000001,32387000.0,0.1369,308000000.0,0.0631,27621000.0,0.9087,296000000.0,0.008,45920000.0,0.1788,320000000.0,-0.0218,29386000.0,-0.1202,299000000.0,0.0259,252,0.7533333333333397,6.2266666666666595,0.006404866609502603,0.047677091734935,-0.007766032157188615,0.03261582271341201,146.91,-0.36364226231733576,1327267.6666666667,2085725.6666666667,21
PKBK,23.0,帕克合众银行,13.069474000000001,1.686014,1.7713029999999998,6127000.0,0.664,0.0,0.0,5760000.0,0.6657,0.0,0.0,539000.0,-0.8395,0.0,0.0,4158000.0,0.0728,0.0,0.0,193,-0.5100000000000016,0.787866666666666,-0.02208060638743932,0.03620952786930184,-0.036974289770477696,0.01776813775229789,21.97,-0.612627987203661,257555.0,664877.6666666666,16
TLF,7.45,Tandy Leather Factory,14.177382999999999,1.135082,0.532362,1440100.0,0.4012,19177800.0,-0.0053,1273600.0,0.0344,20288900.0,0.0069,1671300.0,-0.1887,24502300.0,0.0167,521400.0,-0.4788,18388400.0,-0.0129,101,-0.2832000000000002,0.20133333333333336,-0.036549318285540554,0.026921169207644386,-0.03518168434950401,0.0056087777321800715,7.3,-0.5850912706868385,62309.333333333336,150176.0,8
ATAX,5.8,America First Tax Exempt Investo,14.107460000000001,1.22386,0.41113,3338100.0,-0.1877,0.0,0.0,6004300.0,-0.1843,0.0,0.0,15647500.0,1.7826,0.0,0.0,3545500.0,-0.2331,0.0,0.0,252,-0.2983333333333335,0.016666666666666607,-0.04835532772296344,0.0026451771653543225,-0.06254892576568512,-0.014577095330776106,5.54,0.5922278373598108,2329182.0,1462844.6666666667,21
CYBR,72.37,Cyber-Ark Software,129.28108,6.479749,0.561103,8377000.0,1.5807,77713000.0,0.35200000000000004,6421000.0,-0.14800000000000002,71783000.0,0.2159,3552000.0,-0.6531,80368000.0,0.2488,1681000.0,-0.7636,64818000.0,0.1793,50,4.286666666666669,1.7733333333333334,0.07552887441288504,0.03324834252310233,0.06343574997204855,0.018146829371787382,74.22,0.10676333432192875,9106762.666666666,8228283.666666667,4
CRTO,24.61,Criteo SA,15.2234,1.747846,1.62086,14707000.0,0.9596,537000000.0,-0.0089,21090000.0,0.4527,564000000.0,0.0919,52368000.0,0.2854,674000000.0,0.1891,22269000.0,0.5124,564000000.0,0.3305,61,-2.279999999999999,2.310000000000001,-0.0797823055164585,0.09782911872183515,-0.11214304982608515,0.074600008795602,23.1,-0.29464304353183746,15193624.666666666,21540334.333333332,5
BSRR,30.44,塞拉银行,18.659372,1.7917720000000001,1.637247,7992000.0,0.5363,0.0,0.0,6710000.0,0.4744,0.0,0.0,4043000.0,-0.2672,0.0,0.0,5742000.0,0.4614,0.0,0.0,252,-0.5566666666666661,0.716666666666665,-0.0190842986017738,0.02577765804830696,-0.03408077543132348,0.0026689345169465563,27.73,0.3194986939158723,733625.0,555987.6666666666,21
FANG,127.85,Diamondback Energy,22.148186,2.228656,5.745843,301000000.0,0.8349,523000000.0,0.945,178000000.0,0.2628,478000000.0,1.0466,130000000.0,3.5572,390000000.0,1.1076,81948000.0,137.58,301000000.0,1.1173,73,1.1833333333333325,1.889999999999996,0.011456357631262265,0.01650603372988039,0.0008429267289525403,-0.006376625905517433,136.35,-0.16623495393072665,29709554.333333332,35633005.333333336,6
PLXS,61.33,普雷克萨斯,0.0,2.239419,-0.89497,26501000.0,0.036000000000000004,726000000.0,0.1738,12290000.0,-0.5805,699000000.0,0.156,-98493000.0,-4.4953,677000000.0,0.0666,29009000.0,0.5194,670000000.0,0.0257,252,-1.3500000000000014,1.6366666666666678,-0.02143796316847617,0.02948955356231382,-0.03435733541361781,0.010192943801397484,55.44,-0.4005497759715473,2148069.3333333335,3583399.0,21
OTTR,47.25,奥特泰尔,23.194609,2.63663,2.047894,18696000.0,0.1143,0.0,0.0,26215000.0,0.3385,0.0,0.0,18342000.0,0.0475,0.0,0.0,17734000.0,0.2133,0.0,0.0,252,-0.240000000000002,1.6166666666666671,-0.004980912575272359,0.035828443125166504,-0.019559703470351446,0.016344908565852412,47.51,-0.5227897944311003,916099.0,1919697.0,21
ENTG,29.6,英特格,33.814873999999996,3.9984550000000003,0.879051,54349000.0,0.359,383000000.0,0.1643,57562000.0,0.7704,367000000.0,0.157,-28341000.0,-2.0859,351000000.0,0.1363,40902000.0,0.8637,346000000.0,0.1648,220,-2.6733333333333333,0.8499999999999966,-0.08123986015558253,0.02722821823372522,-0.08452169181579544,0.013693472155666507,28.03,-0.20460279231028913,15956633.333333334,20061213.666666668,18
CCB,16.79,Coastal Financial Corp,24.490060999999997,2.848957,0.680276,2201000.0,0.1732,0.0,0.0,1843000.0,0.4037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.2433333333333323,0.8499999999999966,0.01506505831328705,0.02722821823372522,0.008687482473391368,0.013693472155666507,17.33,-0.9659407279795519,683270.3333333334,20061213.666666668,0
ARGO,61.1,阿尔戈国际控股集团有限公司,58.285063,1.1432200000000001,1.037144,41800000.0,-0.0913,0.0,0.0,24800000.0,-0.3243,0.0,0.0,28900000.0,-0.1216,0.0,0.0,-61300000.0,-2.1105,0.0,0.0,252,0.10999999999999943,1.2666666666666657,0.001843144388295831,0.02288227516240544,-0.012631239262896684,0.006850360112978448,62.68,-0.4305874191302868,1200538.6666666667,2108381.0,21
NVEC,106.11,NVE Corporation,35.413945,6.03567,3.0072900000000002,3945000.0,0.1963,7107900.0,-0.0657,3882400.0,0.2824,7899200.0,0.1526,3571600.0,0.0252,7360800.0,-0.0137,3161000.0,-0.0436,6996200.0,-0.0419,252,-2.9966666666666697,7.519999999999996,-0.026815009539308387,0.09638476591000622,-0.03788015382290524,0.07809094604841149,98.57,-0.4510254817614212,237456.0,432544.6666666667,21
CTSH,77.71,高知特,31.208467,4.222607,2.48298,456000000.0,-0.0298,4006000000.0,0.0916,520000000.0,-0.0664,3912000000.0,0.1032,-18000000.0,-1.0433,3828000000.0,0.1057,495000000.0,0.1149,3766000000.0,0.0906,245,-1.0899999999999987,-0.09666666666666875,-0.013143477217465031,0.0003418226308414494,-0.039780462189960904,-0.016886255779641184,75.21,-0.30893224005891873,50421616.333333336,72961899.33333333,20
EFSC,54.35,Enterprise Financial Services Co,18.867787,2.200813,2.892496,22251000.0,0.8612,0.0,0.0,20921000.0,0.6884,0.0,0.0,7529000.0,-0.4475,0.0,0.0,16315000.0,0.3789,0.0,0.0,209,-1.563333333333335,1.8000000000000018,-0.028201756077896475,0.034968126202612,-0.03963676998280253,0.017602266673221612,51.89,-0.5023965767661083,1239868.0,2491679.0,17
DORM,80.62,Dorman Products,23.572072,3.9556400000000003,3.423543,34339000.0,0.2075,238000000.0,0.0388,30647000.0,0.05,227000000.0,0.0254,21967000.0,-0.2346,228000000.0,-0.006,27008000.0,0.0117,225000000.0,0.0556,150,-1.1033333333333342,4.840000000000001,-0.012680775188056987,0.07494455394857481,-0.026261793958852798,0.034790691671196555,71.32,-0.4160022576322062,1736240.6666666667,2973026.3333333335,12
