code,open,name,pe,pb,eps,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
INTL,51.57,INTL FCStone Inc,60.585108,1.9972759999999998,0.850374,24000000.0,0.8898,0.0,0.0,22700000.0,1.0636,0.0,0.0,-6900000.0,-2.0952,0.0,0.0,-23600000.0,-2.4048,0.0,0.0,252,0.43091623765172876,16.89124007936508,0.8061489455641128,1277989.896825397,707577.246031746,21,0.32826874379084653
TSBK,32.7,Timberland Bancorp,15.043482000000001,1.9917349999999998,2.177734,4416000.0,0.0325,0.0,0.0,4269000.0,0.3648,0.0,0.0,3614000.0,0.1484,0.0,0.0,3615000.0,0.3394,0.0,0.0,250,0.2063822546458648,10.924059999999995,-0.6692439025711592,195369.424,590675.2,20,0.17015332706556097
NICE,113.8,耐斯系统,42.118607,3.6100230000000004,2.688598,34235000.0,0.6748,342000000.0,0.0979,23526000.0,0.3607,335000000.0,0.0976,79388000.0,2.0416,392000000.0,0.2111,26173000.0,-0.1362,323000000.0,0.3608,252,0.3262021657372921,30.559623015873022,-0.6162515865839213,3981751.0,10375941.26984127,21,0.22208378878076043
AMED,119.29,阿米斯医疗,56.604558999999995,9.324029,2.110784,33541000.0,6.4058,412000000.0,0.0978,27320000.0,0.7975,399000000.0,0.0949,-3706000.0,-1.4131,397000000.0,0.1021,14661000.0,0.2748,373000000.0,0.0476,252,0.3233923702681826,25.62672619047619,1.1642688334654512,9724822.515873017,4493352.380952381,21,0.297279298590375
FDUS,14.89,Fidus Investment Corporation,7.67995,0.914911,1.9297,7644000.0,-0.2323,775000.0,-0.4444,15025000.0,0.5763,1437000.0,0.8376,12407000.0,-0.0187,1068000.0,-0.121,12055000.0,0.4027,1218000.0,-0.0279,89,0.08754643062448275,16.072696629213485,0.47955366353582457,1642193.6,1109925.0,7,0.07272727342110502
BFIN,15.94,班克金融,22.444257999999998,1.435869,0.712396,4630000.0,0.8002,0.0,0.0,3559000.0,0.8921,0.0,0.0,991000.0,-0.5613,0.0,0.0,3560000.0,0.4195,0.0,0.0,161,0.12575386310180217,12.059378881987575,-0.44111011547352735,683828.3209876543,1223547.5,13,0.11494279921329568
PSEC,7.42,普罗斯佩克特资本,8.897591,0.791081,0.83,114000000.0,1.2339,0.0,0.0,51859000.0,1.6605,0.0,0.0,122000000.0,0.2067,0.0,0.0,11973000.0,-0.8529,0.0,0.0,172,0.15551163866850923,11.064244186046507,5.636759909400582,54020486.069767445,8139587.209302326,14,0.12036143029746992
CAC,44.17,卡姆登国家银行,20.810756,1.683245,2.128707,12217000.0,0.1938,0.0,0.0,12820000.0,0.2723,0.0,0.0,-3173000.0,-1.291,0.0,0.0,11339000.0,0.04,0.0,0.0,130,0.1797131357653267,27.119331538461534,0.8952791753049251,662435.0615384616,349518.46153846156,10,0.14081046935428768
RCII,14.45,Rent-A-Center Inc,47.723401,2.883409,0.302996,13753000.0,2.5465,656000000.0,-0.0323,-19843000.0,-1.9709999999999999,698000000.0,-0.0592,34824000.0,1.2379,639000000.0,-0.066,-12599000.0,-3.0383,644000000.0,-0.0719,252,0.2719316540308489,21.202698412698425,0.33178485887922304,18587293.73015873,13956678.968253968,21,0.21229514320561663
FMBH,41.14,First Mid-Illinois Bancshares Inc,17.490782,1.52929,2.352096,10037000.0,0.22399999999999998,0.0,0.0,8390000.0,0.3394,0.0,0.0,4625000.0,-0.3196,0.0,0.0,7595000.0,0.4309,0.0,0.0,54,0.10918070441700227,28.712407407407408,6.768428195397047,515600.0740740741,66371.22222222222,4,0.08529174327018262
LABL,65.75,Multi-Color Corporation,16.562160000000002,1.885261,3.960836,18092000.0,0.2793,456000000.0,0.8814,22054000.0,0.3185,450000000.0,0.8432,20511000.0,0.6819,353000000.0,0.6743,15190000.0,-0.0813,256000000.0,0.1029,252,0.22678034309596098,25.088880555555555,2.2304447045746976,1238987.4047619049,383534.626984127,21,0.19646279274658732
BPOP,52.46,大众银行,18.569179000000002,1.020157,2.8132639999999998,280000000.0,1.9076,0.0,0.0,91324000.0,-0.0174,0.0,0.0,-102000000.0,-23.8853,0.0,0.0,20664000.0,-0.5586,0.0,0.0,252,0.3910505653095427,102.2501785714286,15.157531571198758,16915165.92063492,1046890.4761904762,21,0.2818966505515416
FRPH,63.85,"FRP Holdings, Inc.",3.994929,1.7489130000000002,15.982762,120000000.0,68.8109,0.0,0.0,1029000.0,-0.2869,0.0,0.0,12211000.0,6.2598,0.0,0.0,45184000.0,22.0884,0.0,0.0,47,0.1420169234035957,40.978936170212776,0.744218810325755,281734.7916666667,161524.91304347827,3,0.1167244567273284
NWLI,320.87,国家西方人寿保险,9.655992999999999,0.631287,33.207096,32466000.0,0.27399999999999997,0.0,0.0,26875000.0,0.1418,0.0,0.0,39587000.0,0.6766,0.0,0.0,21813000.0,-0.3534,0.0,0.0,252,0.16089357700860146,178.54948412698408,0.5045834366330204,101147.41269841269,67226.19047619047,21,0.1243889941672719
SRCL,61.82,消毒循环,31.652309999999996,1.8325779999999998,1.948357,27600000.0,1.1914,883000000.0,-0.0375,22500000.0,-0.616,895000000.0,0.0029,89566000.0,3.7384,888000000.0,-0.0205,39069000.0,-0.4005,883000000.0,-0.0083,252,0.13941906718804453,53.65779761904763,-0.0025413184436519345,13125772.531746032,13159214.285714285,21,0.1220763302330997
SBRA,23.37,Sabra Healthcare REIT,10.156847,1.224162,2.300911,201000000.0,8.7774,0.0,0.0,62481000.0,2.325,0.0,0.0,104000000.0,3.4872,0.0,0.0,15069000.0,-0.4047,0.0,0.0,96,0.14736022647286176,22.394218750000007,2.5287520714257825,19954460.729166668,5654820.833333333,8,0.13335973733386616
ATVI,81.33,动视暴雪,122.454187,5.938032,0.658042,402000000.0,0.6543,1641000000.0,0.0061,500000000.0,0.1737,1965000000.0,0.1385,-585000000.0,-3.3123,2043000000.0,0.0144,188000000.0,-0.0553,1618000000.0,0.0319,252,0.2639735271991681,15.271151587301595,-0.04063278550260448,180997540.7777778,188663462.7936508,21,0.21136548076087006
XLNX,79.32,赛灵思,36.348459000000005,8.606294,2.170656,190000000.0,0.2086,684000000.0,0.1353,166000000.0,0.0797,673000000.0,0.10400000000000001,11945000.0,-0.9158,631000000.0,0.0777,168000000.0,0.0203,620000000.0,0.0696,252,0.13710259286660814,36.35695436507937,-0.4789122480021529,82996471.71428572,159275422.2222222,21,0.1203471885482268
WING,66.87,Wingstop Inc.,66.6662,-13.884554999999999,1.0009569999999999,6839000.0,0.3937,37037000.0,0.1729,6168000.0,-0.0142,37389000.0,0.1191,10497000.0,1.4344,28285000.0,0.1427,5012000.0,0.8206,26026000.0,0.1933,41,0.18748516273072338,34.890487804878035,0.4707672121285874,10812670.714285715,7351721.35,3,0.13912034090033937
NCBS,55.42,Nicolet Bankshares Inc.,14.189945000000002,1.4415440000000002,3.904173,9826000.0,0.1685,0.0,0.0,9638000.0,0.5345,0.0,0.0,9158000.0,0.4908,0.0,0.0,9586000.0,0.4682,0.0,0.0,33,0.0769546458549072,48.86606060606059,0.007888644448260046,419642.9411764706,416358.4375,2,0.05119135485739709
MTSC,55.25,MTS Systems Corporation,18.742712,2.078728,2.9344740000000002,8979000.0,-0.1537,195000000.0,0.0047,8438000.0,0.1721,191000000.0,-0.0109,33151000.0,18.4434,194000000.0,-0.0257,5570000.0,-0.0004,201000000.0,-0.0622,252,0.1799424739789237,35.017361111111114,-0.04188205791848316,1558305.8333333333,1626423.8095238095,21,0.15562037044105678
CVCY,21.66,中央谷地,19.363210000000002,1.415214,1.119649,4965000.0,0.0034,0.0,0.0,5291000.0,0.2449,0.0,0.0,335000.0,-0.8715,0.0,0.0,4494000.0,0.4432,0.0,0.0,252,0.25038193785089,9.834711507936508,3.6757266288613555,279684.8968253968,59816.34920634921,21,0.195512095317963
NEWA,10.2,金正环保,10.877032,3.954676,0.9304100000000001,3618800.0,450.8379,13239400.0,2.6753,3618800.0,450.8379,13239400.0,2.6753,1287500.0,0.2131,9067500.0,1.4192,1287500.0,0.2131,9067500.0,1.4192,16,0.3972891557145611,12.462499999999997,0.7410177935764753,4517223.875,2594588.0,1,0.1608374510255157
LCA,10.2,"Landcadia Holdings, Inc. Class A",0.0,15.596305,-0.063191,489100.0,1.2047,0.0,0.0,452900.0,56.9605,0.0,0.0,371100.0,802.4168,0.0,0.0,269100.0,7.3856,0.0,0.0,27,0.051632266197213034,10.107696296296295,10.097583896862675,2645174.0,238355.84615384616,2,0.027027090845655657
GTYH,10.15,GTY Technology Holdings Inc,25.304060999999997,31.06128,0.400331,2216100.0,1.4149,0.0,0.0,1514300.0,3.0988,0.0,0.0,1290400.0,0.0,0.0,0.0,1282700.0,77.8817,0.0,0.0,24,0.024388993197612605,10.034120833333331,5.249116785029579,1993204.75,318957.8333333333,2,0.010124536965913452
JKHY,159.76,杰克亨利,32.840204,9.754972,4.875731,85280000.0,0.3183,417000000.0,0.0872,72395000.0,0.2057,385000000.0,0.0874,156000000.0,1.6452,375000000.0,0.0752,63411000.0,0.0187,360000000.0,0.0432,252,0.1249371588187077,37.99431547619048,-0.1641144108567814,8530031.992063493,10204784.126984127,21,0.10327751609862311
FORR,45.85,佛罗斯特研究,67.970673,5.908096,0.67382,7788000.0,0.2843,96353000.0,0.0738,-1733000.0,-1.5719,77749000.0,0.0072,2093000.0,-0.6385,90377000.0,0.0831,3953000.0,0.2702,80369000.0,0.038,252,0.17132066976803917,28.84230158730157,-0.4561883621245608,1234747.1984126985,2270542.0634920634,21,0.14512441829170972
VRTX,181.3,福泰制药,110.951747,17.155122,1.625211,206000000.0,5.6172,752000000.0,0.3823,227000000.0,-0.0891,641000000.0,-0.1034,102000000.0,2.6811,652000000.0,0.4206,-291000000.0,-6.3669,578000000.0,0.3973,252,0.4010838847585721,51.42730158730161,0.7787266192528759,38782135.50793651,21803314.285714287,21,0.3208748960878907
ABTX,44.95,Allegiance Bancshares,27.809502000000002,1.8783860000000001,1.616354,7556000.0,0.4006,0.0,0.0,7711000.0,0.2752,0.0,0.0,3204000.0,-0.4448,0.0,0.0,2986000.0,-0.4542,0.0,0.0,37,0.1142184700696352,33.29729729729729,-0.2880170096779835,643996.8421052631,904511.5555555555,3,0.0802432945756424
PAHC,43.6,Phibro Animal Health Corporation,26.876926,9.472401,1.614768,22119000.0,0.4384,212000000.0,0.087,19840000.0,-0.1609,209000000.0,0.1003,7032000.0,-0.4759,206000000.0,0.0745,15892000.0,0.3051,193000000.0,0.0289,55,0.19086341869135626,31.7009090909091,-0.3012229531038087,2373110.0,3396090.3703703703,4,0.16117448523457326
NBN,21.3,东北银行,11.749077999999999,1.3943219999999998,1.815036,4344000.0,0.0787,0.0,0.0,3932000.0,0.1361,0.0,0.0,3304000.0,0.0658,0.0,0.0,4586000.0,1.6191,0.0,0.0,134,0.23222036349432038,12.621305223880597,4.113997574777688,358788.9104477612,70158.20895522388,11,0.17524623340194734
IBKC,84.65,IBERIABANK Corporation,28.058231,1.254993,3.018722,75124000.0,0.4442,0.0,0.0,63621000.0,0.2605,0.0,0.0,10278000.0,-0.7723,0.0,0.0,29644000.0,-0.3833,0.0,0.0,252,0.18048684574355187,47.33126190476191,6.95976531108349,4541276.69047619,570528.9682539683,21,0.14806720336205814
AY,20.83,Atlantica Yield PLC,0.0,1.197724,-0.569434,74685000.0,1.6128,0.0,0.0,-1510000.0,0.8952,0.0,0.0,-150000000.0,-8.8826,0.0,0.0,30875000.0,-0.125,0.0,0.0,53,0.16409185112127864,23.292924528301885,-0.393908297004829,9029890.851851853,14898555.461538462,4,0.10472403224011669
SCSC,40.0,ScanSource,30.754521999999998,1.180177,1.2989959999999998,10388000.0,-0.4524,994000000.0,0.0835,10649000.0,-0.1429,896000000.0,0.1009,7969000.0,-0.6541,1032000000.0,0.1408,4147000.0,-0.7201,925000000.0,-0.0086,252,0.21904040272683523,25.872847222222227,-0.4998107911337939,2456391.492063492,4910924.603174604,21,0.17732570592822774
HBAN,16.04,杭庭顿控股,13.196016,1.7161799999999998,1.2094559999999999,355000000.0,0.3051,0.0,0.0,326000000.0,0.5673,0.0,0.0,432000000.0,0.8048,0.0,0.0,275000000.0,1.1619,0.0,0.0,252,0.34936249196111463,14.961603571428569,10.224598430439558,263396411.35714287,23465998.626984127,21,0.2298426294980692
ANDE,38.9,安德森斯,11.923865,1.3435270000000001,3.262365,21413000.0,1.8015,911000000.0,-0.0828,-1982000.0,0.34700000000000003,636000000.0,-0.2538,69744000.0,5.1666,1004000000.0,-0.0979,2616000.0,-0.217,837000000.0,-0.0268,252,0.33178194880837875,21.618650793650797,-0.03492598947966136,4554536.5,4719364.992063492,21,0.26397857499124816
BOOM,38.4,Dynamic Materials Corporation,0.0,5.00509,-0.42317200000000005,6372000.0,32.7143,80915000.0,0.7147,3920000.0,2.298,67313000.0,0.7277,-1961000.0,0.1042,54489000.0,0.3564,-14064000.0,-3.4847,52161000.0,0.42700000000000005,252,1.086996479245629,15.276130952380953,-0.7511957882594383,2264389.4444444445,9101089.682539683,21,0.7219129651643121
ORLY,345.5,奥莱利,23.294872,72.004275,14.771061999999999,353000000.0,0.2484,2456000000.0,0.0721,305000000.0,0.1509,2283000000.0,0.0586,302000000.0,0.2288,2191000000.0,0.0436,284000000.0,0.0188,2340000000.0,0.0535,252,0.1773965656500949,81.40287698412698,0.7332082015880916,22917726.476190478,13222719.841269841,21,0.15402959089993823
HNNA,15.05,Hennessy Advisors Inc,5.748957,1.722089,2.609169,4218000.0,0.0652,13567000.0,0.0295,4555000.0,0.2555,14006000.0,0.0582,8187000.0,1.0488,13813000.0,0.039,3358000.0,-0.0514,13247000.0,0.0135,55,0.17256420023709051,16.43145090909091,-0.06214135818914795,261707.82142857142,279048.25925925927,4,0.1286085436100195
LMB,11.7,Limbach Holdings Inc,0.0,1.939339,-0.49526099999999995,709000.0,0.0598,140000000.0,0.1841,-2424000.0,-0.9967,121000000.0,0.0465,1129000.0,1.4496,131000000.0,-0.0172,128000.0,-0.8568,121000000.0,0.0209,24,0.06275484094876764,12.63770833333333,1.064464196931544,513157.5,248566.91666666666,2,0.02722573527157025
TCFC,33.26,Tri-County Financial Corporation,29.163863,1.262522,1.143367,2335000.0,-0.0818,0.0,0.0,1221000.0,-0.4787,0.0,0.0,-459000.0,-1.227,0.0,0.0,2782000.0,0.4172,0.0,0.0,61,0.10933884686918248,26.58885081967212,1.3931988800751451,127160.54838709677,53134.13333333333,5,0.07887523659776938
LOPE,110.56,大峡谷教育,23.042393,4.843243,4.792471,46038000.0,0.1554,237000000.0,0.0848,73681000.0,0.3178,276000000.0,0.1107,68256000.0,0.4226,271000000.0,0.1094,39304000.0,0.344,236000000.0,0.1224,120,0.24650661013234598,41.0875,-0.22599479471825654,5702496.25,7367516.666666667,10,0.19718326893183125
SNBR,36.8,Sleep Number Corporation,22.059159,-60.634710999999996,1.6664279999999998,3744000.0,5.8123,316000000.0,0.1112,20548000.0,-0.16,389000000.0,-0.0134,15791000.0,0.39899999999999997,363000000.0,0.159,25603000.0,-0.0055,403000000.0,0.0942,239,0.8240427804517094,15.22357740585774,0.3970750211257572,16401104.9,11739602.134453781,19,0.5530661878422172
GABC,36.58,德美银行,19.037651,2.273005,1.9261830000000002,11097000.0,0.1279,0.0,0.0,11813000.0,0.2362,0.0,0.0,11621000.0,0.1546,0.0,0.0,9660000.0,-0.0515,0.0,0.0,252,0.15597910367611842,14.355258333333339,1.2644564533882088,562167.3095238095,248257.0634920635,21,0.1281841887384468
ITIC,167.07,投资者不动产,11.81322,1.694091,14.142631,6920000.0,0.2196,0.0,0.0,4173000.0,-0.0656,0.0,0.0,9633800.0,0.907,0.0,0.0,5926600.0,-0.2709,0.0,0.0,252,0.22692788748611314,53.9329761904762,0.5965558010389921,63660.76190476191,39873.80952380953,21,0.18739783167130394
HPT,28.75,HPT房产信托,16.041708,1.714684,1.79532,97289000.0,0.6028,0.0,0.0,80206000.0,1.1578,0.0,0.0,31545000.0,-0.5008,0.0,0.0,85728000.0,0.6546,0.0,0.0,252,0.20218489165990547,28.855892857142848,1.9684577585648035,20132773.15873016,6782233.333333333,21,0.15179040858878667
MOMO,47.0,陌陌,21.888668,6.703464,2.121833,117000000.0,0.9391,494000000.0,0.5831,129000000.0,0.5938,435000000.0,0.6405,97280000.0,0.1611,386000000.0,0.5698,78979000.0,1.0249,354000000.0,1.2570000000000001,47,0.46182554534044523,24.58925531914893,2.2615314411521874,99283930.04166667,30440893.13043478,3,0.32600154738078924
BDGE,35.0,Bridge银行,32.57799,1.574703,1.074345,6743000.0,-0.2373,0.0,0.0,12073000.0,0.3164,0.0,0.0,-6916000.0,-1.755,0.0,0.0,9443000.0,0.0669,0.0,0.0,252,0.1700969710375503,22.35460952380952,9.468680251280155,472162.40476190473,45102.380952380954,21,0.14488625666517116
CGBD,17.26,TCG BDC Inc.,12.174807000000001,0.9579290000000001,1.4107,13106000.0,-0.1545,0.0,0.0,21089000.0,0.304,0.0,0.0,26983000.0,0.5511,0.0,0.0,25543000.0,-0.1243,0.0,0.0,17,0.024218871445382737,17.92764705882353,-0.11408757942023,2535816.3333333335,2862378.125,1,0.0024954652302331473
MGPI,79.06,MGP Ingredients,31.187022999999996,7.264568,2.521241,7527000.0,0.1818,88252000.0,0.0291,8927000.0,0.0287,87956000.0,0.009000000000000001,12639000.0,0.5255,88193000.0,0.0869,14137000.0,0.4831,86333000.0,0.0806,252,0.5860750243968728,14.902817460317467,-0.22304759247096018,1518066.9603174604,1953873.8095238095,21,0.428295422941515
CFFN,13.04,Capitol Federal Financial,17.864947,1.372947,0.729921,22372000.0,0.0469,0.0,0.0,23330000.0,0.0807,0.0,0.0,31836000.0,0.5471,0.0,0.0,20602000.0,-0.0046,0.0,0.0,235,0.10605907819377432,12.721127659574465,1.7433181378148224,12974205.423728814,4729384.188034188,19,0.09000595332205612
CRAI,52.06,CRA国际,33.359821999999994,2.1397880000000002,1.557862,6839000.0,0.7504,106000000.0,0.128,4886000.0,0.7265,99476000.0,0.1282,-2261000.0,-2.0891,97016000.0,0.2193,3225000.0,0.0235,91325000.0,0.1179,247,0.2025208963913563,29.228178137651824,-0.32415065339700383,956349.9032258064,1415034.1463414633,20,0.17357154169784575
MLAB,181.07,Mesa Laboratories,0.0,6.595691,-0.083235,4230000.0,1.7884,25142000.0,0.1089,4254000.0,0.1677,26881000.0,0.1063,-11086000.0,-4.409,23671000.0,-0.0072,2353000.0,-0.0021,22954000.0,-0.0596,252,0.29035463090919217,41.57755952380953,1.4718852435840644,208154.31746031746,84208.73015873016,21,0.2368333186913326
FFIC,25.71,法拉盛金融,17.933779,1.334502,1.4313770000000001,13923000.0,0.0941,0.0,0.0,11412000.0,-0.0692,0.0,0.0,5957000.0,-0.583,0.0,0.0,10179000.0,-0.0428,0.0,0.0,252,0.19521272769293493,15.431038492063498,0.24306690862363717,1646430.992063492,1324491.0476190476,21,0.14501051261350298
CTRE,17.99,CareTrust REIT Inc.,33.459148,2.277021,0.536774,13267000.0,5.5355,0.0,0.0,14607000.0,0.4208,0.0,0.0,2252000.0,-0.7315,0.0,0.0,11311000.0,0.4442,0.0,0.0,54,0.11736212719237903,15.070370370370368,1.5414931640832683,12238241.703703703,4815374.62962963,4,0.08698800012628481
ADES,11.79,Advanced Emissions Solutions Inc,6.738132000000001,2.938767,1.748259,15291000.0,1.3862,4273000.0,-0.8437,7662000.0,-0.1181,3899000.0,-0.5736,6985000.0,-0.9079,544000.0,-0.8499,5792000.0,-0.3974,2294000.0,-0.8540000000000001,33,0.14275382943376946,10.735148484848485,0.408399250846431,2540031.588235294,1803488.3125,2,0.09820261220478087
FSBC,17.51,"FSB Bancorp, Inc.",249.87155499999997,1.0670520000000001,0.070076,68000.0,-0.6964,0.0,0.0,89000.0,7.0909,0.0,0.0,-242000.0,-1.5831,0.0,0.0,202000.0,-0.1984,0.0,0.0,28,0.053357477091705414,15.660449999999994,-0.5064177892957411,47342.642857142855,95916.42857142857,2,0.03387937767724715
CFBI,11.65,"Community First Bancshares, Inc",0.0,1.146081,-0.011940000000000001,618000.0,0.7458,0.0,0.0,333000.0,-0.1957,0.0,0.0,-961000.0,-3.5289,0.0,0.0,218000.0,-0.4202,0.0,0.0,19,0.019157961572393925,12.173831578947368,-0.7356925608156982,109987.4,416134.3333333333,1,0.002583714263434926
FCBC,34.38,第一社区银行股份,21.640386,1.6793669999999998,1.587772,9066000.0,0.4126,0.0,0.0,8868000.0,0.4299,0.0,0.0,1213000.0,-0.8106,0.0,0.0,7652000.0,0.1988,0.0,0.0,252,0.24520912340247922,23.06071626984126,2.4094475127913886,730818.0238095238,214350.8650793651,21,0.20215266139209032
BPFH,14.25,波士顿金融控股,49.836962,1.6491900000000002,0.286434,7402000.0,-0.6986,0.0,0.0,23736000.0,0.4275,0.0,0.0,-17002000.0,-1.9092,0.0,0.0,20877000.0,0.0063,0.0,0.0,252,0.26293510926533986,15.150059523809523,2.00939721451927,10155466.46031746,3374584.9206349207,21,0.19727537322837937
UTHR,124.18,United Therapeutics Corporation,7.566332000000001,2.105648,16.389711,173000000.0,4.0875,445000000.0,-0.0002,244000000.0,0.369,389000000.0,0.0505,19000000.0,-0.8277,465000000.0,0.1362,276000000.0,0.7077,446000000.0,0.0914,233,0.4692305259270317,51.02429184549355,-0.5709061157628149,14529956.393162394,33861951.72413793,19,0.3276113212145008
HCAP,11.1,Huntingdon Capital Corp,17.65087,0.883625,0.626598,815800.0,1.4386,0.0,0.0,2070000.0,-0.1129,0.0,0.0,1492000.0,-0.4627,0.0,0.0,-333200.0,-1.1406,0.0,0.0,66,0.06922740293587436,12.898150000000003,0.3142855228641802,517173.42424242425,393501.57575757575,5,0.052538629598810026
MYRG,32.4,MYR Group,16.950260999999998,1.773567,1.911475,6835000.0,4.5569,340000000.0,-0.0463,5644000.0,3.7033,346000000.0,0.1515,13579000.0,0.7413,374000000.0,0.0868,5145000.0,-0.1629,374000000.0,0.3186,123,0.2967658173546415,23.81211382113821,-0.11972150815925114,2365262.129032258,2686947.5409836066,10,0.2174327012225994
MANH,57.98,曼哈顿联合软件,36.620499,29.485861,1.582447,27668000.0,-0.1116,142000000.0,-0.0796,22652000.0,-0.1974,131000000.0,-0.09,24514000.0,-0.1806,144000000.0,-0.0238,32599000.0,-0.0268,153000000.0,0.0044,247,0.18679973815382897,17.43975708502025,-0.6023828651676847,11516065.467741935,28962699.18699187,20,0.1624925014859363
HALL,10.51,标志金融服务,0.0,0.7387699999999999,-0.34481,5090000.0,2.5194,0.0,0.0,647000.0,-0.8377,0.0,0.0,-10629000.0,-1.9025,0.0,0.0,-1560000.0,-1.3090000000000002,0.0,0.0,148,0.2395025807944442,9.795101351351347,-0.38839379867830187,593936.5675675676,971109.4594594594,12,0.19011181324836854
SABR,26.0,Sabre Corporation,20.181926999999998,8.107003,1.279858,93325000.0,18.366,984000000.0,0.0929,89242000.0,0.1553,988000000.0,0.0798,83477000.0,2.2467,882000000.0,0.063,92296000.0,1.2048,901000000.0,0.0735,55,0.13745506840723995,23.521363636363635,0.747616269247405,56968433.0,32597792.777777776,4,0.10183319744616716
PLBC,25.8,Plumas Bancorp,12.714603,2.219639,2.029163,3445000.0,0.3558,0.0,0.0,3280000.0,0.5891,0.0,0.0,1136000.0,-0.4608,0.0,0.0,2448000.0,0.2509,0.0,0.0,252,0.33658019327821237,9.813554365079366,0.7224361883263715,63442.0,36832.71428571428,21,0.271739930014307
FNWB,15.28,First Northwest Bancorp,50.708019,0.937406,0.301333,1526000.0,0.3686,0.0,0.0,1523000.0,-0.2962,0.0,0.0,-114000.0,-1.0959999999999999,0.0,0.0,1773000.0,1.7235,0.0,0.0,46,0.06536097393120187,14.52695652173913,-0.5062045701285296,417955.0,846413.2608695652,3,0.04749499085305887
CBTX,38.01,CBTX Inc.,28.422878000000004,2.0425590000000002,1.333257,11042000.0,0.2685,0.0,0.0,9112000.0,0.3279,0.0,0.0,1957000.0,-0.741,0.0,0.0,10047000.0,0.4816,0.0,0.0,12,0.05701098435867894,31.717500000000005,0.6735831177213689,2270928.1666666665,1356925.8333333333,1,0.012571916314868663
UCFC,10.04,United Community Financial Corp,16.528108,1.661093,0.606845,9541000.0,0.1651,0.0,0.0,8556000.0,4.5631,0.0,0.0,4502000.0,-0.1041,0.0,0.0,7556000.0,0.4663,0.0,0.0,244,0.6422515418268827,6.966530327868852,0.14265309915565233,1340429.4918032787,1173085.2459016393,20,0.4802408213557569
LOGM,87.45,大家来网络,31.042603999999997,1.4732530000000001,2.809848,6554000.0,-0.5585,306000000.0,0.1892,29712000.0,2.6005,279000000.0,0.4895,93321000.0,49.1187,276000000.0,2.138,9920000.0,16.0989,269000000.0,2.164,112,0.20543017913037528,54.644821428571426,0.5571475731679411,8809631.910714285,5657544.642857143,9,0.1779405277168632
HUNT,9.93,Hunter Maritime Acquisition Corp.,60.720576,8.384122,0.163536,319500.0,2.7573,0.0,0.0,319500.0,2.7573,0.0,0.0,-9460.0,0.0,0.0,0.0,-9460.0,0.0,0.0,0.0,21,0.021826412428688807,9.843961904761905,-0.2988203712172177,353748.9090909091,504505.4,1,0.0059038169516446555
III,4.94,信息服务,173.84891499999998,3.150887,0.028473000000000002,2362000.0,8.7443,71026000.0,0.0439,164000.0,1.2872,68877000.0,0.0349,-2650000.0,0.6747,66612000.0,0.22699999999999998,1428000.0,0.8889,68349000.0,0.3162,129,0.32910293899922244,3.2731782945736425,0.2808345501147302,2091618.8307692308,1633012.5,10,0.2605499207260233
TMCX,9.8,Trinity Merger Corp.,968.283766,84.52498299999999,0.010121,441100.0,0.0,0.0,0.0,-810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,-0.014644681905770049,9.791133333333333,-0.004130598745926691,3164943.0,3178070.3333333335,0,-0.014644681905770049
FLIR,61.7,菲利尔系统,68.71469599999999,4.726829,0.8947139999999999,71563000.0,0.3919,453000000.0,0.0428,39195000.0,-0.0793,440000000.0,0.0806,-50290000.0,-1.8177,495000000.0,0.0422,63529000.0,0.0835,465000000.0,0.1468,252,0.19984257765387417,20.645126984126982,-0.1793998216855443,24112932.45238095,29384507.936507937,21,0.17337640128870369
SIRI,7.02,Sirius XM Holdings Inc.,38.438501,-22.906045000000002,0.181979,292000000.0,0.4465,1432000000.0,0.0629,289000000.0,0.3978,1375000000.0,0.0626,-36996000.0,-1.1808,1230000000.0,0.0641,276000000.0,0.42200000000000004,1210000000.0,0.0656,252,0.5754701635691158,8.111011904761904,0.9019882531724647,953507748.9761904,501321576.1904762,21,0.4104719411791325
CIZN,23.05,市民金融控股,28.606456,1.387032,0.8075100000000001,1688100.0,-0.0534,0.0,0.0,1772400.0,0.2331,0.0,0.0,-1124700.0,-1.6698,0.0,0.0,1607500.0,-0.0826,0.0,0.0,229,0.21918747484752657,19.56565851528384,1.2449395802300907,43857.06086956522,19535.964912280702,19,0.16580799360155007
UBOH,22.55,联合货币中心银行,13.994363,0.9652120000000001,1.6113629999999999,2200000.0,0.8565,0.0,0.0,1799000.0,0.2905,0.0,0.0,865000.0,-0.4233,0.0,0.0,402000.0,-0.7083,0.0,0.0,240,0.187258823401156,14.117964166666656,0.4796615666274356,47145.71666666667,31862.5,20,0.1476928489819287
