code,name,pe,pb,eps,count,end,max,mean,min,price_end,price_middle,price_start,start,std,volume_end,volume_start,year
ESGR,恩斯塔,30.831315000000004,1.292165,6.869639,253.0,213.025,227.8,86.20191699604744,11.0,152.25464705882348,82.4920238095238,23.072738095238094,12.06,59.148410278495575,454146.7401574803,137820.6349206349,21.0
TECH,Techne Corporation,56.281276,6.554522,3.344807,253.0,190.88,192.17,61.70351778656127,6.125,97.69941176470589,59.925357142857116,27.057261904761905,7.75,34.4794906527244,3135045.0472440943,5708730.952380952,21.0
LABL,Multi-Color Corporation,15.426036999999999,1.7559369999999999,3.960836,253.0,60.75,85.9,24.75877509881423,1.5556,50.92558823529411,18.00505952380953,5.034167857142856,2.0,23.10408396653781,1229240.779527559,373229.65079365077,21.0
SANM,新美亚电子,0.0,1.408221,-0.974266,253.0,30.45,353.9289,46.51127747035574,1.5,21.68335294117647,17.23938571428571,100.90666428571433,60.1755,58.438102717310166,15098183.25984252,21980450.793650795,21.0
MSVB,"Mid-Southern Bancorp, Inc.",17.183255,1.824784,0.718141,3.0,12.55,12.55,12.4,12.1,12.55,12.55,12.1,12.41,0.25980762113533223,79624.0,1252126.0,0.0
SSBI,Summit State Bank,20.044718,1.527174,0.773271,147.0,15.35,15.6,8.349712244897955,3.648,12.025953061224492,6.381877551020408,6.641306122448979,12.2,3.265371178085419,127095.7027027027,128654.1095890411,12.0
RLJE,RLJ Entertainment,44.484623,-12.012727,0.139374,72.0,6.25,22.5,6.891880555555555,1.182,3.6430875,3.1825541666666677,13.849999999999996,24.15,5.496306470780477,777240.1944444445,107918.63888888889,6.0
VBTX,"Veritex Holdings, Inc.",25.22855,1.478682,1.232334,48.0,30.76,31.07,21.332187500000003,12.99,28.424374999999998,20.473125,15.0990625,14.0,6.508043133859889,2199987.75,473818.375,4.0
DWSH,AdvisorShares Dorsey Wright Short ETF,0.0,0.0,0.0,3.0,25.03,25.03,24.872533333333337,24.73,25.03,24.8576,24.73,25.01,0.1505564788819579,83069.5,420324.0,0.0
PBIP,宾夕法尼亚保德信,24.651538000000002,1.283679,0.760196,163.0,18.351,19.3,11.988480368098163,5.245,15.30749636363636,7.81074074074074,12.785740740740737,10.6,3.7280386456803654,254867.67073170733,182345.67901234567,13.0
PATI,"Patriot Transportation Holding, Inc.",14.535355,1.325214,1.417922,44.0,20.1,25.97,21.250068181818182,17.38,19.33653333333334,21.323,23.22214285714286,26.3,2.2469914707585636,70657.18181818182,64864.59090909091,3.0
ALLT,艾奥特通讯,0.0,1.55551,-0.450325,143.0,6.07,27.86,8.844090909090912,1.49,5.922916666666668,15.808020833333332,4.71531914893617,14.5,6.023479021283825,4276445.458333333,3222798.591549296,11.0
LAWS,劳森产品,10.961037,2.9376759999999997,2.928555,253.0,34.0,50.18,25.306126482213436,6.92,19.194588235294116,29.748452380952386,27.048095238095243,27.75,8.974941261679959,393779.14173228346,268750.0,21.0
HFBL,Home Federal Bancorp,17.044898,1.3426799999999999,2.0565450000000003,94.0,36.0762,36.0762,20.727453191489367,11.5,27.266612499999997,19.64609677419355,15.058709677419353,11.26,5.815243117296926,25578.31914893617,65802.12765957447,7.0
CSB,Victory CEMP US Small Cap High Dividend Volatility Weighted Index ETF,0.0,0.0,-8.35,39.0,48.34,48.38,39.43100256410257,31.4289,44.76556923076924,39.622953846153855,33.90448461538462,34.75,4.834436715432272,123690.75,88641.78947368421,3.0
IDSY,编号系统,0.0,3.682503,-0.201185,232.0,6.48,24.95,7.62193965517241,1.99,5.7412179487179476,8.97396103896104,8.175064935064935,7.0,4.901315455176085,605682.3965517242,1115937.9310344828,19.0
CSF,Compass EMP U.S. Discovery 500 Enhanced Volatility Weighted Fund,0.0,0.0,0.0,50.0,50.35,50.35,39.574147999999994,31.7501,44.933258823529414,36.24855882352941,37.41353124999999,35.05,4.7720998115637245,163526.2,110681.2,4.0
NAVI,Navient Corp,11.56997,0.9308420000000001,1.147799,54.0,13.73,21.61,15.09388888888889,9.56,13.81388888888889,13.496666666666664,17.971111111111114,15.0,2.8999924636640304,62364845.03703704,64924956.0,4.0
WTFCM,Wintrust Financial Corporation,8.008902,0.0,3.37,39.0,27.16,29.5,27.349805128205134,25.1,27.408323076923075,27.75376153846154,26.88733076923077,24.9,1.0495803188715396,195111.2,531748.2105263158,3.0
IMOS,南茂科技,57.30994200000001,0.031822,0.2394,208.0,13.59,52.2,16.11513461538462,1.0,18.40718571428572,9.62557971014493,20.27942028985507,21.08,8.90881463572316,3047370.471153846,1832072.1153846155,17.0
QRTEA,Liberty Interactive Corporation,21.309278,0.0,0.97,48.0,20.7653,29.53,24.57281875,18.49,23.47783125000001,22.439375,27.801250000000003,23.95,3.3197018602134727,61347769.0,45549541.666666664,4.0
WAFD,Washington Federal,15.162341,1.4556790000000002,2.305053,253.0,34.35,35.9,21.077355731225303,11.39,24.006882352941176,20.166661904761902,19.023647619047615,20.2855,5.173895415741654,12638067.543307086,6391920.976190476,21.0
HYND,WisdomTree BofA Merrill Lynch Hi,0.0,0.0,0.0,57.0,21.13,24.49,21.159242105263164,18.3581,20.964052631578948,19.80262105263158,22.711052631578948,25.22,1.5133372045331006,211134.41379310345,90251.96428571429,4.0
GOODM,Gladstone Commercial Corp,0.0,0.0,-0.16,28.0,25.45,26.2,25.494839285714285,24.8262,25.290279999999996,25.78988888888889,25.427077777777775,25.2,0.3803122005418081,112647.5,212817.92857142858,2.0
FDIV,First Trust Strategic Income ETF,0.0,0.0,0.0,50.0,49.49,51.3652,49.65063799999999,45.155,50.2548294117647,49.370870588235285,49.3059375,50.05,1.5393995023093263,282579.4,45619.04,4.0
IQ,爱奇艺,0.0,5.952538,0.0,7.0,28.81,32.3,25.844285714285714,15.55,29.91,28.799999999999997,16.79,18.2,6.649312889672277,413289380.0,140847127.66666666,0.0
JJSF,JJSF食品,25.622354,3.6358370000000004,5.595895,253.0,144.5,152.47,50.05626482213439,6.47,101.15582352941175,35.51946428571428,12.885178571428572,8.065,41.72669698943165,1067992.5118110236,1052139.6825396826,21.0
WWD,Woodward,28.951576,3.334513,2.736984,253.0,80.0952,83.21,28.005652964426872,3.605,52.61723764705881,24.096964285714282,7.0097619047619055,5.665,21.324501022574637,7225690.283464567,4186521.4285714286,21.0
DOX,Amdocs Ltd,22.360073,2.613316,2.908309,58.0,65.37,68.4,57.239827586206886,41.24,65.21549999999999,57.806842105263165,48.27736842105263,40.99,7.5400420542778335,13677140.137931034,12151828.72413793,4.0
STXB,Spirit Of Texas Bancshares,23.761477,1.452383,0.924185,5.0,21.63,21.88,21.336000000000002,20.6,21.6,21.240000000000002,21.0,22.0,0.5224270283972673,377617.0,1546437.0,0.0
CMPR,Cimpress N.V.,99.78005999999999,46.495649,1.413108,47.0,142.665,162.75,98.82691489361702,64.53,126.58031249999999,89.85375,78.79466666666667,65.24,25.3589945357099,4410156.75,5362081.478260869,3.0
BMLP,Bank Of Montreal BMO Elkhorn DWA MLP Select Index Exchange Trade,0.0,0.0017230000000000001,0.0,22.0,50.9099,55.81,49.39665522727273,43.21123,48.58837875,47.61562642857143,52.10142857142858,51.11,2.951208319066099,4693.818181818182,9965.0,1.0
FCEF,First Trust CEF Income Opportunity ETF,0.0,0.0,0.0,25.0,22.2238,22.2456,21.348292,19.545,21.841577777777776,21.79015,20.3514875,20.2,0.8131588133732958,203111.0,204704.41666666666,2.0
AMZN,亚马逊,146.91483200000002,26.556285,12.969351,253.0,2043.2822,2043.2822,246.19875019762844,4.125,617.2009670588235,84.07273809523811,32.90585238095239,2.3442,376.0976919962749,101404304.13385826,210921859.52380952,21.0
LANC,兰卡斯特食品,31.120354,6.476558,4.937926,253.0,156.15,156.27,60.028814229249,19.5,100.5149411764706,44.537380952380964,34.552142857142854,34.7533,33.032850913663516,2133861.976377953,2501996.0317460317,21.0
MXIM,美信集成,37.127738,8.890839,1.6631770000000001,253.0,60.68,87.69,34.35814229249009,8.75,37.00447058823529,30.356071428571436,35.68238095238095,8.6875,14.05343970588603,59552575.13385827,102246350.0,21.0
SYBT,S.Y. Bancorp,20.030019,2.5478549999999998,1.9321,253.0,38.8,46.95,17.11052213438735,5.915,25.463567058823532,16.194327380952387,9.57423095238095,5.7933,8.720452749317523,866030.4645669291,394057.79365079367,21.0
BIIB,生化基因,24.215998000000003,5.624378,14.136522,253.0,345.5,422.24,118.59023636363638,3.0,264.31047058823526,54.82916666666665,34.89630714285713,5.0417,115.02070622856719,39066518.275590554,78533871.42857143,21.0
FTHI,First Trust High Income ETF,0.0,0.0,0.0,57.0,23.53,23.57,21.001087719298244,18.72,22.472747368421054,20.123410526315794,20.407105263157902,20.05,1.243659055694436,212316.27586206896,111441.53571428571,4.0
KBSF,KBS Fashion Group Limited,0.0,0.119566,-6.820514,46.0,3.69,92.55,21.913160869565214,1.8,3.9593062499999996,5.3379,57.639199999999995,88.8,28.897207349834407,2323213.652173913,50842.086956521736,3.0
PPBI,太平洋第一合众银行,18.920354999999997,1.917346,2.092984,253.0,39.895,113.75,16.8211067193676,1.2,21.27852941176471,8.147559523809528,20.984166666666674,86.9,17.86219420746602,1934163.6692913387,217441.74603174604,21.0
PPIH,"Perma-Pipe International Holdings, Inc.",0.0,1.414101,-0.985209,253.0,9.25,27.88,7.625335177865611,1.65,8.26882117647059,10.571190476190477,4.028333333333333,9.38,4.5154514984559855,271681.13385826774,324180.15873015876,21.0
HYLS,First Trust High Yield Long/Shor,0.0,0.0,0.0,68.0,47.76,52.67,49.451250000000016,46.51,48.39521739130436,48.72369565217391,51.31590909090908,51.0,1.6408714864591405,2956991.4411764704,686573.2058823529,5.0
HYZD,WisdomTree BofA Merrill Lynch Hi,0.0,0.0,0.0,58.0,24.07,25.23,23.7813224137931,21.1899,24.042575,22.778694736842105,24.508947368421047,25.08,0.9364856897105626,926575.551724138,192633.89655172414,4.0
LION,富达南方银行,15.686748000000001,1.563831,1.542066,253.0,24.42,25.41,11.354683794466405,1.525,15.573235294117648,10.567261904761903,7.8733333333333375,14.025,5.703158316281399,1050462.1338582677,305695.2380952381,21.0
BFIN,班克金融,22.655938,1.449411,0.712396,160.0,15.9604,18.1,12.038127499999996,5.52,13.493896296296297,8.319622641509435,14.273396226415095,13.0,3.385282403387572,684918.5,1223547.5,13.0
FANG,Diamondback Energy,21.189232,2.132162,5.745843,72.0,120.8658,131.95,78.30320555555555,17.03,110.41836666666667,76.24125,48.25,17.82,30.622667502965044,28346939.305555556,14856610.805555556,6.0
AIMC,奥创控股公司,22.056426000000002,2.907537,1.852068,142.0,38.6,52.4,23.95401408450705,3.88,34.72208333333334,24.08936170212766,12.821489361702131,13.5,11.18411766873762,2830103.5352112674,3439932.3943661973,11.0
AGZD,WisdomTree Barclays U.S. Aggrega,0.0,0.0,0.0,58.0,47.86,50.12,48.485568965517224,47.12,48.019,47.890684210526324,49.57157894736843,50.05,0.845333307710767,95233.37931034483,184127.8275862069,4.0
LMRKP,LANDMARK INFRASTRU 8% RED PERP PFD UNIT SER A,0.0,0.0,0.0,29.0,24.68,25.9865,25.07676896551724,22.7872,24.541790000000002,25.319589999999998,25.40138888888889,24.76,0.661545123233398,126213.2,96923.14285714286,2.0
GWPH,GW Pharmaceuticals plc,0.0,7.821007000000001,-9.272829,65.0,143.3861,160.99,90.24147846153846,8.81,122.57709545454549,92.00272727272728,54.520952380952394,8.9,36.391585759779744,9049478.06060606,7314656.96875,5.0
NEWTZ,Newtek Business Services Corp,13.489362,0.0,1.88,37.0,25.46,27.25,25.967051351351355,24.745,25.98921538461538,26.406491666666668,25.503600000000002,24.9,0.5571921385251538,17120.21052631579,32751.38888888889,3.0
FTXR,First Trust Nasdaq Transportation ETF,0.0,0.0,0.0,25.0,25.321,26.7102,23.95254,20.21,25.191811111111107,24.180975,22.329925000000003,20.3,1.5498080676866628,19812.69230769231,16814.416666666668,2.0
IBKC,IBERIABANK Corporation,28.488877000000002,1.274255,3.018722,253.0,87.4,87.4,47.00941501976284,10.8,63.670705882352934,51.8745238095238,25.284666666666663,20.304,18.92394263107081,4478597.094488189,543883.3333333334,21.0
CPTA,Capitala Finance Corp,0.0,0.634746,-0.080502,61.0,8.77,20.0,14.052459016393444,7.11,10.017619047619048,13.52,18.8215,19.15,4.091242947132206,1987569.4838709678,1268755.6,5.0
ISCA,国际赛道,7.443811,1.2003469999999998,5.924385,253.0,44.3,66.0,37.69956521739129,19.33,33.51635294117647,39.28107142857142,40.35107142857143,21.25,9.294353092786421,3055252.401574803,2823403.1746031744,21.0
GNMA,iShares GNMA Bond ETF,0.0,0.0,0.0,80.0,48.2901,51.25,49.84615249999999,47.7,49.525696296296296,50.3342,49.672115384615374,50.03,0.8577216263730916,503375.8,129007.5,6.0
FALN,iShares Fallen Angels USD Bond ETF,0.0,0.0,0.0,28.0,26.38,27.8,26.975771428571438,25.73,26.6577,27.59098888888889,26.713966666666668,25.1099,0.5706902479922353,635632.2857142857,56049.42857142857,2.0
FOSL,福思,0.0,2.546344,-2.907978,253.0,22.275,131.97,37.65074940711463,3.7531,66.10664705882354,35.06607142857142,11.440769047619051,3.5062,35.17000602512192,23548409.92913386,9260982.626984127,21.0
CTAS,信达思,27.281043,7.491455,7.7940570000000005,253.0,215.545,215.545,54.2575624505929,20.29,88.25341176470589,33.4404761904762,40.67408690476192,23.1267,37.18527008570782,16567410.204724409,19810725.793650795,21.0
QCRH,QCR Holdings,15.700748999999998,1.879705,2.824706,253.0,43.85,48.05,17.049241501976283,6.1867,25.157058823529404,14.142440476190476,11.751703571428575,9.5556,10.008181569555154,336566.0157480315,49081.944444444445,21.0
PRPO,"Precipio, Inc.",0.047055,0.826656,9.255083,16.0,0.4065,9.0,1.9284750000000002,0.3678,0.40806666666666663,0.96344,4.718,8.7,2.6898998165978845,26135575.375,1121688.625,1.0
RAIL,Freightcar America,0.0,0.990108,-2.562036,162.0,16.5176,70.47,27.16489259259259,12.53,19.344955555555547,22.762129629629626,39.3875925925926,20.27,12.939392961677724,2476499.1481481483,4354788.888888889,13.0
CHSCM,CHS Inc,0.0,0.0,0.0,49.0,27.251,29.5,26.88175510204082,25.18,27.191823529411767,27.439374999999995,25.9946875,25.49,1.0841155675367409,570746.04,1342659.125,4.0
RBNC,Reliant Bancorp Inc.,31.268392,1.528476,0.8580549999999999,39.0,27.41,28.05,20.378723076923073,13.3,25.130769230769236,21.553461538461537,14.451938461538463,14.25,4.792241400950056,243566.95,141241.57894736843,3.0
STAA,STAAR Surgical Company,536.167384,38.540239,0.08355599999999999,253.0,48.75,48.75,8.591501976284585,0.865,11.748823529411766,4.7563095238095245,9.23178571428571,17.0,5.953614208182878,3173865.559055118,2625127.777777778,21.0
ANY,Sphere 3D Corp,0.0,0.797186,-2.26892,51.0,0.28,196.25,45.308041333333335,0.28,2.0520651764705886,19.98235294117647,113.88970588235294,192.5,56.0866727718649,7694796.0,212038.2,4.0
FITBI,Fifth Third Bancorp - Depositary,14.310881,0.0,1.93,58.0,27.9,32.47,28.236379310344834,24.97,28.6295,28.988947368421062,27.069999999999997,24.8,1.4051230804251191,649668.8275862068,1235069.2413793104,4.0
FMB,First Trust Managed Municipal ETF,0.0,0.0,0.0,53.0,52.7478,54.23,52.22089811320756,49.98,52.82595555555556,52.60724444444443,51.17117647058824,50.19,1.0601332462497646,750080.1111111111,135685.42307692306,4.0
OVAS,OvaScience Inc.,0.0,0.5351600000000001,-0.922741,66.0,0.769,45.51,10.28382121212121,0.769,1.2500999999999998,14.763636363636364,14.837727272727268,11.55,11.129382366130795,11016887.575757576,5803728.090909091,5.0
MCRI,Monarch Casino & Resort,28.747087,3.038265,1.658255,253.0,47.01,47.67,14.15391304347826,1.75,21.771058823529412,16.479107142857153,4.120892857142856,2.75,10.831056477967257,1167314.1417322834,1343552.380952381,21.0
ALGR,Allegro Merger Corp.,0.0,7604.273432999999,-0.000126,2.0,9.5,9.59,9.545,9.5,9.5,9.59,,9.54,0.06363961030678918,630.0,5256423.0,0.0
RBB,RBB Bancorp,15.561801999999998,1.6596540000000002,1.844902,15.0,28.7,32.12,26.840666666666664,22.6,30.006,26.7,23.815999999999995,23.32,2.8338929979463803,1116224.875,1200057.2857142857,1.0
CHRW,罗宾逊物流,23.548617,8.806419,4.097905,252.0,96.3,96.3,44.60423611111113,5.0,69.18892857142856,51.508333333333354,13.115446428571428,5.4375,25.721357590369124,30566648.888888888,19148677.777777776,21.0
FELE,富兰克林电子,27.062951,3.179071,1.792118,253.0,48.4,49.45,22.017994071146237,7.0,35.72841176470589,19.64732142857143,10.515029761904762,7.6875,11.60056629902266,3736444.937007874,2279311.111111111,21.0
USCR,US Concrete Inc,23.625878,2.7637560000000003,2.061299,92.0,47.55,83.65,35.41266304347826,2.75,64.14435483870967,32.9958064516129,8.220666666666668,8.8,24.889441309707788,6377654.043478261,798067.3913043478,7.0
EGLT,Egalet Corporation,0.0,-0.368616,-0.47918999999999995,56.0,0.391,15.01,6.499080357142857,0.29,1.3409736842105264,7.641578947368421,10.737777777777778,12.5,4.546496747783633,15263673.857142856,1599830.9285714286,4.0
CELG,新基公司,23.944707,18.441235,3.755736,253.0,92.13,145.82,38.50392292490119,0.7425,86.67505882352943,24.263244047619054,4.0,1.2675,40.09059030932554,126572955.3543307,165985660.31746033,21.0
BPOP,大众银行,18.426995,1.012346,2.8132639999999998,253.0,50.4,288.2,102.6187154150198,12.6,31.204823529411758,118.14166666666664,159.35982142857145,107.5,76.5219599228001,16735613.125984251,1001620.6349206349,21.0
RWLK,ReWalk Robotics,0.0,-29.253079,-0.854836,49.0,1.03,34.15,7.29881224489796,0.88,1.1918705882352942,5.5403125,15.545937499999999,12.0,7.83663861493542,7582649.24,5430137.416666667,4.0
LXRX,莱斯康制药,0.0,-217.770448,-1.285393,222.0,11.28,240.66,28.82932882882881,6.37,12.431770270270276,14.977162162162168,59.07905405405403,154.0,34.89861485815847,7659800.531531531,736322.7117117117,18.0
CASS,卡斯信息系统,32.515435,4.0065800000000005,2.271229,253.0,71.0,71.53,23.211369565217403,2.4979,47.57912,17.99816904761905,3.766727380952383,3.7656,19.813128715958555,490225.5433070866,346939.04761904763,21.0
ATSG,美国空运,12.164906,2.878199,1.744362,183.0,20.24,26.47,8.164726775956282,0.18,14.1244262295082,4.422540983606559,5.947213114754098,0.65,5.860296534680561,5370143.3369565215,9501732.967032967,15.0
GSHT,"Gores Holdings II, Inc",0.0,102.594836,-0.10105700000000001,19.0,10.36,10.36,10.03923157894737,9.85,10.166485714285715,9.94,9.99,11.0,0.14259010427185081,3300384.1,853058.8888888889,1.0
OXLC,Oxford Lane Capital Corp,8.250919,1.081574,1.321065,93.0,10.815,20.0,13.747527956989257,7.58,10.355325806451614,14.824354838709679,16.062903225806455,19.7,3.1180412463584437,3238449.404255319,688767.3913043478,7.0
HRZN,Horizon Technology Finance Corpo,11.727946000000001,0.9419959999999999,0.9319620000000001,96.0,11.22,16.98,13.335416666666669,9.05,11.288125,13.096250000000001,15.621875000000005,16.0,2.1162841897840243,1334186.5833333333,1249120.8333333333,8.0
MITL,Mitel Networks Corporation,0.0,3.350247,-0.286568,102.0,10.995,11.91,7.0733823529411755,2.12,8.160441176470586,8.089117647058822,4.970588235294117,12.75,2.6137080713158727,15338537.862745099,2480019.6078431373,8.0
BANX,StoneCastle Financial Corp,10.967433,1.0210860000000002,2.048793,59.0,22.6646,25.5,20.471361016949157,14.75,21.072015,17.466,23.002631578947366,25.05,2.966265805108768,298754.3333333333,463798.6896551724,4.0
QADB,QAD Inc,0.0,4.906619999999999,-0.42392299999999994,245.0,47.0001,47.45,14.696064081632661,2.2,20.125008536585362,11.897378048780485,12.033333333333328,35.11,8.30140670224027,156639.43089430896,1012267.2131147541,20.0
CRAI,CRA国际,36.588606,2.346891,1.557862,246.0,56.51,57.16,29.187560975609756,8.0,28.477804878048772,35.88268292682928,23.20219512195122,24.75,12.03505548626558,955471.756097561,1415034.1463414633,20.0
CTWS,Connecticut Water Service,50.815031,2.8861060000000003,1.355898,253.0,68.465,68.51,29.206703952569168,12.6133,41.22617647058825,24.1404761904762,22.110370238095236,12.6667,11.698475591753711,559842.6377952755,201119.24603174604,21.0
QDEL,Quidel Corporation,124.18393600000002,7.409289,0.5636800000000001,253.0,75.76,76.88,14.990039525691703,2.0,27.05388235294118,12.715952380952379,5.0566666666666675,4.94,12.349299912617106,4774593.913385827,4783688.888888889,21.0
RNSC,First Trust Small Cap US Equity Select ETF,0.0,0.0,0.0,16.0,23.6096,23.66,21.55999375,19.4962,22.744666666666664,21.42118,20.2772,19.76,1.2286249167090553,22084.875,34021.125,1.0
PODD,Insulet Corporation,0.0,30.979128999999997,-0.296746,137.0,104.25,104.27,30.320985401459843,4.1,49.22815217391303,27.70065217391304,13.672222222222224,17.0,20.519745940687802,10515484.826086957,5752188.235294118,11.0
GNTX,真泰克,14.890346,3.2944489999999997,1.58089,253.0,22.905,24.03,10.548143083003952,2.89,15.948882352941176,8.93675595238095,6.694496428571432,2.9688,4.983054286167317,44915472.12598425,43832015.87301587,21.0
SODA,SodaStream International Ltd,35.141988,5.813948,4.051279,95.0,142.9,142.9,44.22889473684209,13.72,57.573750000000004,32.544843750000005,42.51451612903225,26.54,24.698018593312508,7750201.458333333,23148202.127659574,7.0
FFIN,第一金融银行股份,29.297572,4.13998,2.058191,253.0,60.95,60.95,17.78248932806324,4.1592,32.16958823529412,14.3872369047619,6.619367857142857,5.5065,12.578275403868382,4091914.433070866,1266468.5952380951,21.0
VTNR,Vertex Energy Inc.,0.0,1.573123,-0.233596,68.0,1.29,9.81,2.676202941176471,0.76,1.0635608695652174,2.074778260869565,4.99090909090909,3.94,2.2655453022854433,1395308.5294117648,3251659.0,5.0
GLIBP,"GCI Liberty, Inc. Preferred Stock",0.0,0.0,0.0,7.0,24.85,24.85,24.084285714285716,23.35,24.73,23.68,23.520000000000003,18.4,0.6417127379873632,218099.5,1605151.6666666667,0.0
VRIG,PowerShares Actively Managed ETF Variable Rate Investment Grade Portfolio,0.0,0.0,0.0,25.0,25.1185,25.24,25.13967600000001,25.0,25.13038888888889,25.2079375,25.0818625,25.05,0.07303405758046481,1804875.1538461538,548137.0,2.0
BNGOU,"Bionano Genomics, Inc.",0.0,0.0,0.0,2.0,6.35,6.35,6.2734,6.1968,6.35,6.1968,,6.0,0.10832875887777908,4304.0,562426.0,0.0
USLM,United States Lime & Minerals,15.233084,1.996966,5.041658,253.0,76.5,90.85,33.62798418972333,3.35,62.13223529411764,31.95142857142858,6.4609523809523814,8.25,24.439839586536205,165976.42519685038,110330.15873015873,21.0
BANF,BancFirst银行,20.430376000000003,2.434406,3.137485,253.0,64.4,64.4,21.725879446640313,6.625,33.87841176470589,20.85988095238094,10.294672619047615,7.5625,12.386245881861262,920683.1417322835,666739.6825396825,21.0
GBLIL,Global Indemnity Ltd,0.0,0.0,0.0,18.0,25.95,26.09,25.695349999999994,25.1,25.79328333333333,25.771333333333335,25.521433333333334,25.05,0.2573951876921141,131611.88888888888,712751.8888888889,1.0
RILYH,"B. Riley Financial, Inc.",0.0,0.0,0.0,5.0,25.9999,25.9999,25.67366,25.337,25.9968,25.433500000000002,25.5077,25.15,0.304293859615997,244667.33333333334,344306.5,0.0
MGEE,MGE Energy Inc,22.577148,2.87456,2.916666,253.0,65.55,66.55,28.645968379446636,11.585,45.913411764705884,23.431666666666672,16.387261904761903,13.5,14.652231267017688,1530168.1023622048,922921.7063492064,21.0
PSCU,PowerShares Exchange-Traded Fund,0.0,0.0,0.0,91.0,55.86,57.39,39.74917692307693,27.96,50.53403548387097,37.54583333333334,30.80816666666667,27.8,8.723077169886489,313060.0652173913,77326.66666666667,7.0
LAND,Gladstone Land Corporation,0.0,1.6498099999999998,-0.170158,69.0,13.48,16.93,12.288695652173914,7.42,12.442608695652174,10.272173913043476,14.151304347826088,15.16,2.154101363776087,1206485.6285714286,590508.5882352941,5.0
NBTB,NBT Bancorp Inc,18.977966000000002,1.8345740000000001,2.167777,253.0,40.73,41.88,22.90801185770752,9.94,27.87164705882353,22.941309523809526,17.8519880952381,16.8368,6.102459477078291,2009908.1417322834,877614.380952381,21.0
EMCB,WisdomTree Trust WisdomTree Emer,0.0,0.0,0.0,79.0,68.19,80.85,72.90861898734174,64.6,71.09059629629628,71.2296076923077,76.47557692307691,75.01,3.8928618754460746,223180.05,242146.15384615384,6.0
UBNT,厄比奎蒂,35.096317,21.518031,2.36663,84.0,90.0104,90.0104,39.9510761904762,11.75,62.53572857142857,34.89178571428571,22.425714285714292,17.72,19.948644064459884,10938698.42857143,13648192.857142856,7.0
NGHCZ,National General Holdings Corp,18.896788,0.0,1.37,38.0,25.47,26.25,25.085989473684215,23.42,25.318469230769228,25.455192307692307,24.434166666666666,24.01,0.6894312163286225,160952.84210526315,399098.84210526315,3.0
OKDCC,Eaton Vance Oaktree Diversified Credit Nextshares,0.0,0.0,0.0,11.0,100.06,100.13,100.08139999999999,100.06,100.06,100.07635,100.11666666666667,100.11,0.025114935795257518,19718.0,10827.4,0.0
POWI,帕沃英蒂格盛,74.04570600000001,4.096983,0.981826,169.0,72.4499,80.35,40.383815976331356,13.85,59.67333157894737,37.38955357142857,23.744107142857143,29.3,16.945421992048832,3809638.3647058825,6689590.476190476,14.0
GDEN,"Golden Entertainment, Inc.",552.3509700000001,2.244684,0.052702,231.0,29.26,34.38,11.888646753246755,3.06,12.886362337662339,11.043766233766231,11.735811688311685,9.0725,7.85185074506394,1028874.974137931,1040776.5217391305,19.0
IBB,生物科技指数ETF-iShares Nasdaq,12.579301,1.030483,9.332792,121.0,120.92,127.51,67.34022396694215,21.0233,103.51643414634145,69.241085,28.35874750000001,26.72,34.48462050762152,85853936.49180327,39636125.0,10.0
RCII,Rent-A-Center Inc,48.647504999999995,2.9392419999999997,0.302996,253.0,14.73,39.99,21.134932806324116,6.0,23.82482352941176,23.04214285714286,16.505809523809518,8.852,8.929145081603515,18593228.62992126,13720084.92063492,21.0
JACK,Jack In The Box Inc,12.103156,-4.925184,7.322883,253.0,89.61,111.64,33.806185770750986,6.905,66.47894117647058,22.92339285714286,11.627261904761903,9.815,29.14636553986802,11672274.291338583,12062107.142857144,21.0
BSRR,塞拉银行,18.286795,1.755995,1.637247,253.0,29.59,31.22,16.008537549407123,6.03,18.074117647058827,19.27142857142857,10.655476190476191,17.0,6.931321411069086,465329.74803149607,157972.22222222222,21.0
QTRX,Quanterix Corp,0.0,6.229877,-2.5820849999999997,10.0,16.19,21.47,17.783,14.36,15.567499999999999,17.46333333333333,21.05666666666667,16.25,2.521044977341296,1446348.8,2683324.0,0.0
MGLN,麦哲伦健康服务,15.857662,1.396233,4.735881,177.0,73.05,107.1,50.9265254237288,27.0,68.82923728813562,45.62728813559322,38.323050847457615,23.5,16.042486273694596,3699116.7303370787,6144327.2727272725,14.0
LSXMA,Liberty Media Corporation Series A,33.477940999999994,0.0,1.36,30.0,47.07,47.14,39.884666666666675,31.36,44.174,41.520999999999994,33.958999999999996,28.0,4.965106335169493,10025044.666666666,10312763.066666666,2.0
ROST,罗斯百货有限公司,23.269735,11.243211,4.086424,253.0,96.88,96.88,20.95959960474308,1.5938,49.11500000000001,9.68845238095238,3.740163095238096,1.8594,23.064692811486,97736354.9527559,146231403.17460316,21.0
PRSC,The Providence Service Corporati,25.368979,2.915932,2.637473,182.0,66.3,78.55,28.389368131868157,1.2,47.35532786885246,13.633114754098361,24.109500000000004,13.25,16.423495104555712,1692351.065934066,2100634.0659340657,15.0
AMAL,Amalgamated Bank,0.0,0.0,0.0,2.0,17.5,17.5,17.47,17.44,17.5,17.44,,16.0,0.042426406871191945,42388.0,5605772.0,0.0
