code,name,pe,pb,eps,count,max,mean,min,volume_end,volume_start,year
IGLB,iShares Long-Term Corporate Bond ETF,0,0,0,104,64.79,58.50418269,50.64,2846577.327,1047288.462,8
ES,Eversource Energy,19.71972,1.764159,3.182601,43,64.85,56.29627907,45.41,35665031.45,31775203.52,3
NE,诺布尔,0,0.355843,-3.617433,252,64.86,19.62680556,2.75,126258807.9,148112311.9,21
KBA,KraneShares Bosera MSCI China A ETF,0,0,0,53,64.87,35.49754906,26.75,2496615.074,202326.4615,4
PRN,PowerShares Dynamic Industrials,593.124122,0,0.10851,143,64.8794,37.11332238,15.13,422303.8194,420992.9577,11
GLOB,Globant,49.545281,7.37764,1.248353,50,64.88,34.9162,11.32,5928832.56,3796018.56,4
KEYS,Keysight Technologies Inc,50.886282,4.507959,1.235893,47,64.89,37.66893617,23.4,18514209.79,16658144.13,3
AKTX,Akari Therapeutics PLC,0,1.757092,-1.857248,55,64.9,19.46062727,1.82,3859044.429,309494.3333,4
UPV,ProShares Ultra MSCI Europe,0,0,0,101,64.9017,40.88743465,21.31,106787.2745,143588,8
WGP,Western Gas Equity Partners,21.460092,7.862155,1.664019,69,64.99,43.94289855,27.04,5079665.257,2534092.441,5
DRR,Market Vectors Double Short Euro,0,0,0,124,65,48.35985161,36.145,109317.0968,846991.9355,10
FRGI,Fiesta Restaurant Group,0,3.176272,-0.205137,77,65.01,32.21844156,12,8246780.231,4254239.474,6
SIGM,西格玛设计,0,0.234737,-3.115762,252,65.07,9.265952381,0.175,9011359.992,8406303.968,21
RDY,如瑞迪博士,27.872405,0.04442,1.254646,209,65.07,25.93796651,6.025,6200384.514,7664635.577,17
MGRC,McGrath RentCorp,8.420579,2.600096,6.862949,252,65.08,23.77666667,7.565,1588363.238,1492961.111,21
FEZ,SPDR DJ EURO STOXX 50 Fund,13.002011,0.734894,2.97877,191,65.09,38.74573298,22.11,36680764.08,2634073.684,15
FLAT,iPath US Treasury Flattener ETN,0,0,0,45,65.13,61.3984,57.54,62269.6087,43450.04545,3
BNFT,Benefitfocus Inc.,0,-49.199808,-0.768077,60,65.15,35.6135,24.19,4480703.967,3693799.833,5
BWA,博格华纳,17.298303,2.342196,2.567304,252,65.19,23.7827381,4,51015105.5,32415484.13,21
APAM,Artisan Partners Asset Managemen,24.335357,16.055406,1.353997,66,65.19,40.9630303,26,8758977.818,5186268.606,5
TLRY,Tilray Inc.,0,95.800058,-0.164147,2,65.2,43.65,22.1,117789110,51569565,0
ATGE,DeVry Education Group Inc,88.545453,1.918843,0.55,252,65.2,32.91015873,13.25,16868818.17,8022292.857,21
PXI,PowerShares Dynamic Energy Secto,0,0,-12.39523,143,65.21,38.37092238,16.66,585812.4306,476814.0845,11
XON,Intrexon Corporation,0,3.777698,-1.422491,61,65.25,25.44713115,11.52,29939302.81,20975942.63,5
SKYW,西空航空,7.004256,1.791309,9.137301,252,65.3,19.81800595,4.9375,8054426.754,11465468.25,21
FRPH,"FRP Holdings, Inc.",3.982415,1.743435,15.982762,45,65.3,40.10022222,27.2,285216.2609,162483.9545,3
IPAR,依特香水,42.863281,4.727176,1.545612,252,65.3,16.43218135,1.5378,1967431.865,1985931.278,21
WBS,Webster Financial Corp,21.441901,2.419602,3.128454,252,65.38,33.28113095,3.88,13942228.91,4720800,21
UGA,United States Gasoline Fund LP,0,0,-25.99,127,65.42,41.49661496,19.39,949139.7813,1439658.73,10
LUV,西南航空,10.035487,3.495893,6.077433,252,65.45,20.19656944,5.89,153189086,78542398.75,21
XPH,SPDR S&P Pharmaceuticals ETF,11.399379,1.026381,4.285321,147,65.475,21.85967687,6.3625,4259429.108,2376942.466,12
ASHS,德银沪深中证500指数ETF,9.370504,0,2.78,52,65.48,35.93001923,25.63,201385.3846,1319582,4
GIB,CGI Group Inc Cl A,23.421902,3.607985,2.785,239,65.57,19.68508368,3.75,4124617.325,1498224.37,19
AMSF,Amerisafe Inc,24.432711,2.772002,2.623532,154,65.65,31.88087662,9.59,1464674.481,2304655.844,12
BDXA,Becton Dickinson and Co,0,0.643361,-0.487323,16,65.66,58.725,53.51,4935085.625,8260771.25,1
AR,Antero Resources Corp,25.305022,0.727932,0.730685,59,65.67,33.02728814,18.51,69569011.93,33190619.03,4
DQ,大全新能源,3.898128,0.87302,9.404514,95,65.7,27.03733684,3.8,3635897.458,1243344.681,7
MZOR,Mazor Robotics Ltd.,0,9.398988,-0.328242,64,65.71,25.72257813,9.62,6702306.438,1548693.594,5
HRI,Herc Holdings Inc.,6.655317,2.930716,7.658538,26,65.72,48.52384615,30.09,4719285.923,9640297.308,2
SWIR,Sierra Wireless,40.851064,1.56852,0.47,220,65.75,16.566,1.88,6629524.491,11489130.91,18
IPI,Intrepid Potash,153.741807,1.052516,0.022115,125,65.78,17.70936,0.99,24821024.71,25136108.06,10
WFC,富国银行,14.833143,1.557333,3.95668,252,65.78,33.27717262,12.1,645880484.5,185101962.7,21
FDT,First Trust Developed Markets ex,0,0,0,39,65.89,52.97912564,42.81,2120128.1,1082997.263,3
LEN,莱纳建筑公司,13.532535,1.300415,3.809338,252,65.8922,31.18878452,6.549,95096712.3,44476118.05,21
AYTU,"Aytu BioScience, Inc.",0,0.620636,-6.006466,16,65.92,23.701625,4.31,2135580.75,50828,1
INXN,Interxion Holding,115.65426,6.464385,0.557005,92,65.93,30.95902174,11.81,10491158.85,5836532.609,7
CRUS,凌云半导体,24.247557,2.383792,1.815853,252,65.95,18.18468254,2.01,38877422.67,22525950,21
EPAY,Bottomline Technologies,230.689874,8.362776,0.277212,235,65.97,19.84238298,3.57,4279235.805,3049258.974,19
TRCO,Tribune Media Company,6.012457,0.967455,6.142248,45,65.97,41.30422222,28.84,26257914.13,12608823.64,3
CHEK,Check Cap Ltd,0,1.003536,-4.728646,42,66,24.47753333,3.76,2759832.476,119885.1429,3
BHF,Brighthouse Financial Inc,0,0.368843,-4.850838,14,66,54.02214286,40.07,24602615.57,19828101.71,1
ISCA,国际赛道,7.443811,1.200347,5.924385,252,66,37.67337302,19.33,3079404.405,2823403.175,21
EWJ,日本ETF-iShares MSCI,5.835617,0.739978,9.872135,252,66,44.95218254,25.64,148413664.6,34634924.01,21
CADC,新奥混凝土,32.089909,1.734727,0.140231,106,66.026,14.63292453,1.5164,986358.8302,130194.3396,8
KWEB,KraneShares CSI China Internet ETF,0,0,0,54,66.05,41.98057037,26.71,8867448.741,1935243.778,4
FOXF,Fox Factory Holding Corp.,41.670985,8.986151,1.553839,61,66.05,24.29409836,13.71,5681183.903,2375791.6,5
ZNH,南方航空,6.426928,0.878782,5.41005,252,66.11,19.1672619,2.085,1153277.278,1014645.587,21
CBU,Community Bank System Inc,17.433086,2.041892,3.797377,252,66.13,26.03251984,10.78,3838450.23,1389181.746,21
ADUS,爱德斯,47.689708,4.438957,1.373462,107,66.15,19.89864486,3.04,1252070.519,1188607.547,8
AUSE,WisdomTree Pacific ex-Japan Eq,0,0,0,87,66.21,55.04231609,41.8123,70073.75,129404.6512,7
ETM,安德康传播,1.732088,0.653681,4.532103,236,66.25,22.43618644,1.03,7780462.525,7055274.576,19
DFT,DuPont Fabros Technology,39.706588,3.338719,1.67,131,66.31,30.12274809,2.07,12013342.82,13336241.54,10
MANT,美泰科技,20.553028,1.877137,3.161578,199,66.32,34.00278894,14.3,3372752.49,4473660.606,16
TK,Teekay,0,0.815286,-0.930066,252,66.36,27.55755952,6.11,15942995.71,8876551.587,21
ECNS,中国小型股指数ETF-iShares MSCI,0,0,0,96,66.39,45.12650938,31.4,172773.75,163820.8333,8
GLNG,Golar海运,0,1.532321,-0.217103,189,66.4,22.38984127,3.24,22622382.33,3635547.872,15
HEDJ,Wisdomtree Europe Hedged Equity,0,0,0,104,66.41,53.36004808,40.31,53604768.92,970863.4615,8
BC,宾士域,49.594859,3.778593,1.318685,252,66.42,31.04964286,2.71,24924821.21,12781561.9,21
PF,Pinnacle Foods Inc.,13.087179,3.27622,5.104996,66,66.42,43.82727273,22.21,29612108.24,16466895.15,5
LGL,LGL Group Inc,58.855934,1.469199,0.132527,252,66.425,11.26705437,0.915,212079.1984,52196.8254,21
AZZ,宜易贸易,28.742708,2.440549,1.880477,252,66.43,20.91212302,2.065,3781784.873,2042749.206,21
IAI,iShares Dow Jones U.S. Broker De,24.637841,0,2.63903,148,66.46,38.07793851,17.07,1322129.662,11224428.38,12
WBMD,WebMD Health Corp,35.174603,4.970504,1.89,156,66.48,41.70894231,14.03,10691454.14,6215771.795,13
STX,希捷科技,13.583758,9.615945,4.104166,120,66.5,32.810875,3.8,87235871.12,217355515,10
IBA,Industrias Bachoco S.A.B. de C.V,10.561298,1.462999,5.430204,252,66.5,25.54549603,5.55,298592.9365,302884.9206,21
RMAX,Re/Max Holdings Inc,65.272258,1.876074,0.758362,59,66.5,42.23949153,28.2,2137083.733,2632528.207,4
CPB,康宝浓汤,25.330801,8.711014,1.60595,252,66.53,37.88587302,20.74,42624346.6,20359175.4,21
MGEE,MGE Energy Inc,22.577148,2.87456,2.916666,252,66.55,28.49952381,11.585,1542238.103,922921.7063,21
NOBL,ProShares S&P 500 Aristocrat,0,0,0,59,66.56,52.94898305,42.1,6398977.5,2257671.586,4
UJB,ProShares二倍做多高收益ETF,0,0,0,89,66.57,54.78134337,34.42,4760.844444,44352.27273,7
IXUS,iShares Core MSCI Total Internat,0,0,0,71,66.6,55.23366197,45.8,9900098.417,1842620,5
DBP,PowerShares DB Precious Metals Fund,0,0.950362,-0.142738,140,66.61,40.65431571,24.99,889201.6286,1694014.286,11
UFS,Domtar Corp,0,1.310346,-3.49648,138,66.625,38.24833333,4.74,12727677.75,21053594.2,11
WRK,Westrock Company,7.755294,1.226063,7.143507,39,66.63,53.00153846,33.77,32796439.45,36291093.21,3
DDP,DB Commodity Short ETN,0,0,0,124,66.63,39.63456452,20.85,8234.564516,107875.8065,10
STM,意法半导体,39.568873,3.293792,0.510755,252,66.665,16.9835119,4.45,41569738.98,33298136.51,21
PLAY,Dave & Buster,19.31886,5.16177,2.973778,47,66.7,44.09212766,19.66,21555515.67,10823156.7,3
ANIK,阿尼卡医疗,32.872416,2.449494,1.260023,252,66.72,16.5593254,0.78,2417413.643,1429826.984,21
AOS,A.O.史密斯,30.370947,5.757221,1.922561,252,66.78,14.89624325,2.0925,28240649.14,15917309.52,21
NFO,Guggenheim Insider Sentiment ETF,0,0,0,144,66.8047,38.67048681,13.95,196764.2778,729523.6111,12
RRD,当纳利,0,-1.403697,-1.187325,109,66.81,40.97555046,5.06,16701602.76,15609026.91,9
ITOT,iShares Core S&P Total U.S. Stock Market ETF,10.279471,1.206041,6.44002,176,66.83,35.74754261,16.52,8330520.375,2134779.545,14
WMK,Weis Markets Inc,12.709178,1.298943,3.843679,252,66.84,39.47257937,27.75,996276.3095,471123.0159,21
ABT,雅培,127.727987,3.792409,0.517506,252,66.84,28.7271131,14.6675,217627730.4,172978184.1,21
SPYB,SPDR S&P 500 Buyback ETF,0,0,0,43,66.8492,53.66671395,42.1738,54288.04545,52603.52381,3
AVID,艾维科技,0,-1.377464,-0.43968,252,66.85,20.46565476,4.21,5956900.54,9186690.476,21
AMN,AMN Healthcare Services Inc,18.606313,4.427838,3.090349,23,66.85,46.45217391,32.8,10338818.67,11578370.73,1
DCT,DCT工业信托,52.106837,3.152293,1.272002,141,66.87,33.77085106,11.68,18502848.31,12647540,11
WING,Wingstop Inc.,65.906926,-13.726421,1.000957,39,66.95,33.16358974,21.55,11237646.25,7288122.947,3
CONE,Cyrusone Inc.,71.593506,3.36948,0.947991,68,66.96,38.54617647,19,22056591.88,6967367.235,5
HSII,海德思哲服务,0,3.510924,-0.512036,233,67,25.79060086,11.55,2118255.026,3640750,19
XRAY,登士柏国际,0,1.669581,-7.06433,252,67.01,32.34759167,7.1133,25342483.56,18053412.7,21
EGBN,伊格尔合众银行,15.698592,1.820839,3.458909,238,67.05,19.37128739,2.533,1594119.37,91632.29412,19
IHG,洲际酒店,20.322195,-10.019575,3.033629,159,67.07,35.90770252,9.964,3338199.663,2353222.253,13
KFY,光辉国际咨询顾问,27.810791,3.135016,2.387922,235,67.13,21.16404255,6,7118078.712,5356982.051,19
HIBB,希贝特体育,10.949481,1.138083,1.874518,252,67.15,24.41952222,2.5679,9090715.492,6003662.857,21
BFS,Saul Centers Inc,39.224051,8.618978,1.505199,252,67.17,37.39404762,14.06,831565.3889,638700.7937,21
PLD,普洛斯,18.757716,2.672185,3.52335,87,67.18,44.46149425,24.25,57774402.64,51677334.88,7
VGIT,Vanguard Intermediate -Term Gove,0,0,0,105,67.19,64.15522667,58.6893,2258859.038,1987632.692,8
RAI,雷诺兹烟草,15.388235,4.298672,4.25,231,67.25,21.04164502,2.125,85526674.69,123984323.5,19
IWL,iShares Russell Top 200 Index Fu,0,0,0,108,67.28,41.32562963,24.3,196410.5185,211183.3333,9
CBM,凯姆布雷克斯,17.369655,3.438796,3.710494,252,67.4,25.19363095,2.16,4879527.548,2992931.746,21
TMH,Team Health Holdings,72.499997,4.492036,0.6,101,67.41,36.67673267,12.61,12361196.06,6307522,8
ILTB,iShares Core Long-Term US Bond,0,0,0,71,67.44,61.59147465,54.845,783985.8889,532911.4286,5
TEN,天纳克,8.636486,3.090252,4.989298,252,67.45,28.54043651,1.36,15693855.85,7542732.54,21
SPWR,SunPower,0,27.469488,-7.876086,120,67.5,17.85591667,3.92,49868377.8,27223616.67,10
RPM,RPM International Inc,26.246646,5.466909,2.545468,252,67.5,25.15964286,8.26,15047884.44,8932418.651,21
HPQ,惠普,8.731155,-22.011251,2.765957,252,67.5,30.72031746,9.71,321369180.8,214613926.2,21
SGA,Saga Communications Inc.,4.088246,1.213427,9.135946,252,67.5,36.91923849,2.625,136227.1667,225552.2063,21
CAR,安飞士,6.921434,7.057226,4.78947,93,67.51,33.29198925,9.67,49319387.36,32850104.35,7
SF,Stifel Financial Corp,16.794942,1.388312,3.255742,252,67.52,24.36685278,2.9813,9087243.5,1289754.317,21
PGR,美国前进保险公司,17.577965,3.71385,3.807039,252,67.53,17.17031389,1.2396,78927476.87,266631091.3,21
AERI,Aerie Pharmaceuticals Inc.,0,14.155159,-4.984814,59,67.55,32.53491525,9.64,11047233.1,9050686.172,4
DGP,二倍做多黄金ETN(PowerShares),34.666665,0,0.6,127,67.55,30.87147874,12.78,1774498.453,20530888.89,10
CBT,卡博特,0,3.477874,-2.317368,252,67.64,36.12400794,10.48,8168013.595,5484689.683,21
ESE,ESCO科技,21.366402,2.440539,3.205968,252,67.65,31.91206349,4.5,2614817.484,3014037.302,21
TCMD,Tactile Systems Technology Inc,187.457049,15.045571,0.344879,26,67.67,28.84971154,11.26,5434893.462,2116415.231,2
LCI,Lannett Co Inc,4.156826,0.32254,1.238926,252,67.71,11.83530397,0.42,8528690.984,608905.5556,21
XTN,SPDR S&P Transportation ETF,0,0,0,92,67.74,32.51446522,9.7625,1765012.37,1010730.435,7
LD,iPath DJ-UBS Lead Subindex Total,0,0,0,122,67.75,48.89672459,27.24,6766.770492,96740.98361,10
QEFA,SPDR EURO STOXX Small Cap ETF,0,0,0,51,67.7549,58.73818627,51.2223,309691.9231,12689.88,4
RFDI,First Trust RiverFront Dynamic Developed International ETF,0,0,0,29,67.78,58.51073103,49.64,1240097.733,361920.7857,2
JW.A,John Wiley & Sons Inc.,19.129499,3.112732,3.369142,252,67.8,37.70718254,9.5775,3728210.024,1565927.778,21
BWXT,BWX Technologies Inc,39.825922,16.225059,1.586404,97,67.8,30.18051546,13.99,15089312.08,17551731.25,8
EWP,西班牙ETF-iShares MSCI,7.628215,1.042578,3.970785,252,67.83,33.23115079,15.29,14846422.57,1038219.841,21
BK,纽约梅隆银行,12.585306,1.384429,4.176299,252,67.84,37.77011905,18.59,143300376.8,53888196.03,21
SCZ,iShares MSCI EAFE Small Cap Inde,0,0,0,129,67.85,45.30600775,20.63,15476342.49,4264053.125,10
ALPN,Alpine Immune Sciences Inc.,0.975926,1.315413,6.475902,39,67.88,19.175,6.72,817746.45,710266.2105,3
JPME,J.P. Morgan Exchange-Traded Fund Trust,0,0,0,28,67.8898,59.13861786,50.57,173692.0714,153960.5,2
LITE,Lumentum Holdings Inc.,16.793915,4.413816,3.876404,38,67.9,41.31868421,14.34,41959580.11,13990651.63,3
BNS,丰业银行,11.839315,1.640839,5.0459,195,67.9,45.73817949,14.08,12294745.77,4857642.268,16
SHG,新韩金融,6.559209,0.572641,5.683612,179,67.905,38.32427374,13.7,1451841.311,1910653.933,14
JW.B,Wiley John & Sons Inc.,19.89056,3.124157,3.237214,252,67.92,37.75998492,9.8125,20494.34921,34530.95238,21
IAK,iShares Dow Jones U.S. Insurance,16.815135,0,3.92563,148,67.95,43.18450811,15.08,419979.7703,458167.5676,12
CECO,职业教育,0,3.562642,-0.22173,248,67.97,17.06153105,2.19,17915266.57,27885700,20
HAIN,海恩时富,37.031506,1.647907,0.770155,252,67.98,20.56422619,4.595,23104102.67,11811909.52,21
DTUL,iPath US Treasury 2-year Bull ET,0,0,0,41,67.98,63.15782927,56.03,1049.333333,1602.8,3
VR,Validus Holdings Ltd,0,1.597546,-3.988454,134,67.99,37.18276119,17.74,13203474.67,11896920.9,11
PTF,PowerShares Dynamic Technology S,7.691197,0,8.65795,143,68.03,32.07414545,14.3,450256.6944,233121.1268,11
USV,E-TRACS UBS Bloomberg CMCI Silve,0,0,0,125,68.07,28.5340552,13.2,132097.3968,95380.64516,10
SJW,SJW Corp,22.830562,2.512933,2.483951,252,68.13,22.43045317,4.3542,1171775.071,826897.619,21
MDP,梅瑞狄斯,23.895477,2.173838,2.213808,252,68.15,42.19404762,12.85,8763179.54,3961849.206,21
JPXN,iShares JPX-Nikkei 400 ETF,6.5213,0.949585,9.525708,203,68.17,48.35323596,27.625,257914.451,633227.7228,16
FARO,法如科技,0,3.148089,-0.465955,252,68.2,25.39825397,1.43,2306004.579,2799478.571,21
MNST,怪物饮料,37.700475,9.295157,1.608733,252,68.23,14.16704325,0.0283,113719333.8,165747928.6,21
AAXN,"Axon Enterprise, Inc.",179.899058,8.517153,0.364371,207,68.26,12.45518068,0.2958,21847382.07,86965521.36,17
WHG,Westwood Holdings Group Inc,21.06168,3.617826,2.773283,195,68.35,37.93789744,12.82,336732.5,244380.4124,16
GKOS,Glaukos Corp,0,10.403258,-0.164873,39,68.37,33.05128205,16.32,12826994.75,6737126.895,3
DOX,Amdocs Ltd,22.360073,2.613316,2.908309,57,68.4,57.09719298,41.24,14072202.07,12170025.29,4
GVA,花岗岩建筑,29.886404,1.621707,1.490979,252,68.44,31.52543651,9.3911,7876322.27,5280485.516,21
SU,森科能源,229.444435,1.979356,0.18,252,68.45,25.51134921,4.92,109801954.7,38517917.46,21
SMEZ,SPDR EURO STOXX Small Cap ETF,0,0,0,51,68.48,53.27742745,43.2067,84358.34615,167471.64,4
XONE,The ExOne Company,0,2.277638,-1.319124,67,68.51,20.68731343,6.71,3862112.029,9433790.091,5
CTWS,Connecticut Water Service,50.815031,2.886106,1.355898,252,68.51,29.05091706,12.6133,564262.7302,201119.246,21
AES,爱依斯电力,0,2.801507,-0.329451,252,68.52,16.70902778,1.77,120509382.8,56354371.43,21
FITB,五三银行,7.670899,1.316939,3.839185,252,68.59,32.2331877,2.11,233760474.6,40071653.97,21
POWL,Powell Industries,0,1.525041,-1.204798,252,68.59,28.42970238,6.88,1061159.643,602246.8254,21
CLH,Clean Harbors Inc,33.718084,3.270027,2.007528,252,68.59,27.7572619,0.625,9595937.317,5654395.238,21
QEMM,SPDR MSCI Emerging Markets Quality Mix ETF,0,0,0,51,68.64,56.64861373,45.2057,239926.2692,178330.96,4
CAB,卡贝尔拉斯,28.873238,2.041619,2.13,171,68.64,35.40701754,5.61,14544926.93,10623057.65,14
REZ,iShares FTSE NAREIT Residential,0,0,0,136,68.65,48.52952721,17.55,929255.4706,835702.9412,11
BGCP,BGC Partners,49.422914,4.072603,0.240172,225,68.69,11.22277778,1.71,22140022.07,6690707.143,18
YPF,阿根廷YPF,5.98329,0.02505,2.585534,252,68.7,31.79666667,10.05,16458910.03,4637938.095,21
BSTC,BioSpecifics生物,27.307851,4.344872,1.896158,124,68.72,30.51467742,12,793399.9194,220791.9355,10
MSCC,美高森美集成电路,45.263916,3.88638,1.518649,253,68.74,20.08425889,1.7825,17087902.36,19114303.17,21
CZA,Guggenheim Mid-Cap Core ETF,0,0,0,137,68.74,38.8197438,14.46,229039.4638,85216.17647,11
OMCL,Omnicell,66.912733,4.54983,1.019238,205,68.75,20.11821951,2.52,3986813.34,6174814.706,17
LPLA,LPL Financial Holdings Inc,17.784781,5.827269,3.73128,94,68.77,40.21,20.23,17944269.15,8744010.638,7
ANDE,安德森斯,12.429633,1.400515,3.262365,252,68.77,21.34821429,2.335,4626740,4649635.643,21
ESG,FlexShares STOXX US ESG Impact Index Fund,0,0,0,26,68.77,58.59866154,50.03,31765.69231,22649.61538,2
TOK,iShares MSCI Kokusai Index Fund,0,0,0,129,68.8556,47.09924341,23.68,522024.8923,164853.125,10
ETE,能源转换,17.090564,-19.178507,1.069596,150,68.87,16.63971667,4.0525,121489336.2,34621738.67,12
NEM,纽曼矿业,104.38223,1.58002,0.306853,252,68.88,36.33039683,13.56,145966060.5,86614073.02,21
VIGI,Vanguard International Dividend Appreciation ETF,0,0,0,30,68.89,60.48965333,52.43,1681814.2,916987.2667,2
ZEN,Zendesk Inc.,0,17.471979,-1.196109,52,68.89,28.84192308,15.98,23546260.81,12352768.96,4
CRSP,CRISPR Therapeutics AG,0,8.689878,-2.042774,23,68.91,30.44521739,13.62,19478894.75,2149720.091,1
TXRH,德州公路酒吧,30.070708,5.259611,2.222096,167,68.95,23.85640719,5.59,14548870.07,14339650.6,13
SYV,SPDR MFS Systematic Value Equity ETF,0,0,0,55,68.995,57.44431273,47.63,35399.32143,9102.481481,4
MDRX,麦赛斯医药,808.670952,2.324647,0.018314,230,69,14.43615217,2.01,46935695.08,11217166.09,19
BF.A,布朗霍文集团,35.571765,19.417338,1.492757,252,69,20.56191032,4.0392,531547.0873,948909.5238,21
TEVA,梯瓦制药,0,1.653322,-10.100884,76,69.02,42.28052632,13.8,230152043.7,86072894.74,6
M,梅西百货,6.732572,1.89462,5.42289,135,69.06,34.408,7.42,133009867.8,180883870.1,11
GEF,格瑞夫,14.41593,2.376488,3.735451,252,69.11,37.01632937,8.99,4326343.19,1939830.159,21
HCLP,Hi-Crush Partners LP,5.618529,1.276176,2.180286,73,69.15,21.87438356,3.92,26980331.92,6111413.889,6
SBR,Sabine Royalty Trust UBI,16.499573,121.405819,2.709161,252,69.15,37.6710119,11.81,533950.7778,459536.5079,21
NWN,西北天然气,0,2.413546,-2.033253,252,69.15,39.83535714,19.5,2523494.841,1794869.841,21
EWMC,Guggenheim S&P MidCap 400 Equal Weight ETF,0,0,0,32,69.17,58.194425,43.9968,118382.9375,248346.9375,2
QDEU,SPDR MSCI Germany Quality Mix ETF,0,0,0,50,69.23,56.266588,46.95,30481.56,36773.08,4
CRZO,卡里索油气,166.54698,5.230903,0.146205,252,69.26,22.70625,1.13,27260633.73,3027612.698,21
CGNX,康耐视科技,53.068321,8.238673,0.973839,252,69.285,12.41074405,2.75,21471501.45,26435850.79,21
AXS,埃克斯资本,0,1.072742,-4.15004,182,69.3,39.1032967,22.38,13802666.57,15206828.57,15
CBS,哥伦比亚广播,14.131375,10.094705,3.757596,154,69.36,37.28136364,3.84,104095101.4,159902109.1,12
RPV,Rydex ETF Trust S&P 500 Pure Val,12.340875,0,5.62764,150,69.37,39.52299933,10.67,2905884.36,583512,12
PNFP,Pinnacle Financial Partners,19.523056,1.300478,3.301225,217,69.4,26.73571429,3,4739998.872,1047771.296,18
PATK,Patrick Industries,13.888274,3.853445,4.565002,252,69.45,11.68747341,0.1867,2749631.587,346623.2143,21
FNGN,Financial Engines,55.063246,3.299313,0.816334,102,69.48,33.23053922,13.28,7990388.804,5921076.471,8
EWBC,华美,15.976428,2.243637,3.987124,235,69.48,27.06440426,4.47,20610403.53,9623052.137,19
WEC,威州能源,16.857897,2.199631,4.021854,252,69.49,28.68438492,8.845,33183169.53,16961312.7,21
MARK,Remark Media,0,-6.956738,-4.631426,131,69.5,7.676143511,1.11,4141077.394,306703.0769,10
GSK,葛兰素史克,43.12308,20.380272,0.95726,252,69.5,46.60003968,30.13,53660839.55,21306788.89,21
APHB,AmpliPhi Biosciences Corporation,1.348928,1.89586,0.711676,37,69.5,14.65854324,0.735,8980288,322864.9444,3
CIB,哥伦比亚银行,12.723482,0.000471,3.499828,252,69.51,29.5059127,1.05,7730073.492,3151805.556,21
SCHX,Schwab U.S. Large-Cap ETF,0,0,0,106,69.51,43.28075472,24.44,12983759.36,5181869.811,8
NAV,纳威司达,24.12372,-0.922359,1.75429,124,69.52,34.85822581,7.27,19930938.94,28530227.42,10
IEFA,iShares Core MSCI EAFE ETF,0,0,0,71,69.53,58.01415493,47.75,88666355.53,7685605.714,5
RFEU,First Trust RiverFront Dynamic Europe ETF,0,0,0,29,69.55,59.29237241,49.21,368221.1333,121998.7143,2
AMAG,AMAG制药公司,0,1.166635,-6.416036,252,69.58,21.6818254,2.38,11430483.21,1658853.968,21
PRAN,Prana生物工艺,0,1.226393,-0.66294,192,69.6,14.76096615,1.63,1748257.292,116374.5,16
VET,Vermilion Energy Inc. Common (Ca,68.89747,3.189999,0.4662,66,69.74,42.76287879,26.77,2889151.394,702423.0303,5
MET,大都会人寿,11.389502,0.82011,4.075683,221,69.79,42.29950226,16.56,137115316.5,71149381.82,18
TTEK,Tetra Tech,27.320347,4.120079,2.551212,252,69.8,23.03731825,7.99,7668535.73,8252981.079,21
GGAL,加利西亚金融,7.564188,0.058059,3.49013,213,69.8,12.95577465,0.52,7991356.981,6194980.189,17
AWI,阿姆斯特朗,23.240794,8.879087,2.98828,143,69.8,44.53804196,11.01,11563215.69,6171878.873,11
CAF,摩根史坦利中国A股指数基金,0,0,0,144,69.83,26.84819444,15.36,4014686.514,4472036.111,12
NTRI,NutriSystem Inc,20.856632,8.576985,1.841141,222,69.85,19.96754505,0.33,9810388.405,11467572.97,18
RWX,SPDR DJ International Real Estat,219.278585,0,0.17854,141,69.89,41.3481617,20.44,11933584.73,5293955.714,11
SLYG,SPDR S&P 600 Small Cap Growth ETF,11.460369,1.893558,6.022494,93,69.93,42.71908495,24.3175,2206450.851,610904.3478,7
PBI,必能宝,6.066046,7.780499,1.333653,252,69.94,31.94519841,7.26,46891722.48,15690796.03,21
ASTE,Astec实业,0,1.704902,-0.526094,252,69.98,30.7471627,5.81,2997141.905,2557280.159,21
NAVG,领航者,33.382392,1.676375,2.081936,252,70,23.95798611,4.345,2074235.96,1270082.54,21
EVHC,"Envision Healthcare Holdings, Inc.",0,1.174303,-14.511623,61,70,37.11491803,19.78,55801370,24919140.27,5
TCX,Tucows,26.328913,8.394052,2.081362,56,70.05,34.45455357,12.24,1734200.536,1108407.571,4
SIX,Six Flags Entertainment Corp,19.897918,-8.390221,3.341053,99,70.05,40.34888889,8.12,18660561.18,13045526.53,8
ORA,奥玛特科技,16.917292,2.067082,3.126978,166,70.08,34.6810241,15.52,2697589.349,4178401.205,13
KORU,Direxion Daily South Korea Bull,0,0,0,65,70.0928,39.89005692,18.02,272971.0606,49414.34375,5
TYO,Direxion Daily 7-10 Year Treasury Bear 3X Shares,0,0,0,113,70.13,27.71840088,12.89,238170.8947,433003.5714,9
NS,纽星能源,25.195464,1.772694,1.123218,137,70.15,51.53175182,20.39,8506905.638,4235927.941,11
DLB,杜比,79.459898,3.393778,0.898944,163,70.19,40.32613497,16,9065914.671,11895250.62,13
WIL,Barclays PLC Barclays Women in Leadership ETN,0,0,0,50,70.2291,57.467688,47.33,3090.8,6264.04,4
