code,name,open,latestPrice,volume,volumeRatio,pe,pb,eps,Name,LastSale,MarketCap,year,Sector,industry,Summary Quote,Unnamed: 8
REPH,Recro Pharma Inc,9.01,9.24,405503.0,1.717175,0.0,-10.39816,-3.899999,"Recro Pharma, Inc.",9.24,$202.1M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reph,
CMRE,Costamare,5.09,5.23,719188.0,1.753714,15.716656,0.437114,0.332768,Costamare Inc.,5.23,$593.22M,2010.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cmre,
XPP,二倍做多富时中国50ETF(ProShares),71.8,72.45,14545.0,0.499997,31.298262,0.0,2.314825,,,,,,,,
UROV,Urovant Sciences Ltd.,13.82,14.1,174478.0,2.256523,0.0,4.185214,-4.493697,Urovant Sciences Ltd.,14.1,$427.55M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urov,
PMD,Psychemedics Corporation,14.62,14.92,20541.0,1.11137,17.975904,4.383013,0.83,Psychemedics Corporation,14.92,$82.17M,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/pmd,
SPRO,Spero Therapeutics Inc.,13.0,13.31,281174.0,2.152113,0.0,1.982782,-2.603576,"Spero Therapeutics, Inc.",13.31,$242.08M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/spro,
GTS,三S管理,24.08,24.61,374230.0,2.278642,0.0,0.691711,-2.76,Triple-S Management Corporation,24.61,$573.64M,2007.0,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/gts,
FRPT,Freshpet,41.15,42.0,337463.0,0.97131,0.0,12.323959,-0.15175,"Freshpet, Inc.",42.0,$1.5B,2014.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/frpt,
VEGA,AdvisorShares STAR Global Buy-Wr,31.5123,31.51,169.0,2.373596,11.334532,0.0,2.78,,,,,,,,
NTRA,"Natera, Inc.",18.9,19.4,1882298.0,1.345166,0.0,37.448237,-2.22,"Natera, Inc.",19.4,$1.2B,2015.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ntra,
MED,快验保,133.31,136.31,294520.0,1.458324,29.50433,14.830167,4.62,MEDIFAST INC,136.31,$1.62B,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/med,
FANH,泛华金融控股集团,25.5,25.89,316864.0,1.070884,18.169759,4.103292,1.424895,Fanhua Inc.,25.89,$1.68B,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh,
EBIX,亚太交换中心,50.57,51.78,584485.0,2.025362,17.552542,3.307611,2.95,"Ebix, Inc.",51.78,$1.58B,,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix,
IDXX,IDEXX实验室,211.3,216.21,940708.0,1.669331,50.753518,-1954.743087,4.26,"IDEXX Laboratories, Inc.",216.21,$18.6B,1991.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/idxx,
SIFY,Sify Technologies Limited,1.57,1.62,36981.0,0.821716,17.905499,0.026315,0.090475,Sify Technologies Limited,1.62,$289.47M,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify,
CERC,Cerecor Inc.,5.54,5.68,168060.0,0.971477,0.0,12.419211,-1.312541,Cerecor Inc.,5.68,$231.95M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cerc,
REVG,Rev Group Inc.,10.72,10.96,586692.0,1.18977,0.0,1.336362,-0.172817,"REV Group, Inc.",10.96,$688.36M,2017.0,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/revg,
FRO,Frontline,6.4,6.5,795014.0,1.815062,0.0,0.948477,-0.052293,Frontline Ltd.,6.5,$1.1B,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/fro,
BEN,富兰克林资源,32.43,33.32,7741956.0,1.965422,10.950228,1.742041,3.042859,"Franklin Resources, Inc.",33.32,$16.98B,,Finance,Investment Managers,https://www.nasdaq.com/symbol/ben,
DOVA,Dova Pharmaceuticals Inc.,8.76,8.94,212025.0,0.655368,0.0,3.304767,-2.599775,"Dova Pharmaceuticals, Inc.",8.94,$252.35M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dova,
SAMG,Silvercrest Asset Management Gro,14.68,15.04,34413.0,2.526912,12.965518,2.285799,1.16,Silvercrest Asset Management Group Inc.,15.04,$202.32M,2013.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/samg,
ZBK,Zions 6.95% Fixed to Floating Rate Subordinated Notes,30.0,29.885,9043.0,2.267666,7.855712,0.868642,3.804238,Zions Bancorporation N.A.,29.885,,,Finance,Major Banks,https://www.nasdaq.com/symbol/zbk,
SEEL,Seelos Therapeutics Inc.,2.52,2.85,3835018.0,0.430933,0.0,-5.085361,-0.7185,"Seelos Therapeutics, Inc.",2.85,$17.73M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/seel,
LAZY,Lazydays Holdings Inc,5.602,5.7,18890.0,3.77317,0.0,0.623451,-0.404864,"Lazydays Holdings, Inc.",5.7,$48.29M,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy,
MDB,MongoDB Inc.,130.92,134.23,2803611.0,0.804211,0.0,27.560671,-1.902791,"MongoDB, Inc.",134.23,$7.2B,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb,
CGNX,康耐视科技,53.14,54.35,2101666.0,1.997869,43.830645,8.203833,1.24,Cognex Corporation,54.35,$9.28B,1989.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx,
TSE,Trinseo,45.72,46.74,807747.0,1.908343,6.97612,2.510585,6.7,Trinseo S.A.,46.74,$1.93B,2014.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tse,
MCHP,微芯科技,84.69,86.1,3015082.0,1.512527,65.3562,3.953232,1.317396,Microchip Technology Incorporated,86.1,$20.4B,1993.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp,
MCB,Metropolitan Bank Holding Corp.,37.27,38.17,77345.0,2.692677,12.47386,1.192413,3.059999,Metropolitan Bank Holding Corp.,38.17,$313.27M,2017.0,Finance,Major Banks,https://www.nasdaq.com/symbol/mcb,
BT,英国电信,15.05,15.24,2960558.0,1.471489,10.308378,2.029241,1.478409,BT Group plc,15.24,$30.24B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bt,
RARX,Ra Pharmaceuticals Inc.,26.9,27.22,2213045.0,2.351601,0.0,5.529331,-2.058937,"Ra Pharmaceuticals, Inc.",27.22,$1.15B,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rarx,
SMTS,Sierra Metals Inc.,1.62,1.65,18064.0,0.51075,0.0,0.0,0.0,Sierra Metals Inc.,1.65,$269.59M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/smts,
TQQQ,纳指三倍做多ETF,54.61,55.32,17355735.0,1.053983,0.0,0.0,0.0,ProShares UltraPro QQQ,55.32,$4.1B,,,,https://www.nasdaq.com/symbol/tqqq,
KOP,科佩斯控股,25.49,26.06,432097.0,1.685003,23.717733,9.528475,1.098756,Koppers Holdings Inc.,26.06,$535.5M,2006.0,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/kop,
MNOV,美第奇新星生物技术,8.5,8.7,123438.0,2.10426,0.0,5.018557,-0.356841,"MediciNova, Inc.",8.7,$366.89M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov,
MEDP,Medpace Holdings Inc.,53.64,54.79,509633.0,1.13738,27.812182,3.315887,1.97,"Medpace Holdings, Inc.",54.79,$1.96B,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp,
COW,iShares Global Agriculture Index ETF,50.59,51.5,2130.0,1.198919,0.0,0.0,-0.399,,,,,,,,
MGEE,MGE Energy Inc,64.82,66.2,355309.0,2.946911,27.250648,2.810339,2.4293,MGE Energy Inc.,66.2,$2.3B,,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee,
POLA,Polar Power Inc.,4.9,5.0,21192.0,1.263143,0.0,2.27605,-0.142336,"Polar Power, Inc.",5.0,$50.72M,2016.0,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pola,
NTGR,NETGEAR Inc,35.46,36.25,1003055.0,2.429107,0.0,1.8199,-0.279348,"NETGEAR, Inc.",36.25,$1.14B,2003.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ntgr,
GOODP,Gladstone Commercial Corporation,26.8527,27.2,2507.0,0.86246,906.696917,3.206039,0.029999,Gladstone Commercial Corporation,27.2,$27.2M,,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodp,
OSTK,Overstock.com,20.2,20.44,2051905.0,1.448582,0.0,3.847123,-8.982048,"Overstock.com, Inc.",20.44,$657.07M,2002.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ostk,
IIGV,Invesco Investment Grade Value ETF,25.4409,25.5007,500.0,4.288165,0.0,0.0,0.0,,,,,,,,
PSTG,Pure Storage Inc,20.5,20.92,2492386.0,0.766377,0.0,6.851124,-0.768662,"Pure Storage, Inc. ",20.92,$5.05B,2015.0,Technology,Electronic Components,https://www.nasdaq.com/symbol/pstg,
PTIE,Pain Therapeutics,1.24,1.26,163025.0,1.004757,0.0,1.086228,-1.036246,"Pain Therapeutics, Inc.",1.26,$21.7M,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptie,
NEPT,Neptune Technologies & Bioressources,3.3,3.36,251667.0,0.528436,42.000001,4.148971,0.08,Neptune Wellness Solutions Inc.,3.36,$268.68M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nept,
FSS,联邦信号,24.85,25.21,821273.0,2.179278,16.424512,2.860507,1.534901,Federal Signal Corporation,25.21,$1.52B,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/fss,
QNST,QuinStreet,13.17,13.48,1308226.0,1.976673,9.895045,3.178896,1.362298,"QuinStreet, Inc.",13.48,$671.4M,2010.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/qnst,
AMG,艾佛里管理公司,106.68,109.35,717676.0,1.705014,24.192478,1.646187,4.52,"Affiliated Managers Group, Inc.",109.35,$5.69B,,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg,
CG,凯雷,18.57,19.01,939868.0,1.994687,23.182956,3.509915,0.819999,The Carlyle Group L.P.,19.01,$6.46B,2012.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg,
ZBH,Zimmer Biomet Holdings Inc,122.83,125.92,2429166.0,1.638052,0.0,2.283876,-1.86339,"Zimmer Biomet Holdings, Inc.",125.92,$25.74B,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/zbh,
VOD,沃达丰,18.9,19.04,6511300.0,1.300691,0.0,0.761316,-2.816696,Vodafone Group Plc,19.04,$52.15B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vod,
CALX,Calix Networks,7.93,8.04,441948.0,1.859919,0.0,2.859708,-0.366819,"Calix, Inc",8.04,$434.49M,2010.0,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/calx,
LIVE,LiveDeal,7.25,7.42,13228.0,3.236129,4.963416,0.351447,1.494938,Live Ventures Incorporated,7.42,$14.41M,,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live,
SLGL,Sol-Gel Technologies,6.71,6.82,4154.0,0.282404,0.0,1.725162,-1.753695,Sol-Gel Technologies Ltd.,6.82,$129.24M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/slgl,
GOSS,Gossamer Bio Inc.,20.5,20.48,2403564.0,3.565523,0.0,-14.697456,-16.635012,"Gossamer Bio, Inc.",20.48,$1.3B,2019.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/goss,
TSG,The Stars Group Inc.,16.3,16.64,931348.0,0.364554,24.115942,1.49718,0.69,The Stars Group Inc.,16.64,$4.55B,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg,
ABIL,Ability Inc,1.98,2.0275,471477.0,1.674465,0.0,-3.052269,-3.138674,Ability Inc.,2.0275,$7.43M,2014.0,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/abil,
SCWX,SecureWorks Corp,18.85,19.25,450219.0,1.872528,0.0,2.190864,-0.278552,SecureWorks Corp.,19.25,$1.57B,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx,
MXIM,美信集成,53.24,54.14,6034281.0,1.825133,21.367142,8.432077,2.533797,"Maxim Integrated Products, Inc.",54.14,$14.8B,1988.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim,
CDE,科尔黛伦矿业,4.67,4.73,6532128.0,1.853269,0.0,1.128002,-0.257083,"Coeur Mining, Inc.",4.73,$961.64M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/cde,
MXL,MaxLinear,24.97,25.37,532813.0,1.266672,0.0,4.412379,-0.382522,"MaxLinear, Inc",25.37,$1.76B,2010.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxl,
OTIV,On Track Innovations Ltd,0.6301,0.645,154856.0,0.93998,0.0,2.184798,-0.006372,On Track Innovations Ltd,0.645,$26.63M,,Technology,Semiconductors,https://www.nasdaq.com/symbol/otiv,
CDXS,Codexis,20.67,21.1,576857.0,1.569775,0.0,20.295294,-0.20837,"Codexis, Inc.",21.1,$1.14B,2010.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs,
CZZ,科桑,11.39,11.64,2922332.0,2.267701,11.774428,0.405541,0.988583,Cosan Limited,11.64,$2.85B,,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/czz,
KWEB,KraneShares CSI China Internet ETF,46.2,46.68,1537397.0,0.621226,0.0,0.0,0.0,KraneShares Trust KraneShares CSI China Internet ETF,46.68,$158.71M,,,,https://www.nasdaq.com/symbol/kweb,
CMT,Core Molding Technologies Inc,7.2,7.35,9969.0,0.922611,0.0,0.578786,-0.019528,Core Molding Technologies Inc,7.35,$59.53M,,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/cmt,
BCML,Baycom,22.35,22.93,59466.0,1.904155,15.335208,1.213814,1.495252,BayCom Corp,22.93,$249.23M,2018.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bcml,
ZLAB,再鼎医药,28.37,28.99,81991.0,0.638579,0.0,6.708932,-2.643516,Zai Lab Limited,28.99,$1.68B,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zlab,
JW.A,John Wiley & Sons Inc.,44.85,45.91,616236.0,1.254182,16.749955,2.191833,2.740903,"John Wiley & Sons, Inc.",,,,,,https://www.nasdaq.com/symbol/jw.a,
VIPS,唯品会,7.77,7.8,5523759.0,0.730923,17.183228,2.015916,0.453931,Vipshop Holdings Limited,7.8,$5.17B,2012.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/vips,
SNFCA,Security National Financial Corp,5.04,5.2,19315.0,2.876053,2.892635,0.518421,1.797669,Security National Financial Corporation,5.2,$90.99M,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca,
BRN,Barnwell Industries Inc,1.28,1.3,2659.0,0.495583,0.0,0.973784,-0.65,"Barnwell Industries, Inc.",1.3,$10.76M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/brn,
AGIO,"Agios Pharmaceuticals, Inc.",63.9,65.01,912266.0,1.892677,0.0,5.521574,-6.026441,"Agios Pharmaceuticals, Inc.",65.01,$3.8B,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio,
NEXT,NextDecade Corporation,4.67,4.77,40374.0,1.747248,0.0,6.296346,-0.41,NextDecade Corporation,4.77,$523.99M,2015.0,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/next,
CX,西麦斯,4.68,4.77,6025557.0,1.191547,13.733891,0.72856,0.347316,Cemex S.A.B. de C.V.,4.77,$7.21B,,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cx,
YPF,阿根廷YPF,14.05,14.33,2082471.0,1.149093,5.481301,0.015596,2.614343,YPF Sociedad Anonima,14.33,$5.64B,1993.0,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/ypf,
CHIK,Global X MSCI China Information Technology ETF,18.71,18.76,35401.0,3.028263,0.0,0.0,0.0,,,,,,,,
PSI,PowerShares Exchange-Traded Fund,52.97,53.72,34945.0,1.518424,0.0,0.940786,-9.178786,,,,,,,,
ABMD,阿比奥梅德,326.89,333.23,562779.0,1.831248,69.31326,17.643469,4.807594,"ABIOMED, Inc.",333.23,$15.02B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd,
FKO,First Trust South Korea AlphaDEX Fund,23.0399,23.14,510.0,2.61807,0.0,0.0,0.0,First Trust South Korea AlphaDEX Fund,23.14,$2.31M,,,,https://www.nasdaq.com/symbol/fko,
CRH,CRH水泥,31.71,31.62,592159.0,1.225386,9.178357,1.41222,3.445061,CRH PLC,31.62,$25.65B,,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/crh,
MXE,墨西哥产权与收入基金,10.505,10.56,8657.0,2.283687,0.0,0.788535,-0.443595,"Mexico Equity and Income Fund, Inc. (The)",10.56,$54.61M,,,,https://www.nasdaq.com/symbol/mxe,
AGX,Argan Inc.,48.85,49.34,244334.0,2.126045,12.63312,1.922489,3.905607,"Argan, Inc.",49.34,$768.26M,,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx,
CODI,Compass Diversified Holdings,15.95,16.3,303411.0,2.20247,0.0,1.465029,-0.419165,Compass Diversified Holdings,16.3,$976.37M,2006.0,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/codi,
RMCF,洛矶山巧克力工厂,9.15,9.26,39078.0,2.146129,23.742919,2.676221,0.390011,"Rocky Mountain Chocolate Factory, Inc.",9.26,$55.08M,,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/rmcf,
IRTC,Irhythm Technologies Inc.,88.53,90.44,795284.0,0.89923,0.0,40.654229,-2.021279,"iRhythm Technologies, Inc.",90.44,$2.21B,2016.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irtc,
APY,Apergy Corporation,40.97,41.92,780484.0,1.656654,34.644627,3.311957,1.21,Apergy Corporation,41.92,$3.24B,2018.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/apy,
FDP,戴尔蒙特新鲜制造,27.23,27.84,444837.0,1.497075,0.0,0.794404,-0.450383,"Fresh Del Monte Produce, Inc.",27.84,$1.35B,1997.0,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/fdp,
HAIN,海恩时富,22.04,22.55,1887723.0,1.025926,0.0,1.475772,-1.550324,"The Hain Celestial Group, Inc.",22.55,$2.35B,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/hain,
NICK,Nicholas Financial,9.6027,9.73,2359.0,1.054726,43.726604,0.702273,0.222519,"Nicholas Financial, Inc.",9.73,$76.96M,,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick,
FBK,Fb Financial Corp,34.63,34.98,198389.0,3.021928,13.717647,1.6053,2.55,FB Financial Corporation,34.98,$1.08B,2016.0,Finance,Major Banks,https://www.nasdaq.com/symbol/fbk,
ACRX,AcelRx Pharmaceuticals,3.02,3.1,2050476.0,0.794285,0.0,57.406439,-0.81,"AcelRx Pharmaceuticals, Inc.",3.1,$244.15M,2011.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx,
TGEN,Tecogen Inc,3.9101,3.99,14159.0,0.338415,0.0,3.085231,-0.043052,Tecogen Inc.,3.99,$99.03M,2014.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tgen,
LEE,李氏企业,3.45,3.55,347662.0,0.794081,9.530866,-7.535545,0.372474,"Lee Enterprises, Incorporated",3.55,$204.8M,,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/lee,
XSD,SPDR S&P Semiconductor ETF,78.75,79.89,67639.0,0.895302,0.0,1.217083,-5.386876,,,,,,,,
MSBI,"Midland States Bancorp, Inc.",24.4,24.95,149343.0,2.758276,15.057623,0.990608,1.656968,"Midland States Bancorp, Inc.",24.95,$600.05M,2016.0,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi,
MDGL,"Madrigal Pharmaceuticals, Inc.",135.86,138.41,313057.0,1.353836,0.0,4.473684,-2.217452,"Madrigal Pharmaceuticals, Inc.",138.41,$2.13B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl,
MPWR,Monolithic Power Systems,138.89,141.1,392888.0,1.597442,59.788138,9.460262,2.36,"Monolithic Power Systems, Inc.",141.1,$6.06B,2004.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr,
LPCN,Lipocine Inc,2.18,2.24,349166.0,0.193225,0.0,5.669991,-0.549999,Lipocine Inc.,2.24,$53.49M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn,
TTMI,TTM科技,11.97,12.18,1559268.0,1.474536,8.801335,1.036104,1.383881,"TTM Technologies, Inc.",12.18,$1.27B,2000.0,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi,
PDEX,Pro-Dex,14.25,14.48,9378.0,0.334436,19.936831,3.532757,0.726294,"Pro-Dex, Inc.",14.48,$59.99M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pdex,
SC,Santander Consumer USA Holdings Inc,20.75,21.28,2523082.0,1.62701,8.377956,1.065357,2.539999,Santander Consumer USA Holdings Inc.,21.28,$7.48B,2014.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/sc,
MAR,万豪酒店,120.02,122.32,3600341.0,1.342276,22.736059,18.67339,5.38,Marriott International,122.32,$41.55B,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar,
PRO,Pros Holdings Inc,40.56,41.95,277913.0,1.307189,0.0,28.636152,-1.864094,"PROS Holdings, Inc.",41.95,$1.57B,2007.0,Technology,EDP Services,https://www.nasdaq.com/symbol/pro,
BGSF,BG Staffing Inc,23.6,24.17,134690.0,1.180611,13.502801,3.763154,1.789999,BG Staffing Inc,24.17,$247.25M,,Technology,Professional Services,https://www.nasdaq.com/symbol/bgsf,
NAVB,Navidea Biopharmaceuticals,0.14,0.137,294296.0,0.661087,0.0,14.399147,-0.094563,"Navidea Biopharmaceuticals, Inc.",0.13699999999999998,$24.92M,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/navb,
BIB,ProShares Ultra Nasdaq Biotechnology,57.05,58.0,88090.0,1.107763,0.0,0.0,0.0,ProShares Ultra Nasdaq Biotechnology,58.0,$263.9M,,,,https://www.nasdaq.com/symbol/bib,
IVC,英伐凯,9.82,10.05,789663.0,1.053596,0.0,0.930547,-1.33,Invacare Corporation,10.05,$334.2M,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ivc,
TWIN,Twin Disc,16.12,16.45,61262.0,2.207194,11.583512,1.188363,1.420122,"Twin Disc, Incorporated",16.45,$215.49M,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/twin,
DMRC,数字标识,30.08,30.73,233776.0,1.985133,0.0,6.36089,-2.861443,Digimarc Corporation,30.73,$359.54M,,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc,
LOCO,El Pollo Loco Holdings,12.65,12.85,773487.0,0.991936,0.0,1.892683,-0.233158,"El Pollo Loco Holdings, Inc.",12.85,$500.67M,2014.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco,
IVZ,美国景顺集团,19.41,19.78,10088772.0,1.98973,9.24299,0.915522,2.14,Invesco Plc,19.78,$7.85B,,Finance,Investment Managers,https://www.nasdaq.com/symbol/ivz,
NVGS,Navigator Holdings Ltd.,10.8,11.06,98691.0,1.499143,0.0,0.642025,-0.007719,Navigator Holdings Ltd.,11.06,$615.56M,2013.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nvgs,
FOLD,爱美医疗,13.63,13.83,6006344.0,1.88986,0.0,9.034721,-1.878437,"Amicus Therapeutics, Inc.",13.83,$3.1B,2007.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold,
ACIU,AC Immune SA,4.52,4.61,151732.0,0.709942,0.0,1.622299,-0.555198,AC Immune SA,4.61,$310.54M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aciu,
DRIO,LabStyle Innovations Corp,0.74,0.72,20729.0,0.938261,0.0,2.531707,-0.949427,DarioHealth Corp.,0.72,$26.32M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio,
HBANN,Huntington Bancshares Inc,27.0,27.25,7602.0,1.52241,0.0,0.0,0.0,Huntington Bancshares Incorporated,27.25,,,Finance,Major Banks,https://www.nasdaq.com/symbol/hbann,
MLVF,Malvern Bancorp,19.9,20.34,26926.0,2.854024,15.365195,1.148845,1.323771,"Malvern Bancorp, Inc.",20.34,$158.14M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf,
BNFT,Benefitfocus Inc.,45.3,46.24,780215.0,1.500065,0.0,-145.109788,-1.657208,"Benefitfocus, Inc.",46.24,$1.48B,2013.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bnft,
QBAK,扩斯达,5.4526,5.55,6162.0,0.547354,7.708333,1.511642,0.72,Qualstar Corporation,5.55,$11.08M,2000.0,Technology,Electronic Components,https://www.nasdaq.com/symbol/qbak,
RILY,"B. Riley Financial, Inc.",16.74,17.12,163319.0,1.431071,29.517291,1.767743,0.579999,"B. Riley Financial, Inc.",17.12,$456.18M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily,
ALLK,Allakos Inc.,38.51,39.37,2075095.0,2.606351,0.0,9.011115,-2.2,Allakos Inc.,39.37,$1.66B,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk,
HBCP,Home合众银行,35.48,36.13,49794.0,3.273939,10.62647,1.128408,3.4,"Home Bancorp, Inc.",36.13,$342.52M,,Finance,Banks,https://www.nasdaq.com/symbol/hbcp,
PEK,中国ETF-Market Vectors,40.07,40.33,14337.0,0.862583,0.0,0.0,0.0,,,,,,,,
OLBK,Old Line Bancshares,26.88,27.47,90971.0,2.196773,16.064337,1.262715,1.709999,"Old Line Bancshares, Inc.",27.47,$466.71M,,Finance,Major Banks,https://www.nasdaq.com/symbol/olbk,
SYX,Systemax Inc,20.67,20.97,152085.0,1.906257,3.534652,5.674255,5.932691,Systemax Inc.,20.97,$781.34M,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/syx,
DEZU,iShares Adaptive Currency Hedged MSCI Eurozone ETF,27.0,27.2004,8310.0,4.940547,0.0,0.0,0.0,,,,,,,,
UBR,ProShares Ultra MSCI Brazil,80.3538,80.3693,2684.0,1.483201,0.0,0.0,0.0,,,,,,,,
SAGE,Sage Therapeutics,155.09,158.19,628574.0,1.568184,0.0,9.335172,-8.084829,"Sage Therapeutics, Inc.",158.19,$8.06B,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage,
WABC,Westamerica Bancorporation,61.37,62.72,473639.0,3.196808,23.490636,2.73976,2.67,Westamerica Bancorporation,62.72,$1.69B,,Finance,Major Banks,https://www.nasdaq.com/symbol/wabc,
