code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
EXPO,毅博科技咨询,56.140887,8.619431,0.940491,18425000,0.336,252,2.116666667,2.529166667,0.359144725,15.15840476,-0.165302424,2660424.96,3187292.063,21,0.241435717
CSWI,"CSW Industrials, Inc.",0,3.291745,-0.557598,11676000,0.3714,37,2.116666667,2.333333333,0.098781165,39.88351351,-0.368706768,999051.4211,1582547.333,3,0.067713355
LFVN,Lifevantage Corporation,27.080525,7.157516,0.411735,2992000,34.619,73,2.116666667,1.506666667,0.377049521,9.624906849,0.498328196,1814311.919,1210890.861,6,0.286336585
UIS,优利系统,15.011086,-0.637915,1.062548,6000000,1.1558,252,2.116666667,1.425,0.582843908,81.12579365,2.156496918,12790458.7,4052105.556,21,0.437722757
WEX,Winland Electronics Inc,40.310101,4.567089,4.685674,39440000,1.3702,164,2.106666667,6.535,0.209281487,66.14060976,-0.028673421,5774842.122,5945314.634,13,0.172171335
MCD,麦当劳,23.146624,-21.132639,6.885669,1496000000,0.0725,252,2.08,0.971666667,0.092679486,65.83515873,0.025839594,116741210.2,113800647.6,21,0.083240182
TRGP,Targa Resources Corp,85.298399,2.0195,0.65265,121000000,0.7153,94,2.07,1.941666667,0.207437003,60.145,6.37622407,37482894.68,5081582.979,7,0.156149206
SHEN,Shenandoah Telecommunications Co,24.227974,4.479588,1.56018,7824000,98.8,252,2.066666667,0.491666667,0.287848237,10.35212103,2.560548071,2610051.286,733047.619,21,0.251737597
ALG,阿拉莫集团股份有限公司,21.492446,2.431818,4.577422,18771000,0.5241,252,2.063333333,-2.253333333,0.240954111,31.38281746,2.407116729,848336.9127,248989.6825,21,0.198903134
ECHO,Echo Global Logistics,32.831137,2.521049,1.017327,7678000,32.3388,108,2.05,1.291666667,0.18727412,20.42018519,1.814809269,6470438.556,2298712.963,9,0.161444473
PCMI,PCM Inc,34.986201,1.850838,0.614528,7883000,2.1532,69,2.05,2.15,0.358983966,12.49246377,5.454969886,2662956.629,412543.6176,5,0.253023807
MTRN,Materion,56.314084,2.495439,1.12938,11144000,0.5239,91,2.05,1.5,0.198546253,33.97747253,0.020124889,2151402.587,2108960,7,0.153717036
BBU,Brookfield Business Partners,0,3.915202,-0.740867,308000000,12.8462,28,2.048333333,1.435833333,0.105763693,30.34660714,0.914258476,841618.6429,439657.7857,2,0.086183512
IRMD,iRadimed Corporation,121.178537,8.6523,0.241792,1355000,2.7947,51,2.033333333,2.1,0.285076007,16.07431373,0.130088463,1021128,903582.36,4,0.223686291
FELE,富兰克林电子,27.062951,3.179071,1.792118,30039000,-0.0068,252,2.033333333,1.333333333,0.167951104,22.08532738,0.593782374,3715875.778,2331482.54,21,0.147597454
BRSS,Global Brass and Copper Holdings,15.015123,4.697642,2.487492,21100000,0.3354,65,2.033333333,0.658333333,0.208487978,23.86969231,-0.116446911,2397581.636,2713568.281,5,0.153376799
WUBA,58同城,42.121898,3.525893,1.721195,718000000,0.2622,60,2.033333333,-0.77,0.303032045,52.72416667,0.197189826,26946291.77,22507952.53,5,0.230184753
ASH,亚什兰,113.682653,1.558175,0.746288,36000000,2.2,252,2.033333333,2.398333333,0.393595141,61.18047619,0.804742489,18476774.56,10237900.79,21,0.258938912
ARNC,美国铝业Arconic,0,2.085081,-0.871634,120000000,-0.434,23,2.026666667,-0.015,0.145148595,23.56652174,-0.176266164,78111157.42,94825724,1,0.076735263
HABT,"The Habit Restaurants, Inc.",0,2.783345,-0.150055,2829000,0.6515,47,2.016666667,1.208333333,0.208042975,18.87404255,-0.078526022,7755039.458,8415907.174,3,0.13032093
CHH,精选国际酒店,29.844123,-21.17318,2.554942,79839000,0.5752,252,2.016666667,0.241666667,0.164451496,32.50815476,-0.009324331,4430072.794,4471769.048,21,0.140708737
CHEF,The Chefs’ Warehouse,39.474869,3.388086,0.733378,6819000,0.856,87,2,1.891666667,0.293853145,18.81770115,0.526898964,3186549.364,2086941.86,7,0.224076849
ST,Sensata Technologies Holding,20.265623,3.603871,2.643886,105000000,0.3251,103,1.996666667,0.19,0.124554479,38.78728155,0.586084498,25532788.25,16098000,8,0.103862137
DIN,DineEquity,0,-6.417331,-18.740759,12713000,-0.4249,124,1.986666667,2.541666667,0.578588368,59.58387097,-0.114250808,4456212.758,5031009.677,10,0.392054785
MOMO,陌陌,20.66138,6.327604,2.121833,117000000,0.9391,46,1.98,2.036666667,0.461825545,24.35097826,2.326565154,101263614.3,30440893.13,3,0.326001547
ALTR,Altair Engineering Inc.,0,14.040103,-1.622536,1513000,1.2088,11,1.97,1.45,0.122856496,31.43545455,-0.014495532,7415809.167,7524886.4,0,0.056628946
IIVI,II-VI Inc,33.948094,2.918673,1.408032,27167000,-0.1679,252,1.95,1.291666667,0.269524761,14.06837024,0.08736277,7168333.778,6592403.175,21,0.227950131
ATKR,Atkore International Group Inc.,12.163266,17.587693,2.316812,34199000,0.2452,28,1.95,1.131666667,0.138952065,21.53892857,0.360534817,10229570.43,7518786.214,2,0.101302712
SYY,西思科公司,27.696639,15.737894,2.736072,449000000,0.4711,252,1.95,2.338333333,0.120230301,32.2597123,0.770125049,71861735.69,40596982.54,21,0.094989729
ASGN,盎塞,28.829668,4.449291,3.150574,33561000,0.014,74,1.946666667,0.263333333,0.144287818,42.1972973,-0.031222427,6512342.784,6722227.027,6,0.126675626
WAT,沃特世,267.675403,7.388716,0.707424,156000000,0.181,252,1.946666667,-0.136666667,0.159876975,72.96541667,-0.218104304,13878968.19,17750408.73,21,0.139854062
VSI,Vitamin Shoppe,0,1.693463,-4.376255,7180000,1.0459,108,1.916666667,1.383333333,0.263387412,33.00490741,0.319715466,9038054.259,6848487.037,9,0.194781388
CERN,美国塞纳,25.726807,4.411582,2.542873,169000000,-0.0575,252,1.913333333,1.275,0.185699402,24.83213294,-0.391684428,50278682.13,82652301.59,21,0.15756828
MO,奥驰亚,10.592697,7.015086,5.549106,1877000000,-0.0568,252,1.903333333,0.033333333,0.480307839,22.2140004,-0.913250405,195160884.3,2249703689,21,0.286254334
HI,希伦布兰德,46.211593,4.59972,1.112275,36200000,0.0462,127,1.9,1.141666667,0.140237919,27.47007874,-0.020494259,4780883.563,4880914.286,10,0.11036458
SNHY,Sun Hydraulics Corporation,43.145187,3.072945,1.133846,6796000,-0.067,252,1.896666667,0.061666667,0.436039504,18.26639563,-0.01798077,1951845.484,1987583.77,21,0.351009979
ALB,美国雅宝公司,31.454938,2.818726,3.051985,311000000,1.7328,252,1.893333333,1.436666667,0.19141634,40.41265873,1.785360318,20529372.22,7370454.762,21,0.161310229
OPRX,OptimizeRx Corporation,0,9.354196,-0.082285,280500,1.776,4,1.89,1.3925,0.15109293,12.5425,2.79211186,834221,219988.5,0,0.15109293
EGN,爱内珍,17.459099,2.080583,4.432646,68274000,1.3159,252,1.866666667,2.72,0.20318517,39.13443452,1.972691046,16984812.39,5713615.079,21,0.169558744
USAP,通用不锈钢和合金制品公司,15.581747,1.089737,1.861152,4038000,2.2883,252,1.863333333,0.190916667,0.328502227,19.72436508,-0.167867207,698075.5397,838899.2063,21,0.299833561
TRU,TransUnion,30.65651,7.533361,2.417431,57300000,-0.1486,40,1.86,3.35,0.108867638,42.19375,0.835889264,26749805.15,14570489.45,3,0.084207784
FDC,First Data Corp,13.687802,6.543668,1.83448,402000000,0.6543,36,1.856666667,1.743333333,0.107568341,16.42305556,0.397908417,129532643.7,92661752.5,3,0.088376323
CURO,Curo Group Holdings Corp.,23.924891,26.380272,1.273151,15975000,-0.0225,10,1.85,2.211666667,0.126958685,22.193,0.374614869,5049632.6,3673489,0,0.086486984
ATVI,动视暴雪,112.591595,5.459777,0.658042,402000000,0.6543,252,1.843333333,2.456666667,0.263973527,14.95254048,-0.033016455,181510720.1,187708178.7,21,0.211365481
NUS,如新集团,29.317364,5.489923,2.709657,50961000,0.2122,252,1.83,1.72,0.253632101,31.26722222,2.977013944,17604782.49,4426633.333,21,0.217792697
DXPE,DXP Enterprises,33.245905,2.964216,1.460631,11563000,1.9133,252,1.826666667,0.76,0.662855195,21.37615079,-0.038509644,2378379.937,2473638.889,21,0.485777962
AVT,安富利电子,0,1.196386,-1.304522,58615000,-0.2803,252,1.826666667,1.135,0.203608689,30.0134127,0.248527139,22391972.56,17934710.32,21,0.159680018
HUD,Hudson Ltd.,0,3.249972,-0.208624,26200000,2.6901,8,1.823333333,1.193333333,0.075278602,17.69,-0.642185787,5579747.5,15593979.5,0,0.052973353
ARMK,Aramark,19.701646,3.521616,2.063787,72716000,0.1125,58,1.823333333,0.498333333,0.072716645,34.205,0.195179331,30615400.93,25615738.28,4,0.058274165
DNKN,唐恩都乐,17.299831,-7.31736,4.128942,60498000,0.1841,87,1.82,2.455,0.11877611,46.09057471,0.182751069,27596022.2,23332062.79,7,0.097372587
BMY,施贵宝,243.459831,7.945414,0.246324,382000000,-0.5857,252,1.82,-0.378333333,0.125881461,40.69605159,0.454898405,195915375.7,134659145.2,21,0.117296145
AJRD,Aerojet Rocketdyne Holdings Inc,314.177256,12.365289,0.114585,34800000,0.4321,42,1.816666667,1.178333333,0.147892248,22.92071429,1.183021538,13457293.24,6164526.095,3,0.112983486
JCI,江森自控,16.082762,1.745833,2.438014,804000000,0.2782,252,1.81,0.481666667,0.185355061,27.94280437,0.899008312,93901612.41,49447710.07,21,0.140976025
HY,Hyster-Yale Materials Handling C,29.504179,1.837967,2.096991,5700000,-0.6524,72,1.803333333,0.031666667,0.185604304,68.37555556,0.169867544,1192085.083,1018991.5,6,0.146233195
HURN,休伦咨询,0,2.012107,-1.1007,5372000,1.0358,168,1.8,1.375,0.245580836,44.04122024,-0.491508594,2883066.369,5669842.857,14,0.196694773
MOG.A,Moog Inc.,30.070515,2.252655,2.642123,40750000,0.0165,252,1.8,0.035,0.157498045,36.5415877,0.263273595,2630113.056,2081982.135,21,0.130832081
NSIT,Insight Enterprises,16.60999,2.200015,3.385312,51479000,0.2788,252,1.793333333,3.215,0.445117151,20.92943294,-0.55788009,4371372.833,9887301.46,21,0.314092365
CNDT,Conduent Inc,31.062404,1.307236,0.697306,11000000,3.75,21,1.793333333,0.836666667,0.104035225,17.49095238,-0.271148631,40995579.36,56246830.4,1,0.052845119
CHL,中国移动,8.631692,1.258823,5.39871,39942000000,0.0531,252,1.793333333,0.631666667,0.176645375,39.12710317,0.376836135,24491822.28,17788480.16,21,0.147149891
TXT,德事隆,37.832244,3.179492,1.814061,224000000,0.4641,252,1.786666667,2.038333333,0.324070386,34.26049603,1.192208174,62436004.37,28480873.81,21,0.218141842
FORR,佛罗斯特研究,73.090734,6.353138,0.67382,7788000,0.2843,252,1.783333333,0.933333333,0.17132067,28.72230159,-0.452421665,1241501.325,2267257.937,21,0.145124418
FLOW,弗洛国际,25.089615,2.212577,1.954195,23400000,1.2941,37,1.766666667,-0.043333333,0.160273271,36.10567568,-0.436920874,4345952.211,7718190.944,3,0.106118901
KFRC,K力,25.279433,6.956848,1.673297,16272000,0.4602,252,1.766666667,2.275,0.287830394,14.09944444,-0.238547378,3478175.373,4567815.873,21,0.241506619
MAR,万豪酒店,29.052719,15.036153,4.237469,610000000,0.2474,60,1.76,-0.635,0.092000057,85.6685,0.205128524,55857764.07,46350047.27,5,0.071942166
CALM,Cal-Maine Foods,19.236462,2.555654,2.604429,72096000,3.9294,252,1.75,1.166666667,0.258011468,16.21539683,0.252329406,9413782.008,7517017.46,21,0.230331371
MYE,Myers Industries Inc,0,4.418451,-0.008748,8608000,3.3191,252,1.75,0.575,0.376593226,13.52182817,0.289950088,2406991.294,1865956.921,21,0.27034153
EQM,EQT Midstream Partners,10.821296,2.795299,5.250757,162000000,0.1648,76,1.736666667,-0.405,0.138111841,66.18657895,1.246743371,8003384.711,3562215.789,6,0.110743438
DIS,迪士尼,14.028332,3.611939,7.978853,3059000000,0.2365,252,1.736666667,1.628333333,0.116194591,47.50148135,0.155521713,186713727.8,161583919.8,21,0.100151066
ANDE,安德森斯,12.429633,1.400515,3.262365,21413000,1.8015,252,1.733333333,1.041666667,0.331781949,21.4914881,-0.0211728,4584112.603,4683270.556,21,0.263978575
AFI,"Armstrong Flooring, Inc.",0,0.822955,-1.454594,10500000,0.9444,30,1.713333333,0.95,0.155790974,16.94333333,-0.341328685,2995996.733,4548545.933,2,0.101210182
K,家乐氏,14.265619,8.850047,5.078644,599000000,1.1166,252,1.71,1.668333333,0.094856963,49.28742063,1.00551855,42621612.88,21252165.87,21,0.08628548
MMC,威达信集团,26.032455,5.510534,3.234424,536000000,0.0572,252,1.703333333,0.668333333,0.10056906,42.42014563,0.177597935,54111726.99,45950935.71,21,0.08435706
VNOM,Viper Energy Partners LP,16.927755,12.751864,2.356485,128000000,4.8,51,1.676666667,1.915,0.149607919,20.36205882,3.092030785,7256191.462,1773249.48,4,0.117230706
EGL,Engility Holdings,0,1.863365,-0.852361,13756000,0.456,74,1.656666667,1.838333333,0.294735611,29.37162162,0.182160447,3129651.568,2647400,6,0.240226722
ABG,阿斯伯里汽车集团,9.902123,3.404197,7.609479,43200000,0.3542,199,1.65,1.1,0.495991137,32.40386935,0.247453744,5914350.83,4741138.384,16,0.339968418
ASPS,Altisource Portfolio Solutions S,2.318398,2.033046,15.998115,2255000,-0.7681,110,1.65,1.248333333,0.457663417,77.58179,3.492136867,7859156.473,1749536.291,9,0.334330626
TKR,铁姆肯,14.521221,2.409285,3.274518,91900000,0.1207,252,1.65,0.383333333,0.221059727,25.15464286,1.030958728,21558001.49,10614692.06,21,0.177144761
MPX,海洋产品,26.99842,8.564151,0.70856,8990000,0.4692,212,1.64,1.425,0.387767594,8.194216509,-0.407432634,447269.0094,754798.5849,17,0.302722129
FIS,繁德信息技术,24.865498,3.429323,4.378356,218000000,0.483,208,1.636666667,2.046666667,0.160357492,38.24403846,0.239432182,35713296.85,28814240.38,17,0.134820096
UFPT,UFP Technologies,26.094217,2.040801,1.393029,3990000,0.5171,252,1.616666667,1.041666667,0.411646152,10.99365079,0.852606928,676874.9365,365363.4921,21,0.333384361
TSE,Trinseo,8.988009,4.067106,8.516903,98300000,0.6329,52,1.616666667,0.258333333,0.218919621,47.67634615,0.917279494,11325791.85,5907220.038,4,0.18047235
CFX,科尔法克斯,34.288193,1.219284,0.991595,41779000,-0.2855,125,1.6,0.611666667,0.166173167,32.86904,0.971794017,16752015.32,8495824.194,10,0.151468955
SKM,韩国SK电信,5.833977,0.095643,4.454937,9.143E+11,0.4735,252,1.59,0.555,0.123890168,20.51728294,0.283368415,22187257.6,17288299.55,21,0.112674269
BC,宾士域,49.594859,3.778593,1.318685,79000000,-0.3384,252,1.59,1.613333333,0.452186418,31.18257937,0.910779933,24739011.86,12947075.4,21,0.343738565
COP,康菲石油,19.304568,2.718244,3.761286,1654000000,1.4828,252,1.58,2.528333333,0.144948507,42.26727183,0.430697404,196199078,137135272.2,21,0.12697315
VZ,威瑞森,7.245522,4.350827,7.560532,4246000000,-0.0518,252,1.58,1.178333333,0.110315314,40.78732143,0.945566199,309123051.9,158885907.9,21,0.091674475
IIIN,Insteel工业,24.867938,3.310149,1.608899,12868000,0.8733,200,1.573333333,1.73,0.746612805,14.974475,-0.473836523,1871922.33,3557682,16,0.548261543
TPR,Tapestry Inc.,36.6389,4.530182,1.392782,212000000,0.3955,216,1.57,0.911666667,0.210537495,34.56127315,-0.074671986,78621318.95,84965890.74,18,0.177678914
EC,哥伦比亚国家石油,11.910665,0.018055,1.85548,3.76661E+12,1.5402,121,1.55,0.971666667,0.19876159,28.83578512,2.33752004,19383559.89,5807773.333,10,0.165706178
HZO,海上麦斯服务,14.951459,1.400341,1.421266,17376000,0.2199,244,1.55,0.691666667,0.551925734,14.90561475,0.443118983,4062352.73,2814981.148,20,0.388616115
MMS,马克西姆斯服务,18.942975,4.007482,3.464081,60242000,0.0425,252,1.533333333,-0.041666667,1.107795795,15.02218651,-0.592163246,52258958.79,128136952.4,21,0.626516479
SSL,南非萨索尔,36.794616,1.399435,1.039826,1210000000,-0.8011,252,1.523333333,0.948333333,0.180159438,29.13440476,0.756904715,7005700.778,3987524.603,21,0.148551637
RBC,雷勃电气,15.485507,1.567931,5.382452,67300000,0.2394,252,1.516666667,2.091666667,0.198981884,45.64011905,1.733307688,6443627.532,2357446.825,21,0.158620703
RYAM,Rayonier Advanced Materials Inc.,2.512512,1.457547,8.370108,53389000,10.6748,52,1.516666667,0.01,0.27960512,16.78403846,0.03743224,14304234.08,13788114.08,4,0.192943478
XRX,施乐,63.584443,1.299942,0.430923,114000000,-0.3294,144,1.506666667,-0.036666667,0.180522419,41.13777778,-0.014032532,47936576.68,48618821.88,12,0.145644021
MIC,麦格里基础设施,7.72723,1.290225,6.025445,36279000,0.394,166,1.5,1.651666667,0.434774488,42.41451807,0.653769363,10659372.42,6445501.205,13,0.301066994
ELY,卡罗韦高尔夫,20.37836,2.942793,1.132574,60934000,0.936,252,1.496666667,1.223333333,0.215957273,12.57952381,0.169268438,15819213.65,13529154.76,21,0.172184038
BSX,波士顿科学,92.475699,6.200303,0.37545,555000000,2.8014,252,1.496666667,1.618333333,0.215781851,16.59619048,1.153164633,270898190.2,125813969.8,21,0.170675907
ARA,"American Renal Associates Holdings, Inc.",0,-9.895506,-0.292049,2277000,-0.8611,30,1.49,0.288333333,0.211154953,19.11866667,0.253475882,3650637.867,2912411.733,2,0.12848262
CTB,库珀轮胎与橡胶,34.653779,1.320488,0.851278,15709000,-0.6572,252,1.483333333,0.266666667,0.408723962,21.29289683,0.520468771,17657739.62,11613352.38,21,0.314883902
RFP,Resolute Forest Products,10.033305,0.703389,1.310635,72000000,1.9863,77,1.483333333,1.066666667,0.31088204,11.12844156,-0.042475822,6449570.41,6735673.684,6,0.232765386
ZTS,Zoetis Inc.,39.03971,21.914423,2.295099,382000000,0.5466,68,1.483333333,0.978333333,0.112538381,49.81191176,-0.137130411,62974463.62,72982597.15,5,0.081828198
ICE,洲际交易所,17.033092,2.49746,4.29693,462000000,0.082,155,1.48,0.831666667,0.2414832,35.11747097,-0.625723998,64869730.53,173320571.4,12,0.204532045
PHG,飞利浦,22.442559,3.019747,1.964571,1000000,-0.9965,232,1.476666667,1.315,0.144976031,29.83619353,0.012538026,21904772.17,21633530.41,19,0.121953223
GNRC,Generac控股,16.911178,5.461839,3.214442,54231000,1.1371,104,1.466666667,1.676666667,0.256893743,35.15298077,0.524778031,13103361.81,8593619.231,8,0.189004945
INXN,Interxion Holding,115.65426,6.464385,0.557005,582000,-0.9397,93,1.463333333,0.793333333,0.127207037,31.34204301,0.76805859,10319331.62,5836532.609,7,0.11120317
RGS,Regis Corp,114.408523,1.942294,0.187049,4762000,2.8005,252,1.46,0.851666667,0.250267108,22.36732817,0.370019901,8113050.175,5921848.413,21,0.190040375
TRNS,Transcat,26.94318,3.336398,0.909321,1428000,0.6682,252,1.458333333,1.349916667,0.288609535,6.754322619,0.008495333,156736.1825,155415.873,21,0.2364144
BERY,Berry Plastics Group,12.762243,4.562687,3.623971,110000000,0.028,72,1.456666667,-0.66,0.107064049,36.24736111,0.477007799,27004372.33,18283161.64,6,0.095611126
ARCB,ArcBest Corporation,19.441644,1.815329,2.43035,1233000,-0.9218,252,1.45,2.958333333,0.455810243,26.06464286,0.372057344,8071837.31,5883017.46,21,0.324662437
CRAI,CRA国际,36.588606,2.346891,1.557862,6839000,0.7504,246,1.44,0.415,0.202520896,29.18154472,-0.322903415,958114.7886,1415034.146,20,0.173571542
FOR,福里斯特,26.075976,1.746402,0.987499,10286000,5.064,130,1.433333333,0.65,0.445285768,16.71546154,0.131609471,5991626.677,5294783.077,10,0.316218922
ADM,阿彻丹尼尔斯米德兰公司,14.769061,1.516766,3.432852,566000000,1.0582,252,1.423333333,1.071666667,0.232770385,28.21497262,0.669154864,90932572.87,54478212.2,21,0.167689804
SATS,回声星通信,11.572994,1.110928,4.221898,77684000,9.9076,130,1.42,-0.686666667,0.326043923,37.20576923,-0.286943558,3272517.692,4589423.077,10,0.250412126
NGVC,Natural Grocers by Vitamin Cotta,36.773408,3.007452,0.528099,1991000,2.3294,75,1.42,1.651666667,0.35760887,20.14813333,0.025940989,2653044.579,2585962.162,6,0.239008079
WCC,Wesco International Inc,16.208259,1.333104,3.791277,57673000,0.1643,233,1.416666667,-0.125,0.281125609,41.20261803,0.542268143,11657769.56,7558847.414,19,0.23249875
CEIX,CONSOL Energy Inc.,13.492627,3.667519,3.076495,52709000,0.0089,11,1.416666667,2.28,0.219735578,35.85181818,-0.133201629,8596369,9917380.2,0,0.0866801
CL,高露洁,26.612339,-110.964367,2.51312,675000000,0.2054,252,1.413333333,-0.33,0.088524679,41.41309524,-0.002228144,84319757.86,84508053.97,21,0.080328077
WCN,Waste Connections Inc,29.559447,3.266572,2.66074,139000000,0.1205,245,1.403333333,1.251666667,0.122658814,20.48457224,-0.07440733,21271319.55,22981296.47,20,0.102897496
HSTM,健康流科技,30.551927,3.239652,1.024158,2545000,0.1231,222,1.396666667,0.866666667,0.302776625,11.8070045,3.300438749,2371633.856,551486.4865,18,0.262516298
KALU,凯撒铝业,35.169678,2.384799,3.102957,20700000,3.4043,148,1.393333333,1.083333333,0.188098526,64.8152027,-0.151814705,2968063.973,3499310.811,12,0.161258878
KOF,可口可乐凡萨瓶装,0,2.138001,-3.557111,3191000000,1.5405,252,1.39,-0.691666667,0.175138099,54.0836377,-0.427965613,2029808.635,3548403.175,21,0.149563576
CSTE,CaesarStone Sdot-Yam Ltd,51.451252,1.377988,0.367338,11041000,-0.2576,79,1.383333333,-0.075,0.228974103,35.25322785,0.826160927,6650096.125,3641571.795,6,0.188546822
CE,塞拉尼斯,13.905977,4.638232,8.353243,345000000,0.4807,165,1.383333333,2.451666667,0.287004944,48.5529697,-0.343251496,21305871.36,32441446.34,13,0.204921827
CTL,世纪电信,10.059193,1.068894,2.261613,292000000,16.1765,144,1.38,1.125,0.169135372,33.47972222,1.456161506,136590767.6,55611476.39,12,0.132958948
DM,多兰传媒,11.278175,1.010827,1.480736,132000000,3.1772,48,1.366666667,0.341666667,0.140708071,29.105625,1.198638076,8244977.708,3750038.625,4,0.105129358
MD,Mednax,12.623744,1.361961,3.719974,79412000,0.2467,117,1.363333333,-1.255,0.126520478,47.24747863,0.170648904,15028859.25,12838058.62,9,0.10904963
AL,航空租赁公司,5.980054,1.104518,7.698927,115000000,0.1416,90,1.356666667,0.575,0.133384488,32.403,0.654701984,16413919.29,9919562.222,7,0.102973875
PRFT,Perficient,38.009409,2.610599,0.737449,5849000,1.428,231,1.353333333,1.251666667,0.333174653,11.7575974,-0.18521768,2787461.716,3421112.174,19,0.268954284
CROX,卡骆驰,126.145583,7.021519,0.162035,34377000,0.5655,152,1.353333333,0.863333333,0.520339887,15.26496711,-0.662284971,24417280.54,72301432.89,12,0.379473261
AVX,AVX Corp.,118.279259,1.549754,0.173995,55963000,0.7775,252,1.346666667,0.535,0.166299539,14.51702381,-0.437444496,4474496.825,7953876.19,21,0.122846212
NHC,National Healthcare Corp,22.232973,1.654564,3.45208,22375000,1.117,252,1.346666667,2.321666667,0.1568029,39.52960317,1.218120375,427472.2857,192718.254,21,0.131545661
SIMO,慧荣科技,25.9031,3.836709,2.258031,30728000,0.2786,160,1.333333333,1.528333333,0.422239598,21.1075,0.099059107,10038080.5,9133340,13,0.339762371
BAK,Braskem S/A ADS,14.530123,4.00244,1.990348,493000000,-0.5688,238,1.326666667,0.271666667,0.303647408,13.4347479,2.500854968,7932028.311,2265740.336,19,0.268097597
LPX,路易斯安那太平洋,8.535679,2.357596,3.41742,163000000,0.7217,252,1.32,0.315,0.467357212,15.84369048,1.593781661,48221044.26,18591019.05,21,0.338729395
RBA,里奇兄弟拍卖,37.380728,5.25926,1.022452,45727000,1.5816,246,1.3,1.093333333,0.154045959,17.55787602,2.247507792,10794607.65,3323966.667,20,0.135195617
HCKT,哈克特服务,17.561942,4.919512,1.156478,11521000,1.4255,129,1.296666667,0.686666667,0.277094673,8.263449612,-0.044380877,2371734.677,2481882.813,10,0.244578795
AZN,阿斯利康,36.234968,7.668778,1.05699,319000000,-0.2848,252,1.293333333,0.708333333,0.154779281,45.08448373,1.70239697,50198089.66,18575394.44,21,0.133518057
BAX,百特国际,42.725604,4.352454,1.693364,343000000,0.2943,252,1.286666667,2.038333333,0.131327625,48.48972222,0.364632162,78411432.6,57459757.14,21,0.106124098
EBIX,亚太交换中心,23.252815,4.946823,3.373785,29071000,0.2165,252,1.266666667,0.883333333,0.33861491,16.26478175,5.644636877,8639991.008,1300295.437,21,0.282473218
SXT,Sensient Technologies Corp,24.647898,3.656793,2.865153,39123000,0.2713,252,1.25,0.716666667,0.118036807,35.24494048,0.111899396,4635567.706,4169053.175,21,0.100267105
MG,Mistras Group,217.324516,2.241085,0.100909,6000000,1.7051,108,1.25,0.603333333,0.235507034,19.58768519,-0.221006322,1928225.741,2475277.778,9,0.186584151
IX,欧力士,7.025662,4.225512,11.216025,80032000000,-0.12,241,1.243333333,-0.808333333,0.321531812,64.45199793,1.780037335,596057.6116,214406.3333,20,0.244962497
DWDP,陶氏杜邦,208.320172,1.625181,0.332229,1803000000,0.3267,252,1.24,0.89,0.281049105,39.39760556,1.479525361,186386562.9,75170258.73,21,0.197132848
FUL,富乐,27.129783,2.641747,2.173626,44464000,0.7191,252,1.24,1.255,0.215159026,25.53214286,-0.063332986,6438510.786,6873852.381,21,0.166916363
CYBE,数码光学科技,147.249129,2.789548,0.142955,740000,-0.3242,252,1.233333333,0.583333333,0.437888611,12.15859008,-0.312329375,719647.3095,1046500,21,0.32191409
SNY,赛诺菲安万特,21.725984,0.848637,2.005893,790000000,-0.2533,195,1.223333333,0.55,0.113191241,40.41805128,0.522690827,36763297.91,24143639.18,16,0.096159662
BLFS,BioLife Solutions Inc.,0,21.336153,-0.018259,1139000,2.4827,54,1.22,1.606666667,0.461078635,4.041851852,0.56891228,3444804.852,2195664.407,4,0.326545075
OTEX,Open Text Corporation,42.775932,2.799466,0.910325,61893000,0.338,252,1.22,0.683333333,0.364960994,9.300718254,-0.443057122,41877843.35,75192349.21,21,0.272735733
BPI,Bridgepoint Education,21.440175,2.388248,0.594678,17231000,1.729,114,1.216666667,0.576666667,0.508980398,13.50789474,-0.609456945,3493446,8945098.246,9,0.347054129
BLKB,布莱克波特科技,72.577015,13.915842,1.410915,6592000,-0.4023,171,1.213333333,1.78,0.208514148,37.22532164,-0.156493662,4279828.105,5073854.118,14,0.175339331
SMP,Standard Motor Products Inc,40.148486,2.470455,1.268541,15945000,-0.1024,252,1.206666667,0.713333333,0.40757739,20.69472222,1.292248399,2467625.413,1076508.73,21,0.324575499
BPT,BPT信托,7.258045,966.987578,4.009344,27215000,0.1578,252,1.2,1.55,0.25571079,51.72952381,0.316383479,3723285.151,2828419.841,21,0.211756779
ABBV,AbbVie Inc.,24.053072,-43.700788,4.049379,1983000000,0.0355,70,1.19,-0.386666667,0.105728137,64.44228571,-0.016978975,146871118.9,149407912.1,5,0.086681949
GGG,固瑞克,27.245042,10.888861,1.701961,89140000,0.1167,252,1.19,0.505,0.156750298,14.66886865,0.285747114,20402854.75,15868481.86,21,0.122907485
ETP,Energy Transfer Partners,19.702168,1.063687,1.182611,602000000,1.0338,199,1.183333333,1.026666667,0.178534572,16.79452261,5.120404938,37333987.91,6099921.212,16,0.148782729
WMS,WMS Industries Inc,25.904706,5.301323,1.225646,33651000,0.8215,51,1.183333333,1.025,0.151516542,24.30058824,-0.043175294,6661316.846,6961898.88,4,0.123233182
AMC,AMC院线,0,1.24016,-2.210926,22200000,1.1258,58,1.183333333,0.916666667,0.162968504,24.39655172,5.116911397,33047579.45,5402657.862,4,0.125235202
