,fz_2007-12-31,fz_2008-12-31,fz_2009-12-31,fz_2010-12-31,fz_2011-12-31,fz_2012-12-31,fz_2013-12-31,fz_2014-12-31,fz_2015-12-31,fz_2016-12-31,fz_2017-12-31,lrl_2007-12-31,lrl_2008-12-31,lrl_2009-12-31,lrl_2010-12-31,lrl_2011-12-31,lrl_2012-12-31,lrl_2013-12-31,lrl_2014-12-31,lrl_2015-12-31,lrl_2016-12-31,lrl_2017-12-31,roe_2007-12-31,roe_2008-12-31,roe_2009-12-31,roe_2010-12-31,roe_2011-12-31,roe_2012-12-31,roe_2013-12-31,roe_2014-12-31,roe_2015-12-31,roe_2016-12-31,roe_2017-12-31,zz_2007-12-31,zz_2008-12-31,zz_2009-12-31,zz_2010-12-31,zz_2011-12-31,zz_2012-12-31,zz_2013-12-31,zz_2014-12-31,zz_2015-12-31,zz_2016-12-31,zz_2017-12-31
sh600790,,,67.57%,68.50%,60.52%,54.78%,58.40%,52.63%,47.20%,41.87%,41.93%,,,17.34%,11.60%,35.38%,47.56%,54.43%,40.84%,37.57%,44.02%,43.23%,,,5.81%,3.16%,9.09%,11.32%,11.45%,9.98%,8.31%,9.30%,7.71%,,,0.07次,0.08次,0.09次,0.09次,0.09次,0.11次,0.11次,0.11次,0.11次
sz002909,,,,,,47.22%,61.22%,55.56%,43.71%,46.90%,41.20%,,,,,,8.14%,7.96%,5.15%,9.67%,8.52%,5.64%,,,,,,29.92%,22.14%,27.87%,21.93%,15.00%,16.69%,,,,,,2.97次,1.47次,1.39次,1.18次,1.12次,1.24次
sz002446,,,58.65%,22.03%,22.01%,19.72%,21.53%,18.96%,21.61%,24.98%,25.68%,,,10.62%,10.78%,2.85%,2.90%,1.15%,8.96%,13.33%,14.10%,9.57%,,,26.40%,11.57%,1.86%,1.53%,0.69%,5.63%,8.99%,6.80%,4.06%,,,1.04次,0.64次,0.47次,0.38次,0.38次,0.45次,0.41次,0.37次,0.29次
sz300296,,,70.09%,58.27%,50.32%,30.32%,40.70%,43.53%,54.44%,45.61%,55.49%,,,8.02%,11.26%,11.18%,10.23%,10.31%,13.88%,16.42%,15.22%,18.71%,,,25.26%,38.31%,25.19%,10.62%,11.47%,17.42%,21.23%,22.06%,24.06%,,,0.98次,0.98次,1.03次,0.78次,0.71次,0.74次,0.56次,0.65次,0.62次
sz000056,,,90.69%,109.74%,125.17%,120.19%,55.55%,62.84%,37.47%,48.23%,59.16%,,,-59.64%,"-1,534.32%","-1,047.61%",-19.97%,"10,974.86%",-548.62%,14.29%,35.73%,29.91%,,,3.11%,-121.39%,--,-20.40%,103.57%,-16.19%,1.05%,2.24%,3.41%,,,0.02次,0.01次,0.01次,0.05次,0.01次,0.01次,0.03次,0.03次,0.06次
sz300113,,,26.13%,3.25%,5.30%,9.97%,30.34%,21.97%,21.91%,24.55%,19.78%,,,37.45%,32.26%,36.88%,33.65%,29.54%,24.71%,30.40%,35.97%,33.84%,,,72.59%,16.54%,8.90%,11.95%,12.24%,16.69%,23.61%,24.94%,18.87%,,,1.53次,0.36次,0.23次,0.33次,0.32次,0.50次,0.63次,0.64次,0.49次
sz002444,,,34.53%,9.29%,17.09%,21.54%,21.65%,27.13%,25.51%,19.07%,23.07%,,,14.02%,14.58%,12.83%,12.13%,16.14%,17.71%,15.15%,17.53%,12.99%,,,46.21%,18.56%,10.67%,10.17%,12.74%,13.71%,12.00%,11.92%,9.49%,,,1.80次,0.98次,0.71次,0.66次,0.63次,0.57次,0.58次,0.57次,0.57次
sz002091,,,37.65%,41.10%,36.81%,34.30%,32.35%,42.39%,49.98%,63.65%,51.85%,,,6.01%,4.86%,4.67%,4.30%,3.40%,3.62%,3.47%,3.52%,3.30%,,,20.55%,21.00%,19.76%,16.78%,13.22%,14.21%,14.73%,19.17%,11.88%,,,2.01次,2.62次,2.56次,2.51次,2.69次,2.41次,2.20次,3.31次,2.10次
sh600759,,,29.30%,43.93%,59.29%,58.79%,65.97%,53.04%,61.86%,64.90%,65.08%,,,64.48%,23.44%,9.95%,23.53%,3.89%,6.73%,5.11%,2.88%,-3.39%,,,9.68%,10.14%,5.98%,17.42%,1.99%,3.70%,1.22%,0.79%,-4.22%,,,0.11次,0.30次,0.30次,0.31次,0.26次,0.15次,0.10次,0.08次,0.17次
sz000937,,,51.52%,50.57%,57.25%,54.56%,56.02%,50.24%,50.96%,53.83%,54.52%,,,7.96%,8.21%,8.11%,7.70%,4.34%,-0.90%,2.42%,1.17%,5.35%,,,18.32%,22.38%,22.96%,15.27%,7.83%,0.15%,1.92%,1.32%,5.62%,,,1.26次,1.31次,1.19次,0.77次,0.64次,0.44次,0.30次,0.32次,0.46次
sz300022,,,42.68%,68.54%,74.69%,76.41%,82.63%,88.64%,81.39%,78.99%,80.47%,,,3.57%,2.49%,2.15%,0.61%,-4.10%,-12.47%,0.98%,1.14%,-1.07%,,,27.87%,11.12%,11.61%,2.07%,-26.49%,-141.12%,12.23%,4.81%,-19.62%,,,2.64次,2.08次,1.68次,1.54次,1.53次,1.25次,1.40次,1.57次,1.45次
sh603519,,,,,43.04%,40.01%,35.98%,37.31%,11.63%,24.06%,23.60%,,,,,8.32%,8.36%,7.33%,7.44%,8.07%,8.41%,6.82%,,,,,24.74%,17.32%,16.32%,15.49%,11.09%,10.86%,11.90%,,,,,2.34次,1.21次,1.38次,1.32次,1.17次,1.05次,1.32次
sh601998,,,93.97%,94.02%,93.54%,93.14%,93.66%,93.54%,93.76%,93.52%,92.74%,,,35.69%,39.06%,40.08%,35.09%,37.99%,33.24%,28.76%,27.17%,27.36%,,,12.71%,19.24%,21.07%,16.70%,18.48%,16.84%,14.55%,12.58%,11.67%,,,0.03次,0.03次,0.03次,0.03次,0.03次,0.03次,0.03次,0.03次,0.03次
sz002358,,,47.99%,28.10%,33.54%,34.08%,32.55%,45.39%,52.50%,39.28%,42.72%,,,14.84%,14.46%,18.39%,19.60%,20.22%,23.75%,10.18%,10.73%,12.40%,,,27.93%,10.35%,13.94%,17.92%,20.09%,15.51%,8.59%,10.88%,9.49%,,,0.95次,0.58次,0.53次,0.61次,0.58次,0.34次,0.40次,0.49次,0.44次
sz002798,,,,,24.73%,21.89%,24.39%,21.99%,16.55%,10.91%,16.57%,,,,,13.71%,15.45%,13.45%,9.88%,13.81%,11.84%,10.22%,,,,,25.97%,21.86%,17.76%,13.67%,14.76%,10.06%,8.85%,,,,,2.40次,1.09次,1.01次,1.05次,0.85次,0.76次,0.56次
sz002779,,,,,52.18%,41.73%,35.74%,33.39%,20.88%,19.56%,24.88%,,,,,12.80%,11.52%,10.91%,11.19%,10.59%,8.61%,5.37%,,,,,36.86%,24.36%,18.93%,19.38%,14.05%,5.88%,3.80%,,,,,2.33次,1.12次,1.07次,1.14次,0.75次,0.55次,0.55次
sh603580,,,,,59.82%,38.66%,28.12%,18.80%,16.56%,12.56%,10.68%,,,,,16.72%,16.96%,18.96%,17.55%,20.28%,21.50%,19.38%,,,,,52.83%,23.06%,19.71%,18.39%,17.66%,15.57%,9.36%,,,,,1.37次,0.68次,0.69次,0.77次,0.71次,0.63次,0.46次
sz002766,,,,,45.11%,40.92%,47.37%,46.15%,34.47%,45.26%,43.72%,,,,,10.64%,8.18%,8.35%,8.37%,8.07%,7.93%,9.91%,,,,,24.96%,15.29%,12.64%,11.65%,8.42%,7.66%,8.78%,,,,,1.95次,1.07次,0.84次,0.74次,0.63次,0.57次,0.57次
sz300021,,,34.80%,47.71%,61.91%,64.85%,66.35%,68.75%,67.99%,44.61%,50.79%,,,9.26%,8.95%,7.49%,5.53%,2.40%,2.62%,5.29%,6.03%,7.94%,,,13.75%,7.42%,7.20%,7.14%,1.26%,4.36%,12.06%,6.13%,5.60%,,,0.59次,0.48次,0.42次,0.47次,0.53次,0.53次,0.72次,0.49次,0.47次
sz300739,,,,,,,,49.52%,53.21%,45.43%,46.89%,,,,,,,,8.03%,9.42%,15.09%,11.09%,,,,,,,,19.98%,20.83%,33.10%,24.22%,,,,,,,,2.24次,1.10次,1.12次,1.17次
sz002023,,,32.38%,21.19%,27.63%,38.21%,31.76%,41.69%,17.47%,30.23%,36.49%,,,23.11%,25.80%,22.88%,25.65%,27.77%,29.63%,5.83%,6.86%,4.34%,,,9.98%,6.92%,6.20%,7.71%,11.25%,9.85%,1.92%,1.23%,0.95%,,,0.29次,0.20次,0.18次,0.19次,0.21次,0.19次,0.11次,0.09次,0.07次
sz000006,,,69.86%,70.14%,65.29%,62.02%,58.00%,64.14%,64.62%,61.05%,56.56%,,,18.13%,21.23%,16.77%,20.47%,15.14%,22.01%,12.01%,23.93%,27.72%,,,17.59%,21.14%,16.51%,19.71%,18.44%,12.17%,9.77%,16.56%,15.24%,,,0.28次,0.30次,0.31次,0.35次,0.48次,0.21次,0.30次,0.26次,0.22次
sz300351,,,51.65%,32.34%,22.84%,5.18%,10.10%,11.02%,14.23%,13.11%,13.53%,,,25.18%,30.81%,38.78%,33.10%,28.82%,29.45%,21.98%,16.55%,13.63%,,,44.25%,57.54%,33.23%,12.16%,7.29%,12.05%,11.21%,8.99%,6.61%,,,1.43次,0.94次,0.62次,0.25次,0.23次,0.36次,0.42次,0.44次,0.39次
sh603698,,,,,48.16%,54.47%,55.97%,61.76%,45.25%,34.74%,34.93%,,,,,24.71%,25.39%,21.86%,22.78%,19.09%,12.58%,15.83%,,,,,28.62%,28.96%,27.31%,28.07%,14.45%,7.11%,7.96%,,,,,1.02次,0.54次,0.56次,0.52次,0.46次,0.34次,0.33次
sz300307,,,67.74%,63.07%,39.38%,12.25%,13.52%,12.97%,5.60%,18.01%,22.07%,,,15.86%,24.23%,27.62%,17.90%,13.94%,-45.63%,13.41%,10.91%,16.70%,,,73.61%,111.83%,71.64%,11.08%,6.85%,-8.80%,2.70%,3.21%,6.00%,,,1.40次,1.51次,1.30次,0.57次,0.43次,0.17次,0.18次,0.25次,0.28次
sh600571,,,52.72%,46.87%,36.86%,37.95%,34.35%,41.25%,29.96%,28.34%,25.65%,,,5.17%,6.79%,7.26%,9.97%,10.44%,11.02%,12.61%,10.20%,-17.79%,,,7.54%,9.89%,13.03%,13.81%,15.91%,16.96%,15.23%,11.09%,-18.53%,,,0.79次,0.82次,0.87次,0.84次,0.99次,1.00次,0.77次,0.84次,0.68次
sz002916,,57.95%,56.51%,61.59%,64.57%,,63.28%,61.44%,71.57%,69.30%,57.44%,,9.04%,9.62%,9.19%,6.41%,,6.32%,5.09%,4.48%,5.97%,7.89%,,--,--,--,--,,12.05%,15.74%,12.15%,18.48%,25.61%,,1.47次,0.84次,0.89次,0.91次,,1.60次,0.99次,0.80次,0.93次,0.90次
sz000430,,,109.98%,103.75%,37.64%,25.51%,28.07%,27.21%,29.78%,66.77%,33.17%,,,-52.28%,19.61%,16.08%,14.84%,10.48%,12.41%,16.94%,10.21%,12.01%,,,0.00%,0.00%,38.06%,30.50%,12.77%,13.05%,20.86%,9.60%,6.48%,,,0.29次,0.33次,1.58次,1.42次,0.90次,0.75次,0.87次,0.41次,0.25次
sz002607,,,71.63%,74.50%,51.86%,63.08%,69.66%,75.23%,76.74%,55.49%,58.12%,,,1.79%,2.49%,2.53%,1.86%,0.91%,-1.13%,0.27%,0.98%,1.06%,,,21.53%,32.65%,19.76%,9.36%,5.49%,-6.72%,1.85%,4.38%,3.53%,,,3.50次,3.43次,2.65次,2.04次,1.88次,1.64次,1.48次,1.66次,1.50次
sz300720,,,,,,,12.13%,16.04%,28.26%,19.58%,7.70%,,,,,,,28.91%,26.87%,27.91%,27.78%,25.33%,,,,,,,30.48%,18.84%,17.01%,17.95%,15.23%,,,,,,,1.61次,0.60次,0.46次,0.49次,0.41次
sz300338,,,24.12%,28.60%,33.21%,10.72%,11.00%,12.91%,18.38%,20.92%,29.11%,,,14.55%,18.88%,20.53%,19.16%,16.64%,15.58%,0.66%,1.14%,17.05%,,,15.59%,23.43%,20.42%,12.02%,6.55%,6.58%,0.50%,0.78%,8.63%,,,1.47次,0.75次,0.68次,0.48次,0.34次,0.36次,0.31次,0.36次,0.49次
sh600328,,,65.35%,69.40%,74.99%,77.93%,78.63%,79.56%,80.46%,66.72%,62.06%,,,2.91%,4.27%,6.33%,-2.92%,-0.41%,-3.44%,-3.22%,4.57%,12.32%,,,3.37%,5.51%,7.83%,-0.86%,2.85%,1.15%,-2.68%,5.19%,10.02%,,,0.36次,0.33次,0.30次,0.25次,0.29次,0.39次,0.35次,0.39次,0.50次
sh600308,,,50.66%,58.29%,63.30%,61.98%,60.55%,61.80%,59.14%,54.88%,48.42%,,,18.74%,1.27%,0.70%,0.55%,0.56%,0.56%,0.50%,1.67%,5.00%,,,23.91%,1.53%,1.35%,0.98%,1.03%,0.96%,1.02%,2.83%,9.86%,,,0.51次,0.50次,0.58次,0.55次,0.58次,0.55次,0.57次,0.70次,0.94次
sz002872,,,,,,45.43%,50.08%,42.65%,43.17%,45.20%,35.52%,,,,,,11.27%,9.36%,10.45%,10.92%,11.21%,11.31%,,,,,,13.69%,12.83%,14.05%,12.93%,13.26%,9.98%,,,,,,1.15次,0.73次,0.71次,0.69次,0.67次,0.54次
sz300065,,,27.80%,8.15%,9.25%,11.43%,19.57%,17.43%,18.33%,20.62%,22.62%,,,20.84%,18.82%,9.87%,-6.45%,4.66%,4.62%,11.05%,15.46%,19.47%,,,27.08%,6.90%,4.16%,-2.28%,2.04%,3.01%,5.77%,6.72%,8.33%,,,0.89次,0.44次,0.40次,0.35次,0.46次,0.47次,0.26次,0.41次,0.40次
sz300289,,,31.16%,38.26%,39.62%,32.66%,31.58%,32.39%,24.04%,19.61%,18.74%,,,28.91%,29.31%,28.50%,30.98%,32.03%,26.77%,26.13%,17.18%,17.54%,,,43.77%,41.05%,38.50%,15.31%,13.66%,14.16%,14.76%,5.73%,5.73%,,,1.07次,0.90次,0.81次,0.42次,0.29次,0.38次,0.42次,0.32次,0.34次
sz000836,,,49.44%,61.58%,54.24%,57.43%,57.39%,62.34%,44.21%,25.65%,22.48%,,,6.56%,1.11%,-4.84%,4.59%,1.64%,-18.53%,8.29%,4.16%,6.67%,,,8.39%,0.98%,-6.64%,2.46%,1.82%,-20.90%,9.75%,2.86%,4.88%,,,0.49次,0.39次,0.52次,0.58次,0.46次,0.42次,0.57次,0.63次,0.78次
sz002645,,,46.01%,42.46%,28.95%,18.10%,21.36%,17.00%,13.65%,14.64%,24.51%,,,10.66%,9.88%,10.58%,8.63%,8.14%,2.79%,-3.93%,6.16%,9.45%,,,21.54%,26.31%,31.16%,6.66%,5.36%,1.48%,-1.07%,4.14%,7.67%,,,1.19次,1.48次,0.93次,0.59次,0.53次,0.42次,0.24次,0.56次,0.64次
sz002332,,,41.43%,38.48%,42.71%,50.77%,57.08%,56.18%,37.41%,38.22%,53.53%,,,6.63%,7.64%,7.82%,6.24%,2.19%,1.98%,4.22%,5.85%,8.07%,,,22.66%,11.19%,12.16%,10.67%,5.27%,4.78%,7.70%,6.71%,9.01%,,,0.84次,0.81次,0.88次,0.89次,0.89次,0.89次,0.79次,0.71次,0.65次
sh600702,,,36.84%,41.87%,37.87%,32.48%,34.31%,38.96%,40.29%,41.36%,43.50%,,,7.44%,8.54%,15.38%,18.88%,0.83%,0.93%,0.62%,5.49%,8.67%,,,3.00%,4.19%,10.05%,16.94%,0.51%,0.60%,0.32%,3.51%,5.99%,,,0.26次,0.30次,0.39次,0.58次,0.41次,0.41次,0.31次,0.38次,0.38次
sz000708,,,45.96%,44.04%,38.33%,30.95%,30.26%,34.01%,31.91%,36.32%,38.77%,,,5.98%,7.12%,6.32%,2.69%,2.71%,3.65%,4.36%,4.58%,3.86%,,,17.58%,24.64%,21.81%,7.55%,6.64%,8.34%,7.97%,8.13%,10.23%,,,1.55次,1.90次,2.01次,1.81次,1.70次,1.54次,1.22次,1.16次,1.65次
sz300398,,,,,43.48%,38.75%,42.50%,22.75%,26.31%,31.69%,32.71%,,,,,20.84%,17.85%,20.24%,22.39%,24.35%,17.32%,10.71%,,,,,36.41%,28.95%,31.16%,24.76%,15.33%,8.99%,7.74%,,,,,1.67次,0.96次,0.90次,0.64次,0.47次,0.37次,0.40次
sz000509,,,102.44%,101.04%,123.30%,146.93%,90.16%,98.03%,94.15%,93.40%,88.81%,,,-7.38%,1.95%,-32.68%,-30.58%,5.83%,-24.25%,11.22%,-94.89%,0.55%,,,0.00%,0.00%,0.00%,--,-22.55%,-73.76%,32.04%,-301.92%,29.47%,,,0.92次,0.66次,0.63次,0.63次,0.46次,0.34次,0.30次,0.17次,6.93次
sz300557,,,,,41.17%,38.28%,34.33%,36.03%,28.90%,22.47%,16.42%,,,,,17.89%,24.70%,20.86%,19.47%,20.74%,20.98%,15.85%,,,,,16.50%,21.93%,18.04%,15.99%,15.10%,14.30%,7.59%,,,,,0.94次,0.52次,0.55次,0.52次,0.51次,0.43次,0.38次
sh601788,,,63.51%,61.56%,48.75%,60.74%,56.16%,76.84%,78.47%,72.62%,75.70%,,,51.90%,44.81%,35.47%,28.30%,7.05%,32.37%,46.75%,33.57%,31.78%,,,18.74%,9.76%,6.85%,4.56%,0.93%,8.57%,23.67%,7.29%,6.26%,,,0.12次,0.08次,0.09次,0.07次,0.07次,0.08次,0.11次,0.05次,0.05次
sz002770,,,,,22.52%,28.32%,40.87%,52.19%,45.64%,41.87%,41.25%,,,,,6.91%,13.85%,12.04%,14.18%,14.15%,11.12%,10.23%,,,,,11.23%,20.12%,15.74%,16.72%,11.40%,7.91%,7.85%,,,,,1.94次,1.08次,0.84次,0.62次,0.42次,0.34次,0.45次
sh603055,,,,,,69.95%,70.06%,66.39%,62.06%,52.38%,30.96%,,,,,,7.90%,6.24%,4.15%,2.18%,10.14%,13.43%,,,,,,15.40%,11.28%,7.19%,3.54%,17.64%,21.62%,,,,,,1.06次,0.54次,0.55次,0.58次,0.74次,0.87次
sz300137,,,40.37%,7.42%,5.73%,8.90%,12.43%,12.98%,13.77%,16.22%,22.03%,,,24.32%,27.02%,27.42%,22.05%,17.93%,16.30%,14.62%,14.80%,19.14%,,,26.36%,16.47%,4.74%,5.21%,6.41%,7.15%,6.62%,7.36%,12.19%,,,0.62次,0.30次,0.16次,0.22次,0.32次,0.38次,0.44次,0.46次,0.53次
sz000788,,,56.11%,57.07%,62.12%,69.77%,72.15%,75.43%,63.81%,44.25%,43.58%,,,7.68%,20.71%,5.88%,3.85%,3.23%,-1.68%,0.58%,0.54%,1.54%,,,12.89%,40.06%,12.05%,6.53%,7.08%,-2.41%,2.23%,1.10%,2.96%,,,0.83次,0.79次,0.83次,0.61次,0.59次,0.51次,0.52次,0.80次,1.04次
sz002336,,,70.39%,44.28%,51.58%,54.13%,55.71%,60.61%,63.77%,59.21%,66.30%,,,2.62%,2.36%,1.40%,-0.69%,0.19%,-3.80%,-4.23%,0.60%,-6.08%,,,26.53%,7.09%,4.76%,-2.65%,0.72%,-15.60%,-19.11%,2.66%,-26.42%,,,2.87次,2.06次,1.75次,1.78次,1.75次,1.69次,1.71次,1.71次,1.62次
sh600724,,,72.94%,81.37%,79.13%,79.16%,76.08%,75.98%,81.99%,77.84%,82.58%,,,19.96%,13.46%,19.81%,10.31%,9.89%,5.13%,-40.65%,4.87%,-21.37%,,,9.45%,13.26%,20.97%,10.17%,11.08%,2.97%,-37.54%,5.05%,-40.57%,,,0.24次,0.22次,0.20次,0.25次,0.25次,0.27次,0.15次,0.33次,0.28次
sz002325,,,31.25%,33.72%,34.82%,40.34%,50.16%,46.20%,51.68%,62.31%,66.25%,,,5.27%,6.43%,6.28%,7.20%,7.88%,8.67%,11.40%,4.13%,3.85%,,,31.98%,9.07%,11.38%,14.76%,17.06%,13.45%,11.75%,3.93%,3.86%,,,1.36次,0.95次,1.18次,1.26次,1.15次,0.75次,0.49次,0.36次,0.33次
sh600166,,,76.93%,67.29%,67.67%,54.53%,52.99%,55.19%,56.14%,64.63%,69.49%,,,2.31%,3.08%,2.23%,3.42%,2.19%,1.36%,1.05%,1.10%,0.06%,,,29.29%,30.18%,13.67%,11.54%,5.14%,3.14%,2.30%,3.02%,0.59%,,,3.26次,2.53次,1.96次,1.34次,1.04次,1.00次,0.88次,0.96次,0.89次
sh600562,,,50.25%,42.53%,49.08%,44.90%,40.20%,35.59%,43.17%,30.98%,33.45%,,,-16.43%,4.66%,5.69%,5.15%,10.24%,15.16%,17.11%,18.15%,14.67%,,,-13.23%,5.21%,5.43%,4.23%,10.72%,17.66%,19.50%,17.01%,9.74%,,,0.35次,0.49次,0.48次,0.42次,0.94次,0.72次,0.69次,0.59次,0.45次
sh600329,,,51.24%,45.60%,46.78%,48.45%,51.07%,45.81%,32.36%,32.36%,30.15%,,,9.54%,9.24%,6.07%,8.93%,6.00%,5.35%,6.47%,6.60%,8.32%,,,18.54%,17.74%,13.36%,21.96%,15.45%,13.85%,13.54%,10.38%,11.05%,,,0.81次,0.93次,1.10次,1.20次,1.24次,1.32次,1.23次,0.99次,0.88次
sz002716,,,64.41%,70.27%,71.39%,72.76%,69.81%,67.02%,68.20%,69.93%,60.46%,,,7.79%,8.14%,6.69%,4.59%,4.43%,2.73%,2.03%,1.82%,2.28%,,,25.12%,30.03%,29.78%,21.00%,16.20%,6.68%,6.17%,7.12%,8.41%,,,2.04次,1.21次,1.29次,1.27次,1.05次,0.94次,0.98次,1.12次,1.30次
sz000880,,,63.45%,63.50%,60.15%,57.56%,58.39%,64.39%,62.59%,58.18%,63.08%,,,7.65%,8.18%,7.97%,3.51%,1.69%,1.52%,1.27%,1.17%,1.19%,,,29.47%,27.04%,18.81%,6.43%,3.29%,3.77%,2.36%,1.52%,1.78%,,,1.61次,1.21次,0.90次,0.76次,0.82次,0.96次,0.70次,0.53次,0.59次
sh600111,,,61.38%,51.41%,38.36%,43.72%,44.27%,40.60%,31.86%,37.28%,48.31%,,,4.23%,26.08%,48.65%,18.10%,11.21%,4.51%,0.88%,1.57%,6.83%,,,3.35%,36.66%,84.67%,23.64%,21.79%,7.86%,3.93%,1.09%,4.69%,,,0.42次,0.69次,0.98次,0.57次,0.47次,0.33次,0.41次,0.34次,0.56次
sh603043,,,,,38.40%,34.26%,33.14%,28.03%,26.22%,28.41%,19.35%,,,,,12.72%,15.27%,14.95%,14.37%,13.34%,13.73%,15.61%,,,,,37.02%,45.37%,40.93%,35.65%,30.46%,30.66%,26.35%,,,,,3.46次,1.82次,1.75次,1.65次,1.63次,1.56次,1.27次
sz002530,,,50.49%,29.90%,25.49%,22.96%,20.27%,26.69%,23.52%,11.80%,15.69%,,,18.61%,13.40%,15.99%,15.32%,11.53%,9.50%,8.20%,9.29%,24.13%,,,26.64%,18.53%,8.45%,8.32%,6.80%,4.97%,4.96%,4.84%,6.04%,,,0.56次,0.47次,0.38次,0.41次,0.45次,0.40次,0.43次,0.18次,0.22次
sz002431,,,46.69%,24.10%,41.38%,54.28%,62.56%,67.48%,64.78%,66.73%,63.18%,,,11.77%,13.06%,11.61%,10.38%,9.82%,8.95%,-4.61%,3.23%,6.05%,,,33.92%,17.19%,15.46%,14.47%,16.72%,15.52%,-5.27%,2.87%,6.23%,,,1.47次,0.96次,0.90次,0.76次,0.71次,0.61次,0.41次,0.30次,0.36次
sz300228,,,65.16%,71.59%,52.55%,64.77%,65.96%,62.31%,47.27%,54.47%,56.02%,,,10.02%,10.25%,9.51%,9.31%,11.33%,10.77%,0.93%,-33.53%,2.90%,,,28.62%,26.77%,17.12%,16.66%,26.53%,19.28%,1.05%,-15.88%,2.90%,,,0.93次,0.80次,0.78次,0.72次,0.80次,0.63次,0.37次,0.23次,0.43次
sh600477,,,73.91%,70.33%,76.94%,79.96%,80.73%,75.75%,68.94%,63.66%,56.53%,,,4.33%,3.42%,2.50%,-3.43%,1.66%,1.87%,3.79%,10.14%,16.48%,,,14.75%,12.19%,8.43%,-14.28%,5.82%,5.57%,9.85%,24.08%,30.53%,,,0.90次,0.99次,0.77次,0.54次,0.67次,0.62次,0.58次,0.68次,0.70次
sz300030,,,14.34%,9.01%,9.55%,10.25%,12.50%,23.28%,35.35%,35.08%,44.80%,,,19.11%,17.50%,16.16%,14.06%,12.99%,12.29%,7.57%,5.90%,1.50%,,,29.19%,5.02%,5.89%,5.94%,6.95%,7.52%,5.09%,3.27%,1.17%,,,0.35次,0.25次,0.36次,0.41次,0.48次,0.49次,0.44次,0.36次,0.34次
sh603066,,,,,43.29%,32.51%,33.95%,28.44%,23.21%,21.33%,25.86%,,,,,9.20%,12.31%,11.94%,12.91%,14.64%,16.70%,13.86%,,,,,24.91%,20.93%,16.27%,16.73%,11.98%,10.81%,10.02%,,,,,2.05次,1.06次,0.91次,0.89次,0.62次,0.50次,0.55次
sh603955,,,,,,55.88%,61.19%,51.10%,41.70%,54.41%,47.11%,,,,,,12.89%,9.09%,10.45%,11.46%,11.65%,11.58%,,,,,,25.43%,12.74%,11.14%,9.24%,10.49%,8.26%,,,,,,1.54次,0.58次,0.52次,0.43次,0.43次,0.36次
sh600987,,,22.88%,24.02%,22.58%,28.05%,31.85%,29.41%,23.20%,17.80%,17.98%,,,10.17%,12.12%,12.32%,12.52%,16.18%,16.28%,18.61%,19.85%,18.96%,,,13.43%,17.30%,17.67%,16.76%,21.10%,19.86%,18.90%,18.55%,17.28%,,,1.04次,1.12次,1.08次,0.99次,0.94次,0.87次,0.77次,0.77次,0.77次
sz000977,,,14.46%,36.39%,35.34%,46.77%,69.03%,60.74%,63.66%,56.49%,59.28%,,,0.39%,3.22%,6.23%,3.14%,3.42%,4.64%,4.42%,2.24%,1.67%,,,0.39%,3.44%,7.02%,6.14%,12.70%,17.42%,17.43%,7.57%,8.35%,,,0.81次,0.78次,0.73次,1.12次,1.50次,1.56次,1.47次,1.50次,1.89次
sz002223,,,24.41%,17.30%,14.62%,14.83%,16.35%,17.62%,27.13%,15.09%,15.96%,,,18.80%,18.25%,19.47%,18.68%,18.15%,17.71%,17.43%,19.05%,17.72%,,,23.08%,23.92%,22.98%,20.46%,18.38%,18.24%,18.85%,14.32%,11.37%,,,0.99次,1.04次,0.99次,0.93次,0.85次,0.85次,0.83次,0.60次,0.57次
sz300498,,,45.78%,42.49%,36.25%,36.55%,46.97%,37.59%,29.65%,24.27%,31.95%,,,5.71%,9.48%,15.98%,8.74%,1.74%,7.56%,13.76%,20.62%,12.58%,,,--,--,--,--,--,19.93%,34.95%,43.48%,21.65%,,,1.93次,2.03次,2.11次,1.70次,1.53次,1.47次,1.60次,1.60次,1.23次
sh603595,,,,,,,64.50%,53.36%,43.96%,46.67%,41.06%,,,,,,,17.93%,20.49%,19.37%,19.13%,23.87%,,,,,,,44.77%,53.03%,40.52%,28.83%,37.32%,,,,,,,1.45次,1.08次,1.05次,0.82次,0.85次
sz002688,,,68.31%,59.16%,50.15%,13.94%,11.49%,37.04%,44.06%,40.50%,44.68%,,,5.68%,9.02%,10.67%,11.63%,12.23%,9.54%,9.26%,11.65%,7.55%,,,15.59%,24.88%,27.40%,16.08%,9.94%,8.22%,10.56%,14.56%,7.20%,,,0.77次,0.95次,1.11次,0.92次,0.73次,0.66次,0.73次,0.66次,0.52次
sz002639,,,24.49%,25.06%,13.12%,5.03%,17.06%,34.94%,33.84%,29.72%,34.73%,,,35.29%,30.10%,28.83%,23.99%,11.29%,-2.05%,2.30%,3.66%,-6.80%,,,31.82%,28.72%,21.66%,6.13%,3.73%,-0.71%,1.22%,1.53%,-2.63%,,,0.69次,0.71次,0.36次,0.23次,0.29次,0.26次,0.29次,0.28次,0.28次
