code,open,name,pe,pb,eps,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,grow_radio_3,grow_radio_6,grow_self_3,grow_self_6,max_price,max_price_radio,price,price_week_3,vol_radio,volume_3,volume_6,week_3_rs,week_6_rs,year
ITT,61.29,ITT Inc.,28.419829,3.216846,2.172075,69900000,0.4593,697000000,0.1045,101000000,1.2215,689000000,0.1015,-67100000,-3.5709,684000000,0.1618,86900000,-0.0366,645000000,0.1088,754,0.00189076,-0.010258569,0.083333333,-0.62,61.54,0.031036724,59.63,60.69,0.059363767,2882133.667,2720627,0.000485568,-0.011667073,14
CVRR,18.3,CVR Refining LP,8.962296,1.998526,2.069782,118000000,7.2105,1824000000,0.3632,147000000,1.1896,1458000000,0.0244,-29000000,-1.7103,1517000000,0.1948,70000000,3.4025,1386000000,0.1911,299,-0.015989286,-0.03900807,-0.333333333,-0.833333333,35.08,45%,19.17,19.14,0.787001431,2353575,1317052.667,-0.013941344,-0.035996118,5
ITUB,10.66,艾涛巴西联合银行,10.280701,0.555974,1.049053,5894000000,-0.1136,0,0,6557000000,0.0917,0,0,5680000000,-0.0438,0,0,5918000000,0.0527,0,0,754,0.069644811,0.012762633,0.74,0.12,17.9228,0.31818689,12.22,11.35666667,0.448658737,101078325,69773731,0.061912989,-0.00621379,14
LDOS,69,Leidos Holdings Inc,24.046459,3.069179,2.897308,145000000,0.4796,2529000000,-0.0163,102000000,0.3784,2443000000,-0.0531,113000000,0.8833,2516000000,-0.0229,79000000,-0.1413,2503000000,0.3399,262,-0.018238521,0.001215968,-1.28,0.083333333,71.72,6%,67.51,68.81,0.416720297,5181268.667,3657227.667,-0.02123142,-2.24E-05,5
OLP,27.66,One Liberty Properties Inc,24.825589,1.800498,1.129077,4546000,-0.5451,0,0,6653000,1.3053,0,0,4242000,-0.039,0,0,7128000,0.6489,0,0,754,-0.020037645,-0.007297859,-0.56,-0.21,29.04,0.095385675,26.27,27.67,0.806948818,265688.3333,147037,-0.027975514,-0.010812219,14
AAN,53.61,Aarons Inc,12.910466,2.132588,4.166387,38501000,0.0596,918000000,0.1385,52246000,-0.0198,945000000,0.1301,178000000,7.2086,875000000,0.1124,25341000,-0.1399,829000000,0.0892,754,0.008146477,0.007045444,0.393333333,0.353333333,55.45,0.038593327,53.31,54.40666667,0.615453589,3222539.667,1994820.333,0.00375205,0.006855115,14
EIX,67.66,爱迪生国际,53.459377,1.900542,1.285275,268000000,-0.036,0,0,212000000,-0.4127,0,0,-564000000,-2.7143,0,0,469000000,0.1167,0,0,754,0.005617145,-0.000166587,0.38,-0.026666667,82.18,0.156729131,69.3,68.44666667,0.013399631,9587679.667,9460907,0.001001325,-8.28E-05,14
ATO,93.66,ATMOS能源公司,17.325581,2.208101,5.45494,71193000,0.0054,0,0,179000000,0.0866,0,0,314000000,1.5124,0,0,35853000,0,0,0,754,0.002062165,0.005101754,0.193333333,0.473333333,94.64,0,94.64,94.18666667,0.552695567,2282443.333,1469987.667,-0.001960981,0.00214212,14
CPT,93.87,卡姆登物业信托,44.490226,2.628791,2.132828,39872000,-0.011,0,0,40525000,0.126,0,0,89082000,1.117,0,0,35475000,-0.8831,0,0,754,-0.006927592,-0.0012292,-0.65,-0.116666667,95.7,0.037931034,92.07,93.51666667,0.432632057,2743605,1915080,-0.012553212,-0.004488604,14
SHG,39.43,新韩金融,6.938563,0.60576,5.683612,9.48056E+11,0.0512,0,0,8.69036E+11,-0.1372,0,0,2.10518E+11,-0.6574,0,0,8.2845E+11,0.1468,0,0,754,0.014979042,-0.000717926,0.576666667,-0.046666667,71.335,0.432536623,40.48,39.95666667,-0.054280456,452413,478379.6667,0.016544505,0.003677276,14
TOWR,32.1,Tower International,13.143531,2.242404,2.465091,22376000,0.1619,556000000,0.1349,17300000,-0.0065,564000000,0.1325,-3867000,-1.2226,538000000,0.1642,14931000,-0.183,462000000,0.0117,417,-0.035343557,-0.033794579,-1.096666667,-1.133333333,36.65,23%,28.29,30.14666667,0.069676182,428871.3333,400935.6667,-0.036257367,-0.035952209,8
MELR,19.75,"Melrose Bancorp, Inc.",27.626796,1.159192,0.722125,376000,-11%,0,0%,483000,-8%,0,0%,225000,-0.6046,0,0,631000,0.6347,0,0,203,0%,0%,0.023566667,-0.0251,20.4999,4%,19.76,19.83666667,31%,12891.66667,9844.666667,0%,-1%,3
ETP,22.47,Energy Transfer Partners,19.131397,1.032872,1.182611,602000000,1.0338,9283000000,0.4917,879000000,1.2366,8182000000,0.2404,1084000000,3.6898,8216000000,0.3434,761000000,4.5145,6482000000,0.2635,754,-0.00126042,-0.015316091,-0.03,-0.353333333,51.13,0.562683356,22.36,22.39333333,-0.122324859,19721767.67,22470464,-0.00240247,-0.019555533,14
SKX,26.68,斯凯奇,22.347571,2.1739,1.203934,60859000,-0.1709,1140000000,0.1078,137000000,0.2872,1256000000,0.1658,-51761000,-4.4123,977000000,0.2699,107000000,0.3957,1098000000,0.1612,754,-0.014185213,-0.027637808,-0.41,-0.8,51.3,0.491812865,26.07,26.99333333,-0.035453587,10456421,10840765,-0.017086823,-0.02836948,14
MAN,85.57,万宝盛华人力资源,9.678947,2.031361,8.938989,143000000,0.2256,5657000000,0.0932,97000000,0.3038,5522000000,0.1609,216000000,0.6978,5638000000,0.1375,138000000,0.0658,5465000000,0.074,754,-0.023353931,-0.007186637,-2.04,-0.733333333,136.02,0.393839141,82.45,84.71666667,0.621759479,4870960,3003503.333,-0.025897438,-0.007644825,14
DPZ,285,达美乐比萨,39.265049,-4.075739,7.286633,77408000,0.1775,779000000,0.2399,88827000,0.4219,785000000,0.2582,93327000,0.2831,892000000,0.088,56368000,0.1934,644000000,0.1358,743,0.003954906,-0.023144589,0.893333333,-6.856666667,298.56,0.052418274,282.91,287.9766667,0.280373089,2573676.667,2010099,8.41E-05,-0.024920363,14
MSI,126.2,摩托罗拉解决方案,0,-13.739379,-0.388983,181000000,0.3712,1760000000,0.1757,117000000,0.5,1468000000,0.146,-573000000,-3.3484,1957000000,0.0393,213000000,0.1036,1645000000,0.0738,754,-0.004014178,7.32E-05,-0.56,0.006666667,751.24,0.832823066,125.59,128.0466667,0.34779347,5058600,3753245.667,-0.006632352,-0.004353298,14
BPY,20.42,Brookfield Property Partners L.P,11.765793,1.004486,1.764437,1051000000,0.5828,0,0,1023000000,4.4706,0,0,958000000,9.413,0,0,659000000,-0.5922,0,0,290,-0.001374792,0.010375661,-0.043333333,0.203333333,26.2,24%,19.94,20.58333333,-0.501458075,18461343.33,37030673.67,-0.004980907,0.002027088,5
BMY,61.75,施贵宝,253.609065,8.276638,0.246324,382000000,-0.5857,5704000000,0.1089,1495000000,-0.0203,5193000000,0.0536,-2329000000,-3.5935,5449000000,0.0393,856000000,-0.2955,5254000000,0.0675,754,0.008366859,0.001843555,0.51,0.106666667,76,0.178815789,62.41,62.24666667,0.144935191,24240832.33,21172231,0.005621764,-0.000661088,14
TPVG,13.16,Triplepoint Venture Growth BDC Corp,9.603014,1.327962,1.367279,8395000,0.0598,792000,-0.0161,7943000,1.103,3000,-0.75,3850000,-0.4456,91000,31.3333,3679000,-0.6783,109000,-0.3272,240,-0.00306989,-0.010250762,-0.046666667,-0.136666667,16.4,20%,13.07,13.25333333,0.108646762,1065118.333,960737.3333,-0.002560509,-0.011488792,4
UHT,72.18,Universal Health Realty Income T,39.517466,4.832177,1.850321,5805000,0.4394,0,0,9604000,-0.6957,0,0,6064000,0.3639,0,0,3960000,0.0372,0,0,754,-0.028381095,0.005626625,-2.156666667,0.413333333,83.42,0.168065212,69.4,72.11,0.425267618,156311,109671.3333,-0.031777351,0.000917009,14
NFX,28.52,新田,14.828006,3.46657,1.939573,119000000,0.2143,679000000,0.6891,86000000,-0.415,580000000,0.3909,95000000,6.3077,509000000,0.2265,87000000,0.8125,439000000,0.1199,754,0.006243409,-0.011482008,0.143333333,-0.326666667,75.96,0.627172196,28.32,28.72666667,0.198360114,12722548.33,10616632,0.010294646,-0.012146728,14
OMC,69.61,宏盟集团,14.11533,6.80638,4.988902,395000000,0.1118,3860000000,0.0183,285000000,0.085,3630000000,0.0118,288000000,-0.2434,4177000000,-0.0154,287000000,0.0313,3720000000,-0.0189,754,0.010074776,0.002824431,0.636666667,0.183333333,88.47,0.206397649,70.21,69.71,0.505116416,13503074.67,8971448.667,0.002662024,-0.00460763,14
ETE,17.57,能源转换,16.52493,-18.54377,1.069596,633000000,4.2314,13891000000,0.5664,489000000,0.5329,11586000000,0.2621,1155000000,2.4419,11901000000,0.2379,804000000,18.6098,8894000000,0.2286,660,-0.00238631,-0.018020591,-0.043333333,-0.326666667,68.87,0.745898069,17.5,17.53,0.272898784,30611275,24048475.33,-0.003185278,-0.019475671,12
IT,156.39,加特纳,171.769967,15.636839,0.923619,46270000,1.5014,978000000,0.2277,-19587000,-1.5376,964000000,0.5413,107000000,0.614,1015000000,0.4427,-48180000,-2.5805,828000000,0.4425,754,-0.003677043,0.021909308,-0.606666667,3.27,158.5,0.023722397,154.74,157.23,0.348879231,3060676.667,2269051.667,-0.006852001,0.019599761,14
SAP,121.15,SAP SE,27.825638,4.919884,4.36468,720000000,0.0811,6000000000,0.0377,707000000,0.334,5260000000,-0.0045,1867000000,0.2243,6803000000,0.0117,992000000,0.3683,5589000000,0.0396,754,-0.002887096,0.000661779,-0.373333333,0.06,123,0.023658537,120.09,121.5766667,0.416033479,4377358.333,3091281.667,-0.007308324,-0.002899639,14
WBT,21.96, Manitowoc Food Service,24.96233,22.034205,0.887337,12100000,-0.598,421000000,0.1337,12500000,1.5,350000000,0.0683,65800000,2.0748,366000000,-0.0338,33100000,0.3293,380000000,-0.0094,136,-0.033658324,0.000122792,-0.72,0,23.51,17%,19.46,20.78666667,0.429671281,4477451.667,3131805,-0.035830927,-0.004330258,2
RLJ,22.78,RLJ Lodging Trust,60.590771,1.27868,0.378523,64393000,0.5164,0,0,23894000,0.0972,0,0,7386000,-0.9026,0,0,4111000,-0.9007,0,0,387,-0.023964985,0.006688293,-0.533333333,0.143333333,35.73,42%,20.71,21.79666667,0.218686813,6559540.333,5382466,-0.025995069,0.001492756,7
DXC,95.27,DXC Technology Company,14.754294,2.348888,6.495736,266000000,0.5376,5282000000,0.0088,565000000,5.0942,6294000000,2.3319,779000000,20.0541,6186000000,2.2269,265000000,11.619,6163000000,2.294,79,-0.006086893,0.009658429,-0.606666667,0.873333333,106.72,15%,90.99,93.63,0.160925781,7730986.333,6659328.667,-0.008584812,0.005788952,1
APTV,90.69,Aptiv PLC,19.296376,6.817961,4.701919,303000000,-0.215,3684000000,0.1684,316000000,-0.1023,3630000000,0.1549,277000000,-0.0948,3440000000,47.4865,413000000,0.3497,4333000000,0.0592,44,-0.03235799,-0.009039403,-2.823333333,-0.82,102.73,23%,79.01,84.39333333,0.141813633,11146765.67,9762333.667,-0.033751439,-0.010289473,0
FBP,9.01,第一万能金控,26.240122,1.08237,0.348131,31032000,0.1084,0,0,33148000,0.2978,0,0,24169000,0.013,0,0,-10752000,-1.4466,0,0,754,0.015917392,-0.019715564,0.13,-0.176666667,478.8607,0.981288922,8.96,9.076666667,1.300701848,15743763.33,6843026.333,0.013109461,-0.024058572,14
PBT,8.25,帕米亚盆地皇室信托,13.126736,782.416744,0.63344,7048400,0.011,7623100,0.02,9310900,0.0133,9719300,0.0175,7264300,0.0182,7438000,0.0074,5900300,-0.055,6095500,-0.0701,754,-0.017439483,-0.022378351,-0.146666667,-0.2,27.15,0.7053407,8,8.12,0.257665829,391737.3333,311479.6667,-0.017597236,-0.027460334,14
CABO,886,Cable ONE Inc,19.408785,7.02879,45.461372,43785000,57%,268000000,11%,40653000,27%,266000000,28%,141000000,4.3003,258000000,0.2466,31514000,0.5097,254000000,0.235,174,0%,2%,0.843333333,18.90666667,883.61,2%,865.33,876.3333333,41%,231443.6667,164245,0%,2%,3
DLX,56.33,豪华,11.501774,2.513248,4.933152,60207000,0.0105,488000000,0.0062,63336000,0.1099,492000000,0.0085,84709000,0.5621,495000000,0.0306,28801000,-0.509,498000000,0.0844,754,-0.014641399,-0.019249629,-0.84,-1.14,77.67,0.301403373,54.26,55.93666667,0.68810226,2027696.667,1201169.333,-0.019136156,-0.02131603,14
IPG,22.78,埃培智,15.350028,4.262835,1.491854,148000000,0.3736,1948000000,0.0619,-16100000,-1.7559,1774000000,0.0589,333000000,-0.0101,2341000000,0.0338,149000000,0.1213,1903000000,-0.0102,754,0.004407704,0.004206349,0.1,0.096666667,25.51,0.084672677,23.35,23.13333333,0.42352411,21567136.67,15150524.33,0.005628807,-0.007002017,14
CSX,72.75,CSX运输,10.756729,4.523637,6.859892,877000000,0.7196,3102000000,0.0576,695000000,0.9199,2876000000,0.0024,4140000000,8.0393,2863000000,-0.0573,459000000,0.0088,2743000000,0.0122,754,0.004520826,-0.008859295,0.333333333,-0.66,74.65,0.001339585,74.55,74.19666667,0.259125597,26404815.67,20970756,0.001026625,-0.009947241,14
TDF,20.09,Templeton Dragon Fund Inc,5.704821,0.809025,3.505807,4271500,-0.9366,0,0,4271500,-0.9366,0,0,55450800,4.1614,0,0,55450800,4.1614,0,0,754,-0.008358766,-0.036224828,-0.1812,-0.766666667,35.37,0.469889737,18.75,19.55213333,1.300014186,1324129.667,575705,-0.006077867,-0.039221339,14
HPP,31.77,Hudson Pacific Properties,46.198911,1.368693,0.695038,19691000,1.8316,0,0,52563000,1.1763,0,0,48944000,0.7155,0,0,14510000,1.7813,0,0,433,0.002173672,-0.006211262,0.066666667,-0.21,36.35,12%,32.13,32.35,0.950172617,4898688,2511925.333,-0.005467532,-0.011139183,8
INT,28,全球燃料服务,0,1.087105,-2.507314,29200000,-0.0331,10151000000,0.2553,31300000,0.0097,9181000000,0.1204,-194000000,-93.2381,8872000000,0.1386,-37900000,-1.8814,8543000000,0.1545,754,-0.000200745,-0.004667769,-0.013333333,-0.14,57.52,0.513386648,27.99,28.03333333,0.121459895,2271073.667,2025104.667,-0.000946137,-0.006750545,14
SM,31.42,SM Energy,16.081254,1.291991,1.960668,17197000,1.1434,385000000,0.4075,317000000,3.2642,366000000,0.1466,-26258000,0.8693,327000000,-0.0145,-89112000,-1.1784,282000000,-0.1031,754,0.00577819,0.010318568,0.18,0.273333333,91.48,0.639374727,32.99,32.02,0.426434028,13078610.33,9168745.333,0.01205065,0.008935259,14
NS,27.12,纽星能源,24.456516,1.756397,1.123218,29399000,0.12,486000000,0.1165,126000000,1.177,476000000,-0.0237,25182000,3.2777,451000000,-0.045,38592000,-0.2454,441000000,-0.0019,601,0.001077334,-0.00736624,0.03,-0.21,70.25,0.602135231,27.95,27.83333333,0.366704665,3623927.667,2651580.667,-0.002127972,-0.010401376,11
EACQ,10.3,Easterly Acquisition Corp.,42.9928,13.459594,0.239575,2836600,11920%,0,0%,63200,118%,0,0%,75700,1.0872,0,0,52900,1.094,0,0,154,0%,0%,0.001666667,-0.001666667,10.45,0%,10.4,10.4,-99%,5529.333333,1022476,0%,0%,2
WU,18.73,西联汇款,0,-18.735372,-0.942377,218000000,0.3069,1411000000,0.0234,214000000,0.321,1389000000,0.0668,-1121000000,-2.1575,1438000000,0.0486,236000000,0.0862,1405000000,0.0195,629,-0.010329082,-0.003690946,-0.2,-0.07,28.35,0.359082892,18.17,18.75333333,0.290516134,25586679.67,19826702.67,-0.013508337,-0.006278684,12
ESS,245.46,埃塞克斯信托,43.706843,2.575609,5.669135,106000000,0.4039,0,0,96639000,-0.4847,0,0,110000000,-0.4638,0,0,85035000,0.212,0,0,754,-0.002684913,0.002785872,-0.663333333,0.68,266.58,0.085827894,243.7,245.8833333,0.393674023,2097480.333,1505000.667,-0.0073308,-0.001735389,14
DFS,79.53,发现金融,12.673718,2.659036,6.322533,669000000,0.2253,0,0,666000000,0.1809,0,0,387000000,-0.3126,0,0,602000000,-0.0579,0,0,591,-0.007455831,-0.005096392,-0.606666667,-0.4,80.98,0.051370709,76.82,77.75333333,0.047972309,8748622,8348142.333,-0.007739637,-0.006517687,11
PER,2.575,Sandridge Permian Trust,5.701709,1.115657,0.451619,6568000,-0.0385,7369000,-0.0122,5935000,-0.0618,6593000,-0.0434,4976000,-0.2923,6207000,-0.1517,6208000,-0.0169,6864000,0.0091,374,0.019361204,0.000125691,0.05,0,24.74,89%,2.7,2.633333333,-0.192230596,826774.3333,1023527.667,0.015553236,-0.004572254,7
LADR,16.91,Ladder Capital Corp,10.421838,1.267605,1.633589,43567000,0.4028,0,0,67798000,2.4538,0,0,62364000,-0.1292,0,0,30453000,-0.386,0,0,244,-0.007797677,0.000668375,-0.133333333,0.01,19.98,16%,16.88,16.96666667,0.141854947,3292079.333,2883097.667,-0.009661087,-0.003680553,4
AMN,51.2,AMN Healthcare Services Inc,16.761861,3.988904,3.090349,35529000,0.1367,558000000,0.1395,42681000,0.3334,522000000,0.0552,41167000,0.5623,509000000,0.0435,28128000,0.0305,494000000,0.0461,102,-0.00378785,-0.032479696,-0.273333333,-1.85,67,23%,51.57,52.52333333,0.331352457,2548389.667,1914136,-0.008718392,-0.033763882,1
LMT,334.07,洛克希德马丁,37.132056,228.985172,9.058545,1163000000,0.2178,13398000000,0.0665,1157000000,0.4664,11635000000,0.0377,-642000000,-1.6498,15137000000,0.1007,939000000,-0.6079,12169000000,0.0535,754,0.010319878,0.014346726,3.476666667,4.65,360.53,0.036945608,347.21,343.61,0.263067689,6565255.333,5197865,0.007436394,0.010212871,14
ST,52.02,Sensata Technologies Holding,19.758794,3.51374,2.643886,105000000,0.3251,914000000,0.0881,90490000,0.2614,886000000,0.0979,169000000,1.5423,841000000,0.0661,88035000,0.2615,819000000,0.037,448,-0.018871885,-0.007744055,-0.966666667,-0.423333333,58.48,19%,47.25,49.56,0.281777508,6065085.333,4731777,-0.039562077,-0.009892752,8
AGM,78.72,联邦农业抵押贷款公司,10.029702,1.507123,7.908012,29636000,0.4363,0,0,25819000,0.1792,0,0,20006000,-0.3051,0,0,21782000,0.109,0,0,754,-0.031154067,-0.004140707,-2.44,-0.346666667,97.64,0.275501844,70.74,74.41333333,0.305768806,208981.3333,160044.6667,-0.037464482,-0.0077813,14
EVRI,9.38,Everi Holdings Inc,0,-5.475816,-0.34809,1475000,1.0774,118000000,-0.5114,4609000,2.3139,111000000,-0.5327,-25049000,0.8847,248000000,0.1395,-4289000,0.4804,247000000,0.1132,681,-0.045124186,0.033508125,-0.416666667,0.236666667,19.49,0.579271421,8.2,8.9,0.384154538,4293319.333,3101763,-0.050058462,0.031080209,13
IRM,35.525,爱恩铁山,54.623922,4.992388,0.656672,93543000,0.1531,0,0,45152000,-0.2283,0,0,21479000,-0.5663,0,0,24324000,2.1185,0,0,754,-0.022591189,-0.004875907,-0.793333333,-0.176666667,41.44,0.196669884,33.29,34.57333333,0.211300053,8027294.333,6627007.333,-0.026156725,-0.006940021,14
KAMN,67.91,Kaman,32.015695,2.9689,2.129112,15094000,0.1216,468000000,0.0426,14066000,1.2359,463000000,0.0628,13797000,-0.0879,474000000,0.0943,16280000,-0.0673,447000000,-0.0142,348,0.006914104,-0.008046105,0.423333333,-0.526666667,72.42,9%,66.09,66.66333333,0.47623809,775604.6667,525392.6667,0.004277048,-0.01036213,6
DNOW,16.84,NOW Inc.,460.22497,1.547918,0.036895,14000000,1.8235,777000000,0.1935,2000000,1.087,764000000,0.2108,-3000000,0.9577,669000000,0.2435,-9000000,0.8393,697000000,0.3404,229,0.006786151,-0.02536485,0.103333333,-0.443333333,36.83,55%,16.75,16.70333333,-0.121080279,4523208,5146326.667,0.008043554,-0.024986596,4
VEAC,10,Vantage Energy Acquisition Corp,44.865785,31.460779,0.222887,986400,134%,0,0%,1248800,17909%,0,0%,768800,0,0,0,512500,0,0,0,75,0%,0%,-0.0072,0,10.05,0%,10,10.01,-34%,58972.66667,89405.33333,0%,0%,1
CR,97.5,Crane Co,31.035518,4.058957,3.167661,80700000,0.1645,851000000,0.2114,68700000,0.0853,799000000,0.1867,-28600000,0.5496,714000000,0.048,68500000,0.0754,696000000,0.0024,754,0.004171301,0.01802698,0.393333333,1.66,98.71,0.004660115,98.25,98.43666667,0.510682887,1598114.667,1057875.667,0.003512446,0.015441977,14
GSBD,22.37,"Goldman Sachs BDC, Inc.",13.64268,1.249338,1.6551,17467000,2.8096,0,0,18451000,0.2668,0,0,12286000,1.1986,0,0,18112000,-0.2008,0,0,186,-0.009411228,-0.008707161,-0.213333333,-0.193333333,25.43,15%,21.52,22.06666667,0.690077674,596623.3333,353015.3333,-0.00949144,-0.010989862,3
AA,43.35,美国铝业,57.119202,1.608256,0.758589,230000000,0.6667,3579000000,0.2518,274000000,-0.1104,3090000000,0.1638,-56000000,0.5659,3174000000,0.2511,169000000,15.9,2964000000,0.2726,754,0.000605539,-0.006658982,-0.003333333,-0.306666667,142.08,0.703969595,42.06,42.08333333,0.555526569,24893661,16003366,-0.008126595,-0.00809281,14
DK,44.18,Delek US Holdings,8.955583,2.411911,4.982367,86700000,3.6925,2564000000,1.083,-20000000,-2.3072,2353000000,0.9905,225000000,3.6127,2513000000,1.3168,114000000,1.7254,2341000000,1.1683,649,-0.030536049,-0.052880998,-1.396666667,-2.813333333,59.59,0.279744924,42.92,43.09666667,0.178338806,10496022.67,8907474.333,-0.030844852,-0.053238108,12
NRG,35.83,NRG能源,0,-29.892686,-3.185348,96000000,1.1495,0,0,233000000,2.1478,0,0,-1655000000,-0.5687,0,0,163000000,-0.5852,0,0,754,0.008208246,0.017609948,0.293333333,0.606666667,46,0.191304348,37.2,36.92,0.278978949,19352963.33,15131573,0.005104344,0.016249483,14
MED,213.75,快验保,64.217471,25.089066,3.362792,14133000,0.8635,117000000,0.5493,12222000,0.9889,98596000,0.3961,7306000,0.7763,78007000,0.2488,6686000,0.1024,77205000,0.1258,754,-0.051178677,0.026392091,-12.63666667,6.186666667,248.98,0.147200578,212.33,216.3233333,1.285674731,2242594.333,981152,-0.053040401,0.03005574,14
MHLA,17.3,"Maiden Holdings, Ltd.",0,2.327525,-2.208473,2680000,1.1641,0,0,22343000,-0.1569,0,0,-125000000,-0.7998,0,0,-55054000,-2.3495,0,0,121,0.023317804,-0.017311692,0.4,-0.476666667,27.17,33%,18.15,17.59333333,-0.559755893,124489,282772.6667,0.01460971,-0.027438537,2
ATTO,8.2,Atento,0,1.883304,-0.278518,4041000,2.1062,473000000,-0.0006,-1664000,-1.1845,490000000,0.0478,-8919000,-1.5337,478000000,0.0822,-10019000,-1.7122,501000000,0.1297,210,-0.000490143,0.015539687,-0.02,0.1,14.34,47%,7.59,7.763333333,0.81308998,956770,527701.3333,-0.001947463,0.026769344,4
GHL,27.45,格林希尔事务所,0,5.743199,-0.399587,10513000,0.6834,0,0,6368000,9.5362,0,0,-26238000,-2.1086,0,0,-5912000,-1.451,0,0,749,-0.004035399,-0.030826854,-0.123333333,-0.916666667,95.12,0.717199327,26.9,27,0.102260694,1758833.667,1595660.333,-0.005041162,-0.033589107,14
ARD,16.58,Ardagh Group S.A.,26.592123,-3.083178,0.63139,58000000,0.7576,2347000000,0.061,-15000000,0.7656,2224000000,0.1347,30000000,6,1789000000,-0.0203,53000000,9.8333,1990000000,-0.0149,82,0.019643344,0.001128256,0.320333333,0.016666667,23.21,27%,16.93,16.76666667,1.257651247,369304.3333,163579,0.011273693,-0.003639015,1
FUN,51.74,雪松娱乐,15.784166,-41.921518,3.29726,19243000,-0.3865,380000000,-0.0318,-83400000,-0.288,54727000,0.1326,57547000,9.4678,228000000,0.1886,191000000,0.0933,653000000,0.0037,754,0.008775447,0.010449324,0.45,0.503333333,72.1,0.234674064,55.18,53.23666667,0.259232377,1122469.667,891392,0.009106201,0.001018633,14
IHG,62.71,洲际酒店,20.707872,-10.209728,3.033629,117000000,-0.0565,759000000,0.0615,117000000,-0.0565,759000000,0.0615,187000000,0.7315,463000000,0.057,187000000,0.7315,463000000,0.057,693,-0.009462605,0.001240121,-0.606666667,0.073333333,68.56,0.131271879,59.56,61.64333333,-0.181065673,817490,998236.3333,-0.01633793,-0.002866815,13
SAM,297.4,波斯顿啤酒,36.586205,7.721674,8.134213,23535000,-0.1919,273000000,0.1015,9310000,0.6302,190000000,0.1779,30530000,0.3773,206000000,-0.0595,33683000,0.0683,247000000,-0.0252,754,-0.041634419,0.003613243,-12.84333333,0.983333333,326.2,0.132250153,283.06,289.42,0.066435299,634336.3333,594819.3333,-0.042828651,0.002802074,14
EQR,67.18,资产住宅公司,42.637357,2.461089,1.594142,118000000,-0.42,0,0,221000000,0.4709,0,0,130000000,-0.5698,0,0,144000000,-0.337,0,0,754,-0.014131799,0.001033887,-0.946666667,0.07,81.73,0.206044292,64.89,66.28,0.175445452,8030748.333,6832089.333,-0.018429911,-0.002700436,14
TKR,51.85,铁姆肯,15.8802,2.634759,3.274518,91900000,0.1207,906000000,0.2074,80500000,1.1129,883000000,0.2548,28100000,5.0725,778000000,0.1881,54100000,0.5912,771000000,0.1734,754,0.003396229,0.002177511,0.093333333,0.1,55.25,0.118371041,48.71,50.22,0.434604193,3364786.667,2345446,0.001893798,-0.000690472,14
DL,8.07,正保教育,34.317089,7.090427,0.236034,4404000,0.4929,47416000,0.338,-4807000,-1.0684,29748000,0.361,2219000,-0.7673,35878000,0.1218,6104000,-0.5005,41708000,0.0907,532,-0.03072003,-0.001944937,-0.266666667,-0.031166667,26.47,0.707215716,7.75,7.973333333,-0.239492637,117597,154629.6667,-0.032953124,-0.012552915,10
TX,29.91,特尔尼翁钢铁,5.544891,1.12686,5.442848,338000000,0.1987,3134000000,0.3493,422000000,0.3599,2961000000,0.4271,198000000,0.3679,2918000000,0.5777,233000000,-0.1196,2480000000,0.3359,662,0.027157866,-0.00488045,0.786666667,-0.18,44.6,0.308071749,30.86,30.38,-0.103531147,1941692.667,2165934.333,0.025829809,-0.01695755,12
HRTG,15.69,Heritage Insurance Holdings,84.361308,1.047599,0.186045,2408000,-0.6375,0,0,14829000,1.4785,0,0,-5048000,-0.7681,0,0,-8696000,-1.7956,0,0,229,-0.019599395,0.014836207,-0.303333333,0.216666667,27.11,46%,14.69,15.06666667,0.360266817,1011878,743882,-0.022646012,0.008432112,4
SPG,180.07,西蒙地产,25.038028,16.879112,7.255763,631000000,0.4306,0,0,716000000,0.2984,0,0,660000000,0.4482,0,0,593000000,0.008,0,0,754,-0.020858767,0.000686945,-3.733333333,0.12,227.04,0.24559549,171.28,176.17,0.033758731,6934609.667,6708151,-0.024702391,-0.001764761,14
TSS,97.62,Total System Services,27.609439,7.151044,3.552046,142000000,0.2225,1008000000,-0.1757,143000000,0.3361,987000000,-0.1668,244000000,2.2789,1273000000,0.1246,125000000,0.4264,1248000000,0.0878,754,-0.009088248,0.004064541,-0.913333333,0.396666667,98.83,0.030051604,95.86,97.48333333,0.37640808,6914887,5023864,-0.013803959,0.00290495,14
LYB,104.94,利安德巴塞尔,7.119725,3.870105,14.802538,1654000000,0.4637,10206000000,0.2146,1231000000,0.5445,9767000000,0.1586,1894000000,1.4823,9135000000,0.1792,1056000000,0.1081,8516000000,0.1563,414,-0.003613685,-0.030160647,-0.39,-3.37,121.49,15%,103.5,103.74,0.297556565,14332678.33,11045898.67,-0.009459616,-0.033926738,7
BRX,17.5,Brixmor Property Group Inc.,18.240315,1.870653,0.968185,80362000,0.0653,0,0,61022000,-0.1484,0,0,69896000,-0.251,0,0,83380000,0.4424,0,0,258,-0.032671912,-0.013936348,-0.573333333,-0.253333333,28.72,44%,15.96,17.00333333,0.580068356,12124506,7673406,-0.036524559,-0.01592545,4
